SubscriptionID,CustomerID,PlanID,StartDate,EndDate,Status,MRR,BillingCycle
SUB005271,CU005271,PL03,2022-04-19,,Active,432.09,Monthly
SUB005272,CU005272,PL01,2022-09-21,,Active,56.77,Annual
SUB005273,CU005273,PL01,2022-11-20,,Active,52.98,Monthly
SUB005274,CU005274,PL01,2026-01-21,2026-05-23,Churned,54.66,Monthly
SUB005275,CU005275,PL02,2025-05-28,,Active,163.12,Annual
SUB005276,CU005276,PL01,2026-01-19,,Active,50.97,Annual
SUB005277,CU005277,PL03,2022-04-10,,Active,375.46,Monthly
SUB005278,CU005278,PL03,2022-02-09,,Active,441.98,Monthly
SUB005279,CU005279,PL02,2023-02-03,,Active,163.0,Annual
SUB005280,CU005280,PL01,2024-05-10,,Active,58.79,Monthly
SUB005281,CU005281,PL04,2022-06-09,,Active,1264.4,Annual
SUB005282,CU005282,PL01,2025-06-25,2025-10-29,Churned,53.32,Annual
SUB005283,CU005283,PL01,2023-09-04,2026-03-17,Churned,54.35,Annual
SUB005284,CU005284,PL02,2025-11-20,,Active,160.96,Monthly
SUB005285,CU005285,PL01,2023-12-04,,Active,45.12,Monthly
SUB005286,CU005286,PL02,2025-07-21,,Active,183.62,Monthly
SUB005287,CU005287,PL03,2025-02-18,,Active,453.23,Monthly
SUB005288,CU005288,PL03,2025-01-08,,Active,430.07,Annual
SUB005289,CU005289,PL02,2022-09-17,2026-04-02,Churned,175.57,Annual
SUB005290,CU005290,PL02,2022-02-19,,Active,156.46,Monthly
SUB005291,CU005291,PL02,2022-10-27,,Active,136.81,Monthly
SUB005292,CU005292,PL03,2024-07-26,,Active,432.92,Annual
SUB005293,CU005293,PL01,2024-03-23,2024-08-13,Churned,44.92,Monthly
SUB005294,CU005294,PL01,2023-11-18,,Active,58.88,Monthly
SUB005295,CU005295,PL01,2025-07-11,,Active,50.18,Monthly
SUB005296,CU005296,PL02,2025-09-13,2026-03-07,Churned,183.07,Monthly
SUB005297,CU005297,PL01,2022-03-21,2024-01-11,Churned,48.73,Annual
SUB005298,CU005298,PL03,2024-05-06,,Active,348.45,Annual
SUB005299,CU005299,PL02,2024-02-01,,Active,169.93,Monthly
SUB005300,CU005300,PL03,2023-11-06,,Active,352.33,Annual
SUB005301,CU005301,PL01,2024-11-26,,Active,46.52,Monthly
SUB005302,CU005302,PL01,2026-06-01,,Active,48.48,Monthly
SUB005303,CU005303,PL01,2024-03-20,,Active,43.47,Annual
SUB005304,CU005304,PL03,2022-02-01,,Active,345.27,Monthly
SUB005305,CU005305,PL01,2023-08-10,,Active,51.27,Monthly
SUB005306,CU005306,PL02,2023-08-06,,Active,169.13,Annual
SUB005307,CU005307,PL02,2022-09-01,2024-04-23,Churned,159.42,Monthly
SUB005308,CU005308,PL04,2025-07-29,2026-05-30,Churned,1230.17,Monthly
SUB005309,CU005309,PL04,2022-05-22,,Active,1251.07,Annual
SUB005310,CU005310,PL03,2022-06-08,2023-04-30,Churned,363.84,Monthly
SUB005311,CU005311,PL01,2022-02-04,,Active,41.67,Monthly
SUB005312,CU005312,PL03,2023-09-04,,Active,411.13,Monthly
SUB005313,CU005313,PL02,2024-09-02,,Active,170.88,Monthly
SUB005314,CU005314,PL02,2023-01-19,,Active,142.53,Annual
SUB005315,CU005315,PL03,2022-03-03,,Active,458.61,Monthly
SUB005316,CU005316,PL02,2023-05-28,,Active,166.21,Annual
SUB005317,CU005317,PL03,2022-02-07,,Active,440.38,Annual
SUB005318,CU005318,PL02,2025-07-05,,Active,143.21,Monthly
SUB005319,CU005319,PL01,2023-04-21,,Active,52.65,Annual
SUB005320,CU005320,PL02,2022-08-15,,Active,169.38,Annual
SUB005321,CU005321,PL01,2025-01-09,,Active,56.1,Annual
SUB005322,CU005322,PL03,2026-01-08,,Active,411.86,Monthly
SUB005323,CU005323,PL02,2024-08-09,,Active,161.66,Monthly
SUB005324,CU005324,PL01,2025-12-21,,Active,53.27,Monthly
SUB005325,CU005325,PL03,2023-04-01,,Active,464.78,Annual
SUB005326,CU005326,PL03,2024-12-23,,Active,387.45,Annual
SUB005327,CU005327,PL02,2022-02-22,,Active,150.15,Monthly
SUB005328,CU005328,PL01,2024-08-07,,Active,50.76,Monthly
SUB005329,CU005329,PL03,2026-03-02,,Active,451.51,Monthly
SUB005330,CU005330,PL02,2026-04-07,,Active,141.1,Monthly
SUB005331,CU005331,PL02,2024-02-04,,Active,165.35,Annual
SUB005332,CU005332,PL02,2022-11-21,2025-03-28,Churned,154.92,Monthly
SUB005333,CU005333,PL02,2025-02-11,,Active,146.39,Monthly
SUB005334,CU005334,PL01,2022-07-04,2024-10-16,Churned,50.91,Annual
SUB005335,CU005335,PL02,2022-05-22,2024-05-06,Churned,167.75,Annual
SUB005336,CU005336,PL04,2025-09-23,,Active,1069.36,Annual
SUB005337,CU005337,PL02,2022-03-21,2025-12-13,Churned,128.3,Monthly
SUB005338,CU005338,PL02,2025-02-21,2025-05-29,Churned,157.33,Annual
SUB005339,CU005339,PL01,2024-08-27,,Active,54.64,Annual
SUB005340,CU005340,PL04,2022-12-28,,Active,1187.78,Monthly
SUB005341,CU005341,PL01,2026-05-22,,Active,60.51,Annual
SUB005342,CU005342,PL03,2022-12-30,,Active,339.95,Monthly
SUB005343,CU005343,PL02,2023-04-13,,Active,170.77,Annual
SUB005344,CU005344,PL01,2025-07-13,2026-05-07,Churned,53.75,Monthly
SUB005345,CU005345,PL04,2022-08-01,2023-05-19,Churned,1151.74,Monthly
SUB005346,CU005346,PL03,2025-11-15,,Active,388.98,Monthly
SUB005347,CU005347,PL01,2023-03-03,2023-11-06,Churned,52.9,Monthly
SUB005348,CU005348,PL04,2022-03-24,,Active,1243.35,Monthly
SUB005349,CU005349,PL01,2026-04-01,,Active,55.55,Annual
SUB005350,CU005350,PL01,2025-06-30,2026-08-03,Churned,51.83,Monthly
SUB005351,CU005351,PL01,2024-02-16,,Active,56.66,Monthly
SUB005352,CU005352,PL01,2025-12-17,,Active,43.05,Monthly
SUB005353,CU005353,PL03,2023-09-14,,Active,376.26,Monthly
SUB005354,CU005354,PL02,2023-10-04,,Active,141.26,Annual
SUB005355,CU005355,PL02,2025-03-10,2025-10-08,Churned,167.06,Monthly
SUB005356,CU005356,PL02,2025-01-22,,Active,143.76,Monthly
SUB005357,CU005357,PL02,2025-01-09,,Active,158.5,Monthly
SUB005358,CU005358,PL01,2025-12-14,,Active,60.8,Monthly
SUB005359,CU005359,PL03,2022-06-01,,Active,416.52,Annual
SUB005360,CU005360,PL01,2023-11-21,,Active,51.6,Monthly
SUB005361,CU005361,PL03,2024-11-07,,Active,468.76,Annual
SUB005362,CU005362,PL04,2022-02-22,,Active,1183.23,Annual
SUB005363,CU005363,PL01,2023-11-11,2026-01-23,Churned,44.36,Annual
SUB005364,CU005364,PL01,2023-02-06,,Active,42.87,Annual
SUB005365,CU005365,PL03,2025-05-26,,Active,495.1,Monthly
SUB005366,CU005366,PL04,2026-05-28,,Active,1397.07,Annual
SUB005367,CU005367,PL01,2024-01-28,2025-01-01,Churned,58.91,Monthly
SUB005368,CU005368,PL04,2023-11-17,,Active,1351.99,Monthly
SUB005369,CU005369,PL03,2024-12-28,,Active,486.68,Monthly
SUB005370,CU005370,PL01,2025-10-27,,Active,51.46,Monthly
SUB005371,CU005371,PL01,2022-12-02,,Active,58.79,Annual
SUB005372,CU005372,PL02,2022-07-14,,Active,156.9,Annual
SUB005373,CU005373,PL02,2025-05-02,,Active,180.96,Monthly
SUB005374,CU005374,PL01,2025-04-05,,Active,59.47,Annual
SUB005375,CU005375,PL01,2025-03-14,,Active,55.08,Monthly
SUB005376,CU005376,PL01,2024-10-02,2025-03-25,Churned,46.75,Annual
SUB005377,CU005377,PL01,2022-01-31,2026-04-26,Churned,58.7,Annual
SUB005378,CU005378,PL01,2024-03-15,,Active,42.6,Monthly
SUB005379,CU005379,PL03,2026-03-12,,Active,423.84,Monthly
SUB005380,CU005380,PL02,2025-09-11,,Active,167.53,Annual
SUB005381,CU005381,PL01,2023-07-21,,Active,42.55,Annual
SUB005382,CU005382,PL02,2023-02-08,,Active,147.87,Monthly
SUB005383,CU005383,PL04,2023-06-21,,Active,1147.05,Monthly
SUB005384,CU005384,PL02,2022-08-20,,Active,161.99,Monthly
SUB005385,CU005385,PL02,2022-11-16,,Active,157.58,Monthly
SUB005386,CU005386,PL01,2023-01-13,,Active,61.25,Monthly
SUB005387,CU005387,PL01,2025-06-11,2026-07-27,Churned,51.13,Monthly
SUB005388,CU005388,PL02,2025-05-08,,Active,133.78,Annual
SUB005389,CU005389,PL01,2022-09-25,2025-03-06,Churned,59.31,Annual
SUB005390,CU005390,PL01,2025-06-04,,Active,48.62,Annual
SUB005391,CU005391,PL04,2022-04-19,,Active,1394.83,Monthly
SUB005392,CU005392,PL03,2023-06-06,2026-03-16,Churned,364.28,Annual
SUB005393,CU005393,PL02,2024-11-15,,Active,183.01,Annual
SUB005394,CU005394,PL02,2024-09-19,,Active,175.42,Monthly
SUB005395,CU005395,PL02,2025-11-09,,Active,173.39,Monthly
SUB005396,CU005396,PL03,2024-11-20,,Active,381.45,Annual
SUB005397,CU005397,PL02,2025-03-03,2025-09-21,Churned,132.95,Monthly
SUB005398,CU005398,PL01,2025-04-27,,Active,54.89,Annual
SUB005399,CU005399,PL02,2025-01-26,2025-08-27,Churned,168.75,Monthly
SUB005400,CU005400,PL01,2024-12-22,2026-08-23,Churned,50.74,Annual
SUB005401,CU005401,PL02,2022-07-18,,Active,149.38,Monthly
SUB005402,CU005402,PL03,2024-09-23,,Active,403.03,Annual
SUB005403,CU005403,PL02,2025-07-08,2025-10-23,Churned,184.84,Annual
SUB005404,CU005404,PL03,2023-09-03,,Active,458.2,Monthly
SUB005405,CU005405,PL01,2024-03-10,,Active,60.97,Annual
SUB005406,CU005406,PL03,2023-09-13,,Active,352.26,Monthly
SUB005407,CU005407,PL02,2023-10-12,,Active,147.12,Monthly
SUB005408,CU005408,PL03,2025-06-28,,Active,458.55,Annual
SUB005409,CU005409,PL02,2023-08-25,2025-09-15,Churned,167.02,Annual
SUB005410,CU005410,PL03,2023-02-27,,Active,344.38,Monthly
SUB005411,CU005411,PL02,2023-03-10,,Active,129.64,Monthly
SUB005412,CU005412,PL01,2024-04-10,,Active,47.39,Monthly
SUB005413,CU005413,PL02,2022-07-28,,Active,146.15,Annual
SUB005414,CU005414,PL03,2025-04-13,,Active,388.25,Monthly
SUB005415,CU005415,PL03,2024-12-07,,Active,497.64,Monthly
SUB005416,CU005416,PL02,2024-08-24,,Active,130.84,Monthly
SUB005417,CU005417,PL03,2022-04-24,,Active,477.92,Annual
SUB005418,CU005418,PL03,2025-06-14,,Active,466.87,Monthly
SUB005419,CU005419,PL02,2026-04-30,,Active,138.08,Monthly
SUB005420,CU005420,PL02,2024-04-06,,Active,161.53,Annual
SUB005421,CU005421,PL01,2022-08-09,2023-03-12,Churned,47.99,Annual
SUB005422,CU005422,PL03,2022-10-30,,Active,479.95,Annual
SUB005423,CU005423,PL01,2022-02-05,2024-03-24,Churned,58.62,Monthly
SUB005424,CU005424,PL02,2022-07-23,,Active,181.41,Annual
SUB005425,CU005425,PL02,2026-01-21,,Active,163.33,Monthly
SUB005426,CU005426,PL02,2024-05-05,,Active,143.12,Annual
SUB005427,CU005427,PL02,2026-04-17,,Active,154.99,Annual
SUB005428,CU005428,PL02,2024-06-29,2025-07-06,Churned,185.0,Monthly
SUB005429,CU005429,PL01,2025-08-08,,Active,60.74,Annual
SUB005430,CU005430,PL01,2022-04-09,,Active,43.88,Annual
SUB005431,CU005431,PL03,2023-01-22,,Active,395.12,Annual
SUB005432,CU005432,PL02,2022-10-25,,Active,130.2,Monthly
SUB005433,CU005433,PL04,2023-12-28,,Active,1136.41,Annual
SUB005434,CU005434,PL03,2025-06-27,,Active,407.91,Monthly
SUB005435,CU005435,PL02,2023-04-21,,Active,137.78,Annual
SUB005436,CU005436,PL04,2025-12-25,,Active,1374.23,Monthly
SUB005437,CU005437,PL01,2023-09-04,,Active,44.94,Monthly
SUB005438,CU005438,PL03,2022-08-14,2023-02-13,Churned,412.24,Annual
SUB005439,CU005439,PL03,2022-07-21,,Active,383.24,Monthly
SUB005440,CU005440,PL01,2022-09-23,2024-04-26,Churned,60.01,Annual
SUB005441,CU005441,PL02,2022-11-26,,Active,174.42,Monthly
SUB005442,CU005442,PL01,2025-11-04,,Active,44.25,Monthly
SUB005443,CU005443,PL03,2025-05-05,,Active,339.29,Monthly
SUB005444,CU005444,PL03,2026-05-15,,Active,354.94,Monthly
SUB005445,CU005445,PL01,2024-02-28,,Active,53.78,Monthly
SUB005446,CU005446,PL01,2023-08-23,,Active,42.45,Monthly
SUB005447,CU005447,PL03,2022-08-20,,Active,453.27,Monthly
SUB005448,CU005448,PL04,2024-01-30,,Active,1023.28,Annual
SUB005449,CU005449,PL03,2025-06-09,2025-10-28,Churned,413.2,Annual
SUB005450,CU005450,PL02,2025-05-09,,Active,164.17,Monthly
SUB005451,CU005451,PL02,2025-09-17,,Active,166.96,Annual
SUB005452,CU005452,PL02,2026-02-22,2026-07-10,Churned,128.73,Monthly
SUB005453,CU005453,PL01,2023-04-21,2023-12-19,Churned,54.85,Monthly
SUB005454,CU005454,PL02,2026-04-24,,Active,175.47,Annual
SUB005455,CU005455,PL02,2026-04-19,,Active,182.32,Monthly
SUB005456,CU005456,PL01,2022-09-19,,Active,57.55,Monthly
SUB005457,CU005457,PL01,2022-09-02,,Active,48.65,Monthly
SUB005458,CU005458,PL01,2022-10-16,2024-09-10,Churned,57.96,Annual
SUB005459,CU005459,PL03,2022-11-12,,Active,398.59,Annual
SUB005460,CU005460,PL02,2024-12-16,,Active,184.47,Annual
SUB005461,CU005461,PL02,2025-02-03,2026-04-26,Churned,182.93,Monthly
SUB005462,CU005462,PL03,2023-11-21,,Active,361.59,Annual
SUB005463,CU005463,PL03,2022-01-14,,Active,419.6,Monthly
SUB005464,CU005464,PL02,2022-03-19,,Active,184.9,Annual
SUB005465,CU005465,PL04,2022-04-13,,Active,1331.43,Annual
SUB005466,CU005466,PL03,2023-03-22,,Active,456.28,Monthly
SUB005467,CU005467,PL01,2023-12-24,,Active,45.04,Annual
SUB005468,CU005468,PL02,2024-10-01,,Active,173.76,Monthly
SUB005469,CU005469,PL02,2026-03-16,,Active,138.17,Monthly
SUB005470,CU005470,PL01,2022-03-03,2023-01-07,Churned,57.04,Monthly
SUB005471,CU005471,PL01,2025-04-09,,Active,52.86,Annual
SUB005472,CU005472,PL03,2025-03-07,,Active,379.22,Annual
SUB005473,CU005473,PL01,2023-02-21,,Active,58.02,Annual
SUB005474,CU005474,PL03,2022-02-02,,Active,342.6,Annual
SUB005475,CU005475,PL03,2023-12-15,,Active,495.78,Annual
SUB005476,CU005476,PL02,2022-02-08,2024-03-28,Churned,152.46,Monthly
SUB005477,CU005477,PL02,2025-10-10,,Active,155.01,Annual
SUB005478,CU005478,PL02,2025-02-19,,Active,161.29,Annual
SUB005479,CU005479,PL03,2023-01-19,,Active,395.34,Annual
SUB005480,CU005480,PL01,2026-03-23,,Active,42.98,Monthly
SUB005481,CU005481,PL01,2025-07-26,,Active,53.87,Monthly
SUB005482,CU005482,PL02,2023-11-15,2026-06-09,Churned,179.37,Monthly
SUB005483,CU005483,PL04,2022-06-13,,Active,1240.58,Annual
SUB005484,CU005484,PL01,2022-10-27,,Active,60.95,Annual
SUB005485,CU005485,PL02,2025-07-11,,Active,146.87,Annual
SUB005486,CU005486,PL01,2023-12-11,,Active,55.05,Annual
SUB005487,CU005487,PL01,2023-11-25,2024-08-27,Churned,58.75,Annual
SUB005488,CU005488,PL03,2025-10-02,2026-05-27,Churned,376.87,Annual
SUB005489,CU005489,PL01,2024-05-27,,Active,42.44,Monthly
SUB005490,CU005490,PL01,2026-05-21,,Active,45.42,Monthly
SUB005491,CU005491,PL01,2025-06-29,,Active,47.83,Monthly
SUB005492,CU005492,PL01,2025-05-03,2026-04-04,Churned,51.61,Monthly
SUB005493,CU005493,PL01,2022-04-20,2022-12-17,Churned,51.84,Annual
SUB005494,CU005494,PL01,2024-04-18,,Active,48.19,Annual
SUB005495,CU005495,PL02,2023-02-07,,Active,160.07,Annual
SUB005496,CU005496,PL04,2022-10-17,,Active,1450.61,Monthly
SUB005497,CU005497,PL01,2022-05-15,,Active,43.77,Annual
SUB005498,CU005498,PL03,2026-01-08,,Active,454.74,Annual
SUB005499,CU005499,PL02,2024-05-29,,Active,145.47,Monthly
SUB005500,CU005500,PL02,2024-06-13,2025-04-26,Churned,134.44,Monthly
SUB005501,CU005501,PL04,2023-05-29,2024-04-12,Churned,1035.05,Annual
SUB005502,CU005502,PL02,2026-03-15,,Active,156.13,Monthly
SUB005503,CU005503,PL01,2023-09-22,,Active,42.8,Monthly
SUB005504,CU005504,PL01,2023-04-22,2025-08-31,Churned,43.45,Monthly
SUB005505,CU005505,PL01,2026-04-08,,Active,47.03,Monthly
SUB005506,CU005506,PL02,2023-10-22,,Active,128.76,Annual
SUB005507,CU005507,PL02,2024-08-08,,Active,169.31,Annual
SUB005508,CU005508,PL02,2023-06-02,,Active,165.13,Annual
SUB005509,CU005509,PL02,2023-10-30,,Active,144.64,Annual
SUB005510,CU005510,PL03,2024-07-22,,Active,437.6,Monthly
SUB005511,CU005511,PL02,2025-09-08,2025-12-19,Churned,183.76,Annual
SUB005512,CU005512,PL03,2022-06-09,,Active,456.52,Monthly
SUB005513,CU005513,PL03,2026-01-24,,Active,460.95,Annual
SUB005514,CU005514,PL04,2024-08-20,,Active,1236.07,Monthly
SUB005515,CU005515,PL01,2023-10-03,2025-11-30,Churned,50.51,Monthly
SUB005516,CU005516,PL04,2023-08-03,,Active,1469.96,Monthly
SUB005517,CU005517,PL03,2022-10-02,,Active,339.39,Monthly
SUB005518,CU005518,PL02,2025-08-28,,Active,170.14,Annual
SUB005519,CU005519,PL03,2022-12-26,,Active,378.23,Annual
SUB005520,CU005520,PL01,2024-12-23,,Active,43.12,Monthly
SUB005521,CU005521,PL03,2022-08-13,,Active,349.63,Monthly
SUB005522,CU005522,PL03,2025-02-20,,Active,417.13,Annual
SUB005523,CU005523,PL02,2025-08-22,2026-06-26,Churned,146.06,Monthly
SUB005524,CU005524,PL02,2022-03-13,,Active,166.1,Annual
SUB005525,CU005525,PL02,2026-02-28,,Active,131.59,Monthly
SUB005526,CU005526,PL02,2024-05-12,2025-12-02,Churned,154.28,Annual
SUB005527,CU005527,PL03,2025-08-20,,Active,354.88,Annual
SUB005528,CU005528,PL03,2023-08-17,,Active,495.67,Monthly
SUB005529,CU005529,PL03,2024-09-23,,Active,476.58,Annual
SUB005530,CU005530,PL04,2023-11-25,,Active,1264.31,Annual
SUB005531,CU005531,PL01,2025-04-18,,Active,52.71,Monthly
SUB005532,CU005532,PL04,2023-07-23,,Active,1371.92,Annual
SUB005533,CU005533,PL03,2025-10-19,,Active,371.83,Monthly
SUB005534,CU005534,PL01,2024-05-07,,Active,57.89,Annual
SUB005535,CU005535,PL01,2024-03-31,,Active,45.05,Monthly
SUB005536,CU005536,PL02,2023-07-14,,Active,146.93,Monthly
SUB005537,CU005537,PL02,2026-04-02,,Active,146.51,Monthly
SUB005538,CU005538,PL01,2023-02-06,2025-07-02,Churned,55.9,Annual
SUB005539,CU005539,PL02,2023-04-26,,Active,147.08,Annual
SUB005540,CU005540,PL03,2023-07-16,,Active,401.84,Annual
SUB005541,CU005541,PL02,2025-04-25,,Active,185.13,Annual
SUB005542,CU005542,PL04,2023-05-31,,Active,1249.22,Monthly
SUB005543,CU005543,PL01,2022-05-23,2026-01-24,Churned,58.61,Monthly
SUB005544,CU005544,PL02,2022-07-15,,Active,128.75,Annual
SUB005545,CU005545,PL01,2022-02-04,,Active,56.75,Monthly
SUB005546,CU005546,PL03,2023-01-24,2023-08-04,Churned,463.45,Annual
SUB005547,CU005547,PL02,2025-10-31,,Active,172.33,Annual
SUB005548,CU005548,PL02,2025-11-16,2026-05-07,Churned,135.8,Monthly
SUB005549,CU005549,PL02,2023-05-03,,Active,179.89,Annual
SUB005550,CU005550,PL01,2025-05-13,2025-09-08,Churned,45.42,Annual
SUB005551,CU005551,PL02,2024-09-12,,Active,185.33,Monthly
SUB005552,CU005552,PL03,2023-07-10,,Active,438.42,Annual
SUB005553,CU005553,PL02,2022-05-31,,Active,158.33,Monthly
SUB005554,CU005554,PL01,2024-04-02,,Active,50.11,Annual
SUB005555,CU005555,PL01,2022-03-10,2025-02-05,Churned,60.88,Monthly
SUB005556,CU005556,PL04,2023-04-23,,Active,1225.11,Annual
SUB005557,CU005557,PL02,2025-04-27,2025-08-23,Churned,154.16,Monthly
SUB005558,CU005558,PL01,2022-10-01,,Active,47.89,Monthly
SUB005559,CU005559,PL01,2025-03-21,,Active,59.44,Monthly
SUB005560,CU005560,PL01,2024-01-15,,Active,50.63,Monthly
SUB005561,CU005561,PL04,2022-05-25,2025-11-11,Churned,1207.46,Annual
SUB005562,CU005562,PL03,2023-02-27,,Active,374.5,Annual
SUB005563,CU005563,PL03,2026-04-10,,Active,474.33,Annual
SUB005564,CU005564,PL02,2022-01-04,,Active,131.42,Annual
SUB005565,CU005565,PL02,2026-05-24,,Active,130.28,Annual
SUB005566,CU005566,PL03,2023-12-14,,Active,346.19,Annual
SUB005567,CU005567,PL02,2023-03-14,,Active,147.68,Monthly
SUB005568,CU005568,PL03,2026-06-17,,Active,376.81,Monthly
SUB005569,CU005569,PL01,2022-05-31,,Active,50.06,Monthly
SUB005570,CU005570,PL04,2022-01-10,,Active,1254.94,Monthly
SUB005571,CU005571,PL02,2024-07-23,,Active,171.06,Annual
SUB005572,CU005572,PL01,2022-07-03,2023-02-27,Churned,47.3,Monthly
SUB005573,CU005573,PL01,2025-11-18,,Active,49.84,Monthly
SUB005574,CU005574,PL04,2022-01-16,,Active,1078.85,Annual
SUB005575,CU005575,PL01,2024-10-18,,Active,48.23,Annual
SUB005576,CU005576,PL02,2023-06-17,,Active,152.69,Monthly
SUB005577,CU005577,PL03,2025-06-09,,Active,446.13,Annual
SUB005578,CU005578,PL04,2023-06-27,,Active,1302.35,Annual
SUB005579,CU005579,PL01,2024-06-22,2024-11-11,Churned,59.39,Annual
SUB005580,CU005580,PL01,2026-06-10,,Active,51.38,Monthly
SUB005581,CU005581,PL04,2023-09-10,,Active,1288.26,Annual
SUB005582,CU005582,PL03,2023-04-11,,Active,351.57,Monthly
SUB005583,CU005583,PL02,2023-01-05,,Active,139.51,Annual
SUB005584,CU005584,PL02,2025-02-12,,Active,152.32,Annual
SUB005585,CU005585,PL01,2024-01-23,,Active,50.24,Annual
SUB005586,CU005586,PL02,2023-08-08,,Active,129.25,Monthly
SUB005587,CU005587,PL02,2025-05-12,2025-08-15,Churned,153.26,Monthly
SUB005588,CU005588,PL02,2023-07-03,2025-01-06,Churned,182.73,Annual
SUB005589,CU005589,PL02,2026-01-07,,Active,136.18,Annual
SUB005590,CU005590,PL02,2025-09-03,,Active,171.59,Monthly
SUB005591,CU005591,PL02,2024-11-13,2025-12-09,Churned,166.98,Annual
SUB005592,CU005592,PL01,2022-07-18,,Active,47.85,Monthly
SUB005593,CU005593,PL01,2024-07-05,,Active,50.5,Monthly
SUB005594,CU005594,PL02,2023-03-10,,Active,131.91,Annual
SUB005595,CU005595,PL02,2025-07-19,,Active,158.1,Annual
SUB005596,CU005596,PL03,2026-03-28,,Active,416.0,Monthly
SUB005597,CU005597,PL01,2023-11-23,,Active,51.01,Monthly
SUB005598,CU005598,PL01,2024-08-16,,Active,54.14,Monthly
SUB005599,CU005599,PL02,2024-12-01,,Active,159.2,Monthly
SUB005600,CU005600,PL04,2022-03-10,,Active,1331.16,Annual
SUB005601,CU005601,PL01,2023-01-25,,Active,49.56,Annual
SUB005602,CU005602,PL01,2025-06-14,2026-01-21,Churned,43.19,Annual
SUB005603,CU005603,PL03,2024-07-21,2025-12-29,Churned,399.8,Monthly
SUB005604,CU005604,PL02,2024-07-09,,Active,183.92,Annual
SUB005605,CU005605,PL02,2025-05-05,,Active,176.53,Annual
SUB005606,CU005606,PL02,2025-11-05,,Active,161.71,Monthly
SUB005607,CU005607,PL03,2025-01-18,2025-06-07,Churned,456.73,Monthly
SUB005608,CU005608,PL01,2024-09-30,,Active,59.64,Monthly
SUB005609,CU005609,PL02,2024-10-15,,Active,158.55,Monthly
SUB005610,CU005610,PL02,2022-11-26,,Active,178.82,Annual
SUB005611,CU005611,PL01,2025-09-17,,Active,48.86,Monthly
SUB005612,CU005612,PL02,2022-08-19,,Active,139.18,Annual
SUB005613,CU005613,PL03,2023-02-28,,Active,405.88,Monthly
SUB005614,CU005614,PL03,2023-08-03,,Active,371.08,Monthly
SUB005615,CU005615,PL03,2026-05-27,,Active,438.61,Monthly
SUB005616,CU005616,PL01,2025-05-05,,Active,60.21,Monthly
SUB005617,CU005617,PL02,2024-09-29,2026-08-09,Churned,136.83,Annual
SUB005618,CU005618,PL03,2023-04-19,,Active,384.05,Annual
SUB005619,CU005619,PL03,2023-01-30,,Active,448.34,Annual
SUB005620,CU005620,PL03,2022-10-09,2024-11-03,Churned,449.4,Monthly
SUB005621,CU005621,PL02,2022-02-23,,Active,143.75,Monthly
SUB005622,CU005622,PL03,2023-02-14,,Active,362.96,Annual
SUB005623,CU005623,PL01,2023-07-08,,Active,53.14,Annual
SUB005624,CU005624,PL03,2023-03-10,,Active,452.08,Monthly
SUB005625,CU005625,PL03,2025-09-06,,Active,488.35,Annual
SUB005626,CU005626,PL01,2023-04-04,,Active,45.17,Annual
SUB005627,CU005627,PL04,2025-02-16,,Active,1334.09,Monthly
SUB005628,CU005628,PL03,2024-11-28,,Active,448.09,Annual
SUB005629,CU005629,PL01,2025-02-16,,Active,50.76,Annual
SUB005630,CU005630,PL01,2026-01-07,,Active,53.56,Annual
SUB005631,CU005631,PL03,2026-03-30,,Active,365.29,Monthly
SUB005632,CU005632,PL02,2024-05-27,,Active,161.0,Annual
SUB005633,CU005633,PL02,2022-02-17,,Active,153.27,Monthly
SUB005634,CU005634,PL03,2022-01-14,,Active,359.59,Monthly
SUB005635,CU005635,PL01,2024-06-25,,Active,59.55,Monthly
SUB005636,CU005636,PL02,2022-05-21,,Active,165.82,Monthly
SUB005637,CU005637,PL01,2025-07-24,,Active,43.75,Annual
SUB005638,CU005638,PL02,2022-03-27,,Active,184.08,Monthly
SUB005639,CU005639,PL01,2022-03-17,,Active,55.72,Monthly
SUB005640,CU005640,PL01,2022-09-01,,Active,56.01,Monthly
SUB005641,CU005641,PL02,2025-05-29,2025-11-19,Churned,142.81,Annual
SUB005642,CU005642,PL01,2024-02-12,,Active,56.62,Annual
SUB005643,CU005643,PL02,2022-04-21,,Active,151.19,Monthly
SUB005644,CU005644,PL01,2025-01-31,,Active,58.29,Monthly
SUB005645,CU005645,PL02,2023-06-07,,Active,129.32,Annual
SUB005646,CU005646,PL01,2022-11-23,,Active,50.95,Annual
SUB005647,CU005647,PL02,2024-09-26,,Active,127.03,Monthly
SUB005648,CU005648,PL02,2024-08-18,2026-02-19,Churned,131.06,Monthly
SUB005649,CU005649,PL02,2026-05-10,,Active,163.52,Monthly
SUB005650,CU005650,PL03,2024-08-06,,Active,440.82,Annual
SUB005651,CU005651,PL01,2023-09-01,,Active,53.59,Annual
SUB005652,CU005652,PL01,2023-08-10,,Active,49.44,Monthly
SUB005653,CU005653,PL01,2022-06-07,2023-03-18,Churned,52.68,Monthly
SUB005654,CU005654,PL01,2025-03-18,,Active,59.16,Monthly
SUB005655,CU005655,PL02,2024-12-11,,Active,184.34,Annual
SUB005656,CU005656,PL02,2024-08-07,2025-01-10,Churned,146.45,Annual
SUB005657,CU005657,PL01,2025-03-02,,Active,59.57,Monthly
