CustomerID,CustomerName,SignupDate,Industry,Country,Segment
CU004899,Account 004899,2022-10-29,Retail,Canada,Enterprise
CU004900,Account 004900,2023-09-10,Healthcare,Singapore,Mid-Market
CU004901,Account 004901,2025-05-05,Software,Singapore,SMB
CU004902,Account 004902,2023-01-16,Education,Canada,SMB
CU004903,Account 004903,2022-01-16,Finance,United States,Enterprise
CU004904,Account 004904,2024-09-04,Healthcare,United Kingdom,Mid-Market
CU004905,Account 004905,2022-12-11,Education,Australia,Mid-Market
CU004906,Account 004906,2022-07-01,Professional Services,United States,SMB
CU004907,Account 004907,2025-12-04,Healthcare,Australia,SMB
CU004908,Account 004908,2024-05-08,Retail,Germany,Enterprise
CU004909,Account 004909,2022-11-14,Manufacturing,Australia,Enterprise
CU004910,Account 004910,2022-11-26,Retail,Australia,SMB
CU004911,Account 004911,2022-01-09,Software,Canada,SMB
CU004912,Account 004912,2023-11-21,Finance,Canada,SMB
CU004913,Account 004913,2025-06-15,Retail,Germany,Enterprise
CU004914,Account 004914,2025-09-14,Finance,Germany,Mid-Market
CU004915,Account 004915,2025-09-30,Retail,Singapore,Enterprise
CU004916,Account 004916,2023-10-13,Manufacturing,United Kingdom,Enterprise
CU004917,Account 004917,2025-11-14,Healthcare,United States,Mid-Market
CU004918,Account 004918,2024-12-31,Professional Services,Canada,Enterprise
CU004919,Account 004919,2024-11-17,Professional Services,Australia,Enterprise
CU004920,Account 004920,2023-06-20,Education,Germany,Enterprise
CU004921,Account 004921,2024-05-30,Education,United States,Enterprise
CU004922,Account 004922,2026-03-27,Healthcare,Australia,Enterprise
CU004923,Account 004923,2023-05-27,Education,Australia,SMB
CU004924,Account 004924,2024-07-31,Professional Services,Singapore,Mid-Market
CU004925,Account 004925,2025-08-21,Healthcare,Australia,Enterprise
CU004926,Account 004926,2022-10-28,Software,United States,Mid-Market
CU004927,Account 004927,2022-07-26,Finance,Australia,Enterprise
CU004928,Account 004928,2025-04-02,Software,Australia,Enterprise
CU004929,Account 004929,2025-09-22,Education,Singapore,Enterprise
CU004930,Account 004930,2022-11-10,Education,United States,SMB
CU004931,Account 004931,2024-01-25,Software,United States,Mid-Market
CU004932,Account 004932,2022-04-19,Manufacturing,Australia,Mid-Market
CU004933,Account 004933,2022-09-11,Manufacturing,Singapore,Mid-Market
CU004934,Account 004934,2025-09-19,Retail,Singapore,SMB
CU004935,Account 004935,2023-10-26,Manufacturing,United States,Enterprise
CU004936,Account 004936,2024-02-22,Finance,United Kingdom,SMB
CU004937,Account 004937,2026-01-05,Education,United States,Mid-Market
CU004938,Account 004938,2025-07-16,Retail,United States,Enterprise
CU004939,Account 004939,2025-12-13,Healthcare,United States,Mid-Market
CU004940,Account 004940,2022-11-14,Education,Canada,Enterprise
CU004941,Account 004941,2025-01-16,Professional Services,Australia,Enterprise
CU004942,Account 004942,2025-06-05,Education,Germany,Mid-Market
CU004943,Account 004943,2023-06-21,Finance,United Kingdom,SMB
CU004944,Account 004944,2023-08-15,Manufacturing,Canada,SMB
CU004945,Account 004945,2025-10-10,Finance,United States,Enterprise
CU004946,Account 004946,2023-05-02,Software,Germany,SMB
CU004947,Account 004947,2024-01-28,Professional Services,Germany,Enterprise
CU004948,Account 004948,2026-06-29,Education,Australia,SMB
CU004949,Account 004949,2023-03-23,Healthcare,Germany,Mid-Market
CU004950,Account 004950,2022-04-22,Software,United States,SMB
CU004951,Account 004951,2026-02-24,Healthcare,United States,Enterprise
CU004952,Account 004952,2026-04-25,Healthcare,United States,SMB
CU004953,Account 004953,2025-06-21,Software,United States,Enterprise
CU004954,Account 004954,2026-03-02,Professional Services,Germany,SMB
CU004955,Account 004955,2024-09-04,Retail,United Kingdom,Enterprise
CU004956,Account 004956,2023-09-26,Healthcare,Singapore,Enterprise
CU004957,Account 004957,2022-01-25,Education,Australia,SMB
CU004958,Account 004958,2025-07-20,Finance,Australia,Enterprise
CU004959,Account 004959,2025-04-22,Finance,United Kingdom,Mid-Market
CU004960,Account 004960,2026-06-16,Software,Germany,Mid-Market
CU004961,Account 004961,2025-08-21,Retail,United States,Enterprise
CU004962,Account 004962,2026-01-28,Education,Australia,Enterprise
CU004963,Account 004963,2024-05-05,Manufacturing,United Kingdom,SMB
CU004964,Account 004964,2023-11-16,Retail,Singapore,Enterprise
CU004965,Account 004965,2023-08-13,Education,Singapore,Enterprise
CU004966,Account 004966,2026-06-16,Professional Services,Canada,Mid-Market
CU004967,Account 004967,2025-04-25,Manufacturing,Canada,SMB
CU004968,Account 004968,2026-03-31,Healthcare,Australia,Mid-Market
CU004969,Account 004969,2024-08-24,Healthcare,United Kingdom,Enterprise
CU004970,Account 004970,2023-11-18,Manufacturing,United States,SMB
CU004971,Account 004971,2023-07-17,Finance,United Kingdom,SMB
CU004972,Account 004972,2024-01-24,Professional Services,United States,Enterprise
CU004973,Account 004973,2024-09-15,Education,Australia,Enterprise
CU004974,Account 004974,2026-04-29,Software,Germany,Enterprise
CU004975,Account 004975,2024-03-12,Education,Singapore,SMB
CU004976,Account 004976,2022-10-16,Professional Services,Canada,Mid-Market
CU004977,Account 004977,2025-03-05,Manufacturing,Canada,Enterprise
CU004978,Account 004978,2022-08-18,Retail,Singapore,Enterprise
CU004979,Account 004979,2023-07-16,Healthcare,Singapore,Enterprise
CU004980,Account 004980,2025-10-12,Healthcare,Canada,Enterprise
CU004981,Account 004981,2024-08-04,Retail,United States,Mid-Market
CU004982,Account 004982,2022-01-24,Retail,Singapore,Enterprise
CU004983,Account 004983,2024-07-24,Manufacturing,United States,Enterprise
CU004984,Account 004984,2022-10-05,Education,United States,SMB
CU004985,Account 004985,2023-12-24,Professional Services,United States,Mid-Market
CU004986,Account 004986,2024-12-29,Finance,United Kingdom,Mid-Market
CU004987,Account 004987,2026-06-23,Retail,Singapore,SMB
CU004988,Account 004988,2023-06-23,Healthcare,Germany,Mid-Market
CU004989,Account 004989,2026-06-19,Professional Services,Canada,Enterprise
CU004990,Account 004990,2025-07-17,Retail,Australia,Mid-Market
CU004991,Account 004991,2026-06-29,Finance,Australia,Mid-Market
CU004992,Account 004992,2026-03-05,Software,Australia,SMB
CU004993,Account 004993,2022-10-17,Education,United Kingdom,Enterprise
CU004994,Account 004994,2026-02-10,Retail,Germany,SMB
CU004995,Account 004995,2025-05-25,Finance,Singapore,Enterprise
CU004996,Account 004996,2023-05-31,Manufacturing,Germany,SMB
CU004997,Account 004997,2022-12-03,Finance,Germany,Enterprise
CU004998,Account 004998,2022-07-17,Software,Canada,SMB
CU004999,Account 004999,2025-03-01,Education,Australia,SMB
CU005000,Account 005000,2025-08-19,Healthcare,Singapore,Mid-Market
CU005001,Account 005001,2022-04-01,Retail,United Kingdom,Enterprise
CU005002,Account 005002,2024-08-27,Healthcare,Australia,Mid-Market
CU005003,Account 005003,2024-10-20,Manufacturing,Germany,Enterprise
CU005004,Account 005004,2022-04-09,Healthcare,Canada,Mid-Market
CU005005,Account 005005,2023-02-06,Healthcare,Singapore,Enterprise
CU005006,Account 005006,2023-11-07,Retail,Australia,Mid-Market
CU005007,Account 005007,2023-12-29,Education,Canada,SMB
CU005008,Account 005008,2023-01-28,Healthcare,United States,Mid-Market
CU005009,Account 005009,2023-12-14,Retail,United States,Enterprise
CU005010,Account 005010,2026-03-25,Manufacturing,Australia,Mid-Market
CU005011,Account 005011,2022-06-06,Professional Services,United Kingdom,SMB
CU005012,Account 005012,2022-11-18,Healthcare,Germany,SMB
CU005013,Account 005013,2023-02-23,Education,United States,SMB
CU005014,Account 005014,2024-04-26,Retail,United Kingdom,Mid-Market
CU005015,Account 005015,2023-08-01,Manufacturing,United States,SMB
CU005016,Account 005016,2026-04-08,Retail,United States,Enterprise
CU005017,Account 005017,2022-09-22,Professional Services,Canada,SMB
CU005018,Account 005018,2024-08-25,Retail,Germany,Enterprise
CU005019,Account 005019,2023-12-13,Software,Australia,Enterprise
CU005020,Account 005020,2025-05-11,Professional Services,United Kingdom,Mid-Market
CU005021,Account 005021,2023-03-18,Education,United Kingdom,Enterprise
CU005022,Account 005022,2024-07-13,Retail,United States,Mid-Market
CU005023,Account 005023,2024-04-27,Software,Germany,Mid-Market
CU005024,Account 005024,2024-10-17,Finance,United Kingdom,SMB
CU005025,Account 005025,2022-09-02,Education,United Kingdom,Enterprise
CU005026,Account 005026,2022-11-21,Professional Services,Germany,Mid-Market
CU005027,Account 005027,2022-04-17,Retail,Germany,SMB
CU005028,Account 005028,2026-04-06,Education,Singapore,Enterprise
CU005029,Account 005029,2025-12-31,Healthcare,Germany,SMB
CU005030,Account 005030,2026-05-19,Education,Singapore,Mid-Market
CU005031,Account 005031,2026-03-15,Education,United States,Enterprise
CU005032,Account 005032,2024-05-10,Healthcare,Singapore,Mid-Market
CU005033,Account 005033,2024-09-09,Professional Services,Singapore,Mid-Market
CU005034,Account 005034,2022-01-30,Manufacturing,Germany,Enterprise
CU005035,Account 005035,2023-07-23,Education,Germany,Mid-Market
CU005036,Account 005036,2025-03-08,Manufacturing,United States,Mid-Market
CU005037,Account 005037,2024-01-14,Finance,Germany,Mid-Market
CU005038,Account 005038,2023-09-09,Professional Services,Australia,Enterprise
CU005039,Account 005039,2022-11-06,Finance,Singapore,Mid-Market
CU005040,Account 005040,2022-05-23,Finance,Singapore,Enterprise
CU005041,Account 005041,2026-01-14,Retail,Singapore,SMB
CU005042,Account 005042,2024-06-30,Finance,Australia,SMB
CU005043,Account 005043,2025-09-10,Healthcare,Singapore,Enterprise
CU005044,Account 005044,2024-07-29,Manufacturing,Australia,SMB
CU005045,Account 005045,2025-01-21,Finance,United States,Enterprise
CU005046,Account 005046,2024-03-26,Finance,Canada,Mid-Market
CU005047,Account 005047,2026-03-31,Software,Singapore,Enterprise
CU005048,Account 005048,2025-03-26,Retail,Canada,SMB
CU005049,Account 005049,2025-08-29,Healthcare,Canada,Enterprise
CU005050,Account 005050,2022-04-12,Finance,Canada,SMB
CU005051,Account 005051,2024-08-30,Software,Singapore,Enterprise
CU005052,Account 005052,2024-09-05,Healthcare,Germany,Mid-Market
CU005053,Account 005053,2022-06-29,Healthcare,Singapore,Mid-Market
CU005054,Account 005054,2025-12-31,Manufacturing,Germany,Enterprise
CU005055,Account 005055,2022-04-08,Healthcare,Germany,Enterprise
CU005056,Account 005056,2026-06-13,Manufacturing,Singapore,Enterprise
CU005057,Account 005057,2025-07-10,Retail,United Kingdom,Mid-Market
CU005058,Account 005058,2025-08-26,Manufacturing,Singapore,Enterprise
CU005059,Account 005059,2024-06-05,Education,Canada,Mid-Market
CU005060,Account 005060,2023-04-09,Professional Services,United Kingdom,Mid-Market
CU005061,Account 005061,2025-09-18,Finance,United States,SMB
CU005062,Account 005062,2022-10-24,Finance,Germany,SMB
CU005063,Account 005063,2025-01-12,Software,Germany,Mid-Market
CU005064,Account 005064,2024-02-04,Manufacturing,Singapore,Mid-Market
CU005065,Account 005065,2024-05-09,Software,Germany,SMB
CU005066,Account 005066,2023-01-02,Healthcare,Canada,SMB
CU005067,Account 005067,2026-04-16,Finance,Australia,Enterprise
CU005068,Account 005068,2023-04-02,Retail,Canada,Mid-Market
CU005069,Account 005069,2026-05-20,Healthcare,Canada,Enterprise
CU005070,Account 005070,2022-06-01,Healthcare,Singapore,SMB
CU005071,Account 005071,2025-11-05,Professional Services,Germany,Enterprise
CU005072,Account 005072,2023-03-26,Software,Germany,Enterprise
CU005073,Account 005073,2025-09-11,Retail,Singapore,SMB
CU005074,Account 005074,2024-06-29,Professional Services,United States,SMB
CU005075,Account 005075,2025-04-07,Professional Services,Australia,SMB
CU005076,Account 005076,2025-04-01,Education,Australia,Mid-Market
CU005077,Account 005077,2025-12-27,Education,United Kingdom,SMB
CU005078,Account 005078,2024-04-28,Retail,United Kingdom,Mid-Market
CU005079,Account 005079,2022-03-15,Manufacturing,Canada,SMB
CU005080,Account 005080,2022-09-20,Retail,United Kingdom,SMB
CU005081,Account 005081,2022-03-14,Retail,United States,Enterprise
CU005082,Account 005082,2026-04-20,Finance,Germany,SMB
CU005083,Account 005083,2024-07-12,Healthcare,United States,SMB
CU005084,Account 005084,2025-10-16,Software,United States,Mid-Market
CU005085,Account 005085,2023-07-28,Software,Germany,SMB
CU005086,Account 005086,2024-01-11,Healthcare,Canada,SMB
CU005087,Account 005087,2024-05-04,Finance,United States,SMB
CU005088,Account 005088,2022-10-01,Software,United States,Mid-Market
CU005089,Account 005089,2024-05-23,Retail,Canada,Enterprise
CU005090,Account 005090,2025-05-04,Retail,Germany,Enterprise
CU005091,Account 005091,2022-08-28,Finance,Singapore,SMB
CU005092,Account 005092,2022-12-30,Professional Services,Germany,Mid-Market
CU005093,Account 005093,2022-05-02,Manufacturing,Singapore,Mid-Market
CU005094,Account 005094,2023-10-16,Finance,Singapore,Enterprise
CU005095,Account 005095,2022-02-17,Education,United Kingdom,Mid-Market
CU005096,Account 005096,2023-08-21,Education,United Kingdom,Mid-Market
CU005097,Account 005097,2026-06-01,Manufacturing,United States,Mid-Market
CU005098,Account 005098,2024-03-18,Software,Australia,SMB
CU005099,Account 005099,2022-11-19,Education,Canada,Mid-Market
CU005100,Account 005100,2023-01-14,Finance,Germany,SMB
CU005101,Account 005101,2025-05-25,Professional Services,Canada,Mid-Market
CU005102,Account 005102,2022-02-02,Professional Services,Canada,Enterprise
CU005103,Account 005103,2024-09-06,Healthcare,Singapore,Enterprise
CU005104,Account 005104,2022-03-26,Professional Services,United States,Enterprise
CU005105,Account 005105,2023-07-06,Professional Services,United States,Mid-Market
CU005106,Account 005106,2025-03-22,Finance,United Kingdom,SMB
CU005107,Account 005107,2025-05-30,Education,United States,Mid-Market
CU005108,Account 005108,2025-06-18,Finance,Germany,SMB
CU005109,Account 005109,2026-03-01,Finance,United States,Enterprise
CU005110,Account 005110,2026-05-26,Retail,United States,Enterprise
CU005111,Account 005111,2023-04-26,Manufacturing,Singapore,SMB
CU005112,Account 005112,2025-05-13,Professional Services,Canada,SMB
CU005113,Account 005113,2026-04-07,Education,United Kingdom,Mid-Market
CU005114,Account 005114,2022-10-15,Retail,Canada,SMB
CU005115,Account 005115,2022-07-31,Healthcare,United Kingdom,Enterprise
CU005116,Account 005116,2023-03-01,Retail,Canada,Enterprise
CU005117,Account 005117,2024-06-30,Retail,United States,SMB
CU005118,Account 005118,2025-04-15,Manufacturing,Canada,Mid-Market
CU005119,Account 005119,2025-12-14,Retail,United States,Mid-Market
CU005120,Account 005120,2024-09-06,Retail,United States,SMB
CU005121,Account 005121,2025-10-22,Healthcare,Singapore,SMB
CU005122,Account 005122,2023-11-01,Education,Singapore,Mid-Market
CU005123,Account 005123,2022-02-19,Retail,Australia,SMB
CU005124,Account 005124,2023-05-01,Retail,Canada,SMB
CU005125,Account 005125,2024-10-07,Healthcare,Australia,Mid-Market
CU005126,Account 005126,2023-05-11,Education,Australia,Enterprise
CU005127,Account 005127,2022-02-04,Retail,Canada,Mid-Market
CU005128,Account 005128,2022-06-10,Healthcare,Germany,Enterprise
CU005129,Account 005129,2025-04-24,Software,Australia,SMB
CU005130,Account 005130,2022-05-10,Retail,Germany,SMB
CU005131,Account 005131,2022-09-05,Finance,United Kingdom,SMB
CU005132,Account 005132,2024-02-22,Finance,United States,SMB
CU005133,Account 005133,2024-02-29,Finance,Singapore,SMB
CU005134,Account 005134,2024-03-19,Healthcare,United States,Mid-Market
CU005135,Account 005135,2023-08-10,Manufacturing,Canada,SMB
CU005136,Account 005136,2022-08-19,Healthcare,Singapore,Enterprise
CU005137,Account 005137,2022-07-11,Education,United Kingdom,Mid-Market
CU005138,Account 005138,2023-08-21,Finance,Germany,Enterprise
CU005139,Account 005139,2023-08-31,Professional Services,Canada,SMB
CU005140,Account 005140,2025-12-21,Healthcare,Australia,Mid-Market
CU005141,Account 005141,2024-12-26,Professional Services,Germany,SMB
CU005142,Account 005142,2022-09-30,Professional Services,Canada,Mid-Market
CU005143,Account 005143,2025-12-06,Software,United Kingdom,SMB
CU005144,Account 005144,2023-10-24,Finance,United Kingdom,Mid-Market
CU005145,Account 005145,2025-07-25,Healthcare,Canada,Enterprise
CU005146,Account 005146,2025-08-18,Professional Services,Canada,Mid-Market
CU005147,Account 005147,2024-01-27,Retail,United States,Enterprise
CU005148,Account 005148,2024-08-11,Software,Australia,SMB
CU005149,Account 005149,2024-04-23,Healthcare,Singapore,SMB
CU005150,Account 005150,2026-02-19,Finance,Singapore,Enterprise
CU005151,Account 005151,2024-09-20,Finance,United Kingdom,Enterprise
CU005152,Account 005152,2025-08-09,Education,Singapore,Mid-Market
CU005153,Account 005153,2026-03-05,Manufacturing,Singapore,Mid-Market
CU005154,Account 005154,2023-10-27,Software,Canada,SMB
CU005155,Account 005155,2024-07-29,Professional Services,Singapore,Enterprise
CU005156,Account 005156,2024-01-11,Manufacturing,Australia,Mid-Market
CU005157,Account 005157,2023-12-02,Healthcare,Germany,Enterprise
CU005158,Account 005158,2025-04-05,Healthcare,Singapore,Mid-Market
CU005159,Account 005159,2025-11-05,Healthcare,Germany,SMB
CU005160,Account 005160,2024-03-30,Education,Australia,Mid-Market
CU005161,Account 005161,2025-08-24,Retail,Germany,Enterprise
CU005162,Account 005162,2024-11-29,Professional Services,United Kingdom,SMB
CU005163,Account 005163,2022-11-20,Finance,Australia,SMB
CU005164,Account 005164,2026-04-23,Finance,Germany,Enterprise
CU005165,Account 005165,2025-03-05,Retail,United Kingdom,Mid-Market
CU005166,Account 005166,2023-05-15,Finance,United States,Mid-Market
CU005167,Account 005167,2025-07-11,Professional Services,Australia,Mid-Market
CU005168,Account 005168,2024-11-04,Healthcare,Canada,Enterprise
CU005169,Account 005169,2023-04-26,Education,Canada,SMB
CU005170,Account 005170,2022-11-27,Professional Services,Singapore,Enterprise
CU005171,Account 005171,2024-12-13,Manufacturing,Germany,Mid-Market
CU005172,Account 005172,2026-06-05,Professional Services,Singapore,Mid-Market
CU005173,Account 005173,2023-05-21,Software,Canada,SMB
CU005174,Account 005174,2023-02-19,Healthcare,Germany,Enterprise
CU005175,Account 005175,2024-07-19,Retail,Germany,Enterprise
CU005176,Account 005176,2023-05-14,Healthcare,United States,SMB
CU005177,Account 005177,2024-11-26,Education,United Kingdom,SMB
CU005178,Account 005178,2025-05-14,Software,United Kingdom,Enterprise
CU005179,Account 005179,2024-11-02,Retail,Germany,SMB
CU005180,Account 005180,2023-01-08,Software,Singapore,Enterprise
CU005181,Account 005181,2024-12-24,Finance,United States,Mid-Market
CU005182,Account 005182,2025-02-10,Finance,Singapore,Enterprise
CU005183,Account 005183,2026-01-18,Healthcare,Canada,Enterprise
CU005184,Account 005184,2023-03-20,Education,Singapore,Mid-Market
CU005185,Account 005185,2024-01-28,Professional Services,Canada,Mid-Market
CU005186,Account 005186,2022-11-04,Education,Singapore,Mid-Market
CU005187,Account 005187,2024-06-28,Professional Services,Singapore,SMB
CU005188,Account 005188,2023-03-03,Education,Australia,Enterprise
CU005189,Account 005189,2024-01-27,Professional Services,Canada,SMB
CU005190,Account 005190,2025-11-02,Retail,Canada,Mid-Market
CU005191,Account 005191,2022-02-19,Healthcare,Singapore,Mid-Market
CU005192,Account 005192,2026-03-21,Finance,United States,SMB
CU005193,Account 005193,2025-08-12,Healthcare,Germany,Enterprise
CU005194,Account 005194,2022-11-23,Retail,Australia,Mid-Market
CU005195,Account 005195,2023-01-04,Professional Services,Australia,Enterprise
CU005196,Account 005196,2025-03-22,Education,Germany,SMB
CU005197,Account 005197,2023-06-08,Manufacturing,Singapore,Enterprise
CU005198,Account 005198,2025-11-13,Retail,Singapore,SMB
CU005199,Account 005199,2026-02-01,Manufacturing,Australia,SMB
CU005200,Account 005200,2026-05-11,Healthcare,United Kingdom,Mid-Market
CU005201,Account 005201,2024-02-12,Manufacturing,Germany,Mid-Market
CU005202,Account 005202,2024-06-06,Education,Singapore,Enterprise
CU005203,Account 005203,2023-08-22,Professional Services,Canada,Mid-Market
CU005204,Account 005204,2022-02-25,Finance,Germany,SMB
CU005205,Account 005205,2025-02-12,Education,United Kingdom,SMB
CU005206,Account 005206,2022-10-25,Finance,Singapore,SMB
CU005207,Account 005207,2024-01-04,Professional Services,United States,Enterprise
CU005208,Account 005208,2022-12-25,Retail,Germany,SMB
CU005209,Account 005209,2022-01-21,Software,Germany,Enterprise
CU005210,Account 005210,2022-05-10,Professional Services,Singapore,Enterprise
CU005211,Account 005211,2024-06-01,Manufacturing,United States,Enterprise
CU005212,Account 005212,2022-09-20,Finance,Singapore,Enterprise
CU005213,Account 005213,2025-02-04,Professional Services,United Kingdom,SMB
CU005214,Account 005214,2025-11-14,Retail,Australia,Enterprise
CU005215,Account 005215,2024-11-30,Professional Services,Singapore,Mid-Market
CU005216,Account 005216,2022-04-30,Education,Australia,Enterprise
CU005217,Account 005217,2026-01-01,Finance,Germany,SMB
CU005218,Account 005218,2026-02-23,Healthcare,United Kingdom,Mid-Market
CU005219,Account 005219,2023-01-24,Retail,Canada,SMB
CU005220,Account 005220,2023-01-14,Education,United States,SMB
CU005221,Account 005221,2025-07-01,Healthcare,Australia,Enterprise
CU005222,Account 005222,2025-11-03,Manufacturing,Australia,Enterprise
CU005223,Account 005223,2023-05-01,Finance,United Kingdom,Mid-Market
CU005224,Account 005224,2026-02-18,Software,Canada,SMB
CU005225,Account 005225,2026-03-29,Software,Australia,Mid-Market
CU005226,Account 005226,2023-06-17,Software,United Kingdom,Mid-Market
CU005227,Account 005227,2024-12-13,Retail,United Kingdom,Mid-Market
CU005228,Account 005228,2022-11-11,Education,Germany,SMB
CU005229,Account 005229,2025-05-13,Healthcare,Singapore,SMB
CU005230,Account 005230,2025-11-25,Software,United Kingdom,Enterprise
CU005231,Account 005231,2024-08-05,Professional Services,United Kingdom,SMB
CU005232,Account 005232,2022-05-17,Software,Singapore,Mid-Market
CU005233,Account 005233,2023-02-17,Software,United States,Enterprise
CU005234,Account 005234,2024-02-28,Professional Services,United States,SMB
CU005235,Account 005235,2022-03-16,Professional Services,Singapore,Mid-Market
CU005236,Account 005236,2023-06-20,Professional Services,Singapore,Mid-Market
CU005237,Account 005237,2022-12-14,Education,Singapore,Mid-Market
CU005238,Account 005238,2025-07-06,Finance,Australia,Mid-Market
CU005239,Account 005239,2023-07-21,Finance,Canada,SMB
CU005240,Account 005240,2022-12-30,Finance,Germany,Mid-Market
CU005241,Account 005241,2024-05-21,Finance,United Kingdom,Mid-Market
CU005242,Account 005242,2024-02-01,Healthcare,United Kingdom,Mid-Market
CU005243,Account 005243,2023-05-26,Retail,Australia,Enterprise
CU005244,Account 005244,2024-11-14,Education,United Kingdom,Mid-Market
CU005245,Account 005245,2022-04-28,Retail,United States,SMB
CU005246,Account 005246,2026-02-24,Healthcare,United Kingdom,SMB
CU005247,Account 005247,2024-09-30,Software,United Kingdom,Mid-Market
CU005248,Account 005248,2023-04-16,Software,United Kingdom,SMB
CU005249,Account 005249,2025-01-07,Retail,Germany,SMB
CU005250,Account 005250,2023-05-10,Healthcare,Canada,SMB
CU005251,Account 005251,2022-09-30,Software,Singapore,Enterprise
CU005252,Account 005252,2024-04-26,Software,Canada,Mid-Market
CU005253,Account 005253,2024-05-11,Retail,Germany,Mid-Market
CU005254,Account 005254,2022-10-03,Education,United States,Enterprise
CU005255,Account 005255,2024-03-11,Manufacturing,Canada,SMB
CU005256,Account 005256,2025-07-23,Healthcare,Australia,Mid-Market
CU005257,Account 005257,2024-05-21,Software,Canada,Mid-Market
CU005258,Account 005258,2022-05-14,Software,Singapore,Enterprise
CU005259,Account 005259,2024-04-29,Professional Services,Australia,Enterprise
CU005260,Account 005260,2024-05-02,Finance,Germany,Mid-Market
CU005261,Account 005261,2024-12-13,Finance,Germany,SMB
CU005262,Account 005262,2022-04-18,Retail,Australia,SMB
CU005263,Account 005263,2025-08-07,Finance,United Kingdom,Mid-Market
CU005264,Account 005264,2023-04-25,Professional Services,Germany,Mid-Market
CU005265,Account 005265,2026-04-05,Software,United States,SMB
CU005266,Account 005266,2025-12-08,Finance,Singapore,SMB
CU005267,Account 005267,2025-10-30,Healthcare,Australia,SMB
CU005268,Account 005268,2022-05-04,Finance,United Kingdom,Mid-Market
CU005269,Account 005269,2025-12-25,Retail,Singapore,Mid-Market
CU005270,Account 005270,2024-08-29,Software,United States,Enterprise
CU005271,Account 005271,2022-04-19,Software,United Kingdom,Enterprise
CU005272,Account 005272,2022-09-21,Retail,Australia,SMB
CU005273,Account 005273,2022-11-20,Education,Canada,SMB
CU005274,Account 005274,2026-01-21,Manufacturing,United Kingdom,Enterprise
CU005275,Account 005275,2025-05-28,Education,Canada,Mid-Market
CU005276,Account 005276,2026-01-19,Retail,Canada,Enterprise
CU005277,Account 005277,2022-04-10,Manufacturing,Germany,SMB
CU005278,Account 005278,2022-02-09,Retail,United Kingdom,Enterprise
CU005279,Account 005279,2023-02-03,Education,Germany,SMB
CU005280,Account 005280,2024-05-10,Education,Singapore,Enterprise
CU005281,Account 005281,2022-06-09,Manufacturing,Germany,SMB
CU005282,Account 005282,2025-06-25,Healthcare,United States,Mid-Market
CU005283,Account 005283,2023-09-04,Professional Services,Germany,SMB
CU005284,Account 005284,2025-11-20,Finance,Germany,Mid-Market
CU005285,Account 005285,2023-12-04,Retail,United States,SMB
CU005286,Account 005286,2025-07-21,Education,United Kingdom,Enterprise
CU005287,Account 005287,2025-02-18,Manufacturing,Canada,SMB
CU005288,Account 005288,2025-01-08,Healthcare,Germany,Enterprise
CU005289,Account 005289,2022-09-17,Software,United Kingdom,Mid-Market
CU005290,Account 005290,2022-02-19,Healthcare,Germany,Enterprise
CU005291,Account 005291,2022-10-27,Manufacturing,United States,Enterprise
CU005292,Account 005292,2024-07-26,Professional Services,United Kingdom,SMB
CU005293,Account 005293,2024-03-23,Manufacturing,Singapore,Mid-Market
CU005294,Account 005294,2023-11-18,Professional Services,Canada,Enterprise
CU005295,Account 005295,2025-07-11,Retail,Canada,SMB
CU005296,Account 005296,2025-09-13,Professional Services,Germany,Mid-Market
CU005297,Account 005297,2022-03-21,Healthcare,United Kingdom,SMB
CU005298,Account 005298,2024-05-06,Education,United Kingdom,Enterprise
CU005299,Account 005299,2024-02-01,Professional Services,Singapore,Enterprise
CU005300,Account 005300,2023-11-06,Education,Singapore,SMB
CU005301,Account 005301,2024-11-26,Retail,Canada,Mid-Market
CU005302,Account 005302,2026-06-01,Software,Australia,SMB
CU005303,Account 005303,2024-03-20,Education,United States,SMB
CU005304,Account 005304,2022-02-01,Manufacturing,Canada,Mid-Market
CU005305,Account 005305,2023-08-10,Retail,Singapore,Mid-Market
CU005306,Account 005306,2023-08-06,Healthcare,United Kingdom,Mid-Market
CU005307,Account 005307,2022-09-01,Software,Canada,SMB
CU005308,Account 005308,2025-07-29,Finance,Singapore,Enterprise
CU005309,Account 005309,2022-05-22,Finance,Germany,Mid-Market
CU005310,Account 005310,2022-06-08,Software,United States,Enterprise
CU005311,Account 005311,2022-02-04,Software,Singapore,Enterprise
CU005312,Account 005312,2023-09-04,Professional Services,Canada,Enterprise
CU005313,Account 005313,2024-09-02,Retail,Germany,Enterprise
CU005314,Account 005314,2023-01-19,Software,Canada,Mid-Market
CU005315,Account 005315,2022-03-03,Retail,United States,SMB
CU005316,Account 005316,2023-05-28,Education,Canada,SMB
CU005317,Account 005317,2022-02-07,Finance,United Kingdom,Mid-Market
CU005318,Account 005318,2025-07-05,Finance,Singapore,Mid-Market
CU005319,Account 005319,2023-04-21,Manufacturing,Germany,Enterprise
CU005320,Account 005320,2022-08-15,Professional Services,United States,SMB
CU005321,Account 005321,2025-01-09,Software,Singapore,Enterprise
CU005322,Account 005322,2026-01-08,Manufacturing,United Kingdom,SMB
CU005323,Account 005323,2024-08-09,Retail,Canada,Mid-Market
CU005324,Account 005324,2025-12-21,Manufacturing,Australia,Enterprise
