CustomerID,AcquisitionSource,AcquisitionCost,AttributionType
CU005102,Partner,4399.56,First Touch
CU005103,LinkedIn Ads,4635.66,First Touch
CU005104,Partner,4325.54,Last Touch
CU005105,LinkedIn Ads,1102.04,First Touch
CU005106,Organic Search,549.95,Last Touch
CU005107,Organic Search,866.45,Multi-Touch
CU005108,Organic Search,256.17,Multi-Touch
CU005109,Organic Search,4225.59,Last Touch
CU005110,Outbound,4241.47,Last Touch
CU005111,Partner,433.91,Last Touch
CU005112,LinkedIn Ads,390.47,Multi-Touch
CU005113,Google Ads,1212.54,Multi-Touch
CU005114,Organic Search,212.5,Multi-Touch
CU005115,LinkedIn Ads,4167.01,Multi-Touch
CU005116,LinkedIn Ads,4462.23,Multi-Touch
CU005117,Event,203.68,Multi-Touch
CU005118,Event,1300.74,Multi-Touch
CU005119,LinkedIn Ads,1204.94,Multi-Touch
CU005120,Referral,537.31,First Touch
CU005121,Referral,155.76,Multi-Touch
CU005122,LinkedIn Ads,828.17,Multi-Touch
CU005123,Referral,27.15,Last Touch
CU005124,LinkedIn Ads,576.96,Multi-Touch
CU005125,Partner,1314.33,Last Touch
CU005126,Google Ads,4335.95,Multi-Touch
CU005127,Organic Search,1195.01,Multi-Touch
CU005128,Google Ads,4373.11,Last Touch
CU005129,Referral,517.73,Last Touch
CU005130,Organic Search,394.45,Last Touch
CU005131,Outbound,489.6,First Touch
CU005132,Google Ads,504.22,First Touch
CU005133,Organic Search,396.31,Multi-Touch
CU005134,Referral,967.97,First Touch
CU005135,Partner,242.59,Last Touch
CU005136,Partner,4282.1,First Touch
CU005137,LinkedIn Ads,1152.26,Last Touch
CU005138,Partner,4153.28,Multi-Touch
CU005139,Referral,613.31,Multi-Touch
CU005140,Organic Search,1395.17,Last Touch
CU005141,Organic Search,646.19,First Touch
CU005142,LinkedIn Ads,1307.03,First Touch
CU005143,Google Ads,364.62,Last Touch
CU005144,Organic Search,1467.92,Last Touch
CU005145,Partner,4393.98,First Touch
CU005146,LinkedIn Ads,1281.29,Last Touch
CU005147,Event,4532.01,First Touch
CU005148,Google Ads,297.5,Last Touch
CU005149,Google Ads,368.84,Last Touch
CU005150,LinkedIn Ads,4228.92,Last Touch
CU005151,Outbound,4525.32,Last Touch
CU005152,Organic Search,1416.74,First Touch
CU005153,Referral,1517.82,Multi-Touch
CU005154,Event,71.52,Last Touch
CU005155,LinkedIn Ads,4228.61,Last Touch
CU005156,Google Ads,775.51,First Touch
CU005157,Organic Search,4525.11,Last Touch
CU005158,LinkedIn Ads,1223.13,Last Touch
CU005159,LinkedIn Ads,436.39,First Touch
CU005160,Organic Search,1201.53,First Touch
CU005161,Referral,4343.03,Multi-Touch
CU005162,Event,101.67,Last Touch
CU005163,Referral,586.25,Last Touch
CU005164,Outbound,4724.1,First Touch
CU005165,Referral,1282.21,First Touch
CU005166,Referral,1426.28,Multi-Touch
CU005167,Referral,1517.32,Last Touch
CU005168,Organic Search,4658.68,Multi-Touch
CU005169,Referral,665.87,First Touch
CU005170,Google Ads,4035.69,Multi-Touch
CU005171,Outbound,1368.74,Multi-Touch
CU005172,Outbound,1267.42,First Touch
CU005173,Google Ads,135.05,Last Touch
CU005174,Organic Search,4558.96,First Touch
CU005175,Partner,4669.22,Multi-Touch
CU005176,Referral,443.69,First Touch
CU005177,Referral,260.39,Last Touch
CU005178,Event,4403.77,Last Touch
CU005179,Outbound,609.19,Multi-Touch
CU005180,Google Ads,4513.43,Last Touch
CU005181,Outbound,1146.43,Multi-Touch
CU005182,Organic Search,4616.31,Last Touch
CU005183,Event,4407.0,Multi-Touch
CU005184,Outbound,1499.68,Last Touch
CU005185,Organic Search,1019.83,First Touch
CU005186,LinkedIn Ads,1162.19,Multi-Touch
CU005187,Outbound,431.67,First Touch
CU005188,Partner,4881.16,First Touch
CU005189,Referral,552.53,Multi-Touch
CU005190,Referral,1446.74,Multi-Touch
CU005191,LinkedIn Ads,1207.94,First Touch
CU005192,LinkedIn Ads,307.22,Multi-Touch
CU005193,Outbound,4033.55,Multi-Touch
CU005194,Outbound,1267.42,Last Touch
CU005195,Event,4263.36,Multi-Touch
CU005196,Google Ads,496.77,First Touch
CU005197,Organic Search,4555.74,Multi-Touch
CU005198,Outbound,105.52,First Touch
CU005199,Google Ads,382.49,Last Touch
CU005200,Partner,1285.77,Last Touch
CU005201,Event,1411.49,Multi-Touch
CU005202,Outbound,4721.23,Last Touch
CU005203,Google Ads,1085.62,First Touch
CU005204,Google Ads,129.57,Last Touch
CU005205,LinkedIn Ads,152.75,Multi-Touch
CU005206,Event,492.27,Multi-Touch
CU005207,Organic Search,4785.3,Last Touch
CU005208,Referral,455.09,First Touch
CU005209,Referral,4797.21,First Touch
CU005210,Organic Search,4595.21,Multi-Touch
CU005211,Google Ads,4356.41,First Touch
CU005212,Outbound,4475.06,Multi-Touch
CU005213,Event,223.97,First Touch
CU005214,Referral,4449.11,Last Touch
CU005215,Event,820.78,First Touch
CU005216,Referral,4742.96,Last Touch
CU005217,LinkedIn Ads,182.87,Last Touch
CU005218,Referral,1502.43,First Touch
CU005219,Referral,445.86,First Touch
CU005220,Organic Search,459.56,Multi-Touch
CU005221,Outbound,4617.69,First Touch
CU005222,LinkedIn Ads,4795.88,Last Touch
CU005223,Event,1065.59,Multi-Touch
CU005224,Outbound,458.61,Last Touch
CU005225,Event,973.04,Multi-Touch
CU005226,LinkedIn Ads,1224.02,Last Touch
CU005227,Organic Search,1266.25,Multi-Touch
CU005228,Google Ads,381.98,Last Touch
CU005229,Outbound,447.16,Last Touch
CU005230,Partner,4352.83,First Touch
CU005231,Outbound,529.74,Multi-Touch
CU005232,LinkedIn Ads,1291.94,Last Touch
CU005233,Outbound,4361.99,Multi-Touch
CU005234,Google Ads,605.92,First Touch
CU005235,Partner,898.43,Last Touch
CU005236,Google Ads,1403.82,First Touch
CU005237,Google Ads,1466.71,Last Touch
CU005238,LinkedIn Ads,1058.21,First Touch
CU005239,LinkedIn Ads,272.47,Multi-Touch
CU005240,Referral,1457.87,First Touch
CU005241,LinkedIn Ads,1328.09,Last Touch
CU005242,Outbound,1431.92,Multi-Touch
CU005243,Organic Search,4147.77,First Touch
CU005244,Google Ads,1129.1,First Touch
CU005245,Event,691.34,Multi-Touch
CU005246,Outbound,327.02,Multi-Touch
CU005247,LinkedIn Ads,919.13,First Touch
CU005248,Partner,357.88,Multi-Touch
CU005249,Outbound,60.07,First Touch
CU005250,LinkedIn Ads,264.3,Multi-Touch
CU005251,Referral,4539.73,Multi-Touch
CU005252,Referral,1198.95,Last Touch
CU005253,Partner,1016.93,Last Touch
CU005254,LinkedIn Ads,4460.09,First Touch
CU005255,Partner,202.1,Multi-Touch
CU005256,Organic Search,1397.55,Last Touch
CU005257,Referral,1013.92,Last Touch
CU005258,Partner,4223.58,Last Touch
CU005259,Google Ads,4157.57,Multi-Touch
CU005260,Outbound,1012.84,First Touch
CU005261,Partner,545.12,Multi-Touch
CU005262,Organic Search,514.95,First Touch
CU005263,LinkedIn Ads,1342.93,First Touch
CU005264,Event,1024.01,Last Touch
CU005265,Partner,307.81,First Touch
CU005266,Referral,226.16,First Touch
CU005267,Referral,270.61,Last Touch
CU005268,Organic Search,1388.94,First Touch
CU005269,Event,1151.93,First Touch
CU005270,Google Ads,4627.12,Last Touch
CU005271,LinkedIn Ads,4728.76,Multi-Touch
CU005272,Referral,116.48,First Touch
CU005273,Referral,411.65,First Touch
CU005274,Partner,4491.07,First Touch
CU005275,LinkedIn Ads,1216.99,First Touch
CU005276,LinkedIn Ads,4338.38,Last Touch
CU005277,Organic Search,264.54,First Touch
CU005278,Google Ads,4691.37,Last Touch
CU005279,Google Ads,635.75,Multi-Touch
CU005280,Partner,4470.15,Last Touch
CU005281,Outbound,265.98,Last Touch
CU005282,Outbound,1340.55,First Touch
CU005283,Referral,430.44,First Touch
CU005284,Outbound,1217.38,First Touch
CU005285,Referral,264.51,Last Touch
CU005286,Referral,4578.93,Last Touch
CU005287,Outbound,261.53,Multi-Touch
CU005288,Referral,4628.02,First Touch
CU005289,Google Ads,1200.76,Last Touch
CU005290,Organic Search,4632.54,Multi-Touch
CU005291,Referral,4710.98,Last Touch
CU005292,Google Ads,29.67,Multi-Touch
CU005293,Outbound,1252.64,Multi-Touch
CU005294,LinkedIn Ads,4371.7,Last Touch
CU005295,Google Ads,163.89,Last Touch
CU005296,Referral,1160.13,First Touch
CU005297,Outbound,387.84,Last Touch
CU005298,LinkedIn Ads,4430.54,First Touch
CU005299,Organic Search,4309.15,Last Touch
CU005300,Google Ads,319.57,First Touch
CU005301,Outbound,1166.26,First Touch
CU005302,Partner,97.14,Last Touch
CU005303,Event,313.62,Multi-Touch
CU005304,Partner,1248.5,First Touch
CU005305,Event,1652.93,Last Touch
CU005306,Google Ads,1296.94,Last Touch
CU005307,Google Ads,172.52,Last Touch
CU005308,Partner,4001.14,Last Touch
CU005309,Outbound,1176.47,Multi-Touch
CU005310,Event,4626.55,Last Touch
CU005311,LinkedIn Ads,4375.28,Last Touch
CU005312,LinkedIn Ads,4503.15,First Touch
CU005313,Outbound,4605.78,Multi-Touch
CU005314,Partner,1300.83,Multi-Touch
CU005315,Google Ads,397.38,Multi-Touch
CU005316,Google Ads,343.75,First Touch
CU005317,Event,902.58,First Touch
CU005318,Outbound,1094.26,First Touch
CU005319,Google Ads,4931.52,First Touch
CU005320,Google Ads,499.67,Multi-Touch
CU005321,Referral,4322.4,First Touch
CU005322,Partner,125.88,Multi-Touch
CU005323,Google Ads,1248.04,Multi-Touch
CU005324,Referral,4540.84,Last Touch
CU005325,Referral,534.78,Multi-Touch
CU005326,Organic Search,4681.97,First Touch
CU005327,Event,4464.9,Last Touch
CU005328,Google Ads,683.68,Last Touch
CU005329,Referral,459.98,Last Touch
CU005330,Referral,1300.3,Last Touch
CU005331,LinkedIn Ads,481.55,Multi-Touch
CU005332,LinkedIn Ads,1091.55,Last Touch
CU005333,LinkedIn Ads,4638.83,First Touch
CU005334,Referral,1397.59,First Touch
CU005335,LinkedIn Ads,547.07,First Touch
CU005336,LinkedIn Ads,202.49,First Touch
CU005337,Google Ads,446.79,Last Touch
CU005338,Outbound,590.68,Multi-Touch
CU005339,Outbound,1085.61,First Touch
CU005340,Partner,1353.85,Multi-Touch
CU005341,Referral,1240.32,First Touch
CU005342,Organic Search,4472.75,Multi-Touch
CU005343,Partner,1231.71,Last Touch
CU005344,Outbound,4367.12,First Touch
CU005345,Referral,842.05,Multi-Touch
CU005346,Organic Search,1047.69,Multi-Touch
CU005347,Google Ads,1248.18,Last Touch
CU005348,Event,4593.23,First Touch
CU005349,LinkedIn Ads,449.54,First Touch
CU005350,LinkedIn Ads,1375.79,Last Touch
CU005351,Referral,1195.45,Last Touch
CU005352,Referral,4281.29,First Touch
CU005353,Referral,244.37,Multi-Touch
CU005354,LinkedIn Ads,4625.46,Multi-Touch
CU005355,Referral,1106.61,Multi-Touch
CU005356,Organic Search,1335.12,Multi-Touch
CU005357,Outbound,4705.2,Last Touch
CU005358,Google Ads,51.35,Multi-Touch
CU005359,Google Ads,1511.35,Last Touch
CU005360,Referral,1297.64,Multi-Touch
CU005361,Referral,1328.41,Multi-Touch
CU005362,LinkedIn Ads,4832.23,First Touch
CU005363,Partner,695.0,First Touch
CU005364,Outbound,4415.63,Multi-Touch
CU005365,Referral,1236.25,Last Touch
CU005366,Organic Search,4459.04,Last Touch
CU005367,LinkedIn Ads,4763.15,Last Touch
CU005368,Organic Search,4600.68,First Touch
CU005369,Event,1060.82,Multi-Touch
CU005370,Outbound,889.61,Last Touch
CU005371,LinkedIn Ads,829.46,Last Touch
CU005372,LinkedIn Ads,4562.08,First Touch
CU005373,Event,620.52,Last Touch
CU005374,Partner,4307.64,Multi-Touch
CU005375,LinkedIn Ads,45.83,Multi-Touch
CU005376,Event,372.96,Last Touch
CU005377,LinkedIn Ads,4210.22,Multi-Touch
CU005378,Referral,4669.41,First Touch
CU005379,LinkedIn Ads,1285.45,Last Touch
CU005380,Partner,4559.91,First Touch
CU005381,Partner,4543.75,Last Touch
CU005382,Outbound,4483.24,First Touch
CU005383,Partner,780.21,Multi-Touch
CU005384,Organic Search,4215.65,Multi-Touch
CU005385,Outbound,4718.56,Multi-Touch
CU005386,Outbound,1197.64,Multi-Touch
CU005387,Partner,660.46,Multi-Touch
CU005388,Partner,143.92,Last Touch
CU005389,Partner,4404.45,Last Touch
CU005390,Partner,1248.07,First Touch
CU005391,Referral,4430.03,Last Touch
CU005392,Partner,782.06,First Touch
CU005393,LinkedIn Ads,1793.63,Multi-Touch
CU005394,Google Ads,4495.13,Last Touch
CU005395,Google Ads,1314.33,Multi-Touch
CU005396,Organic Search,1307.6,Multi-Touch
CU005397,Partner,1319.44,First Touch
CU005398,Organic Search,618.39,Multi-Touch
CU005399,Partner,1326.34,Multi-Touch
CU005400,Organic Search,4508.51,Multi-Touch
CU005401,Organic Search,1310.88,First Touch
CU005402,LinkedIn Ads,1318.2,Last Touch
CU005403,Outbound,1034.61,First Touch
CU005404,Outbound,1047.19,First Touch
CU005405,Event,1727.25,First Touch
CU005406,Organic Search,1055.29,Last Touch
CU005407,Outbound,391.99,First Touch
CU005408,Referral,4734.64,First Touch
CU005409,Event,966.82,Multi-Touch
CU005410,Google Ads,4539.76,Last Touch
CU005411,Referral,228.29,Last Touch
CU005412,Partner,1079.36,Multi-Touch
CU005413,Partner,64.23,Last Touch
CU005414,Google Ads,4433.6,First Touch
CU005415,Partner,4549.08,First Touch
CU005416,Event,1109.78,Last Touch
CU005417,Google Ads,1381.23,Multi-Touch
CU005418,Partner,4939.56,Multi-Touch
CU005419,Referral,4306.29,Multi-Touch
CU005420,Outbound,972.95,Last Touch
CU005421,Google Ads,342.14,First Touch
CU005422,Google Ads,208.72,First Touch
CU005423,Partner,301.44,First Touch
CU005424,Referral,4362.97,Multi-Touch
CU005425,Google Ads,4805.75,First Touch
CU005426,Organic Search,4284.75,Multi-Touch
CU005427,Organic Search,4288.08,Multi-Touch
CU005428,Partner,1212.1,First Touch
CU005429,Organic Search,356.83,Multi-Touch
CU005430,Organic Search,4115.48,Last Touch
CU005431,Referral,4511.37,Last Touch
CU005432,LinkedIn Ads,4573.54,Multi-Touch
CU005433,Organic Search,4434.24,Multi-Touch
CU005434,Google Ads,1286.58,Last Touch
CU005435,Organic Search,4562.15,First Touch
CU005436,Organic Search,4580.22,First Touch
CU005437,Outbound,119.91,Multi-Touch
CU005438,Partner,125.49,Multi-Touch
CU005439,Organic Search,4541.52,Last Touch
CU005440,Event,485.9,Last Touch
CU005441,Outbound,1294.65,First Touch
CU005442,Referral,4268.38,First Touch
CU005443,Referral,1043.41,Multi-Touch
CU005444,Google Ads,982.07,Multi-Touch
CU005445,LinkedIn Ads,1449.23,Last Touch
CU005446,Partner,4547.92,Multi-Touch
CU005447,Organic Search,4815.22,Multi-Touch
CU005448,Event,949.8,Last Touch
CU005449,Organic Search,1530.72,Last Touch
CU005450,Google Ads,4305.65,Multi-Touch
CU005451,Google Ads,183.72,Last Touch
CU005452,Partner,4421.37,Multi-Touch
CU005453,Referral,4384.43,Multi-Touch
CU005454,Referral,1221.21,Last Touch
CU005455,Outbound,230.85,Multi-Touch
CU005456,LinkedIn Ads,508.85,Multi-Touch
CU005457,Referral,326.07,Last Touch
CU005458,Referral,1030.62,Multi-Touch
CU005459,Organic Search,775.39,First Touch
CU005460,Partner,276.28,Multi-Touch
CU005461,Event,772.07,First Touch
CU005462,Referral,1079.39,Multi-Touch
CU005463,Event,1233.39,Last Touch
CU005464,Referral,4487.35,Multi-Touch
CU005465,LinkedIn Ads,1406.85,First Touch
CU005466,Google Ads,4377.49,First Touch
CU005467,Outbound,367.56,Multi-Touch
CU005468,Outbound,312.75,First Touch
CU005469,LinkedIn Ads,275.42,First Touch
CU005470,Outbound,188.08,Last Touch
CU005471,Referral,1022.03,Last Touch
CU005472,Event,1338.54,Last Touch
CU005473,Partner,4244.09,Multi-Touch
CU005474,Partner,1030.16,Last Touch
CU005475,Outbound,1206.42,Multi-Touch
CU005476,Referral,4435.43,Last Touch
CU005477,Partner,356.59,Multi-Touch
CU005478,Referral,1323.06,First Touch
CU005479,Referral,1073.0,First Touch
CU005480,Referral,2.46,Last Touch
CU005481,Referral,4804.47,Multi-Touch
CU005482,Partner,495.83,First Touch
CU005483,Outbound,4537.43,Last Touch
CU005484,Organic Search,1143.98,Multi-Touch
CU005485,Organic Search,226.09,Last Touch
CU005486,LinkedIn Ads,429.11,First Touch
CU005487,Outbound,1467.33,Last Touch
CU005488,Event,4319.13,Last Touch
CU005489,Organic Search,651.08,Last Touch
CU005490,Organic Search,235.03,Last Touch
CU005491,LinkedIn Ads,1084.98,First Touch
CU005492,Partner,1289.96,First Touch
CU005493,LinkedIn Ads,257.66,Last Touch
CU005494,Outbound,1304.36,First Touch
CU005495,LinkedIn Ads,611.46,Multi-Touch
CU005496,Event,4127.91,Last Touch
CU005497,Event,1374.72,Multi-Touch
CU005498,Organic Search,316.35,First Touch
CU005499,Partner,4484.96,First Touch
CU005500,Google Ads,4710.43,Multi-Touch
CU005501,Event,4387.69,First Touch
CU005502,Google Ads,336.14,First Touch
CU005503,Google Ads,4434.87,Multi-Touch
CU005504,Google Ads,4566.76,Multi-Touch
CU005505,Event,377.66,First Touch
CU005506,Google Ads,1071.33,First Touch
CU005507,Google Ads,137.58,Multi-Touch
CU005508,Event,777.82,Last Touch
CU005509,Outbound,347.79,First Touch
CU005510,Organic Search,1403.1,Multi-Touch
CU005511,Partner,275.84,First Touch
CU005512,Event,1117.35,Last Touch
CU005513,Google Ads,139.84,First Touch
CU005514,Organic Search,1415.97,First Touch
CU005515,LinkedIn Ads,576.67,Multi-Touch
CU005516,LinkedIn Ads,622.79,Last Touch
CU005517,Google Ads,465.7,Multi-Touch
CU005518,Organic Search,4392.39,Last Touch
CU005519,Event,551.37,Multi-Touch
CU005520,Partner,408.27,Multi-Touch
CU005521,Referral,174.39,Multi-Touch
CU005522,Google Ads,252.56,First Touch
CU005523,Partner,4632.95,Last Touch
CU005524,LinkedIn Ads,427.3,Multi-Touch
CU005525,Organic Search,813.5,Last Touch
CU005526,LinkedIn Ads,1374.06,Multi-Touch
CU005527,Outbound,1162.07,First Touch
CU005528,Google Ads,84.98,Multi-Touch
CU005529,Event,4306.65,Multi-Touch
CU005530,Organic Search,721.6,First Touch
CU005531,Organic Search,4511.58,Last Touch
CU005532,Partner,4461.92,Multi-Touch
CU005533,Organic Search,382.24,Multi-Touch
CU005534,LinkedIn Ads,4330.04,First Touch
CU005535,Outbound,4586.59,First Touch
CU005536,Organic Search,4460.3,Multi-Touch
CU005537,Partner,1156.04,Last Touch
CU005538,Google Ads,406.25,First Touch
CU005539,Referral,4471.56,Last Touch
CU005540,Event,4078.96,Last Touch
CU005541,LinkedIn Ads,4689.7,First Touch
CU005542,Referral,4331.96,Multi-Touch
CU005543,Outbound,4278.05,Multi-Touch
CU005544,LinkedIn Ads,738.28,Multi-Touch
CU005545,Partner,292.22,Multi-Touch
CU005546,LinkedIn Ads,394.54,Multi-Touch
CU005547,Partner,699.08,Last Touch
CU005548,Referral,4575.96,First Touch
CU005549,Organic Search,1351.18,Last Touch
CU005550,Partner,888.37,First Touch
CU005551,Google Ads,219.75,Multi-Touch
CU005552,Partner,1180.85,Multi-Touch
CU005553,Outbound,277.92,Last Touch
CU005554,Partner,1099.51,Multi-Touch
CU005555,LinkedIn Ads,3976.61,First Touch
CU005556,Outbound,4577.75,Last Touch
CU005557,Outbound,526.86,Last Touch
CU005558,Organic Search,658.15,Multi-Touch
CU005559,Organic Search,4549.66,First Touch
CU005560,Referral,335.19,First Touch
CU005561,Referral,480.01,Multi-Touch
CU005562,Organic Search,1007.36,Multi-Touch
CU005563,Event,4571.14,First Touch
CU005564,Organic Search,480.67,First Touch
CU005565,Outbound,1114.04,Last Touch
CU005566,Referral,106.04,Multi-Touch
CU005567,LinkedIn Ads,4463.13,Last Touch
CU005568,LinkedIn Ads,27.37,First Touch
CU005569,Partner,447.84,Last Touch
CU005570,Event,1302.5,First Touch
CU005571,LinkedIn Ads,4865.73,Multi-Touch
CU005572,Event,1484.99,First Touch
CU005573,Partner,160.01,Last Touch
CU005574,Partner,1209.09,Multi-Touch
CU005575,Partner,710.74,First Touch
CU005576,Organic Search,1263.3,First Touch
CU005577,LinkedIn Ads,1313.42,Last Touch
CU005578,Organic Search,320.62,Multi-Touch
CU005579,Partner,987.36,Last Touch
CU005580,Event,4223.88,First Touch
CU005581,Google Ads,1183.12,Multi-Touch
CU005582,Google Ads,393.34,Multi-Touch
CU005583,Outbound,1014.04,Multi-Touch
CU005584,Referral,1207.77,First Touch
CU005585,Event,594.11,First Touch
CU005586,LinkedIn Ads,443.76,Last Touch
CU005587,Organic Search,4280.67,Last Touch
CU005588,Referral,4001.04,Multi-Touch
CU005589,Partner,688.42,First Touch
CU005590,Organic Search,225.28,Multi-Touch
CU005591,Organic Search,951.45,Multi-Touch
CU005592,Referral,1449.9,First Touch
CU005593,Event,851.54,Multi-Touch
CU005594,LinkedIn Ads,1010.11,Multi-Touch
CU005595,Event,54.98,Multi-Touch
CU005596,Partner,1305.79,Multi-Touch
CU005597,Outbound,1384.32,Last Touch
CU005598,Partner,4627.05,First Touch
CU005599,Referral,1238.21,First Touch
CU005600,LinkedIn Ads,4911.1,Multi-Touch
CU005601,Outbound,4517.24,First Touch
CU005602,Google Ads,4440.35,Last Touch
CU005603,Event,4355.92,First Touch
CU005604,LinkedIn Ads,315.74,Last Touch
CU005605,Organic Search,4533.61,First Touch
CU005606,Google Ads,109.0,First Touch
CU005607,Partner,4621.88,Multi-Touch
CU005608,LinkedIn Ads,1076.1,Multi-Touch
CU005609,Organic Search,1250.95,Last Touch
CU005610,Event,4585.4,Multi-Touch
CU005611,Referral,42.78,Multi-Touch
CU005612,Event,420.6,Multi-Touch
CU005613,Outbound,987.25,First Touch
CU005614,LinkedIn Ads,649.03,First Touch
CU005615,Google Ads,4195.68,Multi-Touch
CU005616,Partner,1064.61,Multi-Touch
CU005617,Google Ads,4433.84,Multi-Touch
CU005618,Organic Search,4318.2,Multi-Touch
CU005619,Referral,1117.77,First Touch
CU005620,Referral,1027.1,Multi-Touch
CU005621,Event,4815.54,First Touch
CU005622,Google Ads,3881.7,Multi-Touch
CU005623,Event,285.23,Multi-Touch
CU005624,Event,4580.23,Multi-Touch
CU005625,Outbound,1540.56,First Touch
CU005626,Referral,177.59,First Touch
CU005627,Outbound,335.95,Last Touch
CU005628,Outbound,1809.52,Multi-Touch
CU005629,LinkedIn Ads,922.59,Multi-Touch
CU005630,Google Ads,4711.85,Last Touch
CU005631,Google Ads,64.14,Last Touch
CU005632,LinkedIn Ads,297.55,First Touch
CU005633,Event,4378.38,First Touch
CU005634,Outbound,344.73,Last Touch
CU005635,Outbound,389.88,Multi-Touch
CU005636,Organic Search,1020.73,First Touch
CU005637,Organic Search,1229.49,First Touch
CU005638,Google Ads,1009.44,Last Touch
CU005639,LinkedIn Ads,4611.04,Multi-Touch
CU005640,Event,1395.96,First Touch
CU005641,LinkedIn Ads,4714.38,Last Touch
CU005642,Referral,4610.48,First Touch
CU005643,Outbound,1213.66,Multi-Touch
CU005644,Outbound,298.8,Last Touch
CU005645,Organic Search,383.11,First Touch
CU005646,Outbound,4411.11,Last Touch
CU005647,Outbound,4785.41,First Touch
CU005648,Outbound,1145.38,First Touch
CU005649,Event,1085.54,First Touch
CU005650,Outbound,4740.99,Multi-Touch
CU005651,Outbound,4537.92,Last Touch
CU005652,Partner,327.37,Last Touch
CU005653,Outbound,836.43,Last Touch
CU005654,Referral,4503.63,Last Touch
CU005655,Google Ads,593.95,Multi-Touch
CU005656,Referral,4452.38,First Touch
CU005657,Event,427.37,Last Touch
CU005658,Google Ads,4192.67,Last Touch
CU005659,LinkedIn Ads,4447.84,Last Touch
CU005660,Organic Search,474.78,First Touch
CU005661,LinkedIn Ads,4674.78,First Touch
CU005662,Partner,656.68,Last Touch
CU005663,Google Ads,4505.58,Multi-Touch
CU005664,Google Ads,33.64,First Touch
CU005665,Outbound,1341.48,Last Touch
CU005666,Event,917.49,First Touch
CU005667,Partner,222.15,First Touch
CU005668,Outbound,1013.51,First Touch
CU005669,Google Ads,498.3,First Touch
CU005670,Event,442.05,Last Touch
CU005671,LinkedIn Ads,1225.1,Multi-Touch
CU005672,LinkedIn Ads,4433.41,First Touch
CU005673,Referral,244.94,First Touch
CU005674,Referral,373.54,First Touch
CU005675,Outbound,91.34,Multi-Touch
CU005676,Referral,1036.91,Last Touch
CU005677,Event,359.87,Last Touch
CU005678,Referral,208.15,First Touch
CU005679,Outbound,1483.37,Multi-Touch
CU005680,Referral,4927.47,Last Touch
CU005681,Event,913.94,Multi-Touch
CU005682,Referral,1355.48,Last Touch
CU005683,Partner,389.18,Last Touch
CU005684,Event,4482.82,First Touch
CU005685,LinkedIn Ads,4642.19,Last Touch
CU005686,Google Ads,4653.74,First Touch
CU005687,Partner,4692.51,First Touch
CU005688,Referral,1508.34,Last Touch
CU005689,Event,4670.58,First Touch
CU005690,Organic Search,1197.19,Last Touch
CU005691,Google Ads,311.48,First Touch
CU005692,Google Ads,4221.63,First Touch
CU005693,LinkedIn Ads,4371.94,Last Touch
CU005694,Event,244.73,First Touch
CU005695,Google Ads,1391.65,Last Touch
CU005696,Partner,4359.3,Last Touch
CU005697,Outbound,983.31,Multi-Touch
CU005698,Organic Search,1116.18,Last Touch
CU005699,Organic Search,117.81,Last Touch
CU005700,LinkedIn Ads,462.92,Multi-Touch
CU005701,LinkedIn Ads,1290.39,First Touch
CU005702,Event,268.74,Last Touch
CU005703,Outbound,338.59,Multi-Touch
CU005704,Organic Search,199.14,First Touch
CU005705,Referral,109.39,First Touch
CU005706,LinkedIn Ads,219.0,Multi-Touch
CU005707,Event,4820.33,Last Touch
CU005708,Outbound,1286.13,Multi-Touch
CU005709,Outbound,4457.16,First Touch
CU005710,Referral,4377.18,First Touch
CU005711,Event,4356.13,First Touch
CU005712,Organic Search,970.75,Last Touch
CU005713,Outbound,903.27,Last Touch
CU005714,Google Ads,4619.01,Last Touch
CU005715,Event,964.12,Multi-Touch
CU005716,LinkedIn Ads,4406.04,Last Touch
CU005717,LinkedIn Ads,962.71,Last Touch
CU005718,Google Ads,4453.75,Multi-Touch
CU005719,Event,1231.43,Last Touch
CU005720,Event,4539.78,Multi-Touch
CU005721,Organic Search,36.06,First Touch
CU005722,Organic Search,4444.89,Multi-Touch
CU005723,Outbound,1220.46,Last Touch
CU005724,Organic Search,462.79,First Touch
CU005725,Google Ads,4301.32,Last Touch
CU005726,Outbound,310.69,First Touch
CU005727,Partner,1215.88,Last Touch
CU005728,Google Ads,4550.86,Multi-Touch
CU005729,Google Ads,1033.49,First Touch
CU005730,LinkedIn Ads,441.53,Multi-Touch
CU005731,Outbound,1220.98,Last Touch
CU005732,Outbound,4530.98,Last Touch
CU005733,Referral,866.53,Multi-Touch
CU005734,Organic Search,265.57,First Touch
CU005735,Event,1270.58,Last Touch
CU005736,Partner,1196.99,Last Touch
CU005737,Organic Search,1309.8,Multi-Touch
CU005738,Outbound,1175.32,Multi-Touch
CU005739,Partner,1219.43,Multi-Touch
CU005740,Partner,805.85,First Touch
CU005741,Event,532.47,Multi-Touch
CU005742,Event,4816.43,Multi-Touch
CU005743,Google Ads,299.71,First Touch
CU005744,Organic Search,561.62,Last Touch
CU005745,Partner,215.82,Last Touch
CU005746,Partner,4528.11,Last Touch
CU005747,Google Ads,1214.43,First Touch
CU005748,Referral,4699.24,Last Touch
CU005749,Partner,4614.78,First Touch
CU005750,Partner,1275.69,Multi-Touch
CU005751,Google Ads,4201.92,First Touch
