Month,CustomerID,LicensedSeats,ActiveUsers,Logins,FeatureAdoptionRate,CriticalErrors
2024-09-01,CU005342,25,23,102,0.9559,1
2024-12-01,CU005342,93,37,921,0.8559,2
2025-01-01,CU005342,22,10,414,0.8561,1
2025-07-01,CU005342,15,13,97,0.514,4
2025-08-01,CU005342,33,22,417,0.2881,3
2025-09-01,CU005342,20,16,289,0.3849,4
2025-10-01,CU005342,107,98,777,0.2749,4
2026-03-01,CU005342,96,62,1030,0.7709,1
2026-04-01,CU005342,48,21,691,0.4611,9
2026-07-01,CU005342,84,47,1334,0.779,0
2023-06-01,CU005343,20,19,151,0.4798,2
2023-09-01,CU005343,51,40,363,0.8127,1
2023-11-01,CU005343,98,98,1297,0.7898,6
2024-01-01,CU005343,116,75,1970,0.5231,2
2024-03-01,CU005343,11,9,95,0.8228,0
2024-08-01,CU005343,18,7,115,0.2378,1
2024-12-01,CU005343,81,47,1580,0.2835,4
2025-03-01,CU005343,30,24,340,0.7109,3
2025-11-01,CU005343,109,81,730,0.4281,0
2025-12-01,CU005343,47,32,932,0.3209,0
2026-03-01,CU005343,8,6,83,0.4713,0
2026-04-01,CU005343,77,51,829,0.499,5
2026-08-01,CU005343,15,7,311,0.6233,2
2025-08-01,CU005344,13,7,151,0.7188,0
2025-10-01,CU005344,5,2,53,0.4246,2
2025-11-01,CU005344,105,46,1821,0.7633,3
2022-08-01,CU005345,30,23,358,0.5964,0
2022-09-01,CU005345,92,64,1557,0.605,4
2023-03-01,CU005345,102,100,1748,0.5338,4
2023-05-01,CU005345,32,17,375,0.6435,8
2023-07-01,CU005345,37,20,601,0.8869,2
2024-01-01,CU005345,88,53,1113,0.5667,7
2024-02-01,CU005345,63,36,904,0.1991,0
2024-03-01,CU005345,98,45,1969,0.6551,4
2024-06-01,CU005345,47,37,776,0.7612,4
2024-08-01,CU005345,25,12,312,0.687,2
2025-04-01,CU005345,48,24,116,0.5456,3
2025-11-01,CU005345,111,73,1170,0.5295,1
2026-04-01,CU005345,66,63,1142,0.1294,2
2026-08-01,CU005345,31,22,426,0.6973,2
2025-11-01,CU005346,26,17,405,0.3849,2
2025-12-01,CU005346,98,92,1180,0.8656,2
2026-01-01,CU005346,56,50,722,0.7988,2
2026-03-01,CU005346,49,29,488,0.7924,2
2026-07-01,CU005346,72,65,673,0.503,5
2023-03-01,CU005347,99,78,903,0.4685,5
2023-07-01,CU005347,41,24,687,0.3398,4
2024-01-01,CU005347,107,89,768,0.338,2
2024-03-01,CU005347,111,71,1464,0.3989,4
2024-04-01,CU005347,13,8,123,0.5857,6
2024-05-01,CU005347,55,44,437,0.5986,2
2025-01-01,CU005347,4,3,32,0.4423,4
2025-02-01,CU005347,31,15,362,0.3139,7
2025-07-01,CU005347,12,10,117,0.5315,0
2025-08-01,CU005347,55,28,391,0.6678,4
2025-09-01,CU005347,117,59,1769,0.4788,4
2025-10-01,CU005347,119,94,1652,0.752,0
2025-12-01,CU005347,115,108,811,0.6098,0
2026-02-01,CU005347,109,66,890,0.8079,1
2026-04-01,CU005347,104,70,1329,0.2804,4
2026-06-01,CU005347,109,82,1033,0.4339,2
2022-05-01,CU005348,79,79,879,0.2325,0
2022-11-01,CU005348,93,50,950,0.5104,2
2023-06-01,CU005348,59,33,978,0.6141,2
2023-12-01,CU005348,51,36,693,0.491,3
2024-01-01,CU005348,58,54,638,0.8729,3
2024-02-01,CU005348,100,64,766,0.257,2
2024-03-01,CU005348,73,52,427,0.912,3
2024-04-01,CU005348,104,69,946,0.4459,2
2024-07-01,CU005348,2,1,37,0.6264,1
2024-08-01,CU005348,74,49,518,0.583,5
2024-11-01,CU005348,22,14,126,0.2227,6
2025-08-01,CU005348,1,0,14,0.7968,2
2025-11-01,CU005348,57,30,564,0.594,0
2025-12-01,CU005348,46,21,454,0.4241,5
2026-04-01,CU005348,36,26,764,0.7342,2
2026-06-01,CU005349,88,68,1385,0.1938,9
2025-06-01,CU005350,66,49,1113,0.7015,0
2025-10-01,CU005350,72,72,973,0.5584,3
2026-01-01,CU005350,115,96,1405,0.6885,5
2026-04-01,CU005350,105,48,1469,0.7415,2
2026-06-01,CU005350,72,48,973,0.4146,2
2026-08-01,CU005350,33,17,279,0.2299,4
2024-02-01,CU005351,47,31,637,0.841,5
2024-04-01,CU005351,23,16,365,0.5125,2
2024-11-01,CU005351,52,26,586,0.65,2
2025-06-01,CU005351,40,23,496,0.4677,1
2025-08-01,CU005351,61,41,111,0.5183,1
2025-11-01,CU005351,59,37,570,0.5643,0
2026-04-01,CU005351,112,74,1686,0.0678,3
2026-08-01,CU005351,35,23,368,0.8441,2
2026-01-01,CU005352,114,83,2158,0.6057,1
2023-12-01,CU005353,50,33,811,0.2901,0
2024-05-01,CU005353,115,95,1197,0.7727,4
2024-08-01,CU005353,47,40,506,0.2056,2
2025-04-01,CU005353,117,79,1480,0.8905,1
2025-05-01,CU005353,58,28,608,0.4989,6
2025-06-01,CU005353,72,63,1171,0.5633,5
2025-12-01,CU005353,46,20,470,0.5918,2
2026-01-01,CU005353,100,97,1028,0.5551,1
2026-02-01,CU005353,94,66,1239,0.1847,3
2026-04-01,CU005353,35,35,117,0.5136,2
2026-05-01,CU005353,114,114,1767,0.7277,0
2026-07-01,CU005353,21,9,242,0.5356,1
2026-08-01,CU005353,82,58,815,0.8152,0
2023-11-01,CU005354,30,22,296,0.6992,4
2024-02-01,CU005354,28,21,330,0.6937,1
2024-04-01,CU005354,73,41,1030,0.8036,0
2024-05-01,CU005354,117,99,2095,0.3013,0
2024-06-01,CU005354,62,50,854,0.5306,3
2024-08-01,CU005354,109,90,1457,0.5588,0
2024-12-01,CU005354,45,26,692,0.6982,1
2025-02-01,CU005354,99,92,918,0.3848,4
2025-09-01,CU005354,82,65,1394,0.5453,7
2025-10-01,CU005354,55,39,774,0.4579,5
2025-12-01,CU005354,17,15,198,0.8823,5
2026-01-01,CU005354,81,81,1448,0.8069,5
2026-03-01,CU005354,1,0,13,0.4773,3
2026-05-01,CU005354,71,54,677,0.4035,0
2026-07-01,CU005354,46,35,429,0.4255,1
2025-07-01,CU005355,94,69,1326,0.4516,2
2025-11-01,CU005355,116,63,1313,0.4505,5
2026-01-01,CU005355,19,14,136,0.5302,0
2026-02-01,CU005355,22,11,389,0.6855,0
2026-03-01,CU005355,6,5,51,0.8514,0
2026-04-01,CU005355,60,50,361,0.641,1
2025-02-01,CU005356,89,58,1243,0.6062,3
2025-05-01,CU005356,67,37,1301,0.2836,5
2025-07-01,CU005356,55,38,482,0.5465,3
2025-08-01,CU005356,60,51,710,0.8872,5
2025-09-01,CU005356,33,21,370,0.3895,2
2025-12-01,CU005356,51,19,321,0.524,7
2026-02-01,CU005356,44,15,96,0.9324,2
2025-02-01,CU005357,97,66,964,0.6947,0
2025-03-01,CU005357,85,27,1055,0.3118,4
2025-04-01,CU005357,2,1,34,0.8176,0
2025-05-01,CU005357,85,60,726,0.5358,2
2025-08-01,CU005357,94,77,1129,0.7286,5
2025-09-01,CU005357,70,38,990,0.4934,7
2025-10-01,CU005357,94,77,1514,0.5634,3
2025-11-01,CU005357,79,76,897,0.3076,4
2025-12-01,CU005357,28,13,349,0.5566,2
2026-06-01,CU005357,115,115,833,0.7756,2
2026-07-01,CU005357,80,80,1254,0.6776,3
2022-07-01,CU005359,39,23,474,0.6297,3
2023-05-01,CU005359,26,14,441,0.3663,0
2024-10-01,CU005359,71,44,941,0.5471,0
2025-02-01,CU005359,63,47,683,0.3889,2
2025-04-01,CU005359,64,51,585,0.7233,3
2025-10-01,CU005359,17,13,298,0.452,1
2025-12-01,CU005359,57,38,547,0.5811,3
2026-04-01,CU005359,96,45,943,0.3739,1
2026-06-01,CU005359,7,4,61,0.8857,5
2023-12-01,CU005360,68,63,1125,0.8959,5
2024-01-01,CU005360,78,50,749,0.5721,0
2024-05-01,CU005360,10,10,66,0.3483,4
2024-06-01,CU005360,61,49,970,0.682,0
2024-09-01,CU005360,74,44,209,0.6852,3
2025-03-01,CU005360,36,36,559,0.6663,4
2025-04-01,CU005360,31,19,199,0.5347,0
2025-06-01,CU005360,91,47,1065,0.7238,6
2025-07-01,CU005360,35,19,461,0.9142,0
2025-09-01,CU005360,10,6,145,0.2407,1
2025-11-01,CU005360,88,77,720,0.629,2
2026-02-01,CU005360,85,45,1033,0.5439,0
2026-03-01,CU005360,101,71,1281,0.3885,5
2026-07-01,CU005360,71,47,1192,0.5824,0
2024-12-01,CU005361,110,96,974,0.3872,0
2025-02-01,CU005361,56,22,618,0.6791,3
2025-04-01,CU005361,99,70,1178,0.8116,2
2025-05-01,CU005361,97,64,726,0.8059,4
2025-11-01,CU005361,94,72,1505,0.4608,1
2026-02-01,CU005361,69,45,1046,0.9273,2
2026-04-01,CU005361,40,26,319,0.7272,5
2026-05-01,CU005361,53,33,533,0.8441,5
2022-03-01,CU005362,53,43,849,0.1128,3
2022-06-01,CU005362,24,17,227,0.3528,3
2022-09-01,CU005362,50,50,371,0.6298,7
2022-11-01,CU005362,33,21,423,0.5418,3
2023-07-01,CU005362,19,8,226,0.3755,6
2023-09-01,CU005362,92,79,1412,0.905,3
2023-10-01,CU005362,109,70,1888,0.8153,3
2023-12-01,CU005362,73,56,774,0.6712,6
2024-02-01,CU005362,8,4,101,0.8696,0
2024-03-01,CU005362,10,7,78,0.285,5
2024-05-01,CU005362,54,30,500,0.2579,0
2024-06-01,CU005362,104,71,688,0.5782,2
2024-07-01,CU005362,83,60,1197,0.6722,4
2024-08-01,CU005362,4,2,57,0.4973,0
2024-10-01,CU005362,13,7,184,0.8854,5
2025-02-01,CU005362,12,10,99,0.4633,5
2025-06-01,CU005362,11,7,128,0.8071,2
2025-07-01,CU005362,54,17,850,0.2412,2
2025-08-01,CU005362,14,10,82,0.6738,4
2026-04-01,CU005362,36,34,451,0.8645,2
2023-11-01,CU005363,96,87,910,0.715,4
2024-06-01,CU005363,87,65,917,0.2889,1
2024-07-01,CU005363,83,51,1140,0.2059,0
2024-08-01,CU005363,10,3,169,0.4621,3
2024-11-01,CU005363,9,8,20,0.4773,2
2025-02-01,CU005363,33,30,449,0.7443,5
2025-03-01,CU005363,113,112,1657,0.5485,0
2025-05-01,CU005363,73,41,807,0.6588,0
2025-12-01,CU005363,48,28,388,0.5024,4
2026-04-01,CU005363,30,27,356,0.7918,0
2026-08-01,CU005363,110,79,1495,0.5791,1
2023-02-01,CU005364,101,81,977,0.4956,3
2023-03-01,CU005364,49,36,541,0.2106,7
2023-04-01,CU005364,100,80,1704,0.3631,0
2023-10-01,CU005364,19,14,247,0.5758,2
2023-11-01,CU005364,38,26,497,0.6572,2
2024-04-01,CU005364,63,28,818,0.852,1
2024-05-01,CU005364,111,87,1659,0.8767,1
2024-11-01,CU005364,117,109,1945,0.8595,1
2025-01-01,CU005364,85,47,1558,0.7931,1
2025-02-01,CU005364,3,3,25,0.9665,0
2025-04-01,CU005364,72,38,1206,0.7859,3
2025-10-01,CU005364,103,57,1160,0.5904,1
2026-04-01,CU005364,84,64,783,0.7937,1
2026-05-01,CU005364,103,39,1569,0.7574,4
2025-06-01,CU005365,103,95,1015,0.5846,1
2025-07-01,CU005365,54,29,867,0.5826,1
2025-08-01,CU005365,114,85,1137,0.709,7
2025-09-01,CU005365,78,66,988,0.798,0
2025-10-01,CU005365,51,17,730,0.8331,1
2025-12-01,CU005365,51,33,1061,0.6367,4
2026-04-01,CU005365,72,53,1091,0.5093,2
2026-05-01,CU005366,96,65,1105,0.6072,1
2026-07-01,CU005366,24,13,246,0.5004,5
2024-06-01,CU005367,101,87,1152,0.5724,3
2024-07-01,CU005367,65,61,935,0.8622,6
2025-02-01,CU005367,85,38,908,0.584,5
2025-03-01,CU005367,27,21,325,0.8454,4
2025-04-01,CU005367,84,47,711,0.4716,3
2025-06-01,CU005367,53,29,747,0.4324,2
2025-08-01,CU005367,83,39,1198,0.6093,0
2025-09-01,CU005367,117,68,2476,0.9268,5
2025-11-01,CU005367,78,60,600,0.3411,3
2025-12-01,CU005367,67,61,865,0.88,1
2026-02-01,CU005367,21,9,297,0.914,4
2026-05-01,CU005367,23,21,232,0.8618,2
2026-06-01,CU005367,58,54,700,0.1684,0
2024-04-01,CU005368,81,51,550,0.5518,4
2024-05-01,CU005368,37,28,465,0.1528,0
2024-06-01,CU005368,60,38,788,0.4238,6
2025-02-01,CU005368,75,66,1417,0.67,5
2025-04-01,CU005368,63,41,666,0.762,5
2025-06-01,CU005368,92,50,1127,0.5328,5
2025-09-01,CU005368,56,30,715,0.8655,0
2025-04-01,CU005369,99,63,1580,0.8631,2
2025-06-01,CU005369,19,9,307,0.5226,3
2025-08-01,CU005369,30,20,511,0.6655,1
2025-11-01,CU005369,44,27,910,0.6286,3
2025-12-01,CU005369,20,13,136,0.3542,0
2026-01-01,CU005369,55,39,686,0.6915,2
2026-06-01,CU005369,2,1,18,0.1857,3
2026-07-01,CU005369,77,77,844,0.6655,3
2026-01-01,CU005370,4,2,55,0.9072,1
2026-08-01,CU005370,68,42,827,0.6311,0
2023-04-01,CU005371,83,56,640,0.7505,6
2023-07-01,CU005371,51,21,826,0.3662,1
2023-10-01,CU005371,101,101,1903,0.3343,2
2024-02-01,CU005371,110,78,1022,0.8286,2
2024-07-01,CU005371,28,21,360,0.4993,1
2024-12-01,CU005371,67,41,1044,0.5473,2
2025-04-01,CU005371,34,25,495,0.6464,5
2025-06-01,CU005371,15,9,125,0.3218,0
2025-08-01,CU005371,101,66,830,0.54,0
2025-09-01,CU005371,102,64,1781,0.3494,1
2025-10-01,CU005371,70,43,842,0.6549,5
2026-03-01,CU005371,104,101,2307,0.5717,3
2026-04-01,CU005371,71,47,1173,0.4491,2
2026-08-01,CU005371,67,60,814,0.281,4
2022-07-01,CU005372,115,53,1936,0.8289,1
2022-12-01,CU005372,105,82,1715,0.6696,1
2023-01-01,CU005372,51,40,484,0.1796,2
2023-05-01,CU005372,60,32,695,0.7681,5
2023-10-01,CU005372,4,3,26,0.9175,1
2024-03-01,CU005372,92,69,754,0.5088,4
2024-08-01,CU005372,2,1,34,0.8566,1
2024-10-01,CU005372,77,57,519,0.5793,5
2024-11-01,CU005372,33,15,471,0.5148,2
2024-12-01,CU005372,112,48,1468,0.4098,4
2025-04-01,CU005372,64,43,742,0.7934,1
2025-06-01,CU005372,84,63,1196,0.4846,3
2025-11-01,CU005372,83,52,1204,0.2819,2
2026-01-01,CU005372,91,73,804,0.5755,3
2026-04-01,CU005372,107,71,1445,0.8734,1
2026-06-01,CU005372,3,2,11,0.8044,4
2025-09-01,CU005373,17,17,205,0.5763,2
2025-11-01,CU005373,118,45,1778,0.3821,0
2026-06-01,CU005373,39,28,570,0.5876,4
2026-07-01,CU005373,4,1,52,0.6119,6
2025-07-01,CU005374,67,47,636,0.5629,5
2025-10-01,CU005374,53,44,590,0.8272,2
2025-11-01,CU005374,106,76,1250,0.4686,3
2026-01-01,CU005374,54,29,703,0.2058,3
2026-05-01,CU005374,117,67,1831,0.12,3
2026-06-01,CU005374,103,60,1173,0.3244,2
2026-08-01,CU005374,94,34,316,0.4267,5
2025-03-01,CU005375,60,52,617,0.6588,1
2025-11-01,CU005375,90,62,1240,0.7915,3
2026-06-01,CU005375,102,97,1733,0.7189,1
2026-07-01,CU005375,71,57,1012,0.5327,2
2025-01-01,CU005376,80,76,1253,0.6394,3
2025-04-01,CU005376,12,9,251,0.9206,2
2025-06-01,CU005376,58,51,919,0.4113,0
2025-07-01,CU005376,51,36,734,0.8421,1
2025-10-01,CU005376,16,9,255,0.5061,5
2025-11-01,CU005376,98,66,931,0.8817,2
2026-02-01,CU005376,117,77,1209,0.6321,2
2026-04-01,CU005376,30,18,106,0.3742,5
2022-01-01,CU005377,58,49,969,0.8966,1
2022-04-01,CU005377,112,102,955,0.7731,3
2023-02-01,CU005377,62,62,314,0.8077,2
2023-04-01,CU005377,60,44,582,0.8606,3
2023-05-01,CU005377,95,64,1056,0.5216,7
2023-08-01,CU005377,21,8,274,0.3826,2
2023-10-01,CU005377,34,18,462,0.4057,0
2023-12-01,CU005377,90,89,667,0.4257,0
2024-01-01,CU005377,69,50,969,0.7493,0
2024-02-01,CU005377,98,86,1517,0.6856,0
2024-06-01,CU005377,16,7,198,0.6056,3
2024-12-01,CU005377,70,40,693,0.5074,4
2025-01-01,CU005377,111,89,1373,0.7434,4
2025-02-01,CU005377,62,56,732,0.3304,2
2025-05-01,CU005377,16,13,180,0.5487,0
2025-06-01,CU005377,9,9,70,0.4448,3
2025-09-01,CU005377,4,3,32,0.6573,1
2025-12-01,CU005377,107,57,689,0.551,0
2026-03-01,CU005377,71,47,894,0.941,6
2024-03-01,CU005378,59,41,593,0.9297,2
2025-05-01,CU005378,58,38,711,0.9353,2
2025-06-01,CU005378,35,28,578,0.4421,6
2025-07-01,CU005378,40,27,593,0.374,8
2025-10-01,CU005378,9,6,70,0.7869,5
2025-12-01,CU005378,110,80,979,0.5457,2
2026-03-01,CU005378,112,101,762,0.4394,1
2026-06-01,CU005378,32,27,274,0.8713,5
2026-05-01,CU005379,7,3,88,0.4132,2
2026-06-01,CU005379,45,33,573,0.6306,6
2026-07-01,CU005379,35,26,502,0.5099,5
2025-12-01,CU005380,40,37,362,0.4187,3
2026-04-01,CU005380,80,60,972,0.6129,0
2026-07-01,CU005380,84,67,935,0.2648,3
2023-07-01,CU005381,16,9,108,0.7511,6
2023-10-01,CU005381,55,41,919,0.7293,2
2023-11-01,CU005381,29,15,624,0.82,1
2024-02-01,CU005381,79,58,963,0.6992,0
2024-03-01,CU005381,83,61,414,0.692,0
2024-07-01,CU005381,90,68,1106,0.62,2
2024-11-01,CU005381,31,21,155,0.9826,4
2025-02-01,CU005381,3,2,43,0.668,5
2025-08-01,CU005381,45,34,435,0.6215,3
2026-04-01,CU005381,78,33,653,0.7741,7
2026-05-01,CU005381,78,30,521,0.6727,2
2026-07-01,CU005381,46,43,234,0.3716,0
2023-06-01,CU005382,84,54,617,0.625,4
2023-07-01,CU005382,63,51,549,0.3027,3
2023-08-01,CU005382,60,54,695,0.6291,2
2024-03-01,CU005382,31,23,462,0.525,4
2024-07-01,CU005382,24,18,253,0.8031,2
2024-11-01,CU005382,27,20,174,0.6586,0
2024-12-01,CU005382,85,71,795,0.7975,5
2025-01-01,CU005382,31,20,291,0.7856,4
2025-05-01,CU005382,94,73,1104,0.601,0
2025-10-01,CU005382,66,31,1114,0.7985,2
2026-01-01,CU005382,17,7,98,0.3797,3
2026-02-01,CU005382,4,3,87,0.5786,0
2026-04-01,CU005382,113,71,2487,0.6382,2
2026-08-01,CU005382,115,115,1432,0.6369,1
2023-09-01,CU005383,111,66,818,0.6475,5
2023-12-01,CU005383,116,115,2486,0.7135,0
2024-02-01,CU005383,2,1,34,0.5438,5
2024-05-01,CU005383,74,59,453,0.8115,3
2024-07-01,CU005383,63,43,870,0.6612,1
2024-08-01,CU005383,61,30,746,0.742,2
2025-01-01,CU005383,107,84,1591,0.6972,3
2025-04-01,CU005383,76,55,1286,0.3642,2
2025-05-01,CU005383,60,49,799,0.6175,3
2025-06-01,CU005383,79,56,1432,0.949,5
2025-07-01,CU005383,67,55,859,0.522,0
2025-10-01,CU005383,62,48,664,0.5331,4
2026-04-01,CU005383,94,80,1238,0.8534,4
2026-06-01,CU005383,70,59,847,0.6604,0
2022-08-01,CU005384,56,40,820,0.721,1
2023-01-01,CU005384,16,14,187,0.7487,1
2023-03-01,CU005384,38,29,188,0.6434,1
2023-06-01,CU005384,113,76,1325,0.8538,2
2023-12-01,CU005384,18,18,211,0.5675,3
2024-07-01,CU005384,38,27,506,0.705,4
2024-10-01,CU005384,48,48,850,0.7711,6
2025-04-01,CU005384,39,30,466,0.3174,3
2025-05-01,CU005384,105,69,1106,0.4229,2
2025-11-01,CU005384,92,62,497,0.8686,4
2026-01-01,CU005384,51,29,571,0.3972,7
2026-02-01,CU005384,45,23,582,0.9418,4
2022-12-01,CU005385,59,57,467,0.67,3
2023-08-01,CU005385,101,88,1509,0.6669,0
2024-03-01,CU005385,71,51,1532,0.6584,3
2024-09-01,CU005385,75,57,828,0.5229,1
2025-02-01,CU005385,107,70,1222,0.2649,1
2025-05-01,CU005385,2,1,40,0.6159,4
2025-09-01,CU005385,68,48,597,0.2537,6
2025-10-01,CU005385,91,91,1173,0.8297,0
2025-11-01,CU005385,91,71,654,0.6166,3
2025-12-01,CU005385,61,40,1051,0.8882,3
2026-01-01,CU005385,75,66,604,0.9058,1
2026-02-01,CU005385,54,32,895,0.6391,1
2026-03-01,CU005385,71,60,652,0.9621,1
2026-05-01,CU005385,23,23,289,0.8616,0
2026-06-01,CU005385,112,45,1754,0.6842,6
2026-08-01,CU005385,9,7,114,0.5988,4
2023-03-01,CU005386,105,47,1224,0.7236,3
2023-05-01,CU005386,99,81,858,0.6636,1
2023-11-01,CU005386,86,79,1541,0.6832,2
2023-12-01,CU005386,106,55,134,0.4824,2
2024-01-01,CU005386,66,22,955,0.5819,1
2024-03-01,CU005386,54,35,533,0.4575,5
2024-04-01,CU005386,42,25,155,0.3648,1
2024-05-01,CU005386,95,78,1380,0.6329,8
2024-07-01,CU005386,82,54,1320,0.734,2
2024-08-01,CU005386,50,27,595,0.1348,0
2025-04-01,CU005386,62,62,865,0.5434,3
2025-12-01,CU005386,65,57,560,0.8179,3
2026-04-01,CU005386,84,75,1199,0.613,2
2026-05-01,CU005386,17,9,201,0.7742,2
2025-07-01,CU005387,34,27,482,0.1499,3
2025-11-01,CU005387,63,34,670,0.4888,3
2026-04-01,CU005387,17,16,251,0.5576,2
2026-06-01,CU005387,78,55,1243,0.6328,2
2026-07-01,CU005387,98,66,687,0.3933,4
2025-12-01,CU005388,104,94,1139,0.4211,2
2026-01-01,CU005388,35,30,407,0.396,3
2026-02-01,CU005388,3,2,57,0.4517,5
2026-04-01,CU005388,110,71,1867,0.4954,4
2026-05-01,CU005388,67,28,689,0.8107,2
2022-10-01,CU005389,47,27,526,0.6333,5
2022-12-01,CU005389,1,0,11,0.6928,2
2023-01-01,CU005389,61,52,1127,0.6262,6
2023-04-01,CU005389,31,23,409,0.6645,0
2023-05-01,CU005389,52,42,491,0.5951,7
2023-06-01,CU005389,107,73,587,0.6172,2
2023-08-01,CU005389,9,4,69,0.6173,0
2023-09-01,CU005389,111,111,1899,0.786,3
2023-10-01,CU005389,104,79,1434,0.3284,2
2023-11-01,CU005389,110,76,1715,0.435,4
2023-12-01,CU005389,59,14,662,0.6229,7
2024-02-01,CU005389,50,47,596,0.8107,0
2024-05-01,CU005389,9,8,128,0.2781,3
2024-07-01,CU005389,41,19,767,0.3479,1
2025-01-01,CU005389,75,75,1340,0.4304,0
2025-02-01,CU005389,3,2,39,0.55,7
2025-03-01,CU005389,119,87,509,0.4029,0
2025-04-01,CU005389,55,38,939,0.4924,4
2025-06-01,CU005389,26,8,362,0.5973,0
2025-07-01,CU005389,79,51,768,0.6941,3
2025-08-01,CU005389,44,34,547,0.9164,1
2025-11-01,CU005389,109,57,710,0.4678,4
2026-03-01,CU005389,54,40,1016,0.6631,4
2026-07-01,CU005389,19,11,286,0.7938,0
2026-08-01,CU005389,56,25,425,0.9781,1
2025-06-01,CU005390,52,29,615,0.7909,0
2025-07-01,CU005390,50,24,193,0.4441,2
2025-09-01,CU005390,5,2,47,0.2848,3
2026-01-01,CU005390,81,37,1009,0.2572,1
2026-08-01,CU005390,78,47,1098,0.3311,5
2022-05-01,CU005391,22,21,307,0.498,1
2022-06-01,CU005391,12,9,130,0.7772,1
2022-08-01,CU005391,75,66,1195,0.3641,3
2022-09-01,CU005391,23,18,293,0.7776,1
2023-06-01,CU005391,56,20,919,0.7321,6
2024-02-01,CU005391,103,66,1396,0.7494,2
2024-05-01,CU005391,66,62,689,0.8494,5
2024-09-01,CU005391,93,62,773,0.4336,2
2025-03-01,CU005391,109,84,1113,0.6203,2
2025-05-01,CU005391,54,44,502,0.4718,0
2025-09-01,CU005391,83,42,931,0.7626,3
2025-10-01,CU005391,44,30,566,0.7685,1
2025-12-01,CU005391,31,25,334,0.4969,3
2026-07-01,CU005391,75,54,1001,0.4241,0
2023-07-01,CU005392,7,4,68,0.6016,1
2023-11-01,CU005392,49,18,587,0.8682,2
2024-01-01,CU005392,113,85,1106,0.4843,0
2024-07-01,CU005392,109,79,2522,0.607,3
2024-08-01,CU005392,45,33,139,0.6462,2
2024-10-01,CU005392,3,2,28,0.3938,3
2024-11-01,CU005392,54,31,461,0.6639,5
2025-02-01,CU005392,64,42,854,0.2927,7
2025-03-01,CU005392,55,54,755,0.152,2
2025-05-01,CU005392,3,1,24,0.89,2
2025-11-01,CU005392,26,18,261,0.2567,2
2026-01-01,CU005392,71,48,591,0.8789,4
2026-02-01,CU005392,36,15,299,0.7455,1
2026-08-01,CU005392,94,63,1378,0.6485,2
2024-11-01,CU005393,17,10,157,0.3663,5
2024-12-01,CU005393,7,5,108,0.6988,1
2025-04-01,CU005393,16,7,56,0.6672,0
2025-06-01,CU005393,109,49,1405,0.6156,2
2025-07-01,CU005393,106,58,1375,0.3175,4
2025-10-01,CU005393,59,53,855,0.5798,0
2025-11-01,CU005393,6,4,83,0.0865,1
2026-04-01,CU005393,86,51,611,0.1907,2
2026-08-01,CU005393,112,81,1152,0.2548,3
2024-10-01,CU005394,47,31,416,0.4472,1
2024-12-01,CU005394,91,72,1426,0.3008,2
2025-06-01,CU005394,70,59,1145,0.2749,2
2025-10-01,CU005394,85,78,718,0.6156,3
2026-02-01,CU005394,76,43,1246,0.735,6
2026-04-01,CU005394,26,26,271,0.8496,4
2026-06-01,CU005394,14,6,121,0.6682,4
2026-08-01,CU005394,36,28,538,0.6124,4
2026-06-01,CU005395,114,103,1595,0.4071,0
2025-02-01,CU005396,85,71,1040,0.8686,1
2025-06-01,CU005396,89,73,636,0.6302,3
2025-11-01,CU005396,26,18,297,0.7535,1
2026-04-01,CU005396,64,43,484,0.7629,0
2025-04-01,CU005397,35,19,560,0.526,1
2025-06-01,CU005397,30,7,282,0.7471,5
2026-06-01,CU005397,116,98,1951,0.3337,0
2026-07-01,CU005397,65,51,620,0.6072,1
2026-08-01,CU005397,8,4,85,0.6432,0
2025-04-01,CU005398,115,72,1415,0.5574,1
2025-06-01,CU005398,114,53,705,0.8413,4
2026-07-01,CU005398,25,12,353,0.4787,0
2026-08-01,CU005398,29,23,294,0.7232,2
2025-05-01,CU005399,6,2,23,0.3186,6
2025-06-01,CU005399,59,59,749,0.3411,5
2025-07-01,CU005399,7,6,127,0.4657,6
2025-08-01,CU005399,110,80,2133,0.5348,0
2026-02-01,CU005399,42,21,453,0.6442,1
2026-03-01,CU005399,11,8,155,0.8345,6
2026-04-01,CU005399,108,96,1417,0.661,6
2026-08-01,CU005399,24,17,289,0.1415,1
2026-01-01,CU005400,20,20,212,0.4458,0
2026-05-01,CU005400,57,28,731,0.6338,1
2026-06-01,CU005400,46,34,590,0.7361,1
2022-07-01,CU005401,111,107,1739,0.1162,2
2022-11-01,CU005401,75,46,680,0.4647,1
2023-01-01,CU005401,73,62,1010,0.1534,3
2023-03-01,CU005401,114,82,550,0.593,6
2023-05-01,CU005401,24,14,256,0.6454,0
2023-06-01,CU005401,32,13,426,0.3872,3
2024-01-01,CU005401,82,60,1626,0.9609,2
2024-03-01,CU005401,9,6,155,0.4038,4
2024-05-01,CU005401,46,35,350,0.4135,5
2024-06-01,CU005401,6,3,101,0.6113,0
2024-09-01,CU005401,38,31,313,0.5687,3
2024-10-01,CU005401,70,61,833,0.7676,0
2024-11-01,CU005401,27,27,326,0.8985,2
2024-12-01,CU005401,72,50,579,0.2699,4
2025-03-01,CU005401,68,51,660,0.5689,0
2025-04-01,CU005401,105,105,1250,0.9711,0
2025-07-01,CU005401,44,36,542,0.5882,3
