TicketID,CustomerID,OpenedDate,Severity,ResolutionHours,Status,Category
T023023,CU000132,2024-08-09,Medium,11.44,Resolved,Product Bug
T023024,CU005605,2026-02-10,Low,1.86,Resolved,Billing
T023025,CU011728,2026-06-05,High,6.92,Resolved,Account
T023026,CU005447,2022-09-01,Medium,0.95,Resolved,Integration
T023027,CU000888,2026-07-10,Low,2.79,Resolved,Performance
T023028,CU001682,2026-06-04,Low,4.97,Resolved,Account
T023029,CU006813,2024-11-28,Medium,6.32,Resolved,Integration
T023030,CU000635,2025-12-03,Medium,2.23,Resolved,Integration
T023031,CU003389,2024-02-09,High,9.26,Escalated,How-to
T023032,CU001959,2022-06-14,Low,0.78,Open,Billing
T023033,CU003861,2024-04-07,Medium,6.74,Resolved,Integration
T023034,CU000627,2026-08-04,Medium,10.11,Escalated,Product Bug
T023035,CU002244,2026-01-08,Medium,8.29,Resolved,Billing
T023036,CU003944,2026-03-11,Low,3.35,Resolved,Performance
T023037,CU002514,2026-08-02,Low,14.1,Resolved,Performance
T023038,CU010216,2023-05-06,Medium,2.42,Resolved,Performance
T023039,CU010669,2025-09-07,High,18.21,Open,Billing
T023040,CU011450,2026-03-24,Low,3.0,Resolved,Billing
T023041,CU001243,2025-10-17,Medium,3.34,Open,Account
T023042,CU004700,2024-04-19,Low,1.46,Resolved,Account
T023043,CU002716,2026-02-14,Low,3.91,Resolved,Product Bug
T023044,CU002302,2026-04-13,High,8.59,Resolved,Billing
T023045,CU000336,2026-05-17,Low,9.83,Escalated,Product Bug
T023046,CU007581,2024-07-29,Low,0.66,Open,Product Bug
T023047,CU005367,2025-05-28,Low,2.4,Resolved,Integration
T023048,CU007618,2024-07-28,Medium,2.56,Open,Performance
T023049,CU007970,2025-05-22,Critical,26.79,Resolved,How-to
T023050,CU008580,2023-11-18,Low,15.45,Resolved,How-to
T023051,CU004441,2026-06-03,Low,7.11,Resolved,Account
T023052,CU007069,2023-04-24,Medium,4.37,Open,Performance
T023053,CU002864,2024-12-24,Critical,6.79,Open,How-to
T023054,CU003586,2025-10-29,Medium,3.74,Open,Integration
T023055,CU010044,2025-10-27,Medium,5.66,Resolved,Product Bug
T023056,CU011781,2026-03-02,High,5.55,Open,Billing
T023057,CU008662,2026-08-03,High,29.73,Resolved,Integration
T023058,CU009967,2026-03-10,Medium,7.93,Resolved,How-to
T023059,CU011649,2024-12-22,Medium,6.07,Resolved,Account
T023060,CU000845,2026-01-02,Low,6.8,Resolved,How-to
T023061,CU006898,2026-01-21,Medium,10.95,Resolved,Billing
T023062,CU006850,2025-08-19,Low,2.97,Escalated,Performance
T023063,CU008293,2023-10-07,High,7.81,Open,Billing
T023064,CU001155,2024-10-28,Medium,1.37,Resolved,Performance
T023065,CU011695,2024-06-27,Critical,10.11,Resolved,Integration
T023066,CU003469,2024-07-31,Medium,2.16,Escalated,How-to
T023067,CU002860,2026-06-15,High,3.97,Open,Integration
T023068,CU007416,2024-11-26,Medium,2.66,Escalated,Integration
T023069,CU011153,2025-12-01,Medium,8.16,Resolved,Billing
T023070,CU009846,2023-11-21,Medium,0.73,Resolved,Performance
T023071,CU002697,2026-04-05,Medium,12.26,Escalated,Billing
T023072,CU005697,2024-05-22,High,2.92,Resolved,Performance
T023073,CU003821,2026-06-26,Low,2.14,Resolved,Billing
T023074,CU007805,2026-07-30,Low,5.26,Escalated,Account
T023075,CU010660,2026-04-22,High,9.13,Open,Integration
T023076,CU002939,2024-03-09,Medium,3.06,Resolved,Integration
T023077,CU004664,2026-05-06,Low,1.1,Escalated,Billing
T023078,CU010308,2025-04-21,Low,6.44,Resolved,How-to
T023079,CU000039,2026-07-11,High,4.7,Open,Account
T023080,CU003027,2025-05-24,Medium,3.55,Open,Billing
T023081,CU001875,2025-10-19,Low,9.13,Resolved,How-to
T023082,CU006091,2023-03-11,High,3.62,Resolved,Integration
T023083,CU005580,2026-08-26,High,8.49,Escalated,Performance
T023084,CU001155,2026-05-09,Low,9.21,Open,Performance
T023085,CU006074,2024-08-26,Low,1.33,Escalated,Product Bug
T023086,CU010376,2025-04-14,Low,7.72,Resolved,Account
T023087,CU004005,2026-03-11,Medium,3.36,Resolved,Performance
T023088,CU006947,2026-08-01,High,3.27,Open,How-to
T023089,CU003908,2026-08-13,Low,6.31,Resolved,Billing
T023090,CU009709,2026-01-13,Medium,2.65,Resolved,Integration
T023091,CU011053,2024-02-16,Critical,3.4,Escalated,Account
T023092,CU005846,2024-08-14,High,5.66,Resolved,How-to
T023093,CU011329,2025-10-08,Low,3.57,Resolved,How-to
T023094,CU005352,2026-03-09,Medium,4.74,Resolved,Billing
T023095,CU006973,2026-07-13,High,15.27,Open,Performance
T023096,CU000758,2024-01-24,High,5.44,Resolved,How-to
T023097,CU002967,2026-08-08,Medium,3.43,Resolved,How-to
T023098,CU008852,2026-07-07,Critical,3.59,Resolved,Billing
T023099,CU011080,2026-08-26,Medium,3.74,Resolved,Product Bug
T023100,CU009320,2024-12-13,Medium,1.46,Resolved,Billing
T023101,CU007451,2026-06-11,Critical,6.83,Escalated,How-to
T023102,CU005651,2025-06-19,Critical,2.61,Resolved,Account
T023103,CU006576,2026-07-10,Low,2.6,Resolved,How-to
T023104,CU009651,2026-01-31,Medium,1.58,Resolved,Integration
T023105,CU002219,2026-03-28,Low,10.96,Resolved,Product Bug
T023106,CU010892,2026-02-08,Medium,4.55,Resolved,Performance
T023107,CU007475,2025-05-03,Low,2.58,Resolved,Billing
T023108,CU003962,2026-08-09,Medium,6.49,Resolved,How-to
T023109,CU007642,2024-08-01,Low,2.8,Resolved,Account
T023110,CU007694,2025-09-26,High,23.05,Resolved,How-to
T023111,CU010877,2024-10-28,High,9.94,Resolved,Product Bug
T023112,CU009403,2024-01-01,Medium,5.48,Resolved,Performance
T023113,CU007375,2025-12-02,Medium,2.14,Resolved,Product Bug
T023114,CU009055,2025-07-25,Medium,6.38,Resolved,Performance
T023115,CU009995,2023-11-10,Low,6.95,Resolved,How-to
T023116,CU011071,2025-06-27,High,8.22,Resolved,How-to
T023117,CU006541,2026-03-04,Low,2.57,Resolved,How-to
T023118,CU010244,2026-04-06,Medium,1.82,Escalated,Integration
T023119,CU004786,2026-08-21,Medium,6.27,Open,Performance
T023120,CU008717,2025-04-02,Medium,7.7,Escalated,Billing
T023121,CU000285,2024-05-16,Medium,3.43,Escalated,Product Bug
T023122,CU000240,2026-02-21,High,4.15,Escalated,Billing
T023123,CU005039,2024-06-30,Low,8.28,Resolved,Product Bug
T023124,CU010090,2023-09-03,High,10.52,Resolved,How-to
T023125,CU008872,2026-03-06,Low,5.77,Escalated,Account
T023126,CU000799,2024-06-29,High,3.85,Escalated,Account
T023127,CU006409,2023-01-25,Low,6.09,Resolved,Billing
T023128,CU005259,2025-11-03,Low,5.03,Resolved,Product Bug
T023129,CU008947,2025-05-02,High,14.08,Resolved,Account
T023130,CU006446,2025-07-25,Medium,2.58,Resolved,Product Bug
T023131,CU003308,2026-07-28,Low,1.63,Escalated,Account
T023132,CU004856,2025-02-12,High,4.63,Escalated,Performance
T023133,CU007736,2026-01-05,High,9.16,Open,How-to
T023134,CU005328,2026-07-07,Low,2.47,Resolved,Integration
T023135,CU005746,2026-02-14,High,3.05,Resolved,Product Bug
T023136,CU002320,2025-02-07,Medium,6.81,Resolved,Performance
T023137,CU007351,2026-07-09,Medium,2.04,Open,Integration
T023138,CU002864,2023-10-07,Low,1.94,Open,Integration
T023139,CU011903,2026-08-10,Low,0.95,Open,Product Bug
T023140,CU002221,2025-08-20,High,9.73,Open,Integration
T023141,CU009167,2026-06-19,Low,2.45,Resolved,How-to
T023142,CU003605,2024-12-01,Medium,4.96,Escalated,Performance
T023143,CU005912,2025-08-07,Low,7.36,Resolved,How-to
T023144,CU011653,2026-05-12,Low,4.73,Resolved,Billing
T023145,CU011319,2025-08-30,Medium,2.37,Escalated,Billing
T023146,CU009844,2026-08-20,Medium,16.06,Open,How-to
T023147,CU002948,2025-07-29,High,2.11,Open,Billing
T023148,CU007971,2023-07-19,Critical,6.78,Resolved,How-to
T023149,CU004338,2026-03-24,Medium,8.28,Resolved,Product Bug
T023150,CU011540,2025-09-25,Low,3.54,Escalated,Integration
T023151,CU010736,2025-02-16,Low,3.33,Resolved,Integration
T023152,CU008070,2026-08-31,Low,2.9,Resolved,Performance
T023153,CU011735,2026-05-14,Low,6.26,Resolved,How-to
T023154,CU011175,2026-08-23,High,9.15,Open,How-to
T023155,CU002469,2025-09-28,High,14.57,Resolved,Integration
T023156,CU001582,2026-07-02,High,12.06,Resolved,Product Bug
T023157,CU002298,2026-01-21,Low,8.42,Resolved,Billing
T023158,CU002536,2026-04-08,High,4.96,Resolved,Product Bug
T023159,CU007067,2024-07-25,High,18.4,Escalated,Account
T023160,CU001713,2024-09-16,Low,2.37,Escalated,How-to
T023161,CU010998,2026-05-26,High,4.77,Resolved,Integration
T023162,CU002406,2025-11-07,High,5.99,Escalated,How-to
T023163,CU001655,2026-03-13,Medium,3.72,Escalated,How-to
T023164,CU000025,2026-05-08,Critical,9.31,Resolved,Account
T023165,CU002282,2026-08-09,Medium,2.34,Open,Integration
T023166,CU008464,2026-06-28,Low,5.67,Escalated,Product Bug
T023167,CU010240,2023-07-07,Low,4.61,Escalated,How-to
T023168,CU010842,2026-03-01,Medium,5.02,Resolved,Account
T023169,CU006655,2023-07-04,Medium,2.67,Resolved,How-to
T023170,CU000171,2025-12-29,High,20.39,Resolved,Performance
T023171,CU011528,2026-04-08,Medium,3.8,Resolved,Account
T023172,CU008331,2026-07-19,Medium,3.79,Escalated,Billing
T023173,CU005740,2026-08-21,Medium,7.47,Escalated,Performance
T023174,CU002455,2026-07-05,High,10.24,Resolved,Performance
T023175,CU008207,2026-03-07,High,8.36,Open,Integration
T023176,CU004890,2022-10-16,Medium,3.58,Resolved,Integration
T023177,CU001792,2025-09-26,High,11.22,Resolved,Billing
T023178,CU001232,2025-06-23,Medium,1.16,Open,Product Bug
T023179,CU001051,2026-08-11,High,14.26,Escalated,How-to
T023180,CU005037,2024-11-13,Low,4.52,Resolved,Integration
T023181,CU009379,2026-01-04,High,2.22,Resolved,Product Bug
T023182,CU009695,2026-03-29,Low,8.96,Resolved,Account
T023183,CU003533,2026-07-16,Medium,5.91,Resolved,Product Bug
T023184,CU006892,2025-12-03,Medium,7.21,Resolved,Performance
T023185,CU006473,2026-05-02,Medium,3.56,Open,Integration
T023186,CU007114,2025-07-27,Medium,6.01,Escalated,Integration
T023187,CU004909,2025-08-29,Low,3.48,Resolved,Performance
T023188,CU010054,2023-09-26,Low,3.5,Resolved,Account
T023189,CU011440,2025-04-11,High,26.14,Escalated,Performance
T023190,CU009913,2023-08-28,Medium,6.69,Resolved,Account
T023191,CU004867,2025-08-15,High,8.71,Resolved,How-to
T023192,CU004138,2025-10-11,High,6.98,Escalated,How-to
T023193,CU009862,2025-10-06,High,8.95,Escalated,Integration
T023194,CU010028,2025-08-15,High,8.2,Open,Product Bug
T023195,CU009110,2024-12-22,Medium,7.05,Resolved,Billing
T023196,CU006653,2024-03-31,Medium,3.97,Resolved,Performance
T023197,CU002499,2026-04-14,Low,17.84,Resolved,Billing
T023198,CU000062,2025-06-05,Medium,1.47,Resolved,Product Bug
T023199,CU011276,2026-03-15,High,13.35,Escalated,Billing
T023200,CU008475,2022-11-30,Medium,4.92,Open,Integration
T023201,CU007560,2024-03-22,Medium,2.23,Resolved,Product Bug
T023202,CU011296,2022-04-26,High,9.58,Resolved,Performance
T023203,CU006874,2026-07-10,Low,4.45,Resolved,How-to
T023204,CU002819,2026-05-09,Medium,4.27,Resolved,Integration
T023205,CU005574,2026-06-04,Low,5.45,Escalated,Integration
T023206,CU007248,2025-05-31,Low,2.03,Open,Account
T023207,CU007699,2024-08-27,Low,11.91,Resolved,Billing
T023208,CU008641,2026-05-30,Low,4.04,Resolved,Integration
T023209,CU008968,2026-06-08,High,18.48,Escalated,How-to
T023210,CU002867,2026-05-06,Medium,2.41,Escalated,How-to
T023211,CU008800,2026-04-25,Critical,13.84,Resolved,Integration
T023212,CU009240,2025-04-07,Critical,8.59,Open,Product Bug
T023213,CU000048,2025-04-14,Medium,2.54,Open,Product Bug
T023214,CU007650,2026-07-21,Low,3.24,Resolved,Performance
T023215,CU006672,2024-08-12,High,10.51,Resolved,How-to
T023216,CU009544,2026-05-14,Medium,11.1,Resolved,Billing
T023217,CU011402,2025-08-19,Medium,7.07,Resolved,Integration
T023218,CU007361,2026-04-06,Low,6.33,Escalated,Integration
T023219,CU010688,2022-11-26,Medium,5.81,Escalated,Product Bug
T023220,CU010227,2026-08-24,Low,4.49,Resolved,How-to
T023221,CU011511,2025-04-06,Medium,9.02,Resolved,Account
T023222,CU009061,2025-10-18,High,4.13,Resolved,Account
T023223,CU006515,2024-08-14,Low,6.3,Resolved,Billing
T023224,CU002973,2024-07-15,High,10.67,Resolved,Billing
T023225,CU006147,2026-07-22,Medium,3.47,Open,Performance
T023226,CU007833,2025-08-21,Low,14.7,Resolved,Performance
T023227,CU006483,2025-10-10,Low,8.1,Escalated,Integration
T023228,CU010328,2026-08-13,Medium,5.0,Resolved,Account
T023229,CU005979,2024-06-19,Low,11.55,Resolved,Performance
T023230,CU011931,2026-03-26,Low,6.11,Resolved,Account
T023231,CU011815,2025-06-27,Medium,2.89,Escalated,Billing
T023232,CU002888,2025-11-14,Low,2.91,Escalated,Performance
T023233,CU000878,2026-05-08,Medium,3.98,Resolved,Integration
T023234,CU009413,2025-11-01,Low,1.34,Resolved,Billing
T023235,CU011598,2024-07-28,Medium,4.52,Open,How-to
T023236,CU000724,2025-03-02,Medium,2.53,Open,How-to
T023237,CU007056,2025-09-30,Critical,10.29,Resolved,Product Bug
T023238,CU002338,2025-01-07,Critical,2.54,Resolved,Account
T023239,CU004698,2023-02-18,High,19.55,Escalated,Account
T023240,CU003195,2026-06-25,High,5.69,Open,How-to
T023241,CU001251,2024-01-20,Low,5.57,Open,Integration
T023242,CU001421,2024-12-15,Medium,6.66,Resolved,Billing
T023243,CU007996,2026-08-15,Medium,6.28,Resolved,Performance
T023244,CU007645,2026-07-21,High,9.13,Resolved,Performance
T023245,CU007554,2026-04-30,Low,3.82,Escalated,Account
T023246,CU000931,2025-04-16,Low,13.4,Resolved,Performance
T023247,CU010339,2026-02-23,Low,3.05,Resolved,How-to
T023248,CU011282,2025-04-08,Low,1.71,Resolved,How-to
T023249,CU001825,2025-01-12,Medium,4.67,Resolved,Billing
T023250,CU009245,2025-11-07,Medium,0.86,Resolved,How-to
T023251,CU009840,2024-05-07,Medium,2.08,Resolved,How-to
T023252,CU010775,2023-05-13,Low,2.66,Resolved,Performance
T023253,CU011307,2026-08-16,Medium,1.22,Resolved,Billing
T023254,CU011056,2026-03-10,Medium,4.1,Resolved,Billing
T023255,CU001047,2025-10-02,High,6.27,Resolved,Integration
T023256,CU009371,2026-06-30,Low,2.57,Resolved,Account
T023257,CU011427,2025-12-04,Low,3.4,Resolved,How-to
T023258,CU004456,2026-05-25,High,6.39,Resolved,Integration
T023259,CU005354,2025-03-04,Medium,3.48,Escalated,Integration
T023260,CU006975,2025-06-03,Low,17.04,Open,Integration
T023261,CU005741,2026-04-05,Medium,2.48,Resolved,Account
T023262,CU002348,2026-05-31,Medium,1.29,Resolved,Account
T023263,CU010906,2026-08-19,Medium,1.74,Resolved,How-to
T023264,CU009089,2025-06-20,Medium,4.31,Resolved,Account
T023265,CU006540,2024-12-16,Low,2.28,Open,Account
T023266,CU007306,2022-12-12,Medium,1.91,Open,Integration
T023267,CU002987,2026-03-06,Low,8.13,Escalated,How-to
T023268,CU008660,2024-02-17,High,3.16,Resolved,Integration
T023269,CU009319,2026-08-21,Medium,3.98,Resolved,Billing
T023270,CU010898,2025-02-15,Low,8.36,Open,Billing
T023271,CU001828,2026-06-24,High,7.72,Resolved,Product Bug
T023272,CU009017,2023-10-21,Low,8.18,Escalated,Billing
T023273,CU000607,2026-01-27,Medium,9.49,Escalated,Account
T023274,CU000076,2024-05-21,High,15.37,Escalated,Integration
T023275,CU004269,2026-02-10,High,20.11,Resolved,Account
T023276,CU006768,2026-08-31,Medium,2.79,Open,Billing
T023277,CU005183,2026-03-04,Low,4.33,Resolved,Billing
T023278,CU005935,2025-03-05,Low,1.39,Resolved,Product Bug
T023279,CU006637,2024-05-03,Low,5.63,Escalated,Performance
T023280,CU002126,2024-10-04,Low,1.29,Escalated,Billing
T023281,CU002283,2025-10-30,High,1.94,Escalated,Billing
T023282,CU003030,2024-03-10,High,3.15,Resolved,Integration
T023283,CU009326,2026-05-06,Medium,2.78,Resolved,Account
T023284,CU001090,2026-03-17,Low,1.21,Open,Account
T023285,CU004022,2023-10-14,Low,2.88,Resolved,Account
T023286,CU004425,2026-04-28,Medium,3.02,Escalated,How-to
T023287,CU001307,2024-04-27,High,14.52,Resolved,Performance
T023288,CU010212,2024-04-19,Low,2.42,Escalated,How-to
T023289,CU006997,2024-08-03,Medium,10.82,Resolved,How-to
T023290,CU008982,2024-06-29,Medium,4.58,Resolved,Account
T023291,CU010889,2026-08-28,Medium,7.7,Resolved,Product Bug
T023292,CU006433,2024-09-23,Low,4.92,Open,How-to
T023293,CU005092,2026-06-23,Low,4.96,Open,Product Bug
T023294,CU007163,2025-09-14,High,11.42,Escalated,Integration
T023295,CU002211,2026-06-13,High,2.22,Resolved,Product Bug
T023296,CU000177,2025-09-23,Low,1.69,Escalated,Performance
T023297,CU002631,2023-07-19,Low,4.13,Open,Product Bug
T023298,CU011949,2026-03-20,Medium,3.62,Escalated,Account
T023299,CU011429,2025-10-27,High,4.38,Resolved,Billing
T023300,CU009415,2025-01-28,Medium,2.89,Escalated,Integration
T023301,CU003902,2024-05-16,Low,1.04,Open,Product Bug
T023302,CU007985,2024-12-20,Medium,2.37,Resolved,Product Bug
T023303,CU011152,2026-01-04,Medium,11.68,Escalated,How-to
T023304,CU005296,2025-12-23,Medium,5.87,Open,Performance
T023305,CU000092,2026-07-23,Medium,5.27,Resolved,Integration
T023306,CU006878,2024-10-27,Low,1.11,Escalated,Account
T023307,CU007431,2024-08-12,Low,6.03,Resolved,Integration
T023308,CU003502,2026-06-09,Critical,5.1,Resolved,Product Bug
T023309,CU005839,2026-07-03,Low,3.11,Resolved,Account
T023310,CU010602,2026-05-18,Low,4.65,Open,How-to
T023311,CU001017,2024-11-05,Low,1.01,Open,Billing
T023312,CU001768,2025-04-13,Medium,7.2,Escalated,Integration
T023313,CU001344,2026-07-15,Low,2.82,Resolved,Performance
T023314,CU008268,2022-08-14,Low,5.46,Escalated,Integration
T023315,CU008112,2026-06-12,Low,1.47,Resolved,Performance
T023316,CU002772,2024-11-06,Medium,5.6,Resolved,Integration
T023317,CU002267,2026-02-25,Critical,1.71,Resolved,Account
T023318,CU005719,2024-12-03,High,8.7,Resolved,Account
T023319,CU009237,2024-10-28,Critical,6.95,Escalated,Performance
T023320,CU002262,2026-01-30,Medium,1.36,Escalated,Account
T023321,CU011373,2025-05-19,Medium,3.45,Escalated,Account
T023322,CU002331,2026-04-16,Low,4.91,Resolved,Product Bug
T023323,CU005814,2025-01-19,Low,2.6,Escalated,Performance
T023324,CU002569,2025-12-28,Medium,27.57,Resolved,Product Bug
T023325,CU001211,2026-08-23,High,14.97,Resolved,Performance
T023326,CU006233,2025-04-19,Medium,9.96,Resolved,Integration
T023327,CU009730,2022-11-26,Medium,6.9,Escalated,Performance
T023328,CU000582,2024-10-26,Medium,4.05,Resolved,How-to
T023329,CU011993,2025-12-30,Low,3.14,Resolved,Billing
T023330,CU002064,2025-05-05,High,11.72,Open,Integration
T023331,CU007876,2025-08-29,High,21.89,Resolved,Product Bug
T023332,CU009829,2026-03-02,Medium,4.56,Resolved,Account
T023333,CU002445,2023-11-29,Low,9.47,Escalated,Billing
T023334,CU005643,2022-09-28,Medium,5.8,Escalated,Account
T023335,CU011623,2025-01-05,Low,5.73,Resolved,Performance
T023336,CU006390,2026-01-13,Medium,3.04,Escalated,Product Bug
T023337,CU010013,2026-08-21,Medium,1.54,Open,Performance
T023338,CU011650,2026-02-03,Low,3.46,Open,Product Bug
T023339,CU009933,2025-07-15,Low,8.23,Resolved,Performance
T023340,CU003655,2024-05-25,High,58.85,Resolved,Performance
T023341,CU010544,2023-06-15,Medium,5.8,Open,Product Bug
T023342,CU009338,2026-05-15,Critical,7.73,Resolved,Account
T023343,CU001208,2026-01-28,Critical,4.14,Open,Product Bug
T023344,CU007792,2026-08-28,Low,13.33,Open,Integration
T023345,CU009533,2026-02-21,Low,3.8,Open,Product Bug
T023346,CU005120,2026-05-14,Medium,2.17,Escalated,Performance
T023347,CU011834,2024-11-24,High,6.14,Escalated,Integration
T023348,CU007300,2024-11-08,Medium,3.47,Escalated,How-to
T023349,CU008823,2025-08-16,Low,4.26,Resolved,How-to
T023350,CU010740,2024-12-06,Medium,3.71,Resolved,How-to
T023351,CU002455,2026-03-21,Medium,7.4,Resolved,Product Bug
T023352,CU008245,2026-08-12,Low,4.39,Resolved,Performance
T023353,CU003227,2025-10-08,High,8.31,Resolved,Billing
T023354,CU006366,2026-08-02,Low,7.38,Resolved,Performance
T023355,CU008233,2024-04-08,Medium,1.6,Resolved,Billing
T023356,CU003777,2024-05-18,Critical,6.83,Resolved,Account
T023357,CU005759,2026-06-27,Medium,3.06,Resolved,Integration
T023358,CU001858,2026-03-31,Medium,1.66,Escalated,Account
T023359,CU009346,2024-06-08,Medium,1.64,Open,Performance
T023360,CU006776,2026-08-25,High,37.18,Resolved,Billing
T023361,CU000748,2026-06-01,Low,7.92,Resolved,Billing
T023362,CU001844,2025-10-04,Low,8.56,Escalated,Integration
T023363,CU011437,2023-08-09,Medium,4.48,Escalated,Product Bug
T023364,CU007987,2026-08-20,Low,3.77,Resolved,Billing
T023365,CU009878,2025-11-08,High,9.91,Resolved,Integration
T023366,CU008193,2026-07-01,High,26.65,Resolved,How-to
T023367,CU010007,2026-04-28,Low,11.38,Resolved,Performance
T023368,CU010473,2024-11-15,High,15.69,Resolved,Billing
T023369,CU002027,2024-12-09,Medium,3.36,Resolved,How-to
T023370,CU007278,2025-10-16,Medium,4.34,Resolved,Account
T023371,CU011802,2024-03-15,Medium,7.13,Resolved,Billing
T023372,CU010986,2025-09-23,Low,1.42,Resolved,Billing
T023373,CU008340,2025-09-02,Low,2.83,Escalated,How-to
T023374,CU003167,2026-07-18,Medium,7.69,Open,Integration
T023375,CU001100,2025-08-16,Low,1.38,Resolved,Billing
T023376,CU000991,2026-01-30,Low,4.13,Resolved,Product Bug
T023377,CU011715,2026-08-12,Low,6.4,Resolved,Integration
T023378,CU008826,2023-12-09,Medium,1.72,Escalated,Account
T023379,CU002585,2025-07-08,High,7.29,Resolved,Billing
T023380,CU003125,2025-05-23,Low,8.58,Resolved,Account
T023381,CU011478,2025-06-05,Medium,12.91,Open,Account
T023382,CU011852,2026-07-16,Medium,6.82,Resolved,Product Bug
T023383,CU005244,2026-05-26,Medium,1.75,Resolved,Performance
T023384,CU004574,2026-08-07,Medium,2.36,Resolved,Performance
T023385,CU001347,2025-04-30,Medium,6.34,Open,Performance
T023386,CU009334,2025-07-09,Low,2.05,Resolved,How-to
T023387,CU000072,2026-04-03,Medium,1.9,Resolved,Performance
T023388,CU004283,2026-02-03,Medium,13.66,Escalated,How-to
T023389,CU009640,2026-04-02,Low,5.55,Escalated,Integration
T023390,CU004100,2026-04-07,Medium,7.13,Resolved,Product Bug
T023391,CU008145,2025-10-12,High,5.35,Escalated,Account
T023392,CU003665,2024-06-04,High,3.6,Escalated,Account
T023393,CU007179,2026-04-03,Low,20.77,Open,Account
T023394,CU000917,2024-12-14,Critical,4.41,Open,Billing
T023395,CU002488,2023-06-24,Medium,3.75,Escalated,Account
T023396,CU004617,2026-07-17,Low,1.58,Resolved,Billing
T023397,CU000312,2024-06-17,Medium,2.16,Escalated,How-to
T023398,CU009805,2024-01-24,Medium,5.01,Resolved,Billing
T023399,CU010534,2023-04-22,Medium,4.3,Resolved,Performance
T023400,CU006338,2026-08-06,Medium,3.75,Escalated,Billing
T023401,CU003273,2025-10-25,Low,18.18,Open,Billing
T023402,CU002068,2026-08-25,High,9.92,Open,Product Bug
T023403,CU009045,2025-10-31,Medium,8.98,Resolved,Product Bug
T023404,CU001305,2025-12-12,High,11.17,Open,Performance
T023405,CU011618,2025-03-17,High,10.37,Resolved,How-to
T023406,CU000785,2024-07-19,Low,2.05,Resolved,Performance
T023407,CU008970,2025-10-18,High,4.47,Escalated,Integration
T023408,CU003798,2022-08-19,Low,1.55,Open,Billing
T023409,CU005756,2025-08-06,High,7.56,Open,Account
T023410,CU005176,2026-07-17,Medium,6.43,Resolved,Billing
T023411,CU006747,2024-05-04,Low,1.74,Resolved,How-to
T023412,CU008001,2025-04-30,Low,1.95,Resolved,Performance
T023413,CU005598,2024-12-15,Medium,6.82,Open,Billing
T023414,CU006906,2025-12-27,Low,9.28,Open,Account
T023415,CU004151,2025-09-06,Low,5.83,Escalated,Account
T023416,CU006716,2026-05-06,Medium,3.9,Resolved,Performance
T023417,CU005737,2024-11-21,Medium,4.68,Resolved,Account
T023418,CU002683,2024-03-08,High,6.53,Resolved,Billing
T023419,CU008526,2025-11-07,Low,4.2,Escalated,How-to
T023420,CU008167,2025-04-01,Low,8.02,Escalated,Product Bug
T023421,CU001987,2026-01-06,Low,7.05,Resolved,Account
T023422,CU003297,2024-07-31,Low,6.9,Resolved,Billing
T023423,CU002096,2025-03-30,High,27.58,Resolved,Billing
T023424,CU009930,2026-03-16,Medium,1.21,Open,Integration
T023425,CU005478,2025-05-24,Low,4.68,Open,Performance
T023426,CU002766,2025-06-06,Low,5.95,Resolved,How-to
T023427,CU005688,2026-04-10,Medium,2.16,Open,Integration
T023428,CU001476,2025-10-29,High,5.94,Resolved,Performance
T023429,CU003168,2023-03-14,Medium,4.2,Resolved,Integration
T023430,CU010011,2026-04-26,High,4.24,Resolved,Account
T023431,CU009285,2026-04-01,Low,2.42,Resolved,Account
T023432,CU009929,2025-08-03,Medium,4.46,Resolved,Integration
T023433,CU002026,2025-12-28,Low,4.3,Resolved,Account
T023434,CU003093,2025-03-30,Low,8.11,Escalated,Integration
T023435,CU005244,2026-05-12,Medium,1.0,Resolved,Product Bug
T023436,CU008247,2025-12-20,Medium,3.67,Resolved,Integration
T023437,CU004212,2025-12-23,Medium,2.76,Open,Integration
T023438,CU007164,2025-08-02,Medium,14.11,Resolved,Integration
T023439,CU010090,2023-04-12,High,5.84,Resolved,Product Bug
T023440,CU011977,2026-05-09,Low,6.41,Resolved,Billing
T023441,CU001935,2026-03-13,Low,4.04,Escalated,Performance
T023442,CU003244,2025-10-17,High,9.19,Resolved,Performance
T023443,CU011397,2024-04-07,Medium,5.82,Open,Performance
T023444,CU004882,2026-06-11,High,2.06,Open,Account
T023445,CU005948,2026-03-01,Low,4.58,Resolved,Performance
T023446,CU005319,2023-07-25,Low,1.4,Resolved,Account
T023447,CU011592,2025-11-19,Low,3.69,Resolved,Account
T023448,CU006201,2024-08-28,Medium,4.16,Resolved,Performance
T023449,CU001605,2024-09-11,High,5.25,Resolved,Performance
T023450,CU007807,2026-03-28,Low,2.96,Resolved,Integration
T023451,CU004195,2024-06-24,Low,4.44,Escalated,Product Bug
T023452,CU009261,2025-09-23,Low,3.13,Resolved,Account
T023453,CU008523,2026-01-23,High,2.67,Resolved,Product Bug
T023454,CU007659,2026-03-14,Medium,4.62,Escalated,Account
T023455,CU002240,2024-09-03,Low,3.6,Resolved,Integration
T023456,CU005950,2026-07-12,Medium,5.09,Open,How-to
T023457,CU009552,2026-07-12,Low,5.49,Open,Performance
T023458,CU006017,2026-01-07,Low,4.77,Resolved,Performance
T023459,CU000417,2025-08-08,Low,3.0,Resolved,Account
