InvoiceID,InvoiceDate,DueDate,PaidDate,CustomerID,EntityID,InvoiceAmountAUD,PaidAmountAUD,Status
AR008945,2025-06-19,2025-07-19,2025-09-23,C01228,E04,645.26,645.26,Paid
AR008946,2024-03-05,2024-05-04,2024-06-27,C01459,E06,5913.19,5913.19,Paid
AR008947,2024-09-01,2024-10-16,,C00554,E06,13768.07,0.0,Open
AR008948,2024-12-02,2025-01-31,2025-02-02,C00112,E06,1170.45,1170.45,Paid
AR008949,2025-04-14,2025-05-14,,C00305,E01,1988.27,0.0,Open
AR008950,2025-09-29,2025-11-28,,C00483,E04,1758.6,0.0,Open
AR008951,2024-04-09,2024-06-08,2024-07-27,C00710,E05,2081.95,2081.95,Paid
AR008952,2026-02-16,2026-03-18,2026-04-10,C01143,E02,4725.94,4725.94,Paid
AR008953,2023-10-31,2023-12-30,2024-01-26,C01137,E05,6141.2,6141.2,Paid
AR008954,2025-06-26,2025-07-10,2025-09-03,C01412,E04,4927.53,4927.53,Paid
AR008955,2024-09-02,2024-11-01,2024-12-14,C00150,E05,34550.95,34550.95,Paid
AR008956,2024-07-15,2024-08-14,,C00068,E05,3927.79,0.0,Open
AR008957,2024-11-15,2024-12-30,2025-03-07,C00728,E06,23784.64,23784.64,Paid
AR008958,2026-03-23,2026-05-22,2026-06-19,C00867,E05,2647.43,2647.43,Paid
AR008959,2023-12-23,2024-02-06,2024-03-01,C01302,E05,1789.46,1789.46,Paid
AR008960,2024-01-03,2024-02-02,2024-02-02,C00956,E06,1025.3,1025.3,Paid
AR008961,2024-01-28,2024-02-11,2024-04-14,C01038,E04,15737.1,15737.1,Paid
AR008962,2023-02-03,2023-03-05,2023-05-16,C00755,E06,2695.07,2695.07,Paid
AR008963,2025-08-01,2025-09-15,2025-11-20,C01117,E04,10330.76,10330.76,Paid
AR008964,2025-06-16,2025-08-15,2025-10-05,C00630,E03,7096.48,7096.48,Paid
AR008965,2024-10-09,2024-11-08,2024-12-24,C01477,E06,8130.68,8130.68,Paid
AR008966,2025-12-15,2026-02-13,2026-03-03,C01456,E06,5028.23,5028.23,Paid
AR008967,2023-03-14,2023-04-28,2023-07-15,C00029,E05,15262.5,15262.5,Paid
AR008968,2025-11-02,2026-01-01,2026-03-21,C01214,E06,8090.65,8090.65,Paid
AR008969,2025-02-16,2025-04-02,2025-04-03,C00309,E05,5291.23,5291.23,Paid
AR008970,2026-06-10,2026-07-10,2026-08-24,C00755,E05,2646.0,2646.0,Paid
AR008971,2024-11-09,2024-12-09,2024-12-29,C00177,E02,3187.68,3187.68,Paid
AR008972,2025-10-26,2025-11-25,2026-02-12,C01430,E03,21175.8,21175.8,Paid
AR008973,2026-02-17,2026-04-18,2026-05-16,C01075,E02,7034.9,7034.9,Paid
AR008974,2025-10-17,2025-12-01,2025-12-06,C01364,E01,8107.14,8107.14,Paid
AR008975,2023-03-07,2023-03-21,2023-06-04,C01462,E04,2170.12,2170.12,Paid
AR008976,2025-08-23,2025-09-06,2025-11-19,C01115,E02,5201.65,5201.65,Paid
AR008977,2023-11-06,2023-12-06,2024-02-14,C00179,E02,4077.36,4077.36,Paid
AR008978,2023-10-28,2023-11-27,2023-12-27,C00611,E02,1253.58,1253.58,Paid
AR008979,2024-12-06,2024-12-20,,C00856,E02,9076.17,0.0,Open
AR008980,2023-04-14,2023-04-28,2023-05-04,C00507,E02,4468.68,4468.68,Paid
AR008981,2024-01-02,2024-03-02,2024-04-01,C01188,E03,118299.27,118299.27,Paid
AR008982,2026-07-15,2026-08-14,,C01401,E04,5497.46,0.0,Open
AR008983,2023-07-31,2023-08-30,2023-11-11,C01240,E02,1055.63,1055.63,Paid
AR008984,2025-10-12,2025-10-26,2025-12-16,C01055,E05,1612.28,1612.28,Paid
AR008985,2026-07-23,2026-09-06,2026-09-22,C01391,E05,2360.24,2360.24,Paid
AR008986,2026-04-19,2026-06-18,2026-08-18,C01463,E03,29527.39,29527.39,Paid
AR008987,2026-02-12,2026-02-26,2026-02-27,C00122,E01,4903.58,4903.58,Paid
AR008988,2025-08-20,2025-09-19,2025-11-14,C00753,E01,2172.95,2172.95,Paid
AR008989,2026-01-29,2026-02-12,2026-02-28,C01040,E01,37305.76,37305.76,Paid
AR008990,2024-09-03,2024-10-18,,C01319,E02,17343.87,0.0,Open
AR008991,2023-12-05,2024-01-19,2024-03-03,C01213,E06,1978.81,1978.81,Paid
AR008992,2024-07-23,2024-09-06,,C00079,E06,90233.1,0.0,Open
AR008993,2025-01-27,2025-03-28,2025-05-22,C01432,E06,4768.09,4768.09,Paid
AR008994,2023-04-26,2023-06-10,2023-08-12,C00603,E02,13676.4,13676.4,Paid
AR008995,2023-09-26,2023-10-10,2023-10-29,C01448,E06,2176.78,2176.78,Paid
AR008996,2025-10-29,2025-12-13,,C00020,E04,17444.98,0.0,Open
AR008997,2024-12-17,2025-01-16,2025-01-20,C01418,E03,3335.24,3335.24,Paid
AR008998,2023-08-14,2023-10-13,,C00693,E06,5600.0,0.0,Open
AR008999,2023-10-11,2023-12-10,2023-12-16,C00614,E02,8773.66,8773.66,Paid
AR009000,2026-07-08,2026-08-07,,C01216,E04,9294.44,0.0,Open
AR009001,2024-08-06,2024-08-20,2024-11-02,C01235,E05,4482.19,4482.19,Paid
AR009002,2026-03-07,2026-03-21,,C01486,E01,5335.43,0.0,Open
AR009003,2024-03-23,2024-05-07,2024-05-14,C01064,E02,1498.11,1498.11,Paid
AR009004,2024-03-15,2024-03-29,,C01317,E02,3259.91,0.0,Open
AR009005,2024-04-26,2024-05-10,2024-07-10,C00839,E06,6073.08,6073.08,Paid
AR009006,2025-05-31,2025-07-30,2025-08-31,C01451,E03,15692.48,15692.48,Paid
AR009007,2026-07-23,2026-09-06,2026-11-06,C00607,E06,87639.68,87639.68,Paid
AR009008,2024-05-22,2024-06-21,,C00465,E01,1494.54,0.0,Open
AR009009,2023-05-25,2023-07-24,2023-08-30,C00497,E03,4474.81,4474.81,Paid
AR009010,2025-11-16,2025-12-16,2026-01-30,C00005,E04,2287.86,2287.86,Paid
AR009011,2025-01-21,2025-02-20,2025-03-02,C00086,E02,5595.55,5595.55,Paid
AR009012,2025-07-25,2025-09-08,,C01244,E01,13545.79,0.0,Open
AR009013,2025-12-07,2026-02-05,2026-04-10,C00596,E01,4435.71,4435.71,Paid
AR009014,2025-10-10,2025-11-09,2025-11-29,C00209,E03,20207.99,20207.99,Paid
AR009015,2026-08-15,2026-10-14,2026-11-08,C01174,E01,9679.74,9679.74,Paid
AR009016,2023-10-20,2023-12-04,2024-02-13,C00042,E02,3878.38,3878.38,Paid
AR009017,2023-07-16,2023-07-30,2023-09-05,C00178,E03,14675.26,14675.26,Paid
AR009018,2026-03-31,2026-05-30,2026-07-11,C01433,E06,3551.88,3551.88,Paid
AR009019,2024-08-08,2024-10-07,2024-11-29,C00723,E05,3753.79,3753.79,Paid
AR009020,2024-12-20,2025-02-03,2025-04-08,C01259,E03,10988.38,10988.38,Paid
AR009021,2026-05-20,2026-07-04,2026-07-04,C01405,E04,2784.9,2784.9,Paid
AR009022,2025-12-30,2026-02-28,2026-04-09,C00229,E04,13178.46,13178.46,Paid
AR009023,2023-11-14,2023-11-28,2024-01-14,C00569,E01,11196.6,11196.6,Paid
AR009024,2025-09-01,2025-10-01,2025-12-19,C01049,E03,8849.06,8849.06,Paid
AR009025,2024-03-24,2024-04-07,2024-06-15,C00062,E04,2947.92,2947.92,Paid
AR009026,2023-06-01,2023-07-01,,C01446,E01,12580.12,0.0,Open
AR009027,2023-12-22,2024-01-05,2024-02-21,C00649,E05,3939.71,3939.71,Paid
AR009028,2024-07-24,2024-08-07,2024-09-27,C01467,E03,1661.17,1661.17,Paid
AR009029,2023-08-06,2023-09-20,2023-10-07,C00967,E01,1929.4,1929.4,Paid
AR009030,2023-07-05,2023-08-19,2023-10-16,C00029,E04,909.77,909.77,Paid
AR009031,2023-11-07,2023-11-21,,C00929,E03,3187.18,0.0,Open
AR009032,2024-12-30,2025-02-13,2025-04-30,C00592,E03,18385.91,18385.91,Paid
AR009033,2023-04-04,2023-05-04,2023-06-02,C00840,E03,8625.79,8625.79,Paid
AR009034,2023-09-21,2023-10-05,2023-12-18,C00492,E01,15249.29,15249.29,Paid
AR009035,2023-07-13,2023-07-27,2023-08-14,C00344,E03,39918.23,39918.23,Paid
AR009036,2023-02-22,2023-03-08,2023-03-30,C01135,E03,10717.98,10717.98,Paid
AR009037,2025-05-08,2025-07-07,2025-07-16,C00836,E05,9079.62,9079.62,Paid
AR009038,2025-10-04,2025-12-03,,C00128,E05,3221.9,0.0,Open
AR009039,2023-10-10,2023-11-24,2024-02-02,C01138,E02,5407.42,5407.42,Paid
AR009040,2025-03-20,2025-04-03,2025-05-31,C00647,E05,1843.72,1843.72,Paid
AR009041,2023-11-09,2023-12-24,2023-12-28,C01334,E03,9414.78,9414.78,Paid
AR009042,2026-05-23,2026-06-06,2026-07-10,C01422,E04,2215.31,2215.31,Paid
AR009043,2023-09-16,2023-11-15,2023-12-01,C01278,E01,1450.26,1450.26,Paid
AR009044,2023-04-23,2023-05-07,2023-05-23,C00651,E05,7839.7,7839.7,Paid
AR009045,2023-08-12,2023-08-26,2023-09-10,C00911,E03,11786.87,11786.87,Paid
AR009046,2024-08-16,2024-10-15,,C00416,E05,5164.32,0.0,Open
AR009047,2024-02-21,2024-03-22,2024-03-30,C00619,E04,9807.52,9807.52,Paid
AR009048,2024-11-08,2024-12-08,2024-12-06,C00050,E04,5738.84,5738.84,Paid
AR009049,2023-11-06,2023-12-21,2024-02-09,C01432,E06,5866.24,5866.24,Paid
AR009050,2025-07-01,2025-07-31,2025-10-05,C00155,E04,11511.15,11511.15,Paid
AR009051,2024-08-29,2024-10-28,2024-11-07,C00474,E02,10779.47,10779.47,Paid
AR009052,2025-10-02,2025-11-01,2025-11-11,C00492,E02,5635.72,5635.72,Paid
AR009053,2026-04-09,2026-05-09,,C00589,E01,3623.01,0.0,Open
AR009054,2023-12-04,2024-01-03,2024-02-11,C00848,E06,1272.92,1272.92,Paid
AR009055,2023-07-14,2023-07-28,,C00617,E05,2239.93,0.0,Open
AR009056,2023-01-09,2023-01-23,2023-02-16,C01013,E02,5076.71,5076.71,Paid
AR009057,2024-07-16,2024-08-30,2024-09-27,C00746,E04,5761.33,5761.33,Paid
AR009058,2025-10-30,2025-11-13,2025-11-17,C00718,E01,8206.1,8206.1,Paid
AR009059,2025-10-11,2025-12-10,,C01093,E05,6430.0,0.0,Open
AR009060,2025-11-02,2026-01-01,2026-02-24,C01248,E05,10109.33,10109.33,Paid
AR009061,2026-06-04,2026-07-04,,C00944,E01,8636.5,0.0,Open
AR009062,2023-10-30,2023-11-13,2023-12-15,C00486,E03,6191.31,6191.31,Paid
AR009063,2025-10-10,2025-10-24,2025-11-10,C01136,E01,6938.93,6938.93,Paid
AR009064,2023-10-04,2023-12-03,2023-12-13,C01305,E01,862.78,862.78,Paid
AR009065,2025-08-16,2025-09-15,2025-10-05,C00372,E02,4031.13,4031.13,Paid
AR009066,2023-02-17,2023-04-18,2023-06-04,C00633,E04,11023.65,11023.65,Paid
AR009067,2026-04-19,2026-05-19,2026-05-30,C01155,E01,4424.46,4424.46,Paid
AR009068,2024-02-24,2024-03-25,2024-04-07,C00297,E03,5498.65,5498.65,Paid
AR009069,2023-07-21,2023-09-19,2023-10-24,C00928,E04,1237.9,1237.9,Paid
AR009070,2024-04-13,2024-04-27,2024-07-03,C01076,E04,7758.11,7758.11,Paid
AR009071,2023-06-15,2023-08-14,2023-10-01,C00421,E05,45726.13,45726.13,Paid
AR009072,2025-02-06,2025-02-20,2025-03-09,C01079,E06,7549.63,7549.63,Paid
AR009073,2024-05-23,2024-06-22,,C00820,E01,15879.32,0.0,Open
AR009074,2026-08-08,2026-09-07,2026-10-30,C00965,E05,24604.13,24604.13,Paid
AR009075,2023-12-13,2024-02-11,2024-02-17,C00595,E05,33593.83,33593.83,Paid
AR009076,2024-08-24,2024-09-07,2024-09-07,C00700,E03,4372.74,4372.74,Paid
AR009077,2023-09-23,2023-10-23,2023-12-15,C00899,E05,38001.14,38001.14,Paid
AR009078,2024-09-26,2024-10-26,2024-12-14,C00439,E01,11573.21,11573.21,Paid
AR009079,2023-06-01,2023-07-01,,C01116,E05,17250.73,0.0,Open
AR009080,2025-09-30,2025-10-14,2025-12-13,C00578,E06,23019.52,23019.52,Paid
AR009081,2026-01-05,2026-02-19,2026-04-06,C00069,E02,4841.67,4841.67,Paid
AR009082,2025-03-25,2025-05-24,2025-07-09,C00931,E06,955.37,955.37,Paid
AR009083,2023-06-30,2023-08-14,2023-10-26,C00040,E02,11169.89,11169.89,Paid
AR009084,2024-08-29,2024-10-28,,C00863,E04,2864.48,0.0,Open
AR009085,2026-02-16,2026-03-02,,C01098,E06,7628.96,0.0,Open
AR009086,2024-10-05,2024-11-19,2025-01-06,C00797,E06,5430.4,5430.4,Paid
AR009087,2026-01-09,2026-02-23,2026-04-14,C00661,E02,6003.71,6003.71,Paid
AR009088,2024-07-09,2024-07-23,2024-08-26,C00466,E02,3354.87,3354.87,Paid
AR009089,2025-09-04,2025-11-03,2025-12-02,C01403,E05,2393.81,2393.81,Paid
AR009090,2023-08-11,2023-08-25,2023-10-06,C00468,E01,62665.82,62665.82,Paid
AR009091,2025-11-05,2026-01-04,,C00785,E04,10960.2,0.0,Open
AR009092,2023-06-19,2023-08-18,2023-09-05,C01012,E06,6163.62,6163.62,Paid
AR009093,2025-09-03,2025-11-02,2025-12-29,C00227,E06,7303.85,7303.85,Paid
AR009094,2026-04-22,2026-06-06,2026-07-20,C00668,E06,3697.18,3697.18,Paid
AR009095,2026-05-10,2026-05-24,2026-07-07,C00965,E05,13615.98,13615.98,Paid
AR009096,2025-10-21,2025-12-05,2025-12-14,C00269,E04,2422.13,2422.13,Paid
AR009097,2024-12-11,2025-01-25,2025-02-25,C00579,E04,14456.94,14456.94,Paid
AR009098,2023-07-22,2023-09-20,,C00851,E04,6844.29,0.0,Open
AR009099,2025-11-13,2026-01-12,2026-02-19,C00356,E05,6867.45,6867.45,Paid
AR009100,2023-07-11,2023-08-25,2023-11-04,C01225,E04,17248.78,17248.78,Paid
AR009101,2023-09-08,2023-09-22,2023-10-27,C00493,E06,13452.28,13452.28,Paid
AR009102,2023-05-26,2023-07-25,2023-07-23,C01269,E03,15736.34,15736.34,Paid
AR009103,2025-04-03,2025-05-03,2025-06-13,C00977,E02,2178.14,2178.14,Paid
AR009104,2023-03-24,2023-05-23,2023-07-02,C00602,E05,4173.22,4173.22,Paid
AR009105,2024-02-20,2024-04-20,,C00878,E04,2885.41,0.0,Open
AR009106,2024-10-11,2024-11-10,2024-12-27,C00519,E04,13430.88,13430.88,Paid
AR009107,2023-12-02,2024-01-31,2024-04-18,C01241,E04,4065.03,4065.03,Paid
AR009108,2023-04-11,2023-04-25,2023-06-05,C00799,E06,6170.03,6170.03,Paid
AR009109,2026-03-26,2026-04-25,2026-05-25,C00469,E03,2305.89,2305.89,Paid
AR009110,2023-06-25,2023-07-09,,C00732,E05,59964.82,0.0,Open
AR009111,2025-05-23,2025-07-07,2025-08-08,C01328,E02,15200.79,15200.79,Paid
AR009112,2025-07-31,2025-08-14,2025-10-30,C00695,E02,3881.2,3881.2,Paid
AR009113,2024-06-18,2024-07-18,2024-07-22,C01030,E05,6717.38,6717.38,Paid
AR009114,2023-03-22,2023-05-06,2023-07-19,C00474,E05,18106.46,18106.46,Paid
AR009115,2024-02-08,2024-02-22,2024-03-15,C01457,E02,11018.52,11018.52,Paid
AR009116,2024-06-23,2024-08-22,2024-11-03,C00727,E04,6187.92,6187.92,Paid
AR009117,2023-05-16,2023-07-15,2023-08-25,C00886,E01,1198.29,1198.29,Paid
AR009118,2024-10-17,2024-12-16,2024-12-27,C00977,E04,14826.4,14826.4,Paid
AR009119,2025-07-15,2025-08-14,2025-10-15,C00075,E06,1206.19,1206.19,Paid
AR009120,2024-07-18,2024-09-01,2024-11-13,C01310,E06,3121.37,3121.37,Paid
AR009121,2025-05-08,2025-05-22,2025-06-26,C00511,E05,8057.73,8057.73,Paid
AR009122,2025-05-04,2025-07-03,2025-08-28,C00815,E04,3590.9,3590.9,Paid
AR009123,2025-07-30,2025-09-28,2025-10-19,C00579,E05,39049.23,39049.23,Paid
AR009124,2024-06-12,2024-06-26,2024-08-02,C00038,E02,4259.12,4259.12,Paid
AR009125,2026-07-08,2026-07-22,2026-08-20,C00845,E06,9072.41,9072.41,Paid
AR009126,2025-06-18,2025-07-02,2025-08-22,C00373,E06,4094.0,4094.0,Paid
AR009127,2023-01-07,2023-02-06,2023-03-09,C00273,E02,5228.74,5228.74,Paid
AR009128,2023-05-26,2023-07-25,2023-10-02,C00961,E01,1645.58,1645.58,Paid
AR009129,2025-10-07,2025-11-21,2025-12-03,C00228,E02,2037.58,2037.58,Paid
AR009130,2023-02-25,2023-04-26,2023-07-04,C00767,E03,39344.45,39344.45,Paid
AR009131,2023-10-11,2023-11-25,2024-01-15,C00091,E05,18589.61,18589.61,Paid
AR009132,2023-03-20,2023-04-03,2023-05-22,C00036,E01,3383.25,3383.25,Paid
AR009133,2024-06-23,2024-07-07,,C00550,E02,12497.47,0.0,Open
AR009134,2025-01-14,2025-02-28,2025-04-21,C01090,E01,4789.16,4789.16,Paid
AR009135,2025-06-15,2025-08-14,2025-09-16,C01067,E05,6629.61,6629.61,Paid
AR009136,2025-10-23,2025-11-22,2026-01-25,C00550,E05,5659.48,5659.48,Paid
AR009137,2025-06-05,2025-07-05,2025-07-29,C00956,E05,5224.24,5224.24,Paid
AR009138,2023-10-11,2023-10-25,2023-12-18,C00177,E01,3743.08,3743.08,Paid
AR009139,2026-03-26,2026-05-10,2026-06-22,C00070,E01,3164.36,3164.36,Paid
AR009140,2025-04-21,2025-06-20,2025-09-01,C00329,E06,17612.01,17612.01,Paid
AR009141,2024-11-20,2025-01-19,2025-03-11,C01323,E04,10722.3,10722.3,Paid
AR009142,2025-12-11,2026-02-09,2026-03-13,C01053,E04,6628.18,6628.18,Paid
AR009143,2025-10-01,2025-10-15,,C01078,E04,10102.3,0.0,Open
AR009144,2024-01-01,2024-01-15,2024-01-31,C01075,E04,1150.32,1150.32,Paid
AR009145,2026-01-27,2026-03-13,2026-03-24,C00382,E06,4469.96,4469.96,Paid
AR009146,2023-02-27,2023-03-13,2023-03-09,C01132,E02,1693.33,1693.33,Paid
AR009147,2024-05-18,2024-07-02,2024-07-23,C00552,E05,26798.79,26798.79,Paid
AR009148,2025-07-11,2025-08-10,2025-10-01,C00705,E06,5002.88,5002.88,Paid
AR009149,2023-12-08,2024-02-06,2024-03-11,C00815,E01,3254.1,3254.1,Paid
AR009150,2023-12-14,2024-01-13,2024-02-24,C00761,E06,9436.77,9436.77,Paid
AR009151,2025-06-13,2025-07-13,2025-08-17,C00405,E01,8945.33,8945.33,Paid
AR009152,2026-03-24,2026-04-23,2026-04-22,C00162,E02,2230.35,2230.35,Paid
AR009153,2023-09-25,2023-10-09,,C00228,E01,6666.01,0.0,Open
AR009154,2024-10-24,2024-12-23,2025-03-05,C00719,E02,6267.83,6267.83,Paid
AR009155,2023-08-09,2023-09-23,2023-10-07,C00630,E03,6870.25,6870.25,Paid
AR009156,2023-08-11,2023-08-25,2023-10-10,C00889,E01,17978.34,17978.34,Paid
AR009157,2026-05-17,2026-07-01,2026-08-14,C00737,E04,2995.75,2995.75,Paid
AR009158,2023-10-21,2023-12-05,2024-02-18,C00451,E03,1727.97,1727.97,Paid
AR009159,2025-07-08,2025-07-22,,C00105,E02,5467.95,0.0,Open
AR009160,2023-01-16,2023-02-15,2023-04-22,C00471,E02,6310.99,6310.99,Paid
AR009161,2025-01-11,2025-01-25,2025-03-05,C00414,E02,8854.69,8854.69,Paid
AR009162,2024-05-24,2024-07-08,2024-07-04,C00059,E06,5321.12,5321.12,Paid
AR009163,2024-01-25,2024-03-25,2024-04-05,C01459,E02,8354.37,8354.37,Paid
AR009164,2025-06-19,2025-08-03,2025-09-29,C00971,E05,10034.84,10034.84,Paid
AR009165,2026-01-05,2026-03-06,2026-03-26,C00275,E01,3775.97,3775.97,Paid
AR009166,2026-03-10,2026-05-09,2026-07-01,C01405,E02,15728.61,15728.61,Paid
AR009167,2024-10-09,2024-10-23,2025-01-07,C01215,E04,15322.64,15322.64,Paid
AR009168,2026-06-06,2026-07-21,2026-08-04,C00010,E03,11214.62,11214.62,Paid
AR009169,2023-01-30,2023-03-16,2023-05-16,C00181,E01,7426.17,7426.17,Paid
AR009170,2025-04-24,2025-06-08,2025-08-21,C00768,E04,11177.96,11177.96,Paid
AR009171,2026-02-11,2026-03-28,2026-04-04,C01009,E01,9953.93,9953.93,Paid
AR009172,2025-05-17,2025-06-16,2025-08-31,C01201,E02,16748.22,16748.22,Paid
AR009173,2026-08-18,2026-10-17,2026-12-03,C01499,E06,14045.49,14045.49,Paid
AR009174,2026-03-25,2026-04-24,2026-06-03,C01237,E03,13301.33,13301.33,Paid
AR009175,2024-01-10,2024-01-24,2024-04-08,C00284,E01,5325.15,5325.15,Paid
AR009176,2025-05-15,2025-06-29,2025-07-15,C00361,E03,4731.31,4731.31,Paid
AR009177,2024-02-26,2024-04-26,2024-05-28,C00393,E04,12091.34,12091.34,Paid
AR009178,2024-11-26,2025-01-10,2025-02-18,C01008,E02,22047.4,22047.4,Paid
AR009179,2024-11-07,2024-11-21,2025-02-02,C00254,E05,5523.87,5523.87,Paid
AR009180,2024-07-17,2024-07-31,2024-10-16,C01340,E04,5875.1,5875.1,Paid
AR009181,2026-02-15,2026-04-01,2026-06-02,C00486,E05,3884.87,3884.87,Paid
AR009182,2024-03-06,2024-04-05,,C00073,E05,8210.72,0.0,Open
AR009183,2026-03-03,2026-05-02,2026-07-09,C00378,E04,11908.18,11908.18,Paid
AR009184,2025-09-29,2025-11-13,2025-12-26,C01085,E04,17557.35,17557.35,Paid
AR009185,2024-01-04,2024-02-18,2024-02-16,C00937,E06,2663.83,2663.83,Paid
AR009186,2025-07-23,2025-09-21,2025-12-08,C00253,E02,6475.53,6475.53,Paid
AR009187,2024-03-24,2024-04-23,2024-05-14,C01201,E06,4942.98,4942.98,Paid
AR009188,2026-02-12,2026-03-29,2026-04-06,C00735,E03,8965.72,8965.72,Paid
AR009189,2025-07-25,2025-09-23,2025-11-13,C00893,E03,8708.71,8708.71,Paid
AR009190,2025-12-21,2026-02-19,,C01090,E06,8916.79,0.0,Open
AR009191,2023-06-23,2023-07-07,2023-09-23,C00796,E01,8452.11,8452.11,Paid
AR009192,2025-01-17,2025-03-18,,C01240,E05,11964.27,0.0,Open
AR009193,2024-06-14,2024-07-29,,C01237,E06,6949.7,0.0,Open
AR009194,2023-08-19,2023-10-18,2023-11-15,C00130,E04,2064.12,2064.12,Paid
AR009195,2026-05-07,2026-07-06,2026-08-03,C01239,E06,5985.51,5985.51,Paid
AR009196,2025-07-08,2025-09-06,2025-10-01,C00057,E01,19362.5,19362.5,Paid
AR009197,2024-07-31,2024-09-14,2024-09-25,C00029,E02,5187.65,5187.65,Paid
AR009198,2025-05-26,2025-07-10,,C00853,E02,2969.74,0.0,Open
AR009199,2023-08-27,2023-09-26,2023-10-25,C00945,E01,4102.33,4102.33,Paid
AR009200,2023-09-14,2023-10-29,2023-12-31,C00350,E01,1647.12,1647.12,Paid
AR009201,2024-04-21,2024-06-05,2024-06-19,C01330,E05,4356.95,4356.95,Paid
AR009202,2026-05-22,2026-06-05,2026-07-25,C01018,E05,2198.54,2198.54,Paid
AR009203,2024-09-02,2024-09-16,2024-09-12,C00913,E01,21922.44,21922.44,Paid
AR009204,2023-04-30,2023-05-14,2023-06-23,C01205,E04,12692.26,12692.26,Paid
AR009205,2024-11-16,2024-12-16,,C01483,E01,8854.93,0.0,Open
AR009206,2024-12-27,2025-01-10,,C01101,E04,20669.51,0.0,Open
AR009207,2025-09-07,2025-09-21,2025-10-26,C01297,E01,5658.78,5658.78,Paid
AR009208,2024-12-13,2025-01-12,,C00889,E01,2935.84,0.0,Open
AR009209,2024-06-27,2024-07-11,2024-08-26,C00665,E01,3986.34,3986.34,Paid
AR009210,2023-03-25,2023-05-24,2023-07-24,C00262,E02,32216.83,32216.83,Paid
AR009211,2023-04-13,2023-05-13,2023-07-02,C01287,E02,3179.65,3179.65,Paid
AR009212,2026-02-13,2026-04-14,2026-06-29,C00164,E04,9371.72,9371.72,Paid
AR009213,2026-05-16,2026-06-15,2026-06-30,C00013,E02,1399.26,1399.26,Paid
AR009214,2026-01-09,2026-02-08,2026-04-19,C00197,E02,64775.35,64775.35,Paid
AR009215,2025-04-05,2025-05-05,2025-05-21,C00684,E01,3969.05,3969.05,Paid
AR009216,2025-07-27,2025-09-10,2025-09-10,C00021,E04,7878.61,7878.61,Paid
AR009217,2026-03-07,2026-04-06,2026-06-16,C00376,E06,7825.82,7825.82,Paid
AR009218,2023-07-16,2023-09-14,,C01122,E02,7255.67,0.0,Open
AR009219,2023-04-06,2023-06-05,,C01046,E03,5677.55,0.0,Open
AR009220,2025-05-01,2025-06-15,2025-06-16,C00618,E01,19524.4,19524.4,Paid
AR009221,2025-01-26,2025-03-27,2025-04-16,C00975,E03,5566.04,5566.04,Paid
AR009222,2025-07-10,2025-08-09,2025-10-20,C00589,E03,8673.87,8673.87,Paid
AR009223,2024-12-24,2025-02-22,,C00898,E02,4896.53,0.0,Open
AR009224,2023-06-26,2023-07-10,2023-08-07,C01171,E01,18327.25,18327.25,Paid
AR009225,2024-08-17,2024-09-16,2024-11-16,C00657,E04,8403.64,8403.64,Paid
AR009226,2024-12-28,2025-01-27,,C01234,E01,1609.79,0.0,Open
AR009227,2023-08-12,2023-10-11,2023-12-18,C01334,E02,9380.67,9380.67,Paid
AR009228,2025-08-24,2025-10-23,2026-01-10,C01043,E03,13585.75,13585.75,Paid
AR009229,2023-04-16,2023-06-15,2023-09-02,C00430,E06,3503.32,3503.32,Paid
AR009230,2025-05-29,2025-06-28,2025-08-10,C01059,E03,2810.24,2810.24,Paid
AR009231,2026-04-29,2026-05-29,2026-07-27,C00525,E05,5094.18,5094.18,Paid
AR009232,2023-07-27,2023-09-10,,C00590,E03,15135.14,0.0,Open
AR009233,2024-02-27,2024-04-12,2024-05-17,C00504,E05,9662.48,9662.48,Paid
AR009234,2024-04-30,2024-06-14,2024-07-21,C00120,E04,2528.79,2528.79,Paid
AR009235,2023-07-14,2023-07-28,2023-08-25,C01142,E02,5036.08,5036.08,Paid
AR009236,2023-02-18,2023-03-04,2023-04-18,C00914,E01,1073.5,1073.5,Paid
AR009237,2023-02-28,2023-04-29,,C00657,E03,4869.89,0.0,Open
AR009238,2026-03-04,2026-04-18,2026-04-15,C01489,E05,28806.77,28806.77,Paid
AR009239,2023-11-03,2023-12-03,2023-12-07,C00369,E04,4097.45,4097.45,Paid
AR009240,2024-01-18,2024-03-03,2024-03-03,C00709,E03,8207.95,8207.95,Paid
AR009241,2024-09-21,2024-11-05,2024-12-16,C00434,E03,2239.09,2239.09,Paid
AR009242,2024-12-18,2025-02-01,2025-03-02,C00728,E03,20432.43,20432.43,Paid
AR009243,2024-07-23,2024-08-06,2024-09-25,C00914,E05,2792.71,2792.71,Paid
AR009244,2024-09-05,2024-09-19,2024-11-15,C00045,E05,8461.1,8461.1,Paid
AR009245,2025-04-04,2025-04-18,,C00889,E05,9701.06,0.0,Open
AR009246,2023-08-02,2023-09-16,,C01417,E02,4438.26,0.0,Open
AR009247,2025-02-22,2025-03-24,2025-05-12,C01167,E05,846.15,846.15,Paid
AR009248,2024-02-29,2024-03-30,2024-05-04,C00286,E06,33455.8,33455.8,Paid
AR009249,2024-09-26,2024-11-10,,C01422,E02,28332.06,0.0,Open
