GLTxnID,Date,EntityID,DepartmentID,AccountCode,Currency,AmountLocal,CustomerID,VendorID,PostingStatus
GL0030291,2025-02-19,E02,D08,6000,GBP,522.26,,,Posted
GL0030292,2023-09-06,E04,D09,6050,SGD,1993.71,,V0028,Accrued
GL0030293,2022-01-11,E01,D05,5000,AUD,2797.31,,V0084,Posted
GL0030294,2024-06-06,E01,D06,6080,AUD,407.68,,V0249,Posted
GL0030295,2022-03-05,E05,D04,6080,EUR,6605.89,,,Posted
GL0030296,2022-04-06,E06,D10,6000,CAD,12660.32,,V0404,Accrued
GL0030297,2023-11-05,E01,D06,4010,AUD,-2534.57,C00343,,Accrued
GL0030298,2022-01-31,E06,D04,5000,CAD,1814.74,,V0040,Posted
GL0030299,2022-08-09,E01,D07,4000,AUD,-8932.64,C01044,,Posted
GL0030300,2022-04-18,E03,D06,5000,USD,997.73,,,Accrued
GL0030301,2024-07-13,E06,D03,5100,CAD,5496.76,,,Posted
GL0030302,2025-11-26,E06,D05,6050,CAD,204.41,,,Posted
GL0030303,2022-08-02,E05,D09,7100,EUR,4053.64,,V0153,Posted
GL0030304,2024-02-09,E01,D01,6040,AUD,1104.37,,V0242,Posted
GL0030305,2024-05-26,E02,D06,4020,GBP,-3969.9,C00996,,Posted
GL0030306,2023-11-29,E02,D03,5100,GBP,3999.57,,V0085,Accrued
GL0030307,2023-02-19,E01,D02,6050,AUD,559.72,,,Accrued
GL0030308,2025-09-19,E05,D09,4000,EUR,-2484.77,C00890,,Posted
GL0030309,2023-06-16,E05,D03,6070,EUR,2637.56,,V0201,Posted
GL0030310,2026-01-18,E02,D07,5000,GBP,1198.07,,V0088,Posted
GL0030311,2022-06-20,E06,D04,6060,CAD,2341.22,,V0474,Posted
GL0030312,2022-04-27,E04,D02,5000,SGD,1057.73,,,Posted
GL0030313,2022-06-12,E06,D03,6110,CAD,1044.09,,,Posted
GL0030314,2025-12-17,E06,D06,5010,CAD,1074.61,,V0404,Accrued
GL0030315,2023-03-09,E06,D04,6050,CAD,1706.09,,V0192,Accrued
GL0030316,2023-02-15,E03,D04,6010,USD,823.39,,V0226,Posted
GL0030317,2022-10-23,E04,D03,6090,SGD,1941.1,,V0447,Posted
GL0030318,2022-05-09,E05,D09,7000,EUR,536.0,,V0343,Posted
GL0030319,2022-04-13,E03,D08,6110,USD,615.6,,V0089,Posted
GL0030320,2022-08-11,E03,D09,5100,USD,1209.63,,V0399,Accrued
GL0030321,2022-07-03,E04,D07,6000,SGD,876.83,,,Posted
GL0030322,2024-06-09,E01,D07,7000,AUD,231.71,,V0258,Posted
GL0030323,2026-07-03,E06,D07,5000,CAD,1166.31,,V0323,Posted
GL0030324,2025-05-31,E02,D04,6110,GBP,1272.73,,V0169,Posted
GL0030325,2026-06-21,E01,D08,7200,AUD,995.41,,V0191,Accrued
GL0030326,2022-07-16,E05,D10,6070,EUR,169.5,,,Posted
GL0030327,2024-02-18,E05,D04,6080,EUR,577.3,,,Posted
GL0030328,2023-09-01,E04,D10,6090,SGD,1498.22,,,Accrued
GL0030329,2025-10-30,E05,D08,5100,EUR,1625.99,,,Posted
GL0030330,2022-10-30,E02,D05,7100,GBP,415.2,,V0143,Accrued
GL0030331,2023-11-26,E05,D02,6000,EUR,1352.47,,,Posted
GL0030332,2023-06-30,E03,D02,5010,USD,2947.76,,V0327,Posted
GL0030333,2023-08-17,E02,D06,6020,GBP,900.87,,V0482,Posted
GL0030334,2023-10-09,E06,D08,6030,CAD,1311.27,,,Accrued
GL0030335,2023-08-24,E01,D02,6100,AUD,510.76,,,Posted
GL0030336,2024-06-13,E01,D10,6070,AUD,819.45,,,Accrued
GL0030337,2023-01-08,E03,D09,6020,USD,858.43,,,Posted
GL0030338,2023-11-05,E04,D02,6100,SGD,808.5,,V0225,Posted
GL0030339,2022-02-01,E03,D03,6000,USD,481.05,,,Posted
GL0030340,2023-10-01,E02,D04,6070,GBP,2117.24,,,Posted
GL0030341,2024-11-26,E01,D05,6080,AUD,946.47,,,Accrued
GL0030342,2024-03-29,E04,D01,7100,SGD,3165.34,,,Posted
GL0030343,2024-05-05,E06,D01,6020,CAD,582.34,,,Posted
GL0030344,2023-03-04,E01,D08,6000,AUD,876.15,,V0047,Posted
GL0030345,2025-02-09,E04,D01,6040,SGD,609.85,,,Posted
GL0030346,2024-02-16,E03,D05,6110,USD,1737.91,,,Posted
GL0030347,2022-07-21,E02,D02,5000,GBP,2169.61,,V0310,Posted
GL0030348,2024-03-25,E02,D10,4000,GBP,-4442.73,C01294,,Posted
GL0030349,2023-03-21,E03,D06,6100,USD,521.77,,V0112,Posted
GL0030350,2025-06-29,E05,D10,7100,EUR,-508.86,,V0051,Posted
GL0030351,2024-08-12,E06,D09,6080,CAD,887.62,,,Posted
GL0030352,2025-07-15,E06,D04,6040,CAD,1388.97,,V0316,Posted
GL0030353,2023-07-30,E02,D07,4000,GBP,-9254.31,C00947,,Accrued
GL0030354,2023-04-11,E06,D10,6020,CAD,1273.57,,,Posted
GL0030355,2023-09-04,E06,D09,6090,CAD,666.98,,V0113,Posted
GL0030356,2023-05-24,E05,D05,6070,EUR,664.36,,V0081,Posted
GL0030357,2024-05-01,E03,D09,7100,USD,1033.94,,,Posted
GL0030358,2023-02-12,E05,D04,5010,EUR,3754.02,,,Posted
GL0030359,2022-11-12,E06,D02,4000,CAD,-2712.11,C00706,,Accrued
GL0030360,2025-09-27,E05,D09,5010,EUR,4903.28,,V0300,Posted
GL0030361,2024-07-08,E06,D07,6050,CAD,200.19,,,Posted
GL0030362,2024-06-21,E03,D09,6100,USD,432.99,,,Posted
GL0030363,2022-08-05,E06,D07,6110,CAD,762.44,,V0365,Posted
GL0030364,2025-08-22,E02,D07,4010,GBP,-8037.59,C00206,,Posted
GL0030365,2025-12-17,E01,D09,6050,AUD,1297.55,,,Posted
GL0030366,2025-09-21,E05,D09,4020,EUR,-8271.01,C00012,,Posted
GL0030367,2025-09-24,E03,D08,4000,USD,-1229.09,C00813,,Accrued
GL0030368,2022-02-14,E06,D01,4010,CAD,-2039.78,C00138,,Posted
GL0030369,2026-07-01,E06,D03,7000,CAD,1503.77,,V0016,Posted
GL0030370,2024-06-30,E03,D05,6020,USD,1727.41,,V0375,Posted
GL0030371,2026-07-22,E01,D02,4020,AUD,-6197.49,C01496,,Posted
GL0030372,2025-07-07,E05,D04,6110,EUR,491.34,,V0298,Posted
GL0030373,2023-06-21,E04,D02,5010,SGD,4310.46,,V0444,Posted
GL0030374,2026-03-27,E06,D09,7100,CAD,1172.82,,V0130,Accrued
GL0030375,2022-09-11,E03,D05,7000,USD,2477.69,,V0262,Posted
GL0030376,2024-09-09,E06,D01,4020,CAD,-13057.94,C01099,,Posted
GL0030377,2022-03-26,E03,D06,4010,USD,-5825.66,C01164,,Accrued
GL0030378,2024-08-07,E04,D06,5010,SGD,1175.67,,V0100,Posted
GL0030379,2023-07-03,E04,D06,7000,SGD,4906.35,,V0260,Posted
GL0030380,2023-10-09,E03,D06,7100,USD,769.84,,V0050,Posted
GL0030381,2024-10-25,E02,D01,6020,GBP,854.92,,,Posted
GL0030382,2025-03-05,E06,D09,6060,CAD,2530.31,,,Posted
GL0030383,2024-06-27,E04,D03,6060,SGD,1074.22,,V0448,Accrued
GL0030384,2022-09-26,E02,D10,4000,GBP,-4912.61,,,Accrued
GL0030385,2026-03-12,E04,D06,6110,SGD,1250.26,,V0108,Posted
GL0030386,2026-08-13,E04,D03,6100,SGD,197.44,,,Posted
GL0030387,2024-07-16,E05,D04,5000,EUR,3904.09,,V0376,Posted
GL0030388,2026-03-04,E01,D01,6050,AUD,2843.78,,V0238,Posted
GL0030389,2023-02-25,E05,D09,6070,EUR,2497.76,,,Posted
GL0030390,2026-02-01,E03,D08,6080,USD,415.62,,,Posted
GL0030391,2023-07-24,E01,D05,6100,AUD,940.91,,,Posted
GL0030392,2024-02-20,E02,D06,7000,GBP,405.43,,,Posted
GL0030393,2025-01-18,E02,D05,7200,GBP,1852.41,,,Posted
GL0030394,2022-11-02,E01,D10,5000,AUD,767.35,,V0199,Posted
GL0030395,2024-06-06,E03,D03,5100,USD,1318.73,,,Posted
GL0030396,2026-04-02,E05,D02,6080,EUR,2782.26,,V0338,Posted
GL0030397,2022-12-17,E01,D09,7000,AUD,655.16,,,Posted
GL0030398,2025-07-04,E03,D01,5010,USD,843.57,,,Accrued
GL0030399,2026-01-28,E01,D08,4000,AUD,-4726.74,C00726,,Accrued
GL0030400,2026-01-21,E04,D10,5010,SGD,1303.16,,V0199,Posted
GL0030401,2022-12-06,E04,D04,6100,SGD,953.7,,,Accrued
GL0030402,2025-08-02,E04,D04,6050,SGD,551.35,,,Accrued
GL0030403,2022-11-24,E01,D05,6110,AUD,381.13,,,Posted
GL0030404,2026-05-16,E06,D03,4000,CAD,-1367.39,C01022,,Accrued
GL0030405,2023-09-19,E03,D04,6020,USD,236.64,,,Accrued
GL0030406,2022-04-29,E02,D09,6100,GBP,1456.2,,V0429,Posted
GL0030407,2023-06-26,E05,D09,6000,EUR,1091.7,,V0007,Accrued
GL0030408,2023-03-17,E04,D02,6050,SGD,1369.87,,V0341,Posted
GL0030409,2023-09-10,E02,D08,6060,GBP,867.63,,,Accrued
GL0030410,2024-11-12,E01,D10,6090,AUD,1387.99,,V0329,Posted
GL0030411,2025-07-09,E03,D05,7200,USD,2501.33,,V0395,Posted
GL0030412,2023-05-24,E02,D04,7000,GBP,3461.15,,,Posted
GL0030413,2025-10-14,E01,D10,5100,AUD,5327.07,,,Posted
GL0030414,2026-05-16,E05,D07,6110,EUR,334.72,,V0327,Posted
GL0030415,2023-08-26,E06,D07,6090,CAD,2751.66,,V0446,Posted
GL0030416,2025-07-18,E02,D03,6000,GBP,1360.78,,V0485,Posted
GL0030417,2024-03-16,E06,D02,6020,CAD,274.08,,V0127,Accrued
GL0030418,2024-01-31,E04,D03,5010,SGD,1826.1,,V0214,Accrued
GL0030419,2025-02-01,E03,D10,6100,USD,1388.52,,V0124,Accrued
GL0030420,2022-08-28,E04,D02,6110,SGD,1005.22,,,Posted
GL0030421,2022-07-10,E04,D01,5010,SGD,1987.6,,,Posted
GL0030422,2026-01-05,E02,D07,7200,GBP,589.63,,V0421,Posted
GL0030423,2023-01-30,E02,D03,6030,GBP,1438.76,,V0426,Accrued
GL0030424,2025-04-13,E04,D07,4000,SGD,-5357.08,C01471,,Accrued
GL0030425,2022-04-14,E03,D01,6010,USD,289.6,,V0486,Posted
GL0030426,2023-02-07,E01,D03,6050,AUD,4946.57,,,Posted
GL0030427,2023-11-22,E06,D05,6030,CAD,1152.47,,,Accrued
GL0030428,2025-03-28,E06,D02,5100,CAD,1614.88,,,Posted
GL0030429,2024-12-02,E05,D03,6010,EUR,790.28,,,Posted
GL0030430,2025-04-10,E03,D06,6050,USD,3571.72,,,Posted
GL0030431,2025-11-24,E02,D01,6020,GBP,1565.1,,,Accrued
GL0030432,2025-01-23,E01,D03,4020,AUD,-5839.45,C00273,,Posted
GL0030433,2023-01-12,E02,D06,4010,GBP,-6436.25,C00578,,Posted
GL0030434,2022-09-08,E05,D01,6010,EUR,765.8,,,Posted
GL0030435,2025-09-10,E04,D09,6100,SGD,636.66,,V0377,Posted
GL0030436,2025-10-26,E02,D07,6070,GBP,2622.19,,,Posted
GL0030437,2023-02-14,E05,D01,6040,EUR,2419.54,,,Accrued
GL0030438,2022-07-17,E01,D07,4010,AUD,-3448.72,C00262,,Posted
GL0030439,2024-03-27,E02,D02,6100,GBP,609.56,,V0236,Posted
GL0030440,2026-04-12,E02,D01,7200,GBP,1237.54,,,Posted
GL0030441,2024-05-06,E06,D05,5000,CAD,2147.41,,V0397,Accrued
GL0030442,2022-08-29,E04,D10,4000,SGD,-15330.17,C01023,,Posted
GL0030443,2025-04-30,E05,D08,7000,EUR,2159.46,,,Posted
GL0030444,2023-10-20,E06,D10,6020,CAD,390.59,,V0024,Posted
GL0030445,2022-09-13,E03,D08,4020,USD,-7889.45,C00218,,Posted
GL0030446,2026-01-30,E02,D01,5000,GBP,1063.63,,,Accrued
GL0030447,2022-06-27,E05,D04,5000,EUR,1086.9,,V0419,Posted
GL0030448,2023-08-15,E03,D08,5010,USD,4594.24,,V0327,Accrued
GL0030449,2023-01-28,E05,D08,4000,EUR,-1926.11,C00597,,Posted
GL0030450,2024-10-17,E06,D04,6050,CAD,1043.63,,,Accrued
GL0030451,2022-01-25,E06,D05,7100,CAD,-414.24,,V0464,Posted
GL0030452,2024-05-19,E06,D03,7200,CAD,1419.62,,V0072,Posted
GL0030453,2023-03-11,E06,D09,7000,CAD,781.18,,V0267,Accrued
GL0030454,2026-07-03,E06,D09,4000,CAD,-2482.54,C00883,,Posted
GL0030455,2022-11-02,E02,D08,6110,GBP,647.23,,V0063,Posted
GL0030456,2022-07-05,E01,D01,4020,AUD,-2008.43,C01218,,Accrued
GL0030457,2024-07-28,E01,D07,6010,AUD,2044.33,,V0350,Posted
GL0030458,2022-01-11,E05,D05,6070,EUR,551.51,,V0072,Posted
GL0030459,2022-07-24,E06,D09,6080,CAD,997.89,,,Accrued
GL0030460,2022-05-04,E05,D05,6050,EUR,2359.29,,V0110,Posted
GL0030461,2022-12-31,E05,D03,6100,EUR,516.01,,V0431,Posted
GL0030462,2026-03-21,E04,D03,4000,SGD,-2386.3,C01270,,Posted
GL0030463,2025-08-27,E02,D09,4020,GBP,-3426.11,,,Accrued
GL0030464,2026-01-09,E01,D10,6110,AUD,847.29,,,Posted
GL0030465,2022-07-08,E05,D08,7000,EUR,664.3,,V0384,Posted
GL0030466,2022-12-07,E06,D05,7200,CAD,1102.68,,V0433,Posted
GL0030467,2022-04-03,E01,D09,5000,AUD,1278.39,,V0022,Posted
GL0030468,2025-02-08,E02,D02,6100,GBP,2819.64,,V0353,Posted
GL0030469,2022-03-19,E05,D05,4020,EUR,-4004.79,C01297,,Posted
GL0030470,2023-11-08,E06,D10,5100,CAD,3341.59,,V0267,Accrued
GL0030471,2024-03-27,E02,D04,6040,GBP,345.61,,,Posted
GL0030472,2025-03-02,E03,D07,7100,USD,-777.27,,V0393,Posted
GL0030473,2022-02-24,E06,D07,6110,CAD,495.34,,,Accrued
GL0030474,2026-05-31,E01,D08,6010,AUD,1958.92,,,Posted
GL0030475,2022-09-05,E03,D03,5000,USD,581.9,,V0394,Accrued
GL0030476,2025-03-21,E06,D06,6000,CAD,385.0,,,Accrued
GL0030477,2023-08-21,E03,D04,6040,USD,268.94,,,Posted
GL0030478,2024-08-14,E03,D09,5000,USD,4661.13,,,Accrued
GL0030479,2025-08-29,E02,D06,6020,GBP,1963.88,,V0035,Posted
GL0030480,2022-10-27,E06,D10,6110,CAD,906.09,,,Posted
GL0030481,2022-08-19,E04,D04,4000,SGD,-1768.71,C00656,,Posted
GL0030482,2022-03-02,E05,D10,7200,EUR,646.9,,V0192,Posted
GL0030483,2024-01-08,E05,D02,5100,EUR,2447.06,,,Posted
GL0030484,2022-05-23,E03,D10,4020,USD,-5285.85,C01387,,Posted
GL0030485,2023-03-25,E02,D03,6030,GBP,1580.56,,V0091,Posted
GL0030486,2023-12-01,E03,D01,6030,USD,2512.75,,V0303,Accrued
GL0030487,2023-08-15,E01,D05,4010,AUD,-2665.53,C00416,,Accrued
GL0030488,2024-08-29,E01,D05,5010,AUD,2670.08,,,Posted
GL0030489,2023-05-18,E05,D04,4010,EUR,-12702.1,,,Posted
GL0030490,2023-12-10,E04,D02,6090,SGD,3285.98,,V0319,Posted
GL0030491,2025-03-21,E03,D10,5000,USD,1620.1,,V0495,Accrued
GL0030492,2023-08-18,E01,D08,6010,AUD,973.55,,V0267,Accrued
GL0030493,2025-01-08,E06,D07,7200,CAD,461.77,,,Posted
GL0030494,2026-08-03,E05,D10,4000,EUR,-3057.38,C01191,,Posted
GL0030495,2024-10-12,E01,D10,7000,AUD,2192.83,,V0465,Posted
GL0030496,2023-05-29,E06,D07,6050,CAD,1571.61,,V0088,Posted
GL0030497,2023-07-17,E04,D02,7200,SGD,2687.74,,V0121,Posted
GL0030498,2023-12-22,E05,D04,7200,EUR,564.16,,V0354,Posted
GL0030499,2026-07-29,E01,D10,6090,AUD,864.61,,V0327,Accrued
GL0030500,2023-11-14,E06,D04,6060,CAD,1709.79,,V0294,Posted
GL0030501,2023-07-05,E03,D04,4020,USD,-6761.77,C00451,,Posted
GL0030502,2025-02-16,E02,D03,7200,GBP,813.78,,V0499,Accrued
GL0030503,2023-06-22,E02,D03,6030,GBP,1877.27,,,Posted
GL0030504,2024-09-10,E05,D05,7200,EUR,138.78,,V0385,Accrued
GL0030505,2025-10-13,E01,D01,4010,AUD,-10050.27,C00166,,Posted
GL0030506,2023-09-01,E03,D10,4020,USD,-393.81,C01499,,Accrued
GL0030507,2023-08-03,E04,D09,4000,SGD,-4064.09,C00576,,Posted
GL0030508,2026-08-17,E05,D08,6030,EUR,2902.31,,V0259,Posted
GL0030509,2026-04-21,E02,D07,6040,GBP,1430.88,,,Posted
GL0030510,2024-03-01,E01,D03,4000,AUD,-5852.78,C00282,,Posted
GL0030511,2024-12-28,E06,D01,5000,CAD,5976.0,,V0392,Posted
GL0030512,2026-01-11,E04,D01,7000,SGD,2341.2,,,Posted
GL0030513,2023-08-09,E05,D05,6100,EUR,1063.92,,V0459,Posted
GL0030514,2023-05-02,E03,D03,5100,USD,1735.69,,,Posted
GL0030515,2022-09-27,E02,D10,5100,GBP,2191.57,,V0245,Posted
GL0030516,2022-02-21,E02,D04,6110,GBP,1927.9,,,Posted
GL0030517,2024-12-07,E06,D10,6000,CAD,638.42,,,Accrued
GL0030518,2024-06-23,E05,D03,6020,EUR,200.87,,,Accrued
GL0030519,2024-03-05,E05,D10,6090,EUR,1939.2,,V0360,Posted
GL0030520,2024-08-10,E04,D05,6110,SGD,8198.62,,,Posted
GL0030521,2026-02-07,E06,D04,6090,CAD,3808.52,,,Posted
GL0030522,2023-09-21,E05,D06,6040,EUR,5943.1,,,Accrued
GL0030523,2022-05-13,E03,D04,6070,USD,311.23,,,Posted
GL0030524,2024-04-03,E05,D02,7200,EUR,6443.0,,,Posted
GL0030525,2022-03-06,E01,D07,6000,AUD,594.62,,,Posted
GL0030526,2022-10-17,E03,D05,6020,USD,765.78,,,Accrued
GL0030527,2025-03-16,E02,D03,7200,GBP,235.81,,V0353,Posted
GL0030528,2022-03-28,E06,D05,6040,CAD,1151.4,,,Posted
GL0030529,2022-09-20,E05,D08,7200,EUR,1443.04,,V0002,Posted
GL0030530,2023-12-27,E04,D07,6080,SGD,899.3,,,Posted
GL0030531,2026-04-05,E02,D07,4000,GBP,-21545.75,C01084,,Posted
GL0030532,2025-04-28,E06,D04,6010,CAD,309.19,,V0431,Accrued
GL0030533,2024-12-10,E01,D04,5010,AUD,2033.95,,,Posted
GL0030534,2022-03-03,E05,D02,6060,EUR,671.73,,V0411,Posted
GL0030535,2022-11-13,E04,D04,4010,SGD,-23155.0,C01184,,Posted
GL0030536,2025-07-27,E04,D03,5100,SGD,2785.65,,,Accrued
GL0030537,2025-11-07,E02,D04,6010,GBP,599.61,,V0144,Posted
GL0030538,2022-02-03,E04,D05,4010,SGD,-4026.45,C01402,,Accrued
GL0030539,2023-02-12,E05,D07,6020,EUR,291.14,,V0279,Posted
GL0030540,2025-09-19,E06,D10,4020,CAD,-900.07,C00817,,Posted
GL0030541,2022-12-10,E04,D09,6040,SGD,887.17,,V0067,Accrued
GL0030542,2024-09-23,E05,D10,5010,EUR,2125.49,,,Posted
GL0030543,2026-07-23,E03,D04,7000,USD,814.4,,V0110,Accrued
GL0030544,2024-04-09,E01,D02,6060,AUD,2061.56,,,Posted
GL0030545,2026-02-25,E04,D04,7200,SGD,820.22,,V0474,Posted
GL0030546,2025-01-24,E02,D03,4020,GBP,-4009.18,C01226,,Posted
GL0030547,2022-09-05,E06,D06,6090,CAD,490.93,,V0450,Posted
GL0030548,2023-09-04,E03,D07,7100,USD,-4103.44,,V0386,Posted
GL0030549,2026-08-07,E02,D07,6050,GBP,2735.0,,,Posted
GL0030550,2025-02-23,E02,D10,5000,GBP,2152.59,,V0208,Accrued
GL0030551,2022-06-14,E02,D06,6020,GBP,946.82,,V0397,Accrued
GL0030552,2024-05-23,E05,D04,6100,EUR,1438.35,,,Posted
GL0030553,2022-03-08,E02,D04,4000,GBP,-2673.34,C01231,,Posted
GL0030554,2024-03-05,E05,D10,6070,EUR,3256.79,,V0300,Posted
GL0030555,2026-05-12,E02,D08,6060,GBP,317.28,,V0046,Posted
GL0030556,2025-03-23,E04,D07,6100,SGD,1216.91,,,Accrued
GL0030557,2025-10-30,E03,D10,6020,USD,2235.48,,,Posted
GL0030558,2022-01-30,E02,D06,6050,GBP,966.93,,,Posted
GL0030559,2026-06-17,E06,D08,5000,CAD,5708.8,,,Accrued
GL0030560,2024-05-02,E04,D08,7000,SGD,1506.28,,,Posted
GL0030561,2024-06-12,E05,D02,6060,EUR,741.1,,,Posted
GL0030562,2024-03-04,E06,D10,6100,CAD,505.25,,V0033,Posted
GL0030563,2023-06-27,E03,D05,6040,USD,2141.59,,,Posted
GL0030564,2022-03-10,E03,D03,6010,USD,3849.67,,,Posted
GL0030565,2024-10-07,E05,D08,5000,EUR,1690.65,,V0421,Posted
GL0030566,2023-02-18,E04,D05,6000,SGD,384.22,,V0053,Posted
GL0030567,2026-08-26,E04,D07,6040,SGD,1307.2,,V0330,Posted
GL0030568,2024-02-09,E01,D07,6050,AUD,363.72,,,Accrued
GL0030569,2026-06-16,E02,D04,5000,GBP,985.21,,,Accrued
GL0030570,2025-05-12,E05,D02,6020,EUR,2110.7,,V0158,Posted
GL0030571,2023-06-27,E02,D08,6110,GBP,322.8,,,Posted
GL0030572,2023-11-22,E05,D07,7200,EUR,328.87,,V0347,Posted
GL0030573,2022-03-15,E03,D05,6000,USD,2704.5,,V0330,Posted
GL0030574,2024-03-14,E01,D06,6040,AUD,444.34,,V0396,Posted
GL0030575,2023-03-07,E04,D10,7000,SGD,2323.55,,V0221,Posted
GL0030576,2026-07-05,E03,D02,4000,USD,-1165.38,C01329,,Posted
GL0030577,2023-08-16,E05,D07,6010,EUR,2724.79,,V0215,Posted
GL0030578,2026-07-20,E02,D03,6000,GBP,1261.68,,V0137,Posted
GL0030579,2024-04-30,E03,D05,5000,USD,1670.89,,V0358,Posted
GL0030580,2025-05-11,E04,D05,6100,SGD,822.98,,,Posted
GL0030581,2023-02-03,E06,D08,6030,CAD,210.45,,V0311,Accrued
GL0030582,2024-02-18,E06,D06,7000,CAD,7106.33,,V0132,Accrued
GL0030583,2022-06-10,E05,D07,6010,EUR,272.74,,V0464,Accrued
GL0030584,2024-07-23,E01,D10,4020,AUD,-1967.13,C00771,,Posted
GL0030585,2026-01-25,E04,D05,5000,SGD,1249.39,,,Posted
GL0030586,2024-01-07,E03,D03,6020,USD,818.49,,V0084,Posted
GL0030587,2024-11-10,E02,D10,5000,GBP,903.8,,V0185,Posted
GL0030588,2022-01-20,E04,D10,6000,SGD,4505.63,,V0122,Posted
GL0030589,2025-12-22,E03,D09,6040,USD,1848.87,,V0044,Accrued
GL0030590,2026-05-25,E01,D03,7100,AUD,-455.15,,V0493,Posted
GL0030591,2025-02-19,E04,D06,6100,SGD,2584.67,,,Accrued
GL0030592,2022-01-26,E01,D06,6020,AUD,1297.58,,,Posted
GL0030593,2025-02-07,E06,D10,6010,CAD,2159.21,,,Accrued
GL0030594,2026-08-18,E06,D01,4020,CAD,-2574.22,C01338,,Posted
GL0030595,2025-08-22,E06,D08,6080,CAD,3113.96,,,Posted
GL0030596,2022-12-21,E05,D07,6050,EUR,359.55,,,Posted
GL0030597,2023-04-12,E03,D09,5100,USD,1638.16,,V0116,Posted
GL0030598,2025-02-26,E02,D09,6010,GBP,3346.3,,V0458,Posted
GL0030599,2023-11-30,E03,D02,6010,USD,798.76,,V0386,Posted
GL0030600,2022-02-28,E03,D07,6060,USD,1409.67,,,Posted
GL0030601,2025-10-11,E06,D08,7100,CAD,-291.06,,,Posted
GL0030602,2025-03-18,E05,D09,7000,EUR,2358.19,,,Posted
GL0030603,2025-04-20,E04,D07,6080,SGD,1096.56,,V0276,Posted
GL0030604,2022-08-10,E02,D09,5010,GBP,2894.74,,V0321,Accrued
GL0030605,2026-05-06,E04,D03,6100,SGD,2308.2,,V0157,Posted
GL0030606,2023-04-06,E04,D03,5000,SGD,2862.11,,V0175,Posted
GL0030607,2025-01-18,E05,D10,6020,EUR,122.56,,V0102,Posted
GL0030608,2025-01-03,E02,D06,6050,GBP,1727.2,,V0278,Accrued
GL0030609,2023-11-18,E03,D10,5010,USD,7464.83,,,Posted
GL0030610,2023-07-10,E06,D10,6090,CAD,874.88,,V0366,Posted
GL0030611,2022-08-30,E05,D03,6030,EUR,196.21,,V0218,Posted
GL0030612,2025-02-02,E03,D01,6040,USD,2875.94,,,Accrued
GL0030613,2024-12-12,E03,D04,6080,USD,1227.04,,V0037,Accrued
GL0030614,2022-05-18,E04,D10,6110,SGD,903.79,,,Posted
GL0030615,2024-04-29,E03,D07,4000,USD,-4045.41,C00728,,Posted
GL0030616,2024-04-27,E04,D09,6090,SGD,1411.65,,V0234,Posted
GL0030617,2025-12-20,E04,D01,6020,SGD,611.67,,V0105,Posted
GL0030618,2024-05-31,E04,D04,4000,SGD,-11564.57,,,Posted
GL0030619,2022-01-05,E02,D10,4020,GBP,-3080.33,,,Posted
GL0030620,2022-08-27,E06,D10,4010,CAD,-9732.04,,,Posted
GL0030621,2025-11-21,E01,D07,6000,AUD,1274.26,,V0217,Posted
GL0030622,2024-12-30,E05,D10,6100,EUR,696.76,,V0086,Posted
GL0030623,2024-08-10,E04,D03,6030,SGD,1169.26,,,Posted
GL0030624,2023-03-26,E02,D09,6080,GBP,1106.01,,,Accrued
GL0030625,2023-12-20,E06,D01,4020,CAD,-951.07,C01297,,Accrued
GL0030626,2022-10-11,E01,D03,6080,AUD,267.33,,,Posted
GL0030627,2026-08-01,E06,D08,5000,CAD,2035.63,,,Posted
GL0030628,2025-08-18,E01,D03,6080,AUD,2084.25,,,Posted
GL0030629,2024-08-23,E02,D07,6000,GBP,909.08,,V0264,Posted
GL0030630,2022-03-20,E05,D07,6110,EUR,499.0,,,Posted
GL0030631,2024-12-04,E03,D06,6100,USD,3449.27,,V0417,Posted
GL0030632,2025-12-03,E01,D05,6040,AUD,1264.56,,,Accrued
GL0030633,2023-10-24,E03,D07,4010,USD,-8376.92,C00352,,Posted
GL0030634,2025-12-15,E04,D07,6100,SGD,1604.42,,V0322,Posted
GL0030635,2023-06-19,E04,D08,4010,SGD,-1628.62,C00967,,Posted
GL0030636,2026-08-27,E01,D02,5010,AUD,3139.74,,,Posted
GL0030637,2025-09-12,E01,D02,6030,AUD,1790.7,,V0321,Posted
GL0030638,2023-02-06,E05,D09,4010,EUR,-799.6,C00122,,Posted
GL0030639,2023-01-17,E06,D03,4020,CAD,-2334.21,C00485,,Posted
GL0030640,2024-02-25,E06,D09,4010,CAD,-3935.79,,,Posted
GL0030641,2022-07-04,E06,D04,6080,CAD,1352.89,,V0114,Posted
GL0030642,2025-10-04,E01,D10,6070,AUD,1989.82,,,Posted
GL0030643,2023-08-09,E04,D07,5010,SGD,480.6,,V0158,Posted
GL0030644,2025-05-30,E03,D08,6070,USD,2480.26,,,Posted
GL0030645,2023-05-15,E01,D09,4020,AUD,-6487.29,C01316,,Accrued
GL0030646,2024-04-24,E01,D08,6010,AUD,2102.1,,,Posted
GL0030647,2026-01-31,E05,D04,7200,EUR,103.0,,,Accrued
GL0030648,2023-05-18,E01,D03,6050,AUD,7550.11,,V0378,Posted
GL0030649,2025-02-24,E05,D05,6000,EUR,1586.06,,,Posted
GL0030650,2022-10-07,E02,D09,6040,GBP,911.21,,V0262,Posted
