CustomerID,CustomerName,Industry,Country,Segment
C01071,Customer 01071,Manufacturing,Germany,SMB
C01072,Customer 01072,Retail,Canada,Enterprise
C01073,Customer 01073,Manufacturing,Australia,Enterprise
C01074,Customer 01074,Manufacturing,Germany,SMB
C01075,Customer 01075,Manufacturing,United Kingdom,SMB
C01076,Customer 01076,Retail,Germany,Mid-Market
C01077,Customer 01077,Retail,United Kingdom,Enterprise
C01078,Customer 01078,Professional Services,Germany,SMB
C01079,Customer 01079,Education,United Kingdom,Enterprise
C01080,Customer 01080,Education,Germany,SMB
C01081,Customer 01081,Education,Singapore,Enterprise
C01082,Customer 01082,Professional Services,United States,SMB
C01083,Customer 01083,Technology,Germany,Mid-Market
C01084,Customer 01084,Technology,Canada,Mid-Market
C01085,Customer 01085,Technology,United Kingdom,SMB
C01086,Customer 01086,Technology,Australia,Enterprise
C01087,Customer 01087,Retail,United Kingdom,SMB
C01088,Customer 01088,Retail,Australia,Enterprise
C01089,Customer 01089,Retail,Australia,SMB
C01090,Customer 01090,Education,Australia,SMB
C01091,Customer 01091,Education,United States,SMB
C01092,Customer 01092,Professional Services,Canada,SMB
C01093,Customer 01093,Manufacturing,Canada,Mid-Market
C01094,Customer 01094,Professional Services,Germany,Mid-Market
C01095,Customer 01095,Retail,Germany,SMB
C01096,Customer 01096,Manufacturing,United Kingdom,Mid-Market
C01097,Customer 01097,Construction,Germany,SMB
C01098,Customer 01098,Construction,United States,Mid-Market
C01099,Customer 01099,Healthcare,United Kingdom,Enterprise
C01100,Customer 01100,Technology,Australia,Mid-Market
C01101,Customer 01101,Healthcare,Canada,SMB
C01102,Customer 01102,Construction,Australia,Mid-Market
C01103,Customer 01103,Manufacturing,Australia,SMB
C01104,Customer 01104,Professional Services,United Kingdom,Mid-Market
C01105,Customer 01105,Healthcare,Canada,SMB
C01106,Customer 01106,Education,United Kingdom,SMB
C01107,Customer 01107,Education,Australia,Mid-Market
C01108,Customer 01108,Professional Services,United Kingdom,SMB
C01109,Customer 01109,Retail,United Kingdom,Enterprise
C01110,Customer 01110,Technology,Australia,Enterprise
C01111,Customer 01111,Healthcare,Germany,SMB
C01112,Customer 01112,Education,United Kingdom,Mid-Market
C01113,Customer 01113,Technology,Australia,Enterprise
C01114,Customer 01114,Professional Services,United States,SMB
C01115,Customer 01115,Education,Singapore,SMB
C01116,Customer 01116,Healthcare,United Kingdom,Mid-Market
C01117,Customer 01117,Healthcare,Canada,Mid-Market
C01118,Customer 01118,Education,Singapore,Enterprise
C01119,Customer 01119,Education,United Kingdom,SMB
C01120,Customer 01120,Healthcare,Canada,Enterprise
C01121,Customer 01121,Technology,Australia,Mid-Market
C01122,Customer 01122,Manufacturing,Germany,Enterprise
C01123,Customer 01123,Manufacturing,Germany,Mid-Market
C01124,Customer 01124,Professional Services,Australia,Mid-Market
C01125,Customer 01125,Technology,Australia,SMB
C01126,Customer 01126,Manufacturing,Canada,SMB
C01127,Customer 01127,Technology,Canada,Mid-Market
C01128,Customer 01128,Technology,United States,SMB
C01129,Customer 01129,Construction,Canada,SMB
C01130,Customer 01130,Healthcare,Singapore,Mid-Market
C01131,Customer 01131,Healthcare,Canada,SMB
C01132,Customer 01132,Construction,Canada,Mid-Market
C01133,Customer 01133,Education,Singapore,SMB
C01134,Customer 01134,Healthcare,Singapore,Mid-Market
C01135,Customer 01135,Technology,Canada,Enterprise
C01136,Customer 01136,Manufacturing,Singapore,Mid-Market
C01137,Customer 01137,Construction,Singapore,SMB
C01138,Customer 01138,Education,Singapore,SMB
C01139,Customer 01139,Technology,United States,SMB
C01140,Customer 01140,Healthcare,United States,Mid-Market
C01141,Customer 01141,Technology,United States,Mid-Market
C01142,Customer 01142,Healthcare,United States,Enterprise
C01143,Customer 01143,Professional Services,Canada,Mid-Market
C01144,Customer 01144,Retail,Singapore,Mid-Market
C01145,Customer 01145,Professional Services,Germany,SMB
C01146,Customer 01146,Construction,Singapore,SMB
C01147,Customer 01147,Professional Services,Canada,Mid-Market
C01148,Customer 01148,Professional Services,Germany,Enterprise
C01149,Customer 01149,Education,United Kingdom,Enterprise
C01150,Customer 01150,Construction,Australia,Mid-Market
C01151,Customer 01151,Healthcare,Germany,SMB
C01152,Customer 01152,Construction,Australia,Mid-Market
C01153,Customer 01153,Construction,Canada,Mid-Market
C01154,Customer 01154,Education,Canada,SMB
C01155,Customer 01155,Manufacturing,Australia,Enterprise
C01156,Customer 01156,Construction,United Kingdom,SMB
C01157,Customer 01157,Technology,United Kingdom,SMB
C01158,Customer 01158,Technology,Germany,Enterprise
C01159,Customer 01159,Retail,Germany,Enterprise
C01160,Customer 01160,Technology,Canada,Mid-Market
C01161,Customer 01161,Healthcare,Singapore,SMB
C01162,Customer 01162,Technology,United Kingdom,Enterprise
C01163,Customer 01163,Retail,United States,Enterprise
C01164,Customer 01164,Healthcare,Canada,SMB
C01165,Customer 01165,Retail,Australia,Mid-Market
C01166,Customer 01166,Manufacturing,Singapore,Mid-Market
C01167,Customer 01167,Healthcare,Singapore,SMB
C01168,Customer 01168,Retail,United Kingdom,SMB
C01169,Customer 01169,Healthcare,Australia,Mid-Market
C01170,Customer 01170,Education,United Kingdom,Mid-Market
C01171,Customer 01171,Technology,Germany,Enterprise
C01172,Customer 01172,Education,Germany,Enterprise
C01173,Customer 01173,Professional Services,United Kingdom,Mid-Market
C01174,Customer 01174,Education,Canada,Enterprise
C01175,Customer 01175,Education,Canada,SMB
C01176,Customer 01176,Education,Singapore,Mid-Market
C01177,Customer 01177,Healthcare,United Kingdom,Mid-Market
C01178,Customer 01178,Technology,United States,SMB
C01179,Customer 01179,Education,Australia,SMB
C01180,Customer 01180,Education,Australia,Enterprise
C01181,Customer 01181,Professional Services,Canada,Mid-Market
C01182,Customer 01182,Professional Services,Canada,Enterprise
C01183,Customer 01183,Education,Australia,SMB
C01184,Customer 01184,Technology,United States,SMB
C01185,Customer 01185,Construction,United States,SMB
C01186,Customer 01186,Healthcare,Singapore,SMB
C01187,Customer 01187,Retail,Canada,Enterprise
C01188,Customer 01188,Education,Australia,SMB
C01189,Customer 01189,Retail,Germany,Mid-Market
C01190,Customer 01190,Retail,United States,SMB
C01191,Customer 01191,Education,Germany,SMB
C01192,Customer 01192,Healthcare,United Kingdom,SMB
C01193,Customer 01193,Retail,United States,Mid-Market
C01194,Customer 01194,Technology,Singapore,SMB
C01195,Customer 01195,Technology,Canada,Enterprise
C01196,Customer 01196,Retail,Singapore,Mid-Market
C01197,Customer 01197,Healthcare,Canada,Enterprise
C01198,Customer 01198,Education,Australia,Mid-Market
C01199,Customer 01199,Technology,Australia,Mid-Market
C01200,Customer 01200,Education,Australia,Mid-Market
C01201,Customer 01201,Education,Singapore,Enterprise
C01202,Customer 01202,Manufacturing,Canada,Enterprise
C01203,Customer 01203,Healthcare,Australia,Enterprise
C01204,Customer 01204,Retail,Germany,Enterprise
C01205,Customer 01205,Professional Services,Germany,Enterprise
C01206,Customer 01206,Manufacturing,Australia,SMB
C01207,Customer 01207,Healthcare,Canada,Mid-Market
C01208,Customer 01208,Professional Services,Germany,Mid-Market
C01209,Customer 01209,Technology,Australia,SMB
C01210,Customer 01210,Technology,Australia,Enterprise
C01211,Customer 01211,Healthcare,Australia,SMB
C01212,Customer 01212,Retail,Germany,Mid-Market
C01213,Customer 01213,Technology,United States,Mid-Market
C01214,Customer 01214,Education,United Kingdom,Enterprise
C01215,Customer 01215,Professional Services,Singapore,Mid-Market
C01216,Customer 01216,Retail,United Kingdom,SMB
C01217,Customer 01217,Retail,Germany,SMB
C01218,Customer 01218,Education,Australia,Enterprise
C01219,Customer 01219,Healthcare,Germany,SMB
C01220,Customer 01220,Professional Services,Canada,Enterprise
C01221,Customer 01221,Professional Services,Australia,Enterprise
C01222,Customer 01222,Education,Australia,SMB
C01223,Customer 01223,Construction,Canada,SMB
C01224,Customer 01224,Professional Services,Singapore,SMB
C01225,Customer 01225,Professional Services,United Kingdom,SMB
C01226,Customer 01226,Education,Singapore,Mid-Market
C01227,Customer 01227,Professional Services,Australia,Mid-Market
C01228,Customer 01228,Education,Singapore,Enterprise
C01229,Customer 01229,Healthcare,United States,Mid-Market
C01230,Customer 01230,Healthcare,Singapore,SMB
C01231,Customer 01231,Manufacturing,United States,Mid-Market
C01232,Customer 01232,Healthcare,United States,Mid-Market
C01233,Customer 01233,Construction,Singapore,SMB
C01234,Customer 01234,Professional Services,United Kingdom,Mid-Market
C01235,Customer 01235,Education,Singapore,Mid-Market
C01236,Customer 01236,Professional Services,Singapore,SMB
C01237,Customer 01237,Technology,Germany,SMB
C01238,Customer 01238,Healthcare,United Kingdom,Mid-Market
C01239,Customer 01239,Retail,Singapore,SMB
C01240,Customer 01240,Healthcare,United Kingdom,Mid-Market
C01241,Customer 01241,Technology,Canada,Enterprise
C01242,Customer 01242,Retail,United States,Mid-Market
C01243,Customer 01243,Technology,Singapore,Mid-Market
C01244,Customer 01244,Education,Singapore,Enterprise
C01245,Customer 01245,Manufacturing,Australia,SMB
C01246,Customer 01246,Education,Singapore,Enterprise
C01247,Customer 01247,Construction,Canada,SMB
C01248,Customer 01248,Education,Australia,Enterprise
C01249,Customer 01249,Healthcare,Canada,Enterprise
C01250,Customer 01250,Education,Germany,Enterprise
C01251,Customer 01251,Manufacturing,Singapore,Mid-Market
C01252,Customer 01252,Education,United States,Enterprise
C01253,Customer 01253,Education,United Kingdom,SMB
C01254,Customer 01254,Technology,United States,SMB
C01255,Customer 01255,Construction,Australia,SMB
C01256,Customer 01256,Technology,United States,Enterprise
C01257,Customer 01257,Retail,Canada,SMB
C01258,Customer 01258,Manufacturing,Germany,SMB
C01259,Customer 01259,Manufacturing,Singapore,SMB
C01260,Customer 01260,Retail,United States,Mid-Market
C01261,Customer 01261,Education,United States,Mid-Market
C01262,Customer 01262,Healthcare,United States,SMB
C01263,Customer 01263,Retail,United Kingdom,Mid-Market
C01264,Customer 01264,Education,Australia,SMB
C01265,Customer 01265,Healthcare,Australia,Mid-Market
C01266,Customer 01266,Technology,United Kingdom,SMB
C01267,Customer 01267,Construction,Singapore,Enterprise
C01268,Customer 01268,Technology,Singapore,SMB
C01269,Customer 01269,Construction,Canada,SMB
C01270,Customer 01270,Retail,Australia,Mid-Market
C01271,Customer 01271,Healthcare,United Kingdom,Enterprise
C01272,Customer 01272,Technology,Canada,Mid-Market
C01273,Customer 01273,Retail,Germany,SMB
C01274,Customer 01274,Manufacturing,United States,Mid-Market
C01275,Customer 01275,Education,Singapore,Mid-Market
C01276,Customer 01276,Professional Services,United Kingdom,SMB
C01277,Customer 01277,Construction,Singapore,SMB
C01278,Customer 01278,Healthcare,Singapore,Mid-Market
C01279,Customer 01279,Professional Services,Australia,SMB
C01280,Customer 01280,Education,Germany,SMB
C01281,Customer 01281,Manufacturing,United Kingdom,SMB
C01282,Customer 01282,Professional Services,Canada,Enterprise
C01283,Customer 01283,Construction,Germany,Enterprise
C01284,Customer 01284,Retail,United States,Mid-Market
C01285,Customer 01285,Retail,Canada,Mid-Market
C01286,Customer 01286,Education,Australia,Enterprise
C01287,Customer 01287,Manufacturing,Canada,Mid-Market
C01288,Customer 01288,Manufacturing,Australia,SMB
C01289,Customer 01289,Healthcare,United Kingdom,Mid-Market
C01290,Customer 01290,Healthcare,Singapore,Enterprise
C01291,Customer 01291,Manufacturing,Germany,Mid-Market
C01292,Customer 01292,Manufacturing,United Kingdom,Mid-Market
C01293,Customer 01293,Manufacturing,Singapore,Mid-Market
C01294,Customer 01294,Healthcare,Singapore,Enterprise
C01295,Customer 01295,Manufacturing,Germany,SMB
C01296,Customer 01296,Education,United Kingdom,SMB
C01297,Customer 01297,Construction,United Kingdom,Mid-Market
C01298,Customer 01298,Healthcare,United States,Enterprise
C01299,Customer 01299,Retail,United Kingdom,SMB
C01300,Customer 01300,Retail,Germany,Enterprise
C01301,Customer 01301,Professional Services,Australia,Mid-Market
C01302,Customer 01302,Healthcare,Canada,Enterprise
C01303,Customer 01303,Healthcare,United Kingdom,Mid-Market
C01304,Customer 01304,Construction,Singapore,Mid-Market
C01305,Customer 01305,Manufacturing,Germany,Enterprise
C01306,Customer 01306,Retail,Canada,SMB
C01307,Customer 01307,Manufacturing,Australia,SMB
C01308,Customer 01308,Retail,Singapore,Mid-Market
C01309,Customer 01309,Healthcare,United States,Mid-Market
C01310,Customer 01310,Manufacturing,Singapore,Mid-Market
C01311,Customer 01311,Manufacturing,United Kingdom,SMB
C01312,Customer 01312,Manufacturing,Canada,Mid-Market
C01313,Customer 01313,Healthcare,United States,SMB
C01314,Customer 01314,Education,Singapore,Mid-Market
C01315,Customer 01315,Technology,Singapore,Mid-Market
C01316,Customer 01316,Technology,United Kingdom,Enterprise
C01317,Customer 01317,Retail,Australia,SMB
C01318,Customer 01318,Education,Canada,SMB
C01319,Customer 01319,Professional Services,Australia,Enterprise
C01320,Customer 01320,Healthcare,United States,Enterprise
C01321,Customer 01321,Professional Services,United Kingdom,Enterprise
C01322,Customer 01322,Healthcare,Germany,Mid-Market
C01323,Customer 01323,Education,Australia,Mid-Market
C01324,Customer 01324,Education,United States,Mid-Market
C01325,Customer 01325,Retail,United Kingdom,Mid-Market
C01326,Customer 01326,Professional Services,United Kingdom,SMB
C01327,Customer 01327,Construction,Australia,Mid-Market
C01328,Customer 01328,Retail,Germany,Mid-Market
C01329,Customer 01329,Construction,Australia,SMB
C01330,Customer 01330,Retail,Australia,Mid-Market
C01331,Customer 01331,Professional Services,United Kingdom,Mid-Market
C01332,Customer 01332,Healthcare,United States,SMB
C01333,Customer 01333,Manufacturing,Germany,Enterprise
C01334,Customer 01334,Education,Australia,SMB
C01335,Customer 01335,Healthcare,United Kingdom,SMB
C01336,Customer 01336,Education,United States,SMB
C01337,Customer 01337,Technology,Singapore,Mid-Market
C01338,Customer 01338,Manufacturing,Australia,Enterprise
C01339,Customer 01339,Healthcare,United Kingdom,Mid-Market
C01340,Customer 01340,Professional Services,United Kingdom,Mid-Market
C01341,Customer 01341,Education,Germany,Enterprise
C01342,Customer 01342,Retail,Canada,Enterprise
C01343,Customer 01343,Healthcare,Australia,Enterprise
C01344,Customer 01344,Retail,United Kingdom,SMB
C01345,Customer 01345,Healthcare,Singapore,Mid-Market
C01346,Customer 01346,Professional Services,United Kingdom,SMB
C01347,Customer 01347,Healthcare,Singapore,SMB
C01348,Customer 01348,Construction,Canada,Enterprise
C01349,Customer 01349,Retail,United Kingdom,Enterprise
C01350,Customer 01350,Technology,Canada,Mid-Market
C01351,Customer 01351,Healthcare,United Kingdom,Mid-Market
C01352,Customer 01352,Construction,Singapore,SMB
C01353,Customer 01353,Construction,Australia,SMB
C01354,Customer 01354,Construction,United States,Enterprise
C01355,Customer 01355,Education,Australia,Enterprise
C01356,Customer 01356,Education,Canada,Mid-Market
C01357,Customer 01357,Healthcare,United States,Enterprise
C01358,Customer 01358,Professional Services,United Kingdom,Mid-Market
C01359,Customer 01359,Professional Services,Germany,Enterprise
C01360,Customer 01360,Technology,United Kingdom,Mid-Market
C01361,Customer 01361,Professional Services,United States,SMB
C01362,Customer 01362,Professional Services,United Kingdom,Mid-Market
C01363,Customer 01363,Healthcare,Singapore,Mid-Market
C01364,Customer 01364,Manufacturing,Germany,Enterprise
C01365,Customer 01365,Construction,United States,SMB
C01366,Customer 01366,Education,United Kingdom,Enterprise
C01367,Customer 01367,Manufacturing,Australia,Enterprise
C01368,Customer 01368,Education,United Kingdom,SMB
C01369,Customer 01369,Technology,Canada,Mid-Market
C01370,Customer 01370,Professional Services,United States,Mid-Market
C01371,Customer 01371,Retail,Canada,SMB
C01372,Customer 01372,Manufacturing,Germany,SMB
C01373,Customer 01373,Education,United States,SMB
C01374,Customer 01374,Education,Germany,Enterprise
C01375,Customer 01375,Education,Singapore,Mid-Market
C01376,Customer 01376,Education,United States,Enterprise
C01377,Customer 01377,Technology,United States,Mid-Market
C01378,Customer 01378,Construction,Germany,Enterprise
C01379,Customer 01379,Education,Canada,SMB
C01380,Customer 01380,Construction,Germany,SMB
C01381,Customer 01381,Education,Australia,SMB
C01382,Customer 01382,Manufacturing,Singapore,Enterprise
C01383,Customer 01383,Construction,Singapore,SMB
C01384,Customer 01384,Healthcare,Singapore,Mid-Market
C01385,Customer 01385,Technology,United States,SMB
C01386,Customer 01386,Technology,Canada,SMB
C01387,Customer 01387,Manufacturing,Australia,SMB
C01388,Customer 01388,Retail,United Kingdom,Enterprise
C01389,Customer 01389,Retail,United States,Enterprise
C01390,Customer 01390,Education,United Kingdom,SMB
C01391,Customer 01391,Education,Canada,SMB
C01392,Customer 01392,Manufacturing,United States,SMB
C01393,Customer 01393,Construction,Singapore,Enterprise
C01394,Customer 01394,Construction,Germany,Mid-Market
C01395,Customer 01395,Retail,Canada,Enterprise
C01396,Customer 01396,Retail,United Kingdom,SMB
C01397,Customer 01397,Manufacturing,United Kingdom,Mid-Market
C01398,Customer 01398,Education,Singapore,Mid-Market
C01399,Customer 01399,Construction,United Kingdom,Enterprise
C01400,Customer 01400,Retail,Germany,Enterprise
C01401,Customer 01401,Professional Services,Germany,Mid-Market
C01402,Customer 01402,Technology,Singapore,SMB
C01403,Customer 01403,Professional Services,United Kingdom,Mid-Market
C01404,Customer 01404,Technology,Singapore,SMB
C01405,Customer 01405,Construction,Singapore,SMB
C01406,Customer 01406,Manufacturing,United States,Mid-Market
C01407,Customer 01407,Construction,Canada,Mid-Market
C01408,Customer 01408,Healthcare,Canada,SMB
C01409,Customer 01409,Construction,Australia,Enterprise
C01410,Customer 01410,Education,Canada,Enterprise
C01411,Customer 01411,Education,Canada,SMB
C01412,Customer 01412,Education,Germany,Mid-Market
C01413,Customer 01413,Education,Germany,Enterprise
C01414,Customer 01414,Manufacturing,Singapore,Enterprise
C01415,Customer 01415,Healthcare,Australia,SMB
C01416,Customer 01416,Healthcare,Australia,SMB
C01417,Customer 01417,Professional Services,United States,Enterprise
C01418,Customer 01418,Construction,United States,Enterprise
C01419,Customer 01419,Technology,Australia,SMB
C01420,Customer 01420,Technology,Singapore,Enterprise
C01421,Customer 01421,Professional Services,Germany,Mid-Market
C01422,Customer 01422,Education,Singapore,Enterprise
C01423,Customer 01423,Retail,United States,SMB
C01424,Customer 01424,Construction,United Kingdom,Enterprise
C01425,Customer 01425,Technology,Singapore,Mid-Market
C01426,Customer 01426,Professional Services,Canada,SMB
C01427,Customer 01427,Healthcare,Canada,Enterprise
C01428,Customer 01428,Manufacturing,Australia,Enterprise
C01429,Customer 01429,Technology,Germany,SMB
C01430,Customer 01430,Healthcare,Germany,Mid-Market
C01431,Customer 01431,Technology,Singapore,Mid-Market
C01432,Customer 01432,Manufacturing,Germany,Mid-Market
C01433,Customer 01433,Manufacturing,United States,Enterprise
C01434,Customer 01434,Retail,United Kingdom,Enterprise
C01435,Customer 01435,Professional Services,Canada,SMB
C01436,Customer 01436,Healthcare,United States,Enterprise
C01437,Customer 01437,Manufacturing,Singapore,Enterprise
C01438,Customer 01438,Technology,Singapore,Mid-Market
C01439,Customer 01439,Education,United Kingdom,SMB
C01440,Customer 01440,Construction,Germany,SMB
C01441,Customer 01441,Professional Services,United States,Mid-Market
C01442,Customer 01442,Healthcare,Australia,Enterprise
C01443,Customer 01443,Healthcare,United States,Enterprise
C01444,Customer 01444,Retail,Canada,Mid-Market
C01445,Customer 01445,Construction,Australia,Mid-Market
C01446,Customer 01446,Healthcare,United States,Mid-Market
C01447,Customer 01447,Manufacturing,United States,Mid-Market
C01448,Customer 01448,Healthcare,United States,Mid-Market
C01449,Customer 01449,Retail,United Kingdom,Enterprise
C01450,Customer 01450,Manufacturing,United Kingdom,SMB
C01451,Customer 01451,Manufacturing,Singapore,Mid-Market
C01452,Customer 01452,Manufacturing,United States,Enterprise
C01453,Customer 01453,Education,Germany,Enterprise
C01454,Customer 01454,Healthcare,Australia,Enterprise
C01455,Customer 01455,Education,Germany,Mid-Market
C01456,Customer 01456,Manufacturing,Canada,Mid-Market
C01457,Customer 01457,Education,Australia,Mid-Market
C01458,Customer 01458,Manufacturing,Germany,SMB
C01459,Customer 01459,Construction,Australia,Enterprise
C01460,Customer 01460,Education,Singapore,Enterprise
C01461,Customer 01461,Professional Services,United Kingdom,SMB
C01462,Customer 01462,Manufacturing,United Kingdom,Mid-Market
C01463,Customer 01463,Technology,Australia,SMB
C01464,Customer 01464,Retail,United Kingdom,Enterprise
C01465,Customer 01465,Retail,United Kingdom,Mid-Market
C01466,Customer 01466,Healthcare,Singapore,SMB
C01467,Customer 01467,Technology,Canada,Enterprise
C01468,Customer 01468,Manufacturing,Canada,Enterprise
C01469,Customer 01469,Technology,Australia,Enterprise
C01470,Customer 01470,Technology,Germany,SMB
C01471,Customer 01471,Technology,Australia,SMB
C01472,Customer 01472,Construction,Australia,Enterprise
C01473,Customer 01473,Healthcare,Singapore,Enterprise
C01474,Customer 01474,Retail,Singapore,Mid-Market
C01475,Customer 01475,Professional Services,Singapore,Mid-Market
C01476,Customer 01476,Healthcare,Singapore,Mid-Market
C01477,Customer 01477,Healthcare,Canada,SMB
C01478,Customer 01478,Education,Germany,Mid-Market
C01479,Customer 01479,Education,United Kingdom,Enterprise
C01480,Customer 01480,Education,Canada,SMB
C01481,Customer 01481,Professional Services,Singapore,SMB
C01482,Customer 01482,Manufacturing,Australia,SMB
C01483,Customer 01483,Professional Services,Australia,Mid-Market
C01484,Customer 01484,Education,Canada,SMB
C01485,Customer 01485,Retail,United Kingdom,Enterprise
C01486,Customer 01486,Professional Services,Singapore,Enterprise
C01487,Customer 01487,Retail,Germany,Mid-Market
C01488,Customer 01488,Construction,United Kingdom,Enterprise
C01489,Customer 01489,Manufacturing,Singapore,SMB
C01490,Customer 01490,Manufacturing,Germany,SMB
C01491,Customer 01491,Healthcare,Canada,SMB
C01492,Customer 01492,Retail,Australia,Mid-Market
C01493,Customer 01493,Manufacturing,Germany,Mid-Market
C01494,Customer 01494,Professional Services,Canada,SMB
C01495,Customer 01495,Technology,United States,Enterprise
C01496,Customer 01496,Construction,United Kingdom,SMB
C01497,Customer 01497,Professional Services,Singapore,SMB
C01498,Customer 01498,Education,United Kingdom,Mid-Market
C01499,Customer 01499,Technology,Singapore,SMB
C01500,Customer 01500,Education,United States,Enterprise
