Date,Currency,AUDPerUnit
2024-04-29,CAD,1.1127
2024-04-30,AUD,1.0035
2024-04-30,USD,1.5146
2024-04-30,GBP,1.9419
2024-04-30,EUR,1.6899
2024-04-30,SGD,1.1518
2024-04-30,CAD,1.1071
2024-05-01,AUD,1.0004
2024-05-01,USD,1.5572
2024-05-01,GBP,1.9526
2024-05-01,EUR,1.6247
2024-05-01,SGD,1.1302
2024-05-01,CAD,1.1
2024-05-02,AUD,0.9914
2024-05-02,USD,1.5184
2024-05-02,GBP,1.8831
2024-05-02,EUR,1.7012
2024-05-02,SGD,1.1349
2024-05-02,CAD,1.1148
2024-05-03,AUD,1.0147
2024-05-03,USD,1.4851
2024-05-03,GBP,1.9482
2024-05-03,EUR,1.6036
2024-05-03,SGD,1.1662
2024-05-03,CAD,1.0803
2024-05-04,AUD,0.9735
2024-05-04,USD,1.5428
2024-05-04,GBP,1.9107
2024-05-04,EUR,1.6223
2024-05-04,SGD,1.1456
2024-05-04,CAD,1.1067
2024-05-05,AUD,1.0065
2024-05-05,USD,1.5075
2024-05-05,GBP,1.929
2024-05-05,EUR,1.6281
2024-05-05,SGD,1.1355
2024-05-05,CAD,1.1172
2024-05-06,AUD,1.0072
2024-05-06,USD,1.5389
2024-05-06,GBP,1.907
2024-05-06,EUR,1.6899
2024-05-06,SGD,1.1454
2024-05-06,CAD,1.1205
2024-05-07,AUD,1.0173
2024-05-07,USD,1.4901
2024-05-07,GBP,1.9886
2024-05-07,EUR,1.6739
2024-05-07,SGD,1.1419
2024-05-07,CAD,1.0968
2024-05-08,AUD,0.9962
2024-05-08,USD,1.5196
2024-05-08,GBP,1.9515
2024-05-08,EUR,1.63
2024-05-08,SGD,1.1207
2024-05-08,CAD,1.0955
2024-05-09,AUD,0.9697
2024-05-09,USD,1.5598
2024-05-09,GBP,1.8972
2024-05-09,EUR,1.6684
2024-05-09,SGD,1.1682
2024-05-09,CAD,1.087
2024-05-10,AUD,0.9921
2024-05-10,USD,1.5176
2024-05-10,GBP,1.9062
2024-05-10,EUR,1.6924
2024-05-10,SGD,1.13
2024-05-10,CAD,1.0843
2024-05-11,AUD,1.0171
2024-05-11,USD,1.511
2024-05-11,GBP,1.9219
2024-05-11,EUR,1.6789
2024-05-11,SGD,1.1451
2024-05-11,CAD,1.11
2024-05-12,AUD,0.9938
2024-05-12,USD,1.4941
2024-05-12,GBP,1.9312
2024-05-12,EUR,1.6871
2024-05-12,SGD,1.1559
2024-05-12,CAD,1.1097
2024-05-13,AUD,0.9727
2024-05-13,USD,1.5189
2024-05-13,GBP,1.9118
2024-05-13,EUR,1.6351
2024-05-13,SGD,1.0903
2024-05-13,CAD,1.0945
2024-05-14,AUD,0.985
2024-05-14,USD,1.5563
2024-05-14,GBP,1.8864
2024-05-14,EUR,1.6448
2024-05-14,SGD,1.1282
2024-05-14,CAD,1.1143
2024-05-15,AUD,0.9808
2024-05-15,USD,1.5063
2024-05-15,GBP,1.9564
2024-05-15,EUR,1.632
2024-05-15,SGD,1.1125
2024-05-15,CAD,1.0906
2024-05-16,AUD,1.0016
2024-05-16,USD,1.5006
2024-05-16,GBP,1.8866
2024-05-16,EUR,1.6513
2024-05-16,SGD,1.1706
2024-05-16,CAD,1.0965
2024-05-17,AUD,1.0217
2024-05-17,USD,1.5342
2024-05-17,GBP,1.898
2024-05-17,EUR,1.6668
2024-05-17,SGD,1.1565
2024-05-17,CAD,1.1163
2024-05-18,AUD,0.9969
2024-05-18,USD,1.5273
2024-05-18,GBP,1.9099
2024-05-18,EUR,1.6502
2024-05-18,SGD,1.1269
2024-05-18,CAD,1.0778
2024-05-19,AUD,1.0126
2024-05-19,USD,1.503
2024-05-19,GBP,1.8803
2024-05-19,EUR,1.6481
2024-05-19,SGD,1.1838
2024-05-19,CAD,1.0948
2024-05-20,AUD,1.0012
2024-05-20,USD,1.5086
2024-05-20,GBP,1.9055
2024-05-20,EUR,1.6487
2024-05-20,SGD,1.1702
2024-05-20,CAD,1.0891
2024-05-21,AUD,0.9768
2024-05-21,USD,1.4755
2024-05-21,GBP,1.9981
2024-05-21,EUR,1.6735
2024-05-21,SGD,1.1305
2024-05-21,CAD,1.107
2024-05-22,AUD,0.9916
2024-05-22,USD,1.5287
2024-05-22,GBP,1.9081
2024-05-22,EUR,1.6695
2024-05-22,SGD,1.1735
2024-05-22,CAD,1.0969
2024-05-23,AUD,1.0166
2024-05-23,USD,1.4972
2024-05-23,GBP,1.9141
2024-05-23,EUR,1.6206
2024-05-23,SGD,1.1694
2024-05-23,CAD,1.0809
2024-05-24,AUD,1.0116
2024-05-24,USD,1.4988
2024-05-24,GBP,1.8857
2024-05-24,EUR,1.6509
2024-05-24,SGD,1.1144
2024-05-24,CAD,1.078
2024-05-25,AUD,1.0191
2024-05-25,USD,1.4977
2024-05-25,GBP,1.9021
2024-05-25,EUR,1.6266
2024-05-25,SGD,1.1457
2024-05-25,CAD,1.1153
2024-05-26,AUD,0.9909
2024-05-26,USD,1.5168
2024-05-26,GBP,1.9352
2024-05-26,EUR,1.6722
2024-05-26,SGD,1.1386
2024-05-26,CAD,1.0767
2024-05-27,AUD,0.9851
2024-05-27,USD,1.5279
2024-05-27,GBP,1.9644
2024-05-27,EUR,1.6409
2024-05-27,SGD,1.1599
2024-05-27,CAD,1.1079
2024-05-28,AUD,1.0431
2024-05-28,USD,1.5212
2024-05-28,GBP,1.9352
2024-05-28,EUR,1.6286
2024-05-28,SGD,1.1462
2024-05-28,CAD,1.1041
2024-05-29,AUD,1.0034
2024-05-29,USD,1.4926
2024-05-29,GBP,1.9015
2024-05-29,EUR,1.676
2024-05-29,SGD,1.1253
2024-05-29,CAD,1.0858
2024-05-30,AUD,0.9761
2024-05-30,USD,1.5051
2024-05-30,GBP,1.8855
2024-05-30,EUR,1.6989
2024-05-30,SGD,1.1646
2024-05-30,CAD,1.0907
2024-05-31,AUD,1.0032
2024-05-31,USD,1.5087
2024-05-31,GBP,1.93
2024-05-31,EUR,1.6296
2024-05-31,SGD,1.1487
2024-05-31,CAD,1.1358
2024-06-01,AUD,0.9749
2024-06-01,USD,1.4951
2024-06-01,GBP,1.9247
2024-06-01,EUR,1.6688
2024-06-01,SGD,1.1128
2024-06-01,CAD,1.0917
2024-06-02,AUD,0.99
2024-06-02,USD,1.4801
2024-06-02,GBP,1.8533
2024-06-02,EUR,1.6443
2024-06-02,SGD,1.134
2024-06-02,CAD,1.0751
2024-06-03,AUD,1.0007
2024-06-03,USD,1.5333
2024-06-03,GBP,1.8852
2024-06-03,EUR,1.609
2024-06-03,SGD,1.1142
2024-06-03,CAD,1.0769
2024-06-04,AUD,0.9848
2024-06-04,USD,1.5517
2024-06-04,GBP,1.8895
2024-06-04,EUR,1.6199
2024-06-04,SGD,1.1636
2024-06-04,CAD,1.0833
2024-06-05,AUD,1.0092
2024-06-05,USD,1.5141
2024-06-05,GBP,1.8703
2024-06-05,EUR,1.5948
2024-06-05,SGD,1.1518
2024-06-05,CAD,1.1082
2024-06-06,AUD,0.9967
2024-06-06,USD,1.4824
2024-06-06,GBP,1.9214
2024-06-06,EUR,1.6272
2024-06-06,SGD,1.1342
2024-06-06,CAD,1.0955
2024-06-07,AUD,0.9793
2024-06-07,USD,1.5159
2024-06-07,GBP,1.975
2024-06-07,EUR,1.6552
2024-06-07,SGD,1.1156
2024-06-07,CAD,1.1045
2024-06-08,AUD,1.0183
2024-06-08,USD,1.5257
2024-06-08,GBP,1.9059
2024-06-08,EUR,1.6812
2024-06-08,SGD,1.1764
2024-06-08,CAD,1.0632
2024-06-09,AUD,1.0181
2024-06-09,USD,1.5385
2024-06-09,GBP,1.953
2024-06-09,EUR,1.6468
2024-06-09,SGD,1.1514
2024-06-09,CAD,1.0893
2024-06-10,AUD,1.0089
2024-06-10,USD,1.4948
2024-06-10,GBP,1.9514
2024-06-10,EUR,1.6639
2024-06-10,SGD,1.1311
2024-06-10,CAD,1.1074
2024-06-11,AUD,1.0052
2024-06-11,USD,1.499
2024-06-11,GBP,1.8955
2024-06-11,EUR,1.6737
2024-06-11,SGD,1.141
2024-06-11,CAD,1.0796
2024-06-12,AUD,0.9972
2024-06-12,USD,1.4936
2024-06-12,GBP,1.94
2024-06-12,EUR,1.6526
2024-06-12,SGD,1.1787
2024-06-12,CAD,1.081
2024-06-13,AUD,0.9941
2024-06-13,USD,1.5326
2024-06-13,GBP,1.8944
2024-06-13,EUR,1.6549
2024-06-13,SGD,1.1462
2024-06-13,CAD,1.1002
2024-06-14,AUD,0.9884
2024-06-14,USD,1.5478
2024-06-14,GBP,1.9318
2024-06-14,EUR,1.6694
2024-06-14,SGD,1.1497
2024-06-14,CAD,1.1441
2024-06-15,AUD,0.9877
2024-06-15,USD,1.544
2024-06-15,GBP,1.9307
2024-06-15,EUR,1.6467
2024-06-15,SGD,1.1509
2024-06-15,CAD,1.086
2024-06-16,AUD,1.0077
2024-06-16,USD,1.512
2024-06-16,GBP,1.921
2024-06-16,EUR,1.6682
2024-06-16,SGD,1.1752
2024-06-16,CAD,1.0951
2024-06-17,AUD,1.0062
2024-06-17,USD,1.5141
2024-06-17,GBP,1.8975
2024-06-17,EUR,1.6342
2024-06-17,SGD,1.1557
2024-06-17,CAD,1.0944
2024-06-18,AUD,0.991
2024-06-18,USD,1.5059
2024-06-18,GBP,1.9235
2024-06-18,EUR,1.665
2024-06-18,SGD,1.1135
2024-06-18,CAD,1.1024
2024-06-19,AUD,1.0039
2024-06-19,USD,1.5551
2024-06-19,GBP,1.9341
2024-06-19,EUR,1.6597
2024-06-19,SGD,1.1129
2024-06-19,CAD,1.1338
2024-06-20,AUD,0.9877
2024-06-20,USD,1.5269
2024-06-20,GBP,1.9577
2024-06-20,EUR,1.6532
2024-06-20,SGD,1.1622
2024-06-20,CAD,1.1077
2024-06-21,AUD,1.0146
2024-06-21,USD,1.4916
2024-06-21,GBP,1.895
2024-06-21,EUR,1.6532
2024-06-21,SGD,1.1593
2024-06-21,CAD,1.0915
2024-06-22,AUD,1.0078
2024-06-22,USD,1.5148
2024-06-22,GBP,1.9136
2024-06-22,EUR,1.6675
2024-06-22,SGD,1.1482
2024-06-22,CAD,1.087
2024-06-23,AUD,0.9966
2024-06-23,USD,1.5006
2024-06-23,GBP,1.9176
2024-06-23,EUR,1.6357
2024-06-23,SGD,1.1473
2024-06-23,CAD,1.1001
2024-06-24,AUD,0.9916
2024-06-24,USD,1.5063
2024-06-24,GBP,1.898
2024-06-24,EUR,1.6471
2024-06-24,SGD,1.1398
2024-06-24,CAD,1.0907
2024-06-25,AUD,0.969
2024-06-25,USD,1.4645
2024-06-25,GBP,1.948
2024-06-25,EUR,1.6452
2024-06-25,SGD,1.1319
2024-06-25,CAD,1.1036
2024-06-26,AUD,1.0007
2024-06-26,USD,1.5187
2024-06-26,GBP,1.9258
2024-06-26,EUR,1.6836
2024-06-26,SGD,1.1406
2024-06-26,CAD,1.1381
2024-06-27,AUD,0.9828
2024-06-27,USD,1.4966
2024-06-27,GBP,1.9726
2024-06-27,EUR,1.6689
2024-06-27,SGD,1.1345
2024-06-27,CAD,1.0941
2024-06-28,AUD,1.0147
2024-06-28,USD,1.5343
2024-06-28,GBP,1.8689
2024-06-28,EUR,1.6629
2024-06-28,SGD,1.1303
2024-06-28,CAD,1.1337
2024-06-29,AUD,1.0128
2024-06-29,USD,1.51
2024-06-29,GBP,1.9484
2024-06-29,EUR,1.6656
2024-06-29,SGD,1.1623
2024-06-29,CAD,1.0829
2024-06-30,AUD,0.9886
2024-06-30,USD,1.5301
2024-06-30,GBP,1.9161
2024-06-30,EUR,1.6412
2024-06-30,SGD,1.1401
2024-06-30,CAD,1.0972
2024-07-01,AUD,1.0116
2024-07-01,USD,1.4755
2024-07-01,GBP,1.8865
2024-07-01,EUR,1.6508
2024-07-01,SGD,1.1447
2024-07-01,CAD,1.0919
2024-07-02,AUD,0.9897
2024-07-02,USD,1.4789
2024-07-02,GBP,1.9474
2024-07-02,EUR,1.6253
2024-07-02,SGD,1.1535
2024-07-02,CAD,1.0973
2024-07-03,AUD,1.0098
2024-07-03,USD,1.4774
2024-07-03,GBP,1.9335
2024-07-03,EUR,1.6604
2024-07-03,SGD,1.1393
2024-07-03,CAD,1.1459
2024-07-04,AUD,0.9877
2024-07-04,USD,1.55
2024-07-04,GBP,1.9135
2024-07-04,EUR,1.7458
2024-07-04,SGD,1.1713
2024-07-04,CAD,1.144
2024-07-05,AUD,1.0217
2024-07-05,USD,1.5508
2024-07-05,GBP,1.932
2024-07-05,EUR,1.6561
2024-07-05,SGD,1.1345
2024-07-05,CAD,1.0931
2024-07-06,AUD,0.9974
2024-07-06,USD,1.5204
2024-07-06,GBP,1.9227
2024-07-06,EUR,1.7088
2024-07-06,SGD,1.1547
2024-07-06,CAD,1.1276
2024-07-07,AUD,0.9974
2024-07-07,USD,1.5063
2024-07-07,GBP,1.9409
2024-07-07,EUR,1.6804
2024-07-07,SGD,1.1466
2024-07-07,CAD,1.0898
2024-07-08,AUD,1.0087
2024-07-08,USD,1.4783
2024-07-08,GBP,1.9065
2024-07-08,EUR,1.6881
2024-07-08,SGD,1.1527
2024-07-08,CAD,1.0911
2024-07-09,AUD,1.0193
2024-07-09,USD,1.5069
2024-07-09,GBP,1.9305
2024-07-09,EUR,1.6294
2024-07-09,SGD,1.1366
2024-07-09,CAD,1.1153
2024-07-10,AUD,0.9734
2024-07-10,USD,1.5657
2024-07-10,GBP,1.9264
2024-07-10,EUR,1.6838
2024-07-10,SGD,1.1263
2024-07-10,CAD,1.0928
2024-07-11,AUD,1.0071
2024-07-11,USD,1.5039
2024-07-11,GBP,1.9496
2024-07-11,EUR,1.6618
2024-07-11,SGD,1.1446
2024-07-11,CAD,1.1184
2024-07-12,AUD,1.0046
2024-07-12,USD,1.5168
2024-07-12,GBP,1.9704
2024-07-12,EUR,1.6174
2024-07-12,SGD,1.1677
2024-07-12,CAD,1.0943
2024-07-13,AUD,1.0005
2024-07-13,USD,1.5145
2024-07-13,GBP,1.9182
2024-07-13,EUR,1.6303
2024-07-13,SGD,1.1375
2024-07-13,CAD,1.0989
2024-07-14,AUD,0.9899
2024-07-14,USD,1.5254
2024-07-14,GBP,1.9443
2024-07-14,EUR,1.6304
2024-07-14,SGD,1.1549
2024-07-14,CAD,1.0901
2024-07-15,AUD,1.0039
2024-07-15,USD,1.5263
2024-07-15,GBP,1.8935
2024-07-15,EUR,1.6669
2024-07-15,SGD,1.1502
2024-07-15,CAD,1.0954
2024-07-16,AUD,0.9846
2024-07-16,USD,1.5254
2024-07-16,GBP,1.912
2024-07-16,EUR,1.6229
2024-07-16,SGD,1.1742
2024-07-16,CAD,1.1227
2024-07-17,AUD,1.0013
2024-07-17,USD,1.5183
2024-07-17,GBP,1.9137
2024-07-17,EUR,1.6699
2024-07-17,SGD,1.1387
2024-07-17,CAD,1.104
2024-07-18,AUD,1.0169
2024-07-18,USD,1.4874
2024-07-18,GBP,1.9126
2024-07-18,EUR,1.6452
2024-07-18,SGD,1.1624
2024-07-18,CAD,1.0835
2024-07-19,AUD,0.9862
2024-07-19,USD,1.5156
2024-07-19,GBP,1.9035
2024-07-19,EUR,1.6429
2024-07-19,SGD,1.1378
2024-07-19,CAD,1.1128
2024-07-20,AUD,0.9866
2024-07-20,USD,1.5182
2024-07-20,GBP,2.0152
2024-07-20,EUR,1.6719
2024-07-20,SGD,1.1386
2024-07-20,CAD,1.1279
2024-07-21,AUD,1.0025
2024-07-21,USD,1.4979
2024-07-21,GBP,1.9155
2024-07-21,EUR,1.6453
2024-07-21,SGD,1.1301
2024-07-21,CAD,1.1138
2024-07-22,AUD,0.9984
2024-07-22,USD,1.4981
2024-07-22,GBP,1.94
2024-07-22,EUR,1.6647
2024-07-22,SGD,1.1286
2024-07-22,CAD,1.1214
2024-07-23,AUD,0.9972
2024-07-23,USD,1.516
2024-07-23,GBP,1.8743
2024-07-23,EUR,1.6202
2024-07-23,SGD,1.142
2024-07-23,CAD,1.0961
2024-07-24,AUD,1.0161
2024-07-24,USD,1.4633
2024-07-24,GBP,1.9355
2024-07-24,EUR,1.6556
2024-07-24,SGD,1.1404
2024-07-24,CAD,1.099
2024-07-25,AUD,1.0035
2024-07-25,USD,1.5042
2024-07-25,GBP,1.9106
2024-07-25,EUR,1.6307
2024-07-25,SGD,1.1368
2024-07-25,CAD,1.0765
2024-07-26,AUD,0.9864
2024-07-26,USD,1.5431
2024-07-26,GBP,1.9272
2024-07-26,EUR,1.6538
2024-07-26,SGD,1.0865
2024-07-26,CAD,1.103
2024-07-27,AUD,1.0024
2024-07-27,USD,1.4869
2024-07-27,GBP,1.8747
2024-07-27,EUR,1.6353
2024-07-27,SGD,1.1441
2024-07-27,CAD,1.0769
2024-07-28,AUD,1.0076
2024-07-28,USD,1.5022
2024-07-28,GBP,1.9072
2024-07-28,EUR,1.631
2024-07-28,SGD,1.1086
2024-07-28,CAD,1.1004
2024-07-29,AUD,0.9684
2024-07-29,USD,1.5186
2024-07-29,GBP,1.8419
2024-07-29,EUR,1.6281
2024-07-29,SGD,1.1381
2024-07-29,CAD,1.1059
2024-07-30,AUD,1.0052
2024-07-30,USD,1.506
2024-07-30,GBP,1.927
2024-07-30,EUR,1.6612
2024-07-30,SGD,1.1606
2024-07-30,CAD,1.083
2024-07-31,AUD,1.0157
2024-07-31,USD,1.5026
2024-07-31,GBP,1.8853
2024-07-31,EUR,1.6955
2024-07-31,SGD,1.1248
2024-07-31,CAD,1.0794
2024-08-01,AUD,1.0068
2024-08-01,USD,1.503
2024-08-01,GBP,1.9744
2024-08-01,EUR,1.6347
2024-08-01,SGD,1.1247
2024-08-01,CAD,1.1089
2024-08-02,AUD,1.0106
2024-08-02,USD,1.4938
2024-08-02,GBP,1.9463
2024-08-02,EUR,1.6821
2024-08-02,SGD,1.1314
2024-08-02,CAD,1.1201
2024-08-03,AUD,1.0023
2024-08-03,USD,1.5105
2024-08-03,GBP,1.8634
2024-08-03,EUR,1.6781
2024-08-03,SGD,1.164
2024-08-03,CAD,1.0783
2024-08-04,AUD,0.9884
2024-08-04,USD,1.5029
2024-08-04,GBP,1.9126
2024-08-04,EUR,1.6135
2024-08-04,SGD,1.1595
2024-08-04,CAD,1.0953
2024-08-05,AUD,0.9969
2024-08-05,USD,1.5147
2024-08-05,GBP,1.9042
2024-08-05,EUR,1.6272
2024-08-05,SGD,1.1345
2024-08-05,CAD,1.1111
2024-08-06,AUD,1.006
2024-08-06,USD,1.4789
2024-08-06,GBP,1.9207
2024-08-06,EUR,1.6143
2024-08-06,SGD,1.1281
2024-08-06,CAD,1.1182
2024-08-07,AUD,0.9832
2024-08-07,USD,1.5187
2024-08-07,GBP,1.9413
2024-08-07,EUR,1.6652
2024-08-07,SGD,1.1412
2024-08-07,CAD,1.1017
2024-08-08,AUD,1.0241
2024-08-08,USD,1.5497
2024-08-08,GBP,1.8854
2024-08-08,EUR,1.6475
2024-08-08,SGD,1.1155
2024-08-08,CAD,1.0892
2024-08-09,AUD,0.9724
2024-08-09,USD,1.5688
2024-08-09,GBP,1.945
2024-08-09,EUR,1.6201
2024-08-09,SGD,1.1548
2024-08-09,CAD,1.0793
2024-08-10,AUD,1.0019
2024-08-10,USD,1.5236
2024-08-10,GBP,1.928
2024-08-10,EUR,1.6954
2024-08-10,SGD,1.1397
2024-08-10,CAD,1.0832
2024-08-11,AUD,0.9983
2024-08-11,USD,1.5291
2024-08-11,GBP,1.9168
2024-08-11,EUR,1.6706
2024-08-11,SGD,1.1594
2024-08-11,CAD,1.1092
2024-08-12,AUD,1.0072
2024-08-12,USD,1.5566
2024-08-12,GBP,1.9235
2024-08-12,EUR,1.7008
2024-08-12,SGD,1.1141
2024-08-12,CAD,1.1034
2024-08-13,AUD,1.0183
2024-08-13,USD,1.5242
2024-08-13,GBP,1.9177
2024-08-13,EUR,1.6382
2024-08-13,SGD,1.126
2024-08-13,CAD,1.0972
2024-08-14,AUD,1.0005
2024-08-14,USD,1.5047
2024-08-14,GBP,1.9226
2024-08-14,EUR,1.6919
2024-08-14,SGD,1.1377
2024-08-14,CAD,1.1315
2024-08-15,AUD,1.0046
2024-08-15,USD,1.4974
2024-08-15,GBP,1.9402
2024-08-15,EUR,1.6672
2024-08-15,SGD,1.1405
2024-08-15,CAD,1.096
2024-08-16,AUD,0.9931
2024-08-16,USD,1.4793
2024-08-16,GBP,1.8761
2024-08-16,EUR,1.6848
2024-08-16,SGD,1.1437
2024-08-16,CAD,1.0989
2024-08-17,AUD,1.0286
2024-08-17,USD,1.4825
2024-08-17,GBP,1.9341
2024-08-17,EUR,1.638
2024-08-17,SGD,1.1429
2024-08-17,CAD,1.0933
2024-08-18,AUD,0.9825
2024-08-18,USD,1.5119
2024-08-18,GBP,1.9308
2024-08-18,EUR,1.6602
2024-08-18,SGD,1.1178
2024-08-18,CAD,1.1125
2024-08-19,AUD,1.0204
2024-08-19,USD,1.5031
2024-08-19,GBP,1.9055
2024-08-19,EUR,1.6152
2024-08-19,SGD,1.1549
2024-08-19,CAD,1.1222
2024-08-20,AUD,1.0032
2024-08-20,USD,1.4763
2024-08-20,GBP,1.972
2024-08-20,EUR,1.6596
2024-08-20,SGD,1.1323
2024-08-20,CAD,1.097
2024-08-21,AUD,0.9951
2024-08-21,USD,1.5216
2024-08-21,GBP,1.9499
2024-08-21,EUR,1.642
2024-08-21,SGD,1.1362
2024-08-21,CAD,1.1002
2024-08-22,AUD,0.9949
2024-08-22,USD,1.4692
2024-08-22,GBP,1.9442
2024-08-22,EUR,1.6506
2024-08-22,SGD,1.1242
2024-08-22,CAD,1.1131
2024-08-23,AUD,0.9875
2024-08-23,USD,1.4978
2024-08-23,GBP,1.9253
2024-08-23,EUR,1.6513
2024-08-23,SGD,1.1561
2024-08-23,CAD,1.1366
2024-08-24,AUD,0.9925
2024-08-24,USD,1.4735
2024-08-24,GBP,1.9552
2024-08-24,EUR,1.6494
2024-08-24,SGD,1.1296
2024-08-24,CAD,1.1088
2024-08-25,AUD,1.0031
2024-08-25,USD,1.509
2024-08-25,GBP,1.8699
2024-08-25,EUR,1.657
2024-08-25,SGD,1.132
2024-08-25,CAD,1.0921
2024-08-26,AUD,1.0169
2024-08-26,USD,1.4539
2024-08-26,GBP,1.9457
2024-08-26,EUR,1.6654
2024-08-26,SGD,1.15
2024-08-26,CAD,1.0615
2024-08-27,AUD,0.9988
2024-08-27,USD,1.5046
2024-08-27,GBP,1.8782
2024-08-27,EUR,1.6175
2024-08-27,SGD,1.1065
2024-08-27,CAD,1.1049
2024-08-28,AUD,1.0009
2024-08-28,USD,1.5369
2024-08-28,GBP,1.9347
2024-08-28,EUR,1.644
2024-08-28,SGD,1.1399
2024-08-28,CAD,1.1185
2024-08-29,AUD,0.9859
2024-08-29,USD,1.4994
2024-08-29,GBP,1.8646
2024-08-29,EUR,1.6353
2024-08-29,SGD,1.1843
2024-08-29,CAD,1.1232
2024-08-30,AUD,1.0111
2024-08-30,USD,1.5393
2024-08-30,GBP,1.8749
2024-08-30,EUR,1.6347
2024-08-30,SGD,1.104
2024-08-30,CAD,1.0992
2024-08-31,AUD,1.0057
2024-08-31,USD,1.4825
2024-08-31,GBP,1.9366
2024-08-31,EUR,1.6377
2024-08-31,SGD,1.1478
2024-08-31,CAD,1.099
2024-09-01,AUD,1.0156
2024-09-01,USD,1.495
2024-09-01,GBP,1.9263
2024-09-01,EUR,1.665
2024-09-01,SGD,1.0899
2024-09-01,CAD,1.0968
2024-09-02,AUD,0.9758
2024-09-02,USD,1.5152
2024-09-02,GBP,1.8999
2024-09-02,EUR,1.6458
2024-09-02,SGD,1.1186
2024-09-02,CAD,1.0888
2024-09-03,AUD,1.0087
2024-09-03,USD,1.5183
2024-09-03,GBP,1.9264
2024-09-03,EUR,1.6577
2024-09-03,SGD,1.119
2024-09-03,CAD,1.0901
2024-09-04,AUD,1.0068
2024-09-04,USD,1.5052
2024-09-04,GBP,1.918
2024-09-04,EUR,1.6716
2024-09-04,SGD,1.1133
2024-09-04,CAD,1.0688
2024-09-05,AUD,0.9784
2024-09-05,USD,1.486
2024-09-05,GBP,1.89
2024-09-05,EUR,1.632
2024-09-05,SGD,1.1289
2024-09-05,CAD,1.0714
2024-09-06,AUD,0.9787
2024-09-06,USD,1.5206
2024-09-06,GBP,1.8766
2024-09-06,EUR,1.6499
2024-09-06,SGD,1.1401
2024-09-06,CAD,1.1116
2024-09-07,AUD,0.999
2024-09-07,USD,1.4973
2024-09-07,GBP,1.8837
2024-09-07,EUR,1.6701
2024-09-07,SGD,1.121
2024-09-07,CAD,1.1068
2024-09-08,AUD,0.9955
2024-09-08,USD,1.5338
2024-09-08,GBP,1.9174
2024-09-08,EUR,1.6308
2024-09-08,SGD,1.1458
2024-09-08,CAD,1.0945
2024-09-09,AUD,1.0192
2024-09-09,USD,1.5091
2024-09-09,GBP,1.9427
2024-09-09,EUR,1.6519
2024-09-09,SGD,1.1013
2024-09-09,CAD,1.0783
2024-09-10,AUD,1.0017
2024-09-10,USD,1.5251
2024-09-10,GBP,1.8878
2024-09-10,EUR,1.5999
2024-09-10,SGD,1.1457
2024-09-10,CAD,1.0892
2024-09-11,AUD,1.0108
2024-09-11,USD,1.4994
2024-09-11,GBP,1.9673
2024-09-11,EUR,1.6603
2024-09-11,SGD,1.1335
2024-09-11,CAD,1.0907
2024-09-12,AUD,1.0076
2024-09-12,USD,1.4819
2024-09-12,GBP,1.8579
2024-09-12,EUR,1.6351
2024-09-12,SGD,1.1353
2024-09-12,CAD,1.1124
2024-09-13,AUD,1.0144
2024-09-13,USD,1.5227
2024-09-13,GBP,1.9263
2024-09-13,EUR,1.6342
2024-09-13,SGD,1.1472
2024-09-13,CAD,1.1164
2024-09-14,AUD,1.015
2024-09-14,USD,1.5107
2024-09-14,GBP,1.8925
2024-09-14,EUR,1.6517
2024-09-14,SGD,1.1489
2024-09-14,CAD,1.1212
2024-09-15,AUD,1.009
2024-09-15,USD,1.5162
2024-09-15,GBP,1.9193
2024-09-15,EUR,1.6861
2024-09-15,SGD,1.1951
2024-09-15,CAD,1.0826
2024-09-16,AUD,1.0285
2024-09-16,USD,1.5151
2024-09-16,GBP,1.9078
2024-09-16,EUR,1.6577
2024-09-16,SGD,1.1246
2024-09-16,CAD,1.0941
2024-09-17,AUD,1.0056
2024-09-17,USD,1.5313
2024-09-17,GBP,1.9335
2024-09-17,EUR,1.6604
2024-09-17,SGD,1.1203
2024-09-17,CAD,1.1064
2024-09-18,AUD,0.9798
2024-09-18,USD,1.499
2024-09-18,GBP,1.9393
2024-09-18,EUR,1.6151
2024-09-18,SGD,1.1433
2024-09-18,CAD,1.0845
2024-09-19,AUD,1.0025
2024-09-19,USD,1.5079
2024-09-19,GBP,1.9376
2024-09-19,EUR,1.6653
2024-09-19,SGD,1.1304
2024-09-19,CAD,1.1201
2024-09-20,AUD,1.0044
2024-09-20,USD,1.4916
2024-09-20,GBP,1.9521
2024-09-20,EUR,1.7024
2024-09-20,SGD,1.1327
2024-09-20,CAD,1.1242
2024-09-21,AUD,0.9953
2024-09-21,USD,1.4846
2024-09-21,GBP,1.9504
2024-09-21,EUR,1.6251
2024-09-21,SGD,1.1437
2024-09-21,CAD,1.1053
2024-09-22,AUD,1.0142
2024-09-22,USD,1.524
2024-09-22,GBP,1.8927
2024-09-22,EUR,1.6277
2024-09-22,SGD,1.1499
2024-09-22,CAD,1.1204
2024-09-23,AUD,1.0002
2024-09-23,USD,1.5036
2024-09-23,GBP,1.9541
2024-09-23,EUR,1.6484
2024-09-23,SGD,1.1246
2024-09-23,CAD,1.0903
2024-09-24,AUD,0.9925
2024-09-24,USD,1.5003
2024-09-24,GBP,1.9091
2024-09-24,EUR,1.6332
2024-09-24,SGD,1.1349
