Month,EntityID,DepartmentID,AccountCode,ForecastAmountAUD,Scenario
2024-11-01,E06,D09,6040,3373.61,Base
2024-11-01,E06,D09,6050,2181.02,Base
2024-11-01,E06,D09,6060,3296.54,Base
2024-11-01,E06,D09,6070,1872.99,Base
2024-11-01,E06,D09,6080,2389.89,Base
2024-11-01,E06,D09,6090,1793.65,Base
2024-11-01,E06,D09,6100,3975.3,Base
2024-11-01,E06,D09,6110,1682.78,Best
2024-11-01,E06,D10,4000,-8371.88,Base
2024-11-01,E06,D10,4010,-5968.96,Worst
2024-11-01,E06,D10,4020,-3143.83,Worst
2024-11-01,E06,D10,5000,5825.61,Base
2024-11-01,E06,D10,5010,1703.52,Base
2024-11-01,E06,D10,5100,4714.98,Base
2024-11-01,E06,D10,6000,2360.19,Worst
2024-11-01,E06,D10,6010,3246.16,Base
2024-11-01,E06,D10,6020,2208.08,Worst
2024-11-01,E06,D10,6030,2461.02,Base
2024-11-01,E06,D10,6040,6686.89,Best
2024-11-01,E06,D10,6050,5889.82,Worst
2024-11-01,E06,D10,6060,5202.17,Base
2024-11-01,E06,D10,6070,3355.46,Worst
2024-11-01,E06,D10,6080,3636.87,Base
2024-11-01,E06,D10,6090,6960.92,Base
2024-11-01,E06,D10,6100,4937.03,Base
2024-11-01,E06,D10,6110,5874.61,Base
2024-12-01,E01,D01,4000,-9997.01,Base
2024-12-01,E01,D01,4010,-24855.78,Base
2024-12-01,E01,D01,4020,-21869.89,Worst
2024-12-01,E01,D01,5000,3262.45,Base
2024-12-01,E01,D01,5010,8665.92,Base
2024-12-01,E01,D01,5100,2075.29,Base
2024-12-01,E01,D01,6000,5080.11,Best
2024-12-01,E01,D01,6010,3257.19,Best
2024-12-01,E01,D01,6020,3329.42,Worst
2024-12-01,E01,D01,6030,4640.02,Worst
2024-12-01,E01,D01,6040,1851.22,Base
2024-12-01,E01,D01,6050,2548.8,Base
2024-12-01,E01,D01,6060,1890.29,Base
2024-12-01,E01,D01,6070,1697.02,Worst
2024-12-01,E01,D01,6080,4238.01,Best
2024-12-01,E01,D01,6090,3800.89,Base
2024-12-01,E01,D01,6100,1074.25,Base
2024-12-01,E01,D01,6110,5082.91,Base
2024-12-01,E01,D02,4000,-20896.2,Base
2024-12-01,E01,D02,4010,-4121.0,Base
2024-12-01,E01,D02,4020,-5642.79,Base
2024-12-01,E01,D02,5000,11419.79,Base
2024-12-01,E01,D02,5010,3647.7,Base
2024-12-01,E01,D02,5100,4441.94,Best
2024-12-01,E01,D02,6000,5645.38,Base
2024-12-01,E01,D02,6010,1790.97,Base
2024-12-01,E01,D02,6020,2286.13,Base
2024-12-01,E01,D02,6030,7991.17,Worst
2024-12-01,E01,D02,6040,6872.45,Base
2024-12-01,E01,D02,6050,3612.96,Worst
2024-12-01,E01,D02,6060,1384.72,Base
2024-12-01,E01,D02,6070,3554.41,Base
2024-12-01,E01,D02,6080,3391.56,Base
2024-12-01,E01,D02,6090,6922.6,Best
2024-12-01,E01,D02,6100,1403.31,Base
2024-12-01,E01,D02,6110,2455.2,Base
2024-12-01,E01,D03,4000,-13294.53,Base
2024-12-01,E01,D03,4010,-5272.62,Best
2024-12-01,E01,D03,4020,-14776.51,Base
2024-12-01,E01,D03,5000,1532.28,Base
2024-12-01,E01,D03,5010,2287.05,Base
2024-12-01,E01,D03,5100,2134.06,Base
2024-12-01,E01,D03,6000,2522.78,Base
2024-12-01,E01,D03,6010,1656.22,Worst
2024-12-01,E01,D03,6020,3021.32,Worst
2024-12-01,E01,D03,6030,3664.59,Best
2024-12-01,E01,D03,6040,4130.06,Base
2024-12-01,E01,D03,6050,2381.21,Worst
2024-12-01,E01,D03,6060,3732.26,Base
2024-12-01,E01,D03,6070,1620.06,Base
2024-12-01,E01,D03,6080,1705.15,Base
2024-12-01,E01,D03,6090,6734.07,Base
2024-12-01,E01,D03,6100,3278.32,Base
2024-12-01,E01,D03,6110,4951.23,Base
2024-12-01,E01,D04,4000,-9313.17,Base
2024-12-01,E01,D04,4010,-6752.01,Base
2024-12-01,E01,D04,4020,-18390.55,Best
2024-12-01,E01,D04,5000,2424.95,Best
2024-12-01,E01,D04,5010,3838.74,Worst
2024-12-01,E01,D04,5100,3878.07,Base
2024-12-01,E01,D04,6000,4088.84,Best
2024-12-01,E01,D04,6010,12410.23,Base
2024-12-01,E01,D04,6020,3360.89,Base
2024-12-01,E01,D04,6030,4028.67,Best
2024-12-01,E01,D04,6040,3340.35,Base
2024-12-01,E01,D04,6050,3202.52,Base
2024-12-01,E01,D04,6060,3908.06,Base
2024-12-01,E01,D04,6070,22283.13,Base
2024-12-01,E01,D04,6080,1881.71,Base
2024-12-01,E01,D04,6090,1111.94,Base
2024-12-01,E01,D04,6100,4155.36,Worst
2024-12-01,E01,D04,6110,2601.27,Worst
2024-12-01,E01,D05,4000,-13194.9,Base
2024-12-01,E01,D05,4010,-12011.45,Best
2024-12-01,E01,D05,4020,-17368.07,Worst
2024-12-01,E01,D05,5000,8688.98,Base
2024-12-01,E01,D05,5010,4991.55,Base
2024-12-01,E01,D05,5100,1864.53,Base
2024-12-01,E01,D05,6000,4338.43,Best
2024-12-01,E01,D05,6010,2951.07,Base
2024-12-01,E01,D05,6020,3248.54,Best
2024-12-01,E01,D05,6030,3952.68,Best
2024-12-01,E01,D05,6040,1086.33,Base
2024-12-01,E01,D05,6050,6043.34,Base
2024-12-01,E01,D05,6060,4685.45,Worst
2024-12-01,E01,D05,6070,1871.23,Best
2024-12-01,E01,D05,6080,4996.06,Best
2024-12-01,E01,D05,6090,6494.19,Best
2024-12-01,E01,D05,6100,4850.68,Best
2024-12-01,E01,D05,6110,2695.01,Base
2024-12-01,E01,D06,4000,-5390.09,Base
2024-12-01,E01,D06,4010,-47288.42,Base
2024-12-01,E01,D06,4020,-15099.74,Base
2024-12-01,E01,D06,5000,7202.73,Best
2024-12-01,E01,D06,5010,5844.22,Base
2024-12-01,E01,D06,5100,3786.42,Best
2024-12-01,E01,D06,6000,6375.43,Base
2024-12-01,E01,D06,6010,2843.45,Base
2024-12-01,E01,D06,6020,1462.25,Worst
2024-12-01,E01,D06,6030,3841.16,Worst
2024-12-01,E01,D06,6040,1809.2,Base
2024-12-01,E01,D06,6050,4298.04,Best
2024-12-01,E01,D06,6060,6270.33,Base
2024-12-01,E01,D06,6070,3739.27,Base
2024-12-01,E01,D06,6080,8983.21,Base
2024-12-01,E01,D06,6090,5225.44,Best
2024-12-01,E01,D06,6100,4562.87,Base
2024-12-01,E01,D06,6110,7867.17,Base
2024-12-01,E01,D07,4000,-8621.09,Base
2024-12-01,E01,D07,4010,-12191.27,Base
2024-12-01,E01,D07,4020,-13064.09,Base
2024-12-01,E01,D07,5000,3722.74,Base
2024-12-01,E01,D07,5010,6246.1,Worst
2024-12-01,E01,D07,5100,4368.83,Best
2024-12-01,E01,D07,6000,2130.76,Base
2024-12-01,E01,D07,6010,1320.97,Base
2024-12-01,E01,D07,6020,968.11,Best
2024-12-01,E01,D07,6030,1720.22,Best
2024-12-01,E01,D07,6040,2565.15,Base
2024-12-01,E01,D07,6050,5394.86,Worst
2024-12-01,E01,D07,6060,3492.42,Base
2024-12-01,E01,D07,6070,973.78,Base
2024-12-01,E01,D07,6080,2738.54,Base
2024-12-01,E01,D07,6090,2716.38,Base
2024-12-01,E01,D07,6100,1915.24,Base
2024-12-01,E01,D07,6110,5305.97,Worst
2024-12-01,E01,D08,4000,-13796.17,Base
2024-12-01,E01,D08,4010,-5058.72,Best
2024-12-01,E01,D08,4020,-10840.71,Base
2024-12-01,E01,D08,5000,3733.4,Base
2024-12-01,E01,D08,5010,2025.37,Base
2024-12-01,E01,D08,5100,2214.69,Base
2024-12-01,E01,D08,6000,3181.74,Worst
2024-12-01,E01,D08,6010,2160.33,Base
2024-12-01,E01,D08,6020,4387.12,Base
2024-12-01,E01,D08,6030,1714.01,Base
2024-12-01,E01,D08,6040,2224.07,Base
2024-12-01,E01,D08,6050,2767.03,Base
2024-12-01,E01,D08,6060,11611.98,Base
2024-12-01,E01,D08,6070,4398.39,Base
2024-12-01,E01,D08,6080,4698.72,Worst
2024-12-01,E01,D08,6090,5938.98,Best
2024-12-01,E01,D08,6100,2537.08,Best
2024-12-01,E01,D08,6110,4384.56,Worst
2024-12-01,E01,D09,4000,-8192.28,Base
2024-12-01,E01,D09,4010,-7415.78,Base
2024-12-01,E01,D09,4020,-11650.79,Best
2024-12-01,E01,D09,5000,3261.98,Best
2024-12-01,E01,D09,5010,2262.5,Best
2024-12-01,E01,D09,5100,1760.21,Base
2024-12-01,E01,D09,6000,3829.01,Base
2024-12-01,E01,D09,6010,1906.03,Base
2024-12-01,E01,D09,6020,3282.42,Base
2024-12-01,E01,D09,6030,5289.77,Base
2024-12-01,E01,D09,6040,1818.48,Base
2024-12-01,E01,D09,6050,2393.2,Base
2024-12-01,E01,D09,6060,4052.25,Worst
2024-12-01,E01,D09,6070,2376.47,Base
2024-12-01,E01,D09,6080,4498.47,Base
2024-12-01,E01,D09,6090,4073.02,Base
2024-12-01,E01,D09,6100,6210.61,Worst
2024-12-01,E01,D09,6110,5010.94,Base
2024-12-01,E01,D10,4000,-6481.92,Worst
2024-12-01,E01,D10,4010,-4388.29,Base
2024-12-01,E01,D10,4020,-7975.38,Base
2024-12-01,E01,D10,5000,1554.13,Best
2024-12-01,E01,D10,5010,4564.9,Worst
2024-12-01,E01,D10,5100,6265.4,Best
2024-12-01,E01,D10,6000,3112.47,Worst
2024-12-01,E01,D10,6010,1385.55,Base
2024-12-01,E01,D10,6020,4207.5,Base
2024-12-01,E01,D10,6030,1304.32,Base
2024-12-01,E01,D10,6040,1878.53,Base
2024-12-01,E01,D10,6050,6596.09,Base
2024-12-01,E01,D10,6060,923.88,Base
2024-12-01,E01,D10,6070,3506.01,Base
2024-12-01,E01,D10,6080,5238.9,Best
2024-12-01,E01,D10,6090,901.95,Base
2024-12-01,E01,D10,6100,3231.39,Best
2024-12-01,E01,D10,6110,11045.58,Base
2024-12-01,E02,D01,4000,-8406.34,Base
2024-12-01,E02,D01,4010,-10998.14,Base
2024-12-01,E02,D01,4020,-20666.31,Base
2024-12-01,E02,D01,5000,4433.53,Base
2024-12-01,E02,D01,5010,3647.91,Best
2024-12-01,E02,D01,5100,3387.1,Base
2024-12-01,E02,D01,6000,2132.58,Base
2024-12-01,E02,D01,6010,2281.3,Base
2024-12-01,E02,D01,6020,3956.89,Worst
2024-12-01,E02,D01,6030,1788.04,Base
2024-12-01,E02,D01,6040,2671.62,Base
2024-12-01,E02,D01,6050,7981.46,Base
2024-12-01,E02,D01,6060,2156.03,Base
2024-12-01,E02,D01,6070,3941.49,Base
2024-12-01,E02,D01,6080,2760.63,Base
2024-12-01,E02,D01,6090,4358.73,Best
2024-12-01,E02,D01,6100,2451.39,Base
2024-12-01,E02,D01,6110,1455.21,Base
2024-12-01,E02,D02,4000,-19239.06,Base
2024-12-01,E02,D02,4010,-17991.32,Worst
2024-12-01,E02,D02,4020,-8505.05,Base
2024-12-01,E02,D02,5000,1084.59,Worst
2024-12-01,E02,D02,5010,3551.59,Worst
2024-12-01,E02,D02,5100,2018.71,Worst
2024-12-01,E02,D02,6000,2484.11,Base
2024-12-01,E02,D02,6010,3997.61,Base
2024-12-01,E02,D02,6020,2566.63,Base
2024-12-01,E02,D02,6030,6098.98,Base
2024-12-01,E02,D02,6040,1571.27,Base
2024-12-01,E02,D02,6050,3419.58,Best
2024-12-01,E02,D02,6060,1336.63,Base
2024-12-01,E02,D02,6070,8224.87,Base
2024-12-01,E02,D02,6080,10980.23,Base
2024-12-01,E02,D02,6090,6928.32,Base
2024-12-01,E02,D02,6100,3332.79,Base
2024-12-01,E02,D02,6110,3820.89,Worst
2024-12-01,E02,D03,4000,-17870.93,Base
2024-12-01,E02,D03,4010,-16107.41,Worst
2024-12-01,E02,D03,4020,-13300.33,Base
2024-12-01,E02,D03,5000,4108.31,Base
2024-12-01,E02,D03,5010,6477.58,Base
2024-12-01,E02,D03,5100,3588.31,Base
2024-12-01,E02,D03,6000,5238.23,Base
2024-12-01,E02,D03,6010,2305.76,Worst
2024-12-01,E02,D03,6020,5064.28,Worst
2024-12-01,E02,D03,6030,1990.12,Base
2024-12-01,E02,D03,6040,2032.82,Worst
2024-12-01,E02,D03,6050,3569.73,Best
2024-12-01,E02,D03,6060,2205.5,Base
2024-12-01,E02,D03,6070,3558.93,Worst
2024-12-01,E02,D03,6080,4489.43,Best
2024-12-01,E02,D03,6090,7838.59,Base
2024-12-01,E02,D03,6100,3956.94,Base
2024-12-01,E02,D03,6110,3134.06,Base
2024-12-01,E02,D04,4000,-10467.71,Best
2024-12-01,E02,D04,4010,-19730.3,Base
2024-12-01,E02,D04,4020,-10473.1,Base
2024-12-01,E02,D04,5000,2831.59,Worst
2024-12-01,E02,D04,5010,4577.77,Best
2024-12-01,E02,D04,5100,2182.09,Base
2024-12-01,E02,D04,6000,6063.36,Base
2024-12-01,E02,D04,6010,3159.48,Base
2024-12-01,E02,D04,6020,2351.68,Base
2024-12-01,E02,D04,6030,1369.94,Base
2024-12-01,E02,D04,6040,5084.96,Base
2024-12-01,E02,D04,6050,1139.98,Best
2024-12-01,E02,D04,6060,2001.14,Worst
2024-12-01,E02,D04,6070,2946.5,Best
2024-12-01,E02,D04,6080,4961.82,Base
2024-12-01,E02,D04,6090,2549.26,Base
2024-12-01,E02,D04,6100,3283.01,Worst
2024-12-01,E02,D04,6110,3635.87,Worst
2024-12-01,E02,D05,4000,-6076.01,Base
2024-12-01,E02,D05,4010,-8844.99,Base
2024-12-01,E02,D05,4020,-8083.48,Base
2024-12-01,E02,D05,5000,2900.48,Base
2024-12-01,E02,D05,5010,4730.67,Worst
2024-12-01,E02,D05,5100,6117.62,Best
2024-12-01,E02,D05,6000,11584.86,Worst
2024-12-01,E02,D05,6010,4719.81,Base
2024-12-01,E02,D05,6020,2330.65,Worst
2024-12-01,E02,D05,6030,2827.59,Base
2024-12-01,E02,D05,6040,2687.79,Worst
2024-12-01,E02,D05,6050,5977.56,Base
2024-12-01,E02,D05,6060,923.72,Base
2024-12-01,E02,D05,6070,2844.5,Worst
2024-12-01,E02,D05,6080,5203.93,Base
2024-12-01,E02,D05,6090,6053.81,Base
2024-12-01,E02,D05,6100,6521.19,Base
2024-12-01,E02,D05,6110,7549.94,Base
2024-12-01,E02,D06,4000,-11004.59,Base
2024-12-01,E02,D06,4010,-6253.89,Base
2024-12-01,E02,D06,4020,-17893.05,Worst
2024-12-01,E02,D06,5000,1392.07,Best
2024-12-01,E02,D06,5010,2080.24,Best
2024-12-01,E02,D06,5100,3259.37,Base
2024-12-01,E02,D06,6000,1685.46,Worst
2024-12-01,E02,D06,6010,1291.16,Base
2024-12-01,E02,D06,6020,1687.64,Base
2024-12-01,E02,D06,6030,4630.09,Base
2024-12-01,E02,D06,6040,3129.65,Best
2024-12-01,E02,D06,6050,3931.93,Best
2024-12-01,E02,D06,6060,7220.34,Base
2024-12-01,E02,D06,6070,2773.53,Base
2024-12-01,E02,D06,6080,3927.95,Best
2024-12-01,E02,D06,6090,10462.11,Base
2024-12-01,E02,D06,6100,4794.63,Base
2024-12-01,E02,D06,6110,1746.22,Base
2024-12-01,E02,D07,4000,-17643.81,Base
2024-12-01,E02,D07,4010,-8327.08,Base
2024-12-01,E02,D07,4020,-9081.12,Worst
2024-12-01,E02,D07,5000,5414.14,Worst
2024-12-01,E02,D07,5010,2316.76,Best
2024-12-01,E02,D07,5100,2398.17,Base
2024-12-01,E02,D07,6000,2325.06,Best
2024-12-01,E02,D07,6010,2414.41,Base
2024-12-01,E02,D07,6020,3953.67,Base
2024-12-01,E02,D07,6030,6923.47,Worst
2024-12-01,E02,D07,6040,2333.95,Best
2024-12-01,E02,D07,6050,7955.14,Base
2024-12-01,E02,D07,6060,4640.08,Base
2024-12-01,E02,D07,6070,3137.31,Best
2024-12-01,E02,D07,6080,3304.8,Base
2024-12-01,E02,D07,6090,3823.74,Base
2024-12-01,E02,D07,6100,4305.58,Worst
2024-12-01,E02,D07,6110,1695.15,Best
2024-12-01,E02,D08,4000,-9210.44,Base
2024-12-01,E02,D08,4010,-16074.08,Best
2024-12-01,E02,D08,4020,-5827.09,Worst
2024-12-01,E02,D08,5000,2591.98,Best
2024-12-01,E02,D08,5010,7302.33,Base
2024-12-01,E02,D08,5100,3596.11,Base
2024-12-01,E02,D08,6000,1334.65,Worst
2024-12-01,E02,D08,6010,2164.5,Worst
2024-12-01,E02,D08,6020,3315.49,Best
2024-12-01,E02,D08,6030,1379.84,Base
2024-12-01,E02,D08,6040,6162.68,Base
2024-12-01,E02,D08,6050,2401.22,Base
2024-12-01,E02,D08,6060,2181.7,Base
2024-12-01,E02,D08,6070,2041.88,Worst
2024-12-01,E02,D08,6080,3344.42,Base
2024-12-01,E02,D08,6090,1758.96,Base
2024-12-01,E02,D08,6100,3819.04,Worst
2024-12-01,E02,D08,6110,1981.31,Base
2024-12-01,E02,D09,4000,-9698.93,Base
2024-12-01,E02,D09,4010,-13582.29,Base
2024-12-01,E02,D09,4020,-4002.5,Base
2024-12-01,E02,D09,5000,2280.36,Base
2024-12-01,E02,D09,5010,1890.93,Base
2024-12-01,E02,D09,5100,3237.24,Worst
2024-12-01,E02,D09,6000,5765.56,Base
2024-12-01,E02,D09,6010,2439.28,Base
2024-12-01,E02,D09,6020,6219.13,Worst
2024-12-01,E02,D09,6030,2053.82,Base
2024-12-01,E02,D09,6040,6073.14,Base
2024-12-01,E02,D09,6050,3018.68,Best
2024-12-01,E02,D09,6060,2633.6,Base
2024-12-01,E02,D09,6070,3407.63,Worst
2024-12-01,E02,D09,6080,2192.19,Base
2024-12-01,E02,D09,6090,1983.04,Best
2024-12-01,E02,D09,6100,4617.68,Base
2024-12-01,E02,D09,6110,1421.36,Base
2024-12-01,E02,D10,4000,-33130.52,Best
2024-12-01,E02,D10,4010,-7213.72,Worst
2024-12-01,E02,D10,4020,-5176.41,Base
2024-12-01,E02,D10,5000,4030.62,Base
2024-12-01,E02,D10,5010,6885.99,Base
2024-12-01,E02,D10,5100,3957.0,Worst
2024-12-01,E02,D10,6000,3642.95,Base
2024-12-01,E02,D10,6010,2016.75,Worst
2024-12-01,E02,D10,6020,1681.61,Base
2024-12-01,E02,D10,6030,7765.07,Worst
2024-12-01,E02,D10,6040,1319.94,Worst
2024-12-01,E02,D10,6050,3258.86,Base
2024-12-01,E02,D10,6060,1908.13,Base
2024-12-01,E02,D10,6070,1986.3,Base
2024-12-01,E02,D10,6080,3272.46,Base
2024-12-01,E02,D10,6090,4008.61,Base
2024-12-01,E02,D10,6100,2278.09,Base
2024-12-01,E02,D10,6110,4854.49,Base
2024-12-01,E03,D01,4000,-14295.48,Worst
2024-12-01,E03,D01,4010,-5391.75,Worst
2024-12-01,E03,D01,4020,-4607.57,Worst
2024-12-01,E03,D01,5000,1646.14,Base
2024-12-01,E03,D01,5010,2928.66,Base
2024-12-01,E03,D01,5100,3065.16,Base
2024-12-01,E03,D01,6000,6222.76,Best
2024-12-01,E03,D01,6010,3945.85,Base
2024-12-01,E03,D01,6020,4154.77,Base
2024-12-01,E03,D01,6030,5191.21,Worst
2024-12-01,E03,D01,6040,3023.6,Base
2024-12-01,E03,D01,6050,3988.62,Base
2024-12-01,E03,D01,6060,6973.62,Base
2024-12-01,E03,D01,6070,2367.07,Worst
2024-12-01,E03,D01,6080,3939.98,Base
2024-12-01,E03,D01,6090,4323.2,Base
2024-12-01,E03,D01,6100,8131.62,Base
2024-12-01,E03,D01,6110,1409.22,Base
2024-12-01,E03,D02,4000,-14240.73,Base
2024-12-01,E03,D02,4010,-14894.81,Best
2024-12-01,E03,D02,4020,-12963.08,Worst
2024-12-01,E03,D02,5000,888.9,Base
2024-12-01,E03,D02,5010,4138.84,Best
2024-12-01,E03,D02,5100,4520.28,Best
2024-12-01,E03,D02,6000,3096.45,Best
2024-12-01,E03,D02,6010,1915.18,Worst
2024-12-01,E03,D02,6020,2142.43,Base
2024-12-01,E03,D02,6030,1301.56,Best
2024-12-01,E03,D02,6040,3504.74,Worst
2024-12-01,E03,D02,6050,7546.67,Best
2024-12-01,E03,D02,6060,3723.44,Base
2024-12-01,E03,D02,6070,3595.77,Base
2024-12-01,E03,D02,6080,5193.49,Worst
2024-12-01,E03,D02,6090,2696.4,Base
2024-12-01,E03,D02,6100,2844.99,Base
2024-12-01,E03,D02,6110,2019.79,Worst
2024-12-01,E03,D03,4000,-7068.3,Best
2024-12-01,E03,D03,4010,-4645.97,Base
2024-12-01,E03,D03,4020,-10708.66,Base
2024-12-01,E03,D03,5000,5268.55,Best
2024-12-01,E03,D03,5010,2398.32,Base
2024-12-01,E03,D03,5100,6207.36,Base
2024-12-01,E03,D03,6000,1426.92,Base
2024-12-01,E03,D03,6010,2186.76,Best
2024-12-01,E03,D03,6020,3327.88,Base
2024-12-01,E03,D03,6030,3138.86,Worst
2024-12-01,E03,D03,6040,3203.34,Base
2024-12-01,E03,D03,6050,1334.01,Base
2024-12-01,E03,D03,6060,5952.56,Worst
2024-12-01,E03,D03,6070,3162.3,Base
2024-12-01,E03,D03,6080,4027.7,Base
2024-12-01,E03,D03,6090,1225.25,Worst
2024-12-01,E03,D03,6100,3887.36,Base
2024-12-01,E03,D03,6110,2498.45,Base
2024-12-01,E03,D04,4000,-5872.94,Worst
2024-12-01,E03,D04,4010,-10708.1,Base
2024-12-01,E03,D04,4020,-6395.01,Worst
2024-12-01,E03,D04,5000,2964.68,Best
2024-12-01,E03,D04,5010,7151.58,Base
2024-12-01,E03,D04,5100,5147.32,Base
2024-12-01,E03,D04,6000,3774.06,Base
2024-12-01,E03,D04,6010,2413.88,Worst
2024-12-01,E03,D04,6020,7088.69,Worst
2024-12-01,E03,D04,6030,2467.76,Worst
2024-12-01,E03,D04,6040,3054.81,Base
2024-12-01,E03,D04,6050,2765.22,Base
2024-12-01,E03,D04,6060,1971.97,Worst
2024-12-01,E03,D04,6070,7260.19,Base
2024-12-01,E03,D04,6080,4332.85,Worst
2024-12-01,E03,D04,6090,3013.83,Base
2024-12-01,E03,D04,6100,8469.74,Base
2024-12-01,E03,D04,6110,4394.51,Worst
2024-12-01,E03,D05,4000,-7238.11,Base
2024-12-01,E03,D05,4010,-8090.55,Best
2024-12-01,E03,D05,4020,-8539.12,Base
2024-12-01,E03,D05,5000,4532.16,Base
2024-12-01,E03,D05,5010,2832.56,Base
2024-12-01,E03,D05,5100,2756.23,Base
2024-12-01,E03,D05,6000,2637.04,Worst
2024-12-01,E03,D05,6010,7371.5,Worst
2024-12-01,E03,D05,6020,6659.38,Base
2024-12-01,E03,D05,6030,2181.34,Worst
2024-12-01,E03,D05,6040,2516.45,Base
2024-12-01,E03,D05,6050,3652.16,Worst
2024-12-01,E03,D05,6060,4245.54,Base
2024-12-01,E03,D05,6070,3878.56,Base
2024-12-01,E03,D05,6080,2283.8,Best
2024-12-01,E03,D05,6090,4285.9,Best
2024-12-01,E03,D05,6100,6083.93,Base
2024-12-01,E03,D05,6110,2888.65,Base
2024-12-01,E03,D06,4000,-9707.74,Base
2024-12-01,E03,D06,4010,-15107.2,Base
2024-12-01,E03,D06,4020,-5999.85,Base
2024-12-01,E03,D06,5000,8874.0,Base
2024-12-01,E03,D06,5010,4270.45,Base
2024-12-01,E03,D06,5100,2295.82,Base
2024-12-01,E03,D06,6000,2567.09,Worst
2024-12-01,E03,D06,6010,861.83,Best
2024-12-01,E03,D06,6020,3872.15,Base
2024-12-01,E03,D06,6030,2887.96,Base
2024-12-01,E03,D06,6040,4135.39,Base
2024-12-01,E03,D06,6050,7854.32,Worst
2024-12-01,E03,D06,6060,6568.59,Worst
2024-12-01,E03,D06,6070,4069.98,Worst
2024-12-01,E03,D06,6080,1587.39,Base
2024-12-01,E03,D06,6090,3644.69,Base
2024-12-01,E03,D06,6100,4043.02,Worst
2024-12-01,E03,D06,6110,3413.33,Base
2024-12-01,E03,D07,4000,-9608.18,Base
2024-12-01,E03,D07,4010,-19226.2,Worst
2024-12-01,E03,D07,4020,-15879.08,Base
2024-12-01,E03,D07,5000,3813.12,Base
2024-12-01,E03,D07,5010,1052.16,Base
2024-12-01,E03,D07,5100,4569.44,Best
2024-12-01,E03,D07,6000,1392.45,Base
2024-12-01,E03,D07,6010,13617.4,Base
2024-12-01,E03,D07,6020,3592.42,Base
2024-12-01,E03,D07,6030,4474.36,Base
2024-12-01,E03,D07,6040,5723.07,Worst
2024-12-01,E03,D07,6050,5974.71,Base
2024-12-01,E03,D07,6060,1142.8,Best
2024-12-01,E03,D07,6070,3059.11,Base
2024-12-01,E03,D07,6080,1395.99,Best
2024-12-01,E03,D07,6090,2001.29,Worst
2024-12-01,E03,D07,6100,5380.6,Worst
2024-12-01,E03,D07,6110,1697.84,Base
2024-12-01,E03,D08,4000,-3688.32,Base
2024-12-01,E03,D08,4010,-47815.35,Base
2024-12-01,E03,D08,4020,-20502.7,Best
2024-12-01,E03,D08,5000,2013.12,Best
2024-12-01,E03,D08,5010,3041.67,Base
2024-12-01,E03,D08,5100,6869.52,Base
2024-12-01,E03,D08,6000,1945.72,Worst
2024-12-01,E03,D08,6010,3917.37,Base
2024-12-01,E03,D08,6020,3179.32,Base
2024-12-01,E03,D08,6030,4226.77,Base
2024-12-01,E03,D08,6040,2571.82,Worst
2024-12-01,E03,D08,6050,1847.24,Worst
2024-12-01,E03,D08,6060,3675.54,Base
2024-12-01,E03,D08,6070,1879.07,Base
2024-12-01,E03,D08,6080,4538.83,Base
2024-12-01,E03,D08,6090,4605.36,Base
2024-12-01,E03,D08,6100,2961.73,Worst
2024-12-01,E03,D08,6110,3593.02,Base
2024-12-01,E03,D09,4000,-16987.59,Base
2024-12-01,E03,D09,4010,-12679.38,Best
2024-12-01,E03,D09,4020,-6881.5,Base
2024-12-01,E03,D09,5000,4276.35,Worst
2024-12-01,E03,D09,5010,2534.12,Worst
2024-12-01,E03,D09,5100,1032.62,Base
2024-12-01,E03,D09,6000,15384.82,Base
2024-12-01,E03,D09,6010,3348.53,Base
2024-12-01,E03,D09,6020,1565.43,Base
2024-12-01,E03,D09,6030,5187.32,Worst
2024-12-01,E03,D09,6040,3648.77,Base
2024-12-01,E03,D09,6050,2498.61,Best
2024-12-01,E03,D09,6060,1360.64,Base
2024-12-01,E03,D09,6070,6500.11,Base
2024-12-01,E03,D09,6080,1291.82,Worst
2024-12-01,E03,D09,6090,1359.91,Worst
2024-12-01,E03,D09,6100,1900.35,Base
2024-12-01,E03,D09,6110,4385.22,Base
2024-12-01,E03,D10,4000,-5914.13,Base
2024-12-01,E03,D10,4010,-9495.43,Base
2024-12-01,E03,D10,4020,-11774.27,Base
2024-12-01,E03,D10,5000,640.75,Base
2024-12-01,E03,D10,5010,4955.29,Worst
2024-12-01,E03,D10,5100,2329.95,Base
2024-12-01,E03,D10,6000,3446.34,Best
2024-12-01,E03,D10,6010,1025.29,Base
2024-12-01,E03,D10,6020,6710.98,Worst
2024-12-01,E03,D10,6030,4879.48,Base
2024-12-01,E03,D10,6040,3111.42,Best
2024-12-01,E03,D10,6050,9633.3,Base
2024-12-01,E03,D10,6060,5683.57,Base
2024-12-01,E03,D10,6070,5193.86,Base
2024-12-01,E03,D10,6080,2032.69,Base
2024-12-01,E03,D10,6090,8223.61,Base
2024-12-01,E03,D10,6100,4126.35,Base
2024-12-01,E03,D10,6110,8214.99,Base
2024-12-01,E04,D01,4000,-15169.06,Worst
2024-12-01,E04,D01,4010,-18847.5,Base
2024-12-01,E04,D01,4020,-14776.13,Base
2024-12-01,E04,D01,5000,5628.53,Base
2024-12-01,E04,D01,5010,7356.21,Worst
2024-12-01,E04,D01,5100,5582.7,Base
2024-12-01,E04,D01,6000,2805.13,Worst
