ProductID,ProductName,Category,PrimarySupplierID,UnitCost,UnitPrice,LeadTimeDays,SafetyStockUnits
P00907,Product 00907,Home,S0003,95.04,132.2,24,67
P00908,Product 00908,Electronics,S0114,30.47,44.58,11,12
P00909,Product 00909,Office,S0004,43.49,78.37,20,59
P00910,Product 00910,Office,S0034,214.09,407.99,13,34
P00911,Product 00911,Automotive,S0056,11.95,24.38,29,85
P00912,Product 00912,Home,S0017,39.5,47.75,19,103
P00913,Product 00913,Automotive,S0054,23.37,28.8,12,25
P00914,Product 00914,Electronics,S0067,116.84,254.21,17,59
P00915,Product 00915,Personal Care,S0081,41.69,66.81,27,101
P00916,Product 00916,Personal Care,S0093,27.95,46.39,21,99
P00917,Product 00917,Personal Care,S0056,24.95,49.5,15,73
P00918,Product 00918,Electronics,S0110,17.07,37.1,22,24
P00919,Product 00919,Automotive,S0006,156.17,250.81,21,105
P00920,Product 00920,Home,S0013,26.58,34.59,5,67
P00921,Product 00921,Automotive,S0078,103.93,198.33,25,44
P00922,Product 00922,Home,S0033,206.19,461.1,20,27
P00923,Product 00923,Industrial,S0069,38.73,54.37,9,116
P00924,Product 00924,Outdoor,S0039,73.45,124.8,18,57
P00925,Product 00925,Personal Care,S0074,61.26,99.22,6,107
P00926,Product 00926,Office,S0077,36.8,79.77,15,110
P00927,Product 00927,Industrial,S0041,249.02,412.6,18,41
P00928,Product 00928,Home,S0009,89.69,118.49,10,107
P00929,Product 00929,Personal Care,S0029,40.94,74.87,29,22
P00930,Product 00930,Office,S0087,171.22,292.55,28,109
P00931,Product 00931,Outdoor,S0082,28.87,59.8,16,40
P00932,Product 00932,Office,S0082,16.75,34.75,21,39
P00933,Product 00933,Home,S0022,28.25,52.92,5,36
P00934,Product 00934,Office,S0052,11.5,19.8,21,12
P00935,Product 00935,Electronics,S0031,45.67,100.09,5,45
P00936,Product 00936,Personal Care,S0017,81.29,176.9,5,23
P00937,Product 00937,Office,S0020,149.35,275.72,16,11
P00938,Product 00938,Outdoor,S0049,24.38,39.23,18,102
P00939,Product 00939,Home,S0003,20.52,43.03,30,46
P00940,Product 00940,Automotive,S0057,80.27,140.25,29,112
P00941,Product 00941,Electronics,S0076,22.47,46.77,28,24
P00942,Product 00942,Home,S0075,18.28,37.83,28,87
P00943,Product 00943,Personal Care,S0101,102.88,143.52,8,64
P00944,Product 00944,Outdoor,S0112,37.34,54.9,21,69
P00945,Product 00945,Electronics,S0064,37.11,48.58,13,110
P00946,Product 00946,Electronics,S0053,81.75,162.79,23,89
P00947,Product 00947,Industrial,S0104,59.53,133.5,12,64
P00948,Product 00948,Office,S0031,76.34,125.93,10,97
P00949,Product 00949,Outdoor,S0070,160.91,356.92,7,50
P00950,Product 00950,Office,S0098,30.25,42.57,24,79
P00951,Product 00951,Outdoor,S0032,34.85,78.07,24,114
P00952,Product 00952,Outdoor,S0041,42.47,94.55,27,103
P00953,Product 00953,Automotive,S0004,16.89,32.12,14,38
P00954,Product 00954,Office,S0005,24.19,51.57,25,72
P00955,Product 00955,Personal Care,S0051,13.17,20.14,25,54
P00956,Product 00956,Outdoor,S0057,28.33,47.11,25,75
P00957,Product 00957,Office,S0001,31.09,40.62,16,91
P00958,Product 00958,Electronics,S0010,118.41,143.77,29,81
P00959,Product 00959,Automotive,S0116,103.2,201.95,29,14
P00960,Product 00960,Automotive,S0013,21.01,45.22,29,58
P00961,Product 00961,Electronics,S0064,304.01,421.39,16,118
P00962,Product 00962,Outdoor,S0024,15.73,32.65,12,34
P00963,Product 00963,Automotive,S0050,87.7,118.7,10,33
P00964,Product 00964,Electronics,S0071,58.2,90.04,13,15
P00965,Product 00965,Personal Care,S0002,8.44,13.09,29,40
P00966,Product 00966,Electronics,S0095,23.75,54.09,10,29
P00967,Product 00967,Industrial,S0027,90.88,123.07,9,88
P00968,Product 00968,Industrial,S0039,49.93,86.8,12,19
P00969,Product 00969,Industrial,S0057,167.77,358.66,5,13
P00970,Product 00970,Automotive,S0090,30.22,62.79,16,91
P00971,Product 00971,Outdoor,S0006,59.23,129.07,6,38
P00972,Product 00972,Personal Care,S0012,96.88,117.26,5,28
P00973,Product 00973,Industrial,S0058,20.34,43.21,24,21
P00974,Product 00974,Office,S0004,88.5,139.36,29,10
P00975,Product 00975,Electronics,S0085,44.73,101.65,6,41
P00976,Product 00976,Personal Care,S0047,52.39,66.29,16,22
P00977,Product 00977,Industrial,S0101,11.55,20.39,19,34
P00978,Product 00978,Outdoor,S0024,68.42,150.83,10,43
P00979,Product 00979,Home,S0028,37.38,85.29,5,34
P00980,Product 00980,Personal Care,S0078,68.42,126.02,5,91
P00981,Product 00981,Home,S0067,14.35,29.4,25,101
P00982,Product 00982,Office,S0115,111.13,243.25,11,90
P00983,Product 00983,Home,S0104,20.18,36.72,27,56
P00984,Product 00984,Electronics,S0003,57.55,83.14,21,11
P00985,Product 00985,Office,S0071,80.17,107.82,5,107
P00986,Product 00986,Home,S0027,6.25,8.14,15,62
P00987,Product 00987,Automotive,S0119,55.96,102.33,30,19
P00988,Product 00988,Office,S0080,46.9,67.79,19,28
P00989,Product 00989,Automotive,S0027,27.46,53.75,8,21
P00990,Product 00990,Outdoor,S0040,42.34,92.54,6,41
P00991,Product 00991,Home,S0109,47.19,85.01,8,70
P00992,Product 00992,Outdoor,S0119,100.91,174.48,30,47
P00993,Product 00993,Electronics,S0091,91.95,157.53,14,59
P00994,Product 00994,Home,S0062,85.07,114.13,23,46
P00995,Product 00995,Home,S0045,31.11,56.28,8,49
P00996,Product 00996,Outdoor,S0049,121.17,204.52,23,119
P00997,Product 00997,Automotive,S0110,88.36,110.47,29,66
P00998,Product 00998,Outdoor,S0020,24.05,37.83,15,116
P00999,Product 00999,Automotive,S0089,64.92,80.21,6,105
P01000,Product 01000,Personal Care,S0057,4.61,7.1,11,63
