ShipmentID,SalesOrderID,WarehouseID,Carrier,ShipDate,DeliveryDate,FreightCost,DeliveryStatus
SH0036759,SO0036759,W01,UPS,2025-05-10,2025-05-13,69.26,On Time
SH0036760,SO0036760,W01,DHL,2024-11-10,2024-11-11,205.5,On Time
SH0036761,SO0036761,W04,Local Carrier,2025-04-05,2025-04-14,579.05,Late
SH0036762,SO0036762,W02,Local Carrier,2025-12-28,2026-01-03,247.48,On Time
SH0036763,SO0036763,W03,Local Carrier,2026-05-25,2026-06-03,328.39,Late
SH0036764,SO0036764,W01,DHL,2024-10-22,2024-10-31,668.83,Late
SH0036765,SO0036765,W05,DHL,2023-08-05,2023-08-09,136.38,On Time
SH0036766,SO0036766,W02,FedEx,2023-02-18,2023-02-24,19.86,On Time
SH0036767,SO0036767,W02,Local Carrier,2024-08-16,2024-08-23,180.69,Late
SH0036768,SO0036768,W04,FedEx,2025-10-03,2025-10-07,217.31,Late
SH0036769,SO0036769,W06,DHL,2025-10-11,2025-10-15,198.33,Late
SH0036770,SO0036770,W04,Local Carrier,2024-05-18,2024-05-22,126.33,On Time
SH0036771,SO0036771,W04,DHL,2025-06-27,2025-06-28,109.31,On Time
SH0036772,SO0036772,W04,Local Carrier,2023-09-24,2023-10-04,187.02,Late
SH0036773,SO0036773,W02,Local Carrier,2026-03-27,2026-03-29,572.59,Late
SH0036774,SO0036774,W02,FedEx,2024-10-04,2024-10-15,356.55,Late
SH0036775,SO0036775,W03,FedEx,2025-01-07,2025-01-20,159.39,Late
SH0036776,SO0036776,W05,UPS,2023-09-18,2023-09-25,628.53,On Time
SH0036777,SO0036777,W02,UPS,2023-04-10,2023-04-15,854.38,Late
SH0036778,SO0036778,W06,Local Carrier,2023-04-15,2023-04-28,911.49,Late
SH0036779,SO0036779,W05,FedEx,2023-09-17,2023-09-22,491.79,Late
SH0036780,SO0036780,W05,Local Carrier,2023-03-25,2023-03-28,237.38,On Time
SH0036781,SO0036781,W05,FedEx,2024-11-06,2024-11-08,943.8,On Time
SH0036782,SO0036782,W04,UPS,2023-03-02,2023-03-03,708.27,On Time
SH0036783,SO0036783,W03,UPS,2026-08-25,2026-09-02,167.1,On Time
SH0036784,SO0036784,W01,DHL,2024-11-25,2024-11-27,154.75,On Time
SH0036785,SO0036785,W03,Local Carrier,2025-06-23,2025-06-29,380.01,On Time
SH0036786,SO0036786,W06,DHL,2025-11-12,2025-11-15,256.67,Late
SH0036787,SO0036787,W03,Local Carrier,2025-08-31,2025-09-14,203.63,Late
SH0036788,SO0036788,W01,UPS,2026-03-17,2026-03-23,611.5,Late
SH0036789,SO0036789,W05,UPS,2026-02-21,2026-02-25,352.51,On Time
SH0036790,SO0036790,W01,UPS,2026-07-08,2026-07-13,114.25,On Time
SH0036791,SO0036791,W06,DHL,2025-02-24,2025-02-28,123.32,Late
SH0036792,SO0036792,W03,FedEx,2023-07-05,2023-07-08,89.29,On Time
SH0036793,SO0036793,W04,Local Carrier,2023-10-19,2023-10-28,154.33,Late
SH0036794,SO0036794,W03,UPS,2025-12-27,2026-01-10,193.49,Late
SH0036795,SO0036795,W01,DHL,2025-09-19,2025-09-27,490.42,On Time
SH0036796,SO0036796,W04,Local Carrier,2023-03-20,2023-03-25,644.76,Late
SH0036797,SO0036797,W03,DHL,2026-01-04,2026-01-09,252.87,Late
SH0036798,SO0036798,W06,DHL,2024-04-10,2024-04-25,311.11,Late
SH0036799,SO0036799,W02,UPS,2023-08-07,2023-08-13,759.84,On Time
SH0036800,SO0036800,W06,DHL,2025-04-16,2025-04-25,616.63,Late
SH0036801,SO0036801,W03,DHL,2025-07-24,2025-07-25,396.52,On Time
SH0036802,SO0036802,W03,FedEx,2023-07-31,2023-08-02,338.57,On Time
SH0036803,SO0036803,W01,Local Carrier,2025-04-25,2025-05-02,195.87,Late
SH0036804,SO0036804,W04,UPS,2024-05-30,2024-06-01,245.38,On Time
SH0036805,SO0036805,W02,FedEx,2023-08-29,2023-09-07,379.38,Late
SH0036806,SO0036806,W02,FedEx,2026-03-29,2026-04-07,425.81,Late
SH0036807,SO0036807,W05,FedEx,2024-10-27,2024-11-01,806.8,Late
SH0036808,SO0036808,W06,Local Carrier,2024-05-04,2024-05-12,568.53,Late
SH0036809,SO0036809,W02,Local Carrier,2024-04-11,2024-04-19,366.72,Late
SH0036810,SO0036810,W02,Local Carrier,2024-12-07,2024-12-21,741.57,Late
SH0036811,SO0036811,W06,UPS,2024-07-07,2024-07-13,84.05,Late
SH0036812,SO0036812,W04,Local Carrier,2026-05-04,2026-05-14,225.82,Late
SH0036813,SO0036813,W03,DHL,2025-09-12,2025-09-21,131.53,Late
SH0036814,SO0036814,W02,UPS,2024-07-06,2024-07-15,280.85,Late
SH0036815,SO0036815,W04,UPS,2023-05-02,2023-05-13,81.54,Late
SH0036816,SO0036816,W06,DHL,2024-11-08,2024-11-10,222.96,Late
SH0036817,SO0036817,W01,FedEx,2023-08-12,2023-08-25,548.96,Late
SH0036818,SO0036818,W03,DHL,2024-10-01,2024-10-05,802.82,On Time
SH0036819,SO0036819,W06,Local Carrier,2024-07-19,2024-07-28,126.04,Late
SH0036820,SO0036820,W06,Local Carrier,2023-02-25,2023-03-05,88.05,Late
SH0036821,SO0036821,W04,DHL,2025-10-29,2025-11-01,44.63,On Time
SH0036822,SO0036822,W01,Local Carrier,2026-02-12,2026-02-21,568.39,Late
SH0036823,SO0036823,W01,DHL,2026-05-22,2026-05-29,243.54,On Time
SH0036824,SO0036824,W03,FedEx,2026-07-23,2026-07-28,347.16,On Time
SH0036825,SO0036825,W01,DHL,2026-04-07,2026-04-09,627.72,On Time
SH0036826,SO0036826,W06,Local Carrier,2025-06-19,2025-06-27,693.5,On Time
SH0036827,SO0036827,W03,UPS,2024-09-25,2024-10-03,185.69,Late
SH0036828,SO0036828,W03,Local Carrier,2026-06-14,2026-06-21,71.77,Late
SH0036829,SO0036829,W02,FedEx,2025-04-08,2025-04-09,349.81,On Time
SH0036830,SO0036830,W01,Local Carrier,2023-02-01,2023-02-10,613.69,Late
SH0036831,SO0036831,W02,Local Carrier,2025-01-02,2025-01-05,252.41,On Time
SH0036832,SO0036832,W04,DHL,2023-12-03,2023-12-12,656.6,Late
SH0036833,SO0036833,W01,UPS,2026-07-23,2026-07-29,59.29,Late
SH0036834,SO0036834,W03,DHL,2025-12-08,2025-12-09,252.26,On Time
SH0036835,SO0036835,W05,Local Carrier,2025-11-07,2025-11-20,340.33,Late
SH0036836,SO0036836,W01,FedEx,2024-09-09,2024-09-17,101.78,On Time
SH0036837,SO0036837,W02,UPS,2026-05-05,2026-05-07,855.43,Late
SH0036838,SO0036838,W05,DHL,2026-04-20,2026-04-26,132.64,Late
SH0036839,SO0036839,W02,DHL,2025-07-05,2025-07-12,383.88,Late
SH0036840,SO0036840,W04,DHL,2025-04-22,2025-05-02,172.21,Late
SH0036841,SO0036841,W02,FedEx,2023-08-04,2023-08-07,341.81,On Time
SH0036842,SO0036842,W02,FedEx,2026-06-27,2026-07-05,366.3,On Time
SH0036843,SO0036843,W05,UPS,2023-06-05,2023-06-07,277.19,On Time
SH0036844,SO0036844,W06,UPS,2025-06-08,2025-06-23,753.19,Late
SH0036845,SO0036845,W02,DHL,2025-08-14,2025-08-22,499.29,On Time
SH0036846,SO0036846,W03,DHL,2023-02-28,2023-03-05,185.66,On Time
SH0036847,SO0036847,W04,Local Carrier,2026-06-19,2026-06-20,251.19,On Time
SH0036848,SO0036848,W03,Local Carrier,2023-12-27,2023-12-31,55.83,Late
SH0036849,SO0036849,W02,UPS,2025-05-22,2025-05-30,396.57,On Time
SH0036850,SO0036850,W04,UPS,2023-08-02,2023-08-10,555.78,On Time
SH0036851,SO0036851,W06,DHL,2026-06-17,2026-06-22,370.59,Late
SH0036852,SO0036852,W06,DHL,2025-05-15,2025-05-16,910.3,On Time
SH0036853,SO0036853,W05,UPS,2025-10-21,2025-10-27,183.32,Late
SH0036854,SO0036854,W04,UPS,2025-10-23,2025-10-25,370.9,On Time
SH0036855,SO0036855,W02,Local Carrier,2026-02-04,2026-02-14,206.5,Late
SH0036856,SO0036856,W01,Local Carrier,2026-07-22,2026-07-23,161.12,On Time
SH0036857,SO0036857,W04,UPS,2023-10-06,2023-10-08,384.79,Late
SH0036858,SO0036858,W06,DHL,2024-04-21,2024-04-30,452.42,Late
SH0036859,SO0036859,W03,DHL,2026-04-18,2026-05-03,164.35,Late
SH0036860,SO0036860,W01,Local Carrier,2025-06-05,2025-06-16,593.31,Late
SH0036861,SO0036861,W06,UPS,2023-10-20,2023-10-21,428.18,On Time
SH0036862,SO0036862,W06,DHL,2024-07-17,2024-07-18,653.16,On Time
SH0036863,SO0036863,W03,DHL,2024-01-23,2024-02-01,145.51,Late
SH0036864,SO0036864,W03,UPS,2025-07-15,2025-07-19,202.01,Late
SH0036865,SO0036865,W02,DHL,2023-04-30,2023-05-09,517.34,Late
SH0036866,SO0036866,W02,UPS,2025-03-10,2025-03-21,389.22,Late
SH0036867,SO0036867,W02,FedEx,2023-01-04,2023-01-08,174.79,On Time
SH0036868,SO0036868,W03,DHL,2025-10-23,2025-10-29,499.15,On Time
SH0036869,SO0036869,W05,DHL,2025-09-03,2025-09-14,402.25,Late
SH0036870,SO0036870,W04,DHL,2025-02-24,2025-02-25,106.05,On Time
SH0036871,SO0036871,W04,DHL,2025-08-19,2025-08-25,661.33,Late
SH0036872,SO0036872,W05,DHL,2023-03-14,2023-03-28,94.27,Late
SH0036873,SO0036873,W06,Local Carrier,2026-06-26,2026-07-03,453.36,Late
SH0036874,SO0036874,W06,FedEx,2026-05-29,2026-06-01,615.1,On Time
SH0036875,SO0036875,W04,Local Carrier,2023-10-15,2023-10-19,175.34,On Time
SH0036876,SO0036876,W01,DHL,2024-03-13,2024-03-22,616.74,Late
SH0036877,SO0036877,W03,Local Carrier,2024-03-06,2024-03-14,403.2,Late
SH0036878,SO0036878,W01,Local Carrier,2025-04-27,2025-05-04,736.14,Late
SH0036879,SO0036879,W01,Local Carrier,2025-03-15,2025-03-21,685.85,On Time
SH0036880,SO0036880,W01,DHL,2024-06-10,2024-06-11,52.39,On Time
SH0036881,SO0036881,W06,FedEx,2023-06-22,2023-06-27,424.94,On Time
SH0036882,SO0036882,W01,UPS,2025-02-23,2025-03-06,165.41,Late
SH0036883,SO0036883,W06,FedEx,2025-12-05,2025-12-15,544.22,Late
SH0036884,SO0036884,W03,Local Carrier,2024-07-05,2024-07-08,211.23,On Time
SH0036885,SO0036885,W04,FedEx,2023-12-03,2023-12-10,923.64,Late
SH0036886,SO0036886,W04,Local Carrier,2023-02-01,2023-02-15,176.47,Late
SH0036887,SO0036887,W01,DHL,2025-07-09,2025-07-17,433.62,Late
SH0036888,SO0036888,W05,FedEx,2023-03-16,2023-03-22,417.15,On Time
SH0036889,SO0036889,W01,FedEx,2024-03-17,2024-03-20,608.64,On Time
SH0036890,SO0036890,W06,Local Carrier,2026-01-01,2026-01-10,443.58,Late
SH0036891,SO0036891,W01,DHL,2026-03-14,2026-03-19,280.44,On Time
SH0036892,SO0036892,W04,DHL,2024-06-02,2024-06-09,92.01,On Time
SH0036893,SO0036893,W03,DHL,2026-07-06,2026-07-09,102.74,On Time
SH0036894,SO0036894,W03,UPS,2024-02-25,2024-03-04,773.9,On Time
SH0036895,SO0036895,W03,UPS,2025-04-28,2025-05-06,226.08,Late
SH0036896,SO0036896,W02,Local Carrier,2025-01-18,2025-01-19,626.46,On Time
SH0036897,SO0036897,W06,UPS,2024-03-04,2024-03-08,317.73,On Time
SH0036898,SO0036898,W03,DHL,2025-01-22,2025-01-27,574.91,On Time
SH0036899,SO0036899,W04,FedEx,2025-02-10,2025-02-11,69.12,On Time
SH0036900,SO0036900,W05,UPS,2025-07-07,2025-07-16,418.33,Late
SH0036901,SO0036901,W01,FedEx,2026-07-11,2026-07-15,259.16,On Time
SH0036902,SO0036902,W05,FedEx,2025-08-28,2025-08-30,487.7,On Time
SH0036903,SO0036903,W05,FedEx,2026-06-29,2026-07-07,608.2,Late
SH0036904,SO0036904,W01,Local Carrier,2023-05-27,2023-06-01,351.25,Late
SH0036905,SO0036905,W03,FedEx,2023-09-21,2023-09-24,299.44,Late
SH0036906,SO0036906,W01,DHL,2023-10-13,2023-10-17,644.89,On Time
SH0036907,SO0036907,W04,DHL,2026-02-27,2026-03-04,457.94,Late
SH0036908,SO0036908,W01,DHL,2026-07-03,2026-07-06,928.45,On Time
SH0036909,SO0036909,W05,UPS,2024-05-30,2024-06-06,97.66,Late
SH0036910,SO0036910,W02,DHL,2025-12-18,2025-12-23,99.6,Late
SH0036911,SO0036911,W02,DHL,2023-08-17,2023-08-24,45.81,Late
SH0036912,SO0036912,W02,DHL,2023-08-29,2023-09-02,543.04,Late
SH0036913,SO0036913,W04,FedEx,2023-10-14,2023-10-18,120.58,Late
SH0036914,SO0036914,W03,FedEx,2026-03-22,2026-04-06,556.24,Late
SH0036915,SO0036915,W06,Local Carrier,2023-08-28,2023-09-01,829.76,Late
SH0036916,SO0036916,W02,UPS,2026-07-10,2026-07-13,337.93,Late
SH0036917,SO0036917,W01,UPS,2026-01-02,2026-01-06,433.17,On Time
SH0036918,SO0036918,W01,Local Carrier,2023-01-10,2023-01-17,361.83,On Time
SH0036919,SO0036919,W02,Local Carrier,2023-01-06,2023-01-11,253.45,On Time
SH0036920,SO0036920,W04,DHL,2025-02-26,2025-03-09,626.18,Late
SH0036921,SO0036921,W03,FedEx,2025-09-09,2025-09-17,442.62,Late
SH0036922,SO0036922,W05,UPS,2026-02-03,2026-02-08,57.63,On Time
SH0036923,SO0036923,W04,FedEx,2024-01-19,2024-01-27,106.12,On Time
SH0036924,SO0036924,W05,UPS,2026-08-06,2026-08-14,288.31,On Time
SH0036925,SO0036925,W04,Local Carrier,2023-07-12,2023-07-21,247.28,Late
SH0036926,SO0036926,W05,DHL,2023-04-03,2023-04-13,382.0,Late
SH0036927,SO0036927,W02,FedEx,2024-01-16,2024-01-26,258.59,Late
SH0036928,SO0036928,W05,UPS,2025-05-29,2025-05-31,104.75,On Time
SH0036929,SO0036929,W03,UPS,2023-02-12,2023-02-21,611.25,Late
SH0036930,SO0036930,W02,DHL,2026-01-31,2026-02-10,569.85,Late
SH0036931,SO0036931,W01,DHL,2023-02-21,2023-02-23,362.29,Late
SH0036932,SO0036932,W04,DHL,2024-05-13,2024-05-24,417.11,Late
SH0036933,SO0036933,W06,DHL,2023-11-01,2023-11-09,431.56,On Time
SH0036934,SO0036934,W06,FedEx,2024-03-19,2024-03-26,413.93,Late
SH0036935,SO0036935,W02,FedEx,2023-02-13,2023-02-15,422.62,On Time
SH0036936,SO0036936,W02,Local Carrier,2024-05-14,2024-05-20,85.21,On Time
SH0036937,SO0036937,W06,Local Carrier,2026-07-14,2026-07-18,137.21,On Time
SH0036938,SO0036938,W04,UPS,2025-12-07,2025-12-15,375.32,Late
SH0036939,SO0036939,W06,Local Carrier,2026-07-04,2026-07-14,713.97,Late
SH0036940,SO0036940,W03,UPS,2026-01-13,2026-01-19,871.5,On Time
SH0036941,SO0036941,W03,DHL,2024-07-22,2024-07-27,483.58,On Time
SH0036942,SO0036942,W04,DHL,2025-08-19,2025-08-25,195.46,Late
SH0036943,SO0036943,W05,UPS,2024-03-02,2024-03-06,232.52,On Time
SH0036944,SO0036944,W04,FedEx,2024-03-13,2024-03-25,62.52,Late
SH0036945,SO0036945,W05,FedEx,2023-10-14,2023-10-16,612.84,On Time
SH0036946,SO0036946,W05,DHL,2023-05-08,2023-05-23,768.72,Late
SH0036947,SO0036947,W04,DHL,2025-01-11,2025-01-18,280.09,Late
SH0036948,SO0036948,W05,FedEx,2024-09-07,2024-09-12,114.31,Late
SH0036949,SO0036949,W05,UPS,2023-04-26,2023-05-02,219.3,Late
SH0036950,SO0036950,W05,FedEx,2023-09-04,2023-09-13,122.97,Late
SH0036951,SO0036951,W05,FedEx,2023-12-20,2023-12-28,425.04,On Time
SH0036952,SO0036952,W01,DHL,2023-10-04,2023-10-07,328.31,On Time
SH0036953,SO0036953,W02,Local Carrier,2026-08-07,2026-08-09,719.16,On Time
SH0036954,SO0036954,W06,UPS,2023-05-31,2023-06-02,217.17,Late
SH0036955,SO0036955,W03,DHL,2025-01-26,2025-01-31,298.33,On Time
SH0036956,SO0036956,W03,FedEx,2024-10-15,2024-10-18,468.65,On Time
SH0036957,SO0036957,W02,Local Carrier,2026-01-14,2026-01-28,188.97,Late
SH0036958,SO0036958,W01,Local Carrier,2024-09-29,2024-10-01,366.48,Late
SH0036959,SO0036959,W01,UPS,2025-06-17,2025-06-21,146.07,Late
SH0036960,SO0036960,W05,FedEx,2025-07-01,2025-07-11,694.74,Late
SH0036961,SO0036961,W05,Local Carrier,2023-09-20,2023-09-27,456.88,Late
SH0036962,SO0036962,W02,FedEx,2025-10-18,2025-10-25,145.39,Late
SH0036963,SO0036963,W04,Local Carrier,2025-10-26,2025-10-31,698.82,Late
SH0036964,SO0036964,W06,DHL,2024-09-27,2024-10-05,287.36,Late
SH0036965,SO0036965,W04,FedEx,2026-04-23,2026-04-24,106.98,On Time
SH0036966,SO0036966,W06,UPS,2025-03-13,2025-03-23,386.47,Late
SH0036967,SO0036967,W02,Local Carrier,2026-06-12,2026-06-15,713.45,Late
SH0036968,SO0036968,W05,DHL,2024-06-24,2024-06-26,336.87,On Time
SH0036969,SO0036969,W02,FedEx,2024-03-27,2024-04-02,1195.19,On Time
SH0036970,SO0036970,W02,DHL,2023-08-28,2023-09-04,635.87,Late
SH0036971,SO0036971,W03,FedEx,2024-10-20,2024-10-28,240.33,Late
SH0036972,SO0036972,W01,FedEx,2024-05-26,2024-05-27,426.32,On Time
SH0036973,SO0036973,W03,DHL,2025-10-09,2025-10-12,563.96,On Time
SH0036974,SO0036974,W03,FedEx,2024-09-18,2024-09-23,129.81,On Time
SH0036975,SO0036975,W01,DHL,2025-12-21,2025-12-29,214.01,Late
SH0036976,SO0036976,W04,UPS,2023-09-19,2023-09-25,80.94,Late
SH0036977,SO0036977,W04,UPS,2025-04-09,2025-04-16,103.49,On Time
SH0036978,SO0036978,W03,UPS,2025-06-18,2025-06-26,419.13,On Time
SH0036979,SO0036979,W03,UPS,2023-05-25,2023-06-06,312.41,Late
SH0036980,SO0036980,W03,UPS,2026-04-14,2026-04-19,170.4,On Time
SH0036981,SO0036981,W04,FedEx,2023-01-20,2023-01-27,37.62,Late
SH0036982,SO0036982,W02,DHL,2025-06-17,2025-06-21,290.74,On Time
SH0036983,SO0036983,W05,FedEx,2025-03-13,2025-03-25,102.38,Late
SH0036984,SO0036984,W06,Local Carrier,2024-07-17,2024-07-29,108.13,Late
SH0036985,SO0036985,W06,DHL,2024-03-30,2024-04-02,269.91,On Time
SH0036986,SO0036986,W01,UPS,2025-11-15,2025-11-28,609.75,Late
SH0036987,SO0036987,W03,Local Carrier,2023-10-29,2023-11-06,540.03,Late
SH0036988,SO0036988,W06,DHL,2023-06-12,2023-06-13,295.0,On Time
SH0036989,SO0036989,W02,Local Carrier,2023-08-19,2023-08-22,35.26,Late
SH0036990,SO0036990,W04,DHL,2023-12-09,2023-12-16,201.8,On Time
SH0036991,SO0036991,W06,Local Carrier,2023-06-22,2023-06-26,306.33,Late
SH0036992,SO0036992,W05,UPS,2025-11-09,2025-11-16,661.28,Late
SH0036993,SO0036993,W05,FedEx,2023-06-05,2023-06-09,248.23,On Time
SH0036994,SO0036994,W01,FedEx,2025-02-11,2025-02-14,186.87,On Time
SH0036995,SO0036995,W03,DHL,2024-10-18,2024-10-21,428.09,On Time
SH0036996,SO0036996,W05,DHL,2023-09-24,2023-09-28,169.43,On Time
SH0036997,SO0036997,W01,Local Carrier,2024-11-22,2024-11-24,42.13,On Time
SH0036998,SO0036998,W03,UPS,2024-01-23,2024-01-31,306.3,On Time
SH0036999,SO0036999,W04,DHL,2024-04-02,2024-04-12,308.27,Late
SH0037000,SO0037000,W06,Local Carrier,2023-05-11,2023-05-22,190.16,Late
SH0037001,SO0037001,W02,UPS,2025-12-02,2025-12-03,68.96,On Time
SH0037002,SO0037002,W02,UPS,2026-01-28,2026-02-08,897.27,Late
SH0037003,SO0037003,W03,Local Carrier,2024-05-04,2024-05-06,135.09,Late
SH0037004,SO0037004,W03,Local Carrier,2024-04-21,2024-04-24,95.67,On Time
SH0037005,SO0037005,W02,DHL,2024-01-26,2024-02-06,347.08,Late
SH0037006,SO0037006,W01,UPS,2025-04-02,2025-04-09,44.33,Late
SH0037007,SO0037007,W06,DHL,2025-05-16,2025-05-22,100.4,Late
SH0037008,SO0037008,W06,UPS,2024-03-25,2024-03-29,1035.34,Late
SH0037009,SO0037009,W06,FedEx,2023-03-29,2023-04-02,176.77,On Time
SH0037010,SO0037010,W05,DHL,2023-10-10,2023-10-20,505.36,Late
SH0037011,SO0037011,W03,Local Carrier,2023-10-21,2023-10-30,453.51,Late
SH0037012,SO0037012,W02,FedEx,2023-06-21,2023-06-27,141.27,On Time
SH0037013,SO0037013,W02,Local Carrier,2025-08-11,2025-08-24,75.09,Late
SH0037014,SO0037014,W01,DHL,2024-05-22,2024-05-24,538.75,On Time
SH0037015,SO0037015,W04,UPS,2024-11-30,2024-12-08,134.63,Late
SH0037016,SO0037016,W02,UPS,2026-06-26,2026-07-02,350.62,On Time
SH0037017,SO0037017,W01,DHL,2025-09-27,2025-10-02,28.98,Late
SH0037018,SO0037018,W03,DHL,2024-08-31,2024-09-11,54.84,Late
SH0037019,SO0037019,W03,DHL,2025-09-25,2025-10-07,407.74,Late
SH0037020,SO0037020,W01,DHL,2024-11-24,2024-12-07,415.9,Late
SH0037021,SO0037021,W04,Local Carrier,2025-06-21,2025-06-24,290.88,Late
SH0037022,SO0037022,W02,Local Carrier,2023-08-07,2023-08-12,287.36,On Time
SH0037023,SO0037023,W02,DHL,2024-06-12,2024-06-16,567.38,On Time
SH0037024,SO0037024,W05,DHL,2023-09-15,2023-09-19,627.35,On Time
SH0037025,SO0037025,W06,DHL,2023-09-30,2023-10-15,336.42,Late
SH0037026,SO0037026,W05,DHL,2026-06-28,2026-07-05,258.67,Late
SH0037027,SO0037027,W06,FedEx,2026-01-19,2026-01-27,135.49,Late
SH0037028,SO0037028,W04,Local Carrier,2023-08-23,2023-08-26,259.23,On Time
SH0037029,SO0037029,W04,FedEx,2023-08-04,2023-08-14,136.72,Late
SH0037030,SO0037030,W03,UPS,2026-06-24,2026-07-01,660.39,Late
SH0037031,SO0037031,W04,UPS,2024-02-12,2024-02-21,276.12,Late
SH0037032,SO0037032,W04,DHL,2024-07-02,2024-07-09,102.01,On Time
SH0037033,SO0037033,W01,FedEx,2023-07-07,2023-07-15,245.04,Late
SH0037034,SO0037034,W04,UPS,2025-03-26,2025-04-03,476.63,Late
SH0037035,SO0037035,W05,FedEx,2024-06-18,2024-06-22,526.73,On Time
SH0037036,SO0037036,W04,UPS,2023-02-11,2023-02-18,317.28,Late
SH0037037,SO0037037,W04,Local Carrier,2026-07-28,2026-07-30,406.65,On Time
SH0037038,SO0037038,W02,UPS,2025-07-30,2025-08-11,219.88,Late
SH0037039,SO0037039,W03,Local Carrier,2023-03-11,2023-03-13,283.13,On Time
SH0037040,SO0037040,W04,FedEx,2023-06-07,2023-06-12,131.45,On Time
SH0037041,SO0037041,W02,DHL,2024-07-30,2024-08-03,52.19,On Time
SH0037042,SO0037042,W04,Local Carrier,2026-06-29,2026-07-01,219.5,Late
SH0037043,SO0037043,W06,FedEx,2026-06-14,2026-06-22,674.83,Late
SH0037044,SO0037044,W05,FedEx,2024-10-15,2024-10-23,52.14,Late
SH0037045,SO0037045,W04,DHL,2024-11-14,2024-11-21,146.61,On Time
SH0037046,SO0037046,W05,FedEx,2025-05-21,2025-05-30,403.4,Late
SH0037047,SO0037047,W05,FedEx,2024-12-20,2024-12-31,630.89,Late
SH0037048,SO0037048,W04,Local Carrier,2023-02-10,2023-02-12,126.38,On Time
SH0037049,SO0037049,W06,DHL,2023-07-17,2023-07-28,176.76,Late
SH0037050,SO0037050,W03,Local Carrier,2025-01-05,2025-01-10,893.89,Late
SH0037051,SO0037051,W03,UPS,2023-08-24,2023-09-01,185.27,On Time
SH0037052,SO0037052,W05,UPS,2026-06-13,2026-06-28,165.51,Late
SH0037053,SO0037053,W03,Local Carrier,2024-06-28,2024-07-05,120.94,On Time
SH0037054,SO0037054,W02,Local Carrier,2026-05-29,2026-06-03,684.88,Late
SH0037055,SO0037055,W03,FedEx,2023-11-27,2023-12-05,447.13,Late
SH0037056,SO0037056,W01,DHL,2025-01-20,2025-01-28,392.93,On Time
SH0037057,SO0037057,W01,FedEx,2025-07-10,2025-07-15,390.23,On Time
SH0037058,SO0037058,W06,UPS,2024-04-23,2024-04-25,649.61,On Time
SH0037059,SO0037059,W03,FedEx,2025-03-22,2025-04-01,458.25,Late
SH0037060,SO0037060,W02,UPS,2026-03-05,2026-03-12,34.07,On Time
SH0037061,SO0037061,W03,Local Carrier,2024-01-27,2024-01-31,131.62,On Time
SH0037062,SO0037062,W04,DHL,2026-05-23,2026-05-30,368.59,Late
SH0037063,SO0037063,W03,DHL,2025-11-05,2025-11-13,280.51,Late
SH0037064,SO0037064,W06,FedEx,2023-04-12,2023-04-18,109.08,Late
SH0037065,SO0037065,W02,UPS,2025-08-31,2025-09-02,420.75,Late
SH0037066,SO0037066,W02,Local Carrier,2025-11-02,2025-11-03,212.29,On Time
SH0037067,SO0037067,W02,Local Carrier,2024-04-17,2024-05-01,391.56,Late
SH0037068,SO0037068,W01,DHL,2024-05-05,2024-05-14,423.74,Late
SH0037069,SO0037069,W04,UPS,2023-09-03,2023-09-11,402.47,On Time
SH0037070,SO0037070,W05,UPS,2024-04-07,2024-04-12,86.26,On Time
SH0037071,SO0037071,W05,FedEx,2025-02-10,2025-02-20,655.28,Late
SH0037072,SO0037072,W04,FedEx,2024-08-08,2024-08-17,101.85,Late
SH0037073,SO0037073,W02,UPS,2024-03-13,2024-03-24,776.71,Late
SH0037074,SO0037074,W05,Local Carrier,2024-06-08,2024-06-11,641.25,On Time
SH0037075,SO0037075,W02,Local Carrier,2023-03-09,2023-03-22,287.08,Late
SH0037076,SO0037076,W06,DHL,2024-07-04,2024-07-07,468.39,Late
SH0037077,SO0037077,W02,DHL,2023-01-02,2023-01-10,175.43,Late
SH0037078,SO0037078,W03,UPS,2024-01-31,2024-02-08,236.75,Late
SH0037079,SO0037079,W01,DHL,2025-12-26,2025-12-27,270.7,On Time
SH0037080,SO0037080,W01,FedEx,2026-04-16,2026-04-25,423.24,Late
SH0037081,SO0037081,W06,DHL,2023-09-12,2023-09-20,473.44,Late
SH0037082,SO0037082,W06,FedEx,2024-09-30,2024-10-07,436.2,On Time
SH0037083,SO0037083,W01,Local Carrier,2023-05-19,2023-05-27,307.69,On Time
SH0037084,SO0037084,W04,UPS,2024-01-01,2024-01-14,419.57,Late
SH0037085,SO0037085,W02,UPS,2025-02-05,2025-02-08,345.98,On Time
SH0037086,SO0037086,W05,FedEx,2023-04-01,2023-04-12,418.66,Late
SH0037087,SO0037087,W05,DHL,2023-02-23,2023-02-28,311.27,On Time
SH0037088,SO0037088,W01,FedEx,2026-05-26,2026-05-31,366.63,On Time
SH0037089,SO0037089,W02,FedEx,2024-09-14,2024-09-20,255.34,On Time
SH0037090,SO0037090,W02,FedEx,2024-11-08,2024-11-12,257.08,On Time
SH0037091,SO0037091,W04,DHL,2025-10-31,2025-11-03,148.77,Late
SH0037092,SO0037092,W06,FedEx,2024-01-16,2024-01-22,240.52,On Time
SH0037093,SO0037093,W03,UPS,2025-02-21,2025-03-07,531.16,Late
SH0037094,SO0037094,W01,DHL,2023-12-27,2024-01-03,225.32,Late
