PurchaseOrderID,OrderDate,SupplierID,ProductID,WarehouseID,QuantityOrdered,POValue,ExpectedReceiptDate,ActualReceiptDate,DefectRate,Status
PO008823,2025-01-22,S0079,P00174,W05,337,12046.01,2025-01-31,2025-01-31,0.0148,Received
PO008824,2024-03-11,S0087,P00874,W04,432,43161.56,2024-04-04,2024-04-07,0.0585,Received
PO008825,2024-09-28,S0072,P00241,W05,464,31246.44,2024-10-17,2024-10-17,0.003,Received
PO008826,2024-08-16,S0048,P00202,W01,59,2475.82,2024-09-06,2024-09-17,0.0165,Received
PO008827,2024-05-29,S0090,P00744,W05,24,933.48,2024-06-11,2024-06-11,0.0177,Received
PO008828,2023-08-18,S0107,P00335,W03,354,3942.26,2023-09-15,2023-09-15,0.021,Received
PO008829,2025-05-24,S0004,P00534,W04,270,30834.57,2025-06-17,2025-06-24,0.0145,Received
PO008830,2026-05-12,S0080,P00871,W01,263,12740.65,2026-06-11,2026-06-17,0.0433,Received
PO008831,2023-10-21,S0108,P00197,W06,82,1332.34,2023-11-03,2023-11-03,0.0356,Received
PO008832,2023-03-13,S0065,P00850,W01,253,1536.66,2023-04-08,2023-04-08,0.0232,Received
PO008833,2023-06-04,S0108,P00432,W04,250,17822.21,2023-07-03,2023-07-07,0.0162,Received
PO008834,2026-06-07,S0053,P00043,W06,462,26268.46,2026-06-26,2026-06-26,0.0163,Received
PO008835,2023-02-04,S0037,P00256,W01,479,57347.12,2023-03-05,2023-03-10,0.0448,Received
PO008836,2024-10-26,S0120,P00412,W02,77,5581.34,2024-11-20,2024-11-20,0.023,Received
PO008837,2024-10-09,S0018,P00143,W04,206,9571.41,2024-11-03,2024-11-11,0.0329,Received
PO008838,2026-02-01,S0067,P00538,W06,41,859.29,2026-02-24,2026-02-24,0.0321,Received
PO008839,2026-01-13,S0003,P00865,W05,290,6247.5,2026-01-18,2026-01-18,0.0276,Received
PO008840,2026-06-25,S0057,P00956,W06,67,1981.11,2026-07-20,2026-07-20,0.0259,Received
PO008841,2025-09-02,S0090,P00545,W03,291,7451.38,2025-09-11,2025-09-11,0.0382,Received
PO008842,2024-07-02,S0041,P00531,W05,497,17555.67,2024-07-27,2024-07-27,0.016,Received
PO008843,2025-05-20,S0119,P00371,W04,281,72575.69,2025-06-19,2025-06-19,0.0168,Received
PO008844,2023-12-24,S0058,P00825,W01,232,7726.04,2023-12-29,2024-01-01,0.0763,Received
PO008845,2025-08-04,S0066,P00750,W05,361,34321.44,2025-08-29,2025-08-29,0.0279,Received
PO008846,2025-07-09,S0005,P00035,W06,174,11768.5,2025-07-14,2025-07-15,0.0154,Received
PO008847,2025-10-24,S0118,P00511,W03,301,14910.81,2025-10-31,2025-11-10,0.0605,Received
PO008848,2024-04-17,S0047,P00498,W01,327,12992.78,2024-05-16,2024-05-23,0.0291,Received
PO008849,2025-08-11,S0004,P00175,W04,462,25661.08,2025-08-30,2025-08-31,0.0428,Received
PO008850,2025-09-30,S0117,P00818,W01,332,17693.3,2025-10-15,2025-10-17,0.0165,Received
PO008851,2024-04-27,S0117,P00905,W01,118,8430.18,2024-05-23,2024-05-29,0.0421,Received
PO008852,2023-09-30,S0079,P00167,W06,119,20820.96,2023-10-11,2023-10-11,0.016,Received
PO008853,2025-04-15,S0046,P00074,W03,340,34356.63,2025-05-02,2025-05-12,0.0435,Received
PO008854,2023-05-25,S0086,P00781,W02,275,47114.79,2023-06-24,2023-06-26,0.0436,Received
PO008855,2025-09-02,S0090,P00667,W06,453,12593.76,2025-09-26,2025-09-26,0.002,Received
PO008856,2026-03-28,S0107,P00896,W02,205,7785.21,2026-04-25,2026-04-25,0.0589,Received
PO008857,2023-10-06,S0006,P00627,W06,184,13924.7,2023-11-01,2023-11-02,0.0275,Received
PO008858,2024-03-04,S0110,P00918,W06,455,8151.06,2024-03-26,2024-03-29,0.0261,Received
PO008859,2024-10-05,S0099,P00761,W02,271,17604.35,2024-10-29,2024-11-09,0.0169,Received
PO008860,2025-03-19,S0030,P00702,W04,132,2444.57,2025-04-17,2025-04-22,0.0466,Received
PO008861,2024-07-17,S0034,P00031,W05,62,2090.84,2024-07-24,2024-07-24,0.0298,Received
PO008862,2025-07-04,S0105,P00063,W03,238,7031.72,2025-07-18,2025-07-19,0.0314,Received
PO008863,2026-01-18,S0077,P00230,W06,96,1241.64,2026-02-16,2026-02-20,0.0479,Received
PO008864,2025-07-07,S0060,P00385,W02,68,1338.79,2025-07-20,2025-07-23,0.0193,Received
PO008865,2023-10-02,S0107,P00343,W02,286,15106.09,2023-10-21,2023-10-21,0.0216,Received
PO008866,2026-06-26,S0063,P00525,W04,420,5749.27,2026-07-15,2026-07-24,0.0138,Received
PO008867,2025-05-22,S0064,P00473,W06,447,14818.63,2025-06-07,2025-06-09,0.0368,Received
PO008868,2024-02-19,S0056,P00779,W03,228,2397.52,2024-03-15,2024-03-15,0.0293,Received
PO008869,2025-09-08,S0066,P00858,W05,379,16879.98,2025-10-05,2025-10-05,0.0251,Received
PO008870,2026-07-07,S0092,P00050,W01,217,16695.17,2026-07-18,2026-07-26,0.0509,Received
PO008871,2025-09-08,S0099,P00800,W02,422,20534.54,2025-09-18,2025-09-18,0.0109,Received
PO008872,2026-05-24,S0046,P00078,W05,301,8161.45,2026-06-21,2026-06-27,0.0277,Received
PO008873,2026-08-23,S0115,P00982,W02,298,35503.44,2026-09-03,2026-09-09,0.0648,Open
PO008874,2026-06-02,S0006,P00365,W06,267,13986.92,2026-06-18,2026-06-18,0.0972,Received
PO008875,2024-06-28,S0117,P00815,W05,363,10857.31,2024-07-14,2024-07-16,0.0087,Received
PO008876,2025-07-11,S0026,P00724,W06,192,9214.5,2025-07-17,2025-07-17,0.0269,Received
PO008877,2026-07-26,S0066,P00858,W03,342,15963.87,2026-08-22,2026-08-22,0.0305,Received
PO008878,2025-09-05,S0021,P00282,W02,443,16218.11,2025-09-14,2025-09-20,0.0127,Received
PO008879,2025-05-31,S0065,P00366,W05,281,12826.58,2025-06-15,2025-06-15,0.068,Received
PO008880,2024-09-23,S0108,P00866,W01,49,1522.28,2024-10-22,2024-10-31,0.0443,Received
PO008881,2023-04-11,S0119,P00371,W03,89,24660.57,2023-05-11,2023-05-17,0.0188,Received
PO008882,2023-08-23,S0047,P00498,W06,332,12515.8,2023-09-21,2023-09-21,0.0373,Received
PO008883,2023-05-18,S0080,P00518,W04,485,18633.55,2023-06-10,2023-06-13,0.0158,Received
PO008884,2024-03-13,S0003,P00907,W06,152,14436.35,2024-04-06,2024-04-15,0.0067,Received
PO008885,2023-02-13,S0064,P00961,W05,131,38038.27,2023-03-01,2023-03-03,0.0238,Received
PO008886,2024-02-02,S0094,P00265,W05,44,1707.97,2024-02-28,2024-03-03,0.0715,Received
PO008887,2026-04-30,S0001,P00154,W01,447,117555.83,2026-05-22,2026-05-22,0.0167,Received
PO008888,2025-03-07,S0066,P00292,W02,240,15163.21,2025-03-26,2025-03-26,0.0193,Received
PO008889,2023-01-29,S0038,P00787,W03,29,721.25,2023-02-11,2023-02-11,0.0056,Received
PO008890,2024-03-23,S0071,P00590,W03,239,6842.99,2024-04-15,2024-04-30,0.0289,Received
PO008891,2025-02-27,S0015,P00020,W05,365,6669.3,2025-03-04,2025-03-04,0.0107,Received
PO008892,2025-04-21,S0072,P00295,W04,197,13279.56,2025-05-07,2025-05-13,0.0162,Received
PO008893,2023-05-11,S0051,P00492,W01,273,17921.06,2023-05-21,2023-05-21,0.0571,Received
PO008894,2024-02-02,S0078,P00921,W04,425,44740.01,2024-02-27,2024-02-27,0.0455,Received
PO008895,2026-08-08,S0010,P00819,W02,147,17694.19,2026-09-01,2026-09-01,0.0237,Open
PO008896,2025-01-19,S0086,P00680,W03,42,1201.11,2025-02-15,2025-02-16,0.0217,Received
PO008897,2025-12-03,S0078,P00081,W03,26,2888.04,2025-12-30,2026-01-05,0.0233,Received
PO008898,2023-04-17,S0018,P00802,W03,409,30310.64,2023-04-27,2023-04-30,0.0245,Received
PO008899,2026-08-26,S0013,P00483,W02,309,11114.54,2026-09-21,2026-09-23,0.0375,Open
PO008900,2023-11-03,S0099,P00567,W01,474,7589.23,2023-11-24,2023-11-24,0.0105,Received
PO008901,2023-02-28,S0026,P00461,W05,51,1208.32,2023-03-30,2023-04-07,0.0139,Received
PO008902,2024-04-28,S0101,P00569,W06,389,19563.22,2024-05-26,2024-05-26,0.0064,Received
PO008903,2025-10-27,S0052,P00436,W02,261,15530.14,2025-11-15,2025-11-21,0.0645,Received
PO008904,2025-07-10,S0092,P00050,W02,216,16761.95,2025-07-21,2025-07-21,0.0523,Received
PO008905,2025-06-09,S0077,P00926,W05,305,12106.22,2025-06-24,2025-06-28,0.0038,Received
PO008906,2023-01-26,S0101,P00439,W06,263,45918.12,2023-02-25,2023-02-25,0.0125,Received
PO008907,2023-02-21,S0054,P00011,W06,145,1670.09,2023-03-03,2023-03-03,0.0501,Received
PO008908,2024-06-24,S0063,P00805,W04,108,3348.28,2024-07-04,2024-07-05,0.0273,Received
PO008909,2023-06-12,S0022,P00468,W06,290,5926.47,2023-06-20,2023-06-20,0.0116,Received
PO008910,2025-01-30,S0091,P00798,W05,344,6609.63,2025-02-19,2025-02-19,0.0143,Received
PO008911,2023-12-02,S0084,P00034,W05,452,35739.75,2023-12-27,2024-01-04,0.0373,Received
PO008912,2023-12-23,S0070,P00888,W01,171,6868.97,2024-01-19,2024-01-23,0.0433,Received
PO008913,2023-11-21,S0001,P00372,W01,248,13162.18,2023-12-03,2023-12-11,0.0326,Received
PO008914,2026-02-19,S0043,P00008,W06,251,7764.18,2026-03-03,2026-03-03,0.0223,Received
PO008915,2025-02-11,S0116,P00811,W03,329,37137.65,2025-02-24,2025-02-25,0.0122,Received
PO008916,2024-08-31,S0006,P00365,W04,144,6794.81,2024-09-16,2024-09-16,0.0267,Received
PO008917,2023-06-18,S0083,P00496,W05,189,12804.55,2023-06-29,2023-06-29,0.0346,Received
PO008918,2025-11-04,S0054,P00913,W05,286,6413.1,2025-11-16,2025-11-27,0.0481,Received
PO008919,2025-12-21,S0113,P00464,W06,424,33088.24,2026-01-15,2026-01-15,0.0177,Received
PO008920,2025-03-22,S0002,P00465,W03,228,7525.42,2025-04-01,2025-04-01,0.0288,Received
PO008921,2024-08-29,S0017,P00204,W02,418,11600.51,2024-09-09,2024-09-16,0.0104,Received
PO008922,2025-08-21,S0056,P00268,W03,51,3980.24,2025-08-29,2025-08-29,0.0222,Received
PO008923,2025-04-28,S0007,P00019,W04,168,8372.33,2025-05-26,2025-05-29,0.011,Received
PO008924,2023-08-30,S0006,P00863,W06,161,9618.47,2023-09-21,2023-09-21,0.0575,Received
PO008925,2025-05-25,S0038,P00787,W06,336,8170.04,2025-06-07,2025-06-09,0.01,Received
PO008926,2024-06-30,S0005,P00596,W04,383,15245.78,2024-07-13,2024-07-13,0.0295,Received
PO008927,2024-11-22,S0027,P00986,W02,184,1169.36,2024-12-07,2024-12-12,0.0294,Received
PO008928,2025-01-17,S0021,P00586,W05,438,28202.57,2025-02-12,2025-02-12,0.0357,Received
PO008929,2025-12-17,S0056,P00218,W03,23,1026.55,2025-12-22,2025-12-22,0.0096,Received
PO008930,2023-06-08,S0033,P00054,W04,68,4100.51,2023-07-05,2023-07-05,0.0649,Received
PO008931,2025-10-15,S0110,P00191,W02,242,9120.87,2025-11-09,2025-11-09,0.0059,Received
PO008932,2025-01-07,S0104,P00824,W06,291,11794.8,2025-01-18,2025-01-18,0.0684,Received
PO008933,2024-10-06,S0030,P00472,W04,84,2940.2,2024-10-20,2024-10-20,0.0213,Received
PO008934,2025-08-16,S0008,P00368,W05,110,3502.13,2025-08-28,2025-08-28,0.0093,Received
PO008935,2024-11-17,S0084,P00034,W06,124,9386.19,2024-12-12,2024-12-19,0.0226,Received
PO008936,2024-01-09,S0038,P00784,W01,152,5328.57,2024-02-06,2024-02-10,0.0173,Received
PO008937,2023-01-19,S0115,P00814,W05,290,3426.03,2023-02-16,2023-02-20,0.0108,Received
PO008938,2026-08-26,S0110,P00181,W01,72,1734.18,2026-09-10,2026-09-16,0.0133,Open
PO008939,2023-02-02,S0088,P00402,W04,408,23397.84,2023-02-07,2023-02-11,0.0413,Received
PO008940,2023-01-12,S0088,P00402,W03,175,9485.82,2023-01-17,2023-01-19,0.0608,Received
PO008941,2025-01-08,S0020,P00487,W01,50,2668.34,2025-01-16,2025-01-16,0.0338,Received
PO008942,2024-05-04,S0051,P00079,W03,398,8824.72,2024-05-29,2024-05-29,0.0254,Received
PO008943,2024-04-08,S0004,P00953,W02,282,4700.34,2024-04-22,2024-04-26,0.0451,Received
PO008944,2024-03-09,S0092,P00456,W01,418,14257.83,2024-03-18,2024-03-19,0.0197,Received
PO008945,2025-01-17,S0051,P00955,W06,430,6076.9,2025-02-11,2025-02-11,0.0191,Received
PO008946,2024-03-07,S0056,P00633,W03,238,12917.44,2024-04-02,2024-04-06,0.0193,Received
PO008947,2023-10-21,S0002,P00465,W01,59,1873.35,2023-10-31,2023-11-05,0.0056,Received
PO008948,2023-07-02,S0080,P00310,W05,141,20207.77,2023-07-08,2023-07-17,0.0192,Received
PO008949,2026-03-07,S0056,P00779,W02,472,4614.47,2026-04-01,2026-04-03,0.0255,Received
PO008950,2025-03-31,S0020,P00937,W06,431,62130.67,2025-04-16,2025-04-18,0.0074,Received
PO008951,2023-05-02,S0064,P00427,W05,259,3807.93,2023-05-18,2023-05-22,0.0131,Received
PO008952,2026-01-02,S0078,P00500,W06,496,27213.03,2026-01-14,2026-01-14,0.0212,Received
PO008953,2025-04-20,S0060,P00652,W06,225,19424.39,2025-05-13,2025-05-13,0.0102,Received
PO008954,2023-03-08,S0086,P00133,W04,110,598.89,2023-04-04,2023-04-15,0.0682,Received
PO008955,2023-04-18,S0006,P00627,W06,78,6146.61,2023-05-14,2023-05-14,0.0418,Received
PO008956,2025-02-16,S0013,P00501,W05,332,42627.48,2025-03-12,2025-03-12,0.0536,Received
PO008957,2025-09-30,S0110,P00878,W01,337,11257.71,2025-10-25,2025-10-25,0.0444,Received
PO008958,2023-09-06,S0102,P00138,W04,494,4390.47,2023-09-16,2023-09-25,0.003,Received
PO008959,2023-07-27,S0117,P00815,W06,255,7878.22,2023-08-12,2023-08-22,0.0367,Received
PO008960,2025-12-23,S0096,P00040,W06,45,5444.94,2026-01-08,2026-01-13,0.0636,Received
PO008961,2023-11-08,S0027,P00741,W02,50,1835.01,2023-11-20,2023-11-20,0.0444,Received
PO008962,2024-01-06,S0049,P00478,W01,478,8584.6,2024-01-20,2024-01-21,0.0341,Received
PO008963,2025-11-26,S0088,P00843,W01,343,16589.66,2025-12-25,2025-12-25,0.0822,Received
PO008964,2024-08-10,S0107,P00558,W05,319,21291.85,2024-08-22,2024-08-26,0.0146,Received
PO008965,2025-12-04,S0095,P00565,W06,436,19465.04,2025-12-26,2025-12-26,0.0329,Received
PO008966,2024-03-22,S0093,P00916,W01,111,3187.5,2024-04-12,2024-04-24,0.0289,Received
PO008967,2025-11-22,S0025,P00445,W04,312,5634.17,2025-12-13,2025-12-14,0.0048,Received
PO008968,2023-01-05,S0022,P00662,W05,39,1083.5,2023-01-24,2023-02-02,0.0154,Received
PO008969,2023-05-18,S0105,P00063,W03,392,11832.8,2023-06-01,2023-06-08,0.006,Received
PO008970,2024-08-10,S0079,P00263,W02,110,13099.33,2024-09-04,2024-09-12,0.0124,Received
PO008971,2025-11-04,S0025,P00657,W03,468,10973.42,2025-12-04,2025-12-04,0.0146,Received
PO008972,2025-04-24,S0007,P00259,W02,351,19485.0,2025-05-04,2025-05-04,0.0531,Received
PO008973,2026-05-02,S0105,P00430,W05,319,5804.09,2026-05-30,2026-06-06,0.0143,Received
PO008974,2025-09-07,S0078,P00500,W01,245,14344.26,2025-09-19,2025-09-20,0.0202,Received
PO008975,2023-05-21,S0046,P00326,W02,497,5196.87,2023-06-09,2023-06-16,0.0578,Received
PO008976,2023-02-17,S0114,P00908,W03,383,11327.85,2023-02-28,2023-02-28,0.0537,Received
PO008977,2023-10-18,S0103,P00753,W04,297,8888.73,2023-11-05,2023-11-05,0.0042,Received
PO008978,2026-08-09,S0051,P00857,W06,194,6305.96,2026-08-26,2026-08-29,0.0629,Received
PO008979,2024-02-14,S0081,P00280,W04,325,2070.56,2024-03-09,2024-03-18,0.0296,Received
PO008980,2025-05-24,S0001,P00372,W02,456,23583.6,2025-06-05,2025-06-05,0.0268,Received
PO008981,2023-06-28,S0118,P00179,W02,198,13292.48,2023-07-10,2023-07-18,0.1043,Received
PO008982,2024-01-27,S0043,P00621,W03,136,1483.46,2024-02-02,2024-02-02,0.0762,Received
PO008983,2023-09-07,S0046,P00078,W05,340,8776.45,2023-10-05,2023-10-05,0.0323,Received
PO008984,2023-10-24,S0058,P00859,W06,384,26860.25,2023-11-06,2023-11-18,0.0059,Received
PO008985,2026-03-13,S0072,P00072,W06,455,14089.95,2026-03-20,2026-03-26,0.038,Received
PO008986,2026-05-11,S0114,P00423,W01,335,60748.27,2026-05-24,2026-05-31,0.0669,Received
PO008987,2023-01-14,S0038,P00784,W06,61,2195.25,2023-02-11,2023-02-12,0.0135,Received
PO008988,2024-02-05,S0043,P00021,W06,65,1998.09,2024-02-29,2024-02-29,0.0315,Received
PO008989,2026-01-24,S0046,P00737,W01,389,11418.91,2026-02-23,2026-03-01,0.0103,Received
PO008990,2023-07-29,S0046,P00561,W05,424,18814.74,2023-08-03,2023-08-03,0.0056,Received
PO008991,2024-07-28,S0050,P00150,W06,59,782.52,2024-08-06,2024-08-17,0.0055,Received
PO008992,2024-09-28,S0113,P00431,W01,398,5131.2,2024-10-09,2024-10-09,0.0204,Received
PO008993,2024-07-28,S0068,P00215,W03,224,4110.35,2024-08-15,2024-08-19,0.029,Received
PO008994,2023-03-12,S0079,P00816,W06,268,3533.44,2023-04-01,2023-04-11,0.0122,Received
PO008995,2026-07-06,S0114,P00423,W05,321,59812.43,2026-07-19,2026-07-19,0.0078,Received
PO008996,2026-03-25,S0072,P00295,W06,370,25849.42,2026-04-10,2026-04-13,0.0327,Received
PO008997,2025-03-03,S0117,P00187,W04,222,42520.06,2025-03-18,2025-03-18,0.0778,Received
PO008998,2023-08-13,S0072,P00295,W04,83,5586.51,2023-08-29,2023-09-04,0.034,Received
PO008999,2023-01-20,S0069,P00751,W05,70,982.6,2023-02-11,2023-02-11,0.0236,Received
PO009000,2024-08-30,S0026,P00519,W05,331,6595.06,2024-09-19,2024-09-19,0.0037,Received
PO009001,2024-12-20,S0120,P00412,W04,275,19426.37,2025-01-14,2025-01-14,0.0231,Received
PO009002,2023-12-02,S0033,P00345,W02,300,29398.77,2023-12-08,2023-12-11,0.0217,Received
PO009003,2023-09-02,S0041,P00336,W05,274,13633.25,2023-09-26,2023-10-02,0.0324,Received
PO009004,2025-01-10,S0028,P00738,W04,205,17244.47,2025-01-16,2025-01-22,0.0512,Received
PO009005,2023-10-09,S0044,P00460,W06,395,9953.41,2023-10-26,2023-10-26,0.0089,Received
PO009006,2024-05-24,S0090,P00970,W05,219,6388.24,2024-06-09,2024-06-09,0.0339,Received
PO009007,2026-05-03,S0085,P00696,W05,338,38404.93,2026-05-22,2026-05-22,0.0573,Received
PO009008,2026-01-09,S0013,P00501,W03,319,41676.33,2026-02-02,2026-02-02,0.0323,Received
PO009009,2023-05-16,S0023,P00572,W05,350,24873.72,2023-05-24,2023-05-27,0.0394,Received
PO009010,2023-06-18,S0041,P00323,W06,496,42628.05,2023-07-17,2023-07-17,0.0531,Received
PO009011,2025-05-20,S0107,P00896,W05,134,5234.4,2025-06-17,2025-06-17,0.0248,Received
PO009012,2024-04-06,S0036,P00598,W03,437,14988.34,2024-04-15,2024-04-15,0.0258,Received
PO009013,2026-06-12,S0054,P00097,W04,233,29548.09,2026-06-17,2026-06-17,0.046,Received
PO009014,2024-11-11,S0061,P00049,W03,303,11029.37,2024-11-21,2024-11-27,0.072,Received
PO009015,2026-04-12,S0023,P00225,W04,428,13108.71,2026-05-03,2026-05-03,0.0115,Received
PO009016,2024-02-18,S0086,P00024,W03,414,12988.09,2024-02-25,2024-03-01,0.0474,Received
PO009017,2026-03-24,S0043,P00601,W01,96,2956.59,2026-04-19,2026-04-19,0.0896,Received
PO009018,2023-04-06,S0031,P00632,W05,96,581.74,2023-04-14,2023-04-16,0.0468,Received
PO009019,2024-09-22,S0056,P00268,W01,415,30947.3,2024-09-30,2024-09-30,0.0255,Received
PO009020,2025-04-24,S0089,P00656,W05,68,1621.63,2025-05-18,2025-05-23,0.0313,Received
PO009021,2023-05-29,S0020,P00453,W06,383,9976.11,2023-06-10,2023-06-10,0.0128,Received
PO009022,2026-06-10,S0090,P00370,W06,280,10046.67,2026-07-09,2026-07-14,0.0533,Received
PO009023,2024-04-30,S0051,P00042,W04,27,1827.65,2024-05-25,2024-05-25,0.045,Received
PO009024,2025-01-01,S0029,P00245,W05,405,23596.22,2025-01-29,2025-01-29,0.0219,Received
PO009025,2023-12-13,S0112,P00512,W06,288,20534.81,2023-12-22,2023-12-28,0.0249,Received
PO009026,2026-01-24,S0054,P00097,W03,41,5121.66,2026-01-29,2026-02-10,0.0073,Received
PO009027,2023-02-16,S0040,P00542,W01,39,1468.87,2023-03-13,2023-03-14,0.02,Received
PO009028,2025-03-04,S0022,P00701,W02,435,26917.4,2025-03-12,2025-03-12,0.0917,Received
PO009029,2025-05-10,S0075,P00395,W06,381,9299.43,2025-06-07,2025-06-11,0.0098,Received
PO009030,2024-08-26,S0095,P00510,W04,240,14092.1,2024-09-07,2024-09-07,0.0658,Received
PO009031,2023-04-05,S0092,P00050,W06,373,28248.87,2023-04-16,2023-04-25,0.1393,Received
PO009032,2024-03-21,S0045,P00109,W06,250,42783.57,2024-04-03,2024-04-08,0.0195,Received
PO009033,2023-07-07,S0093,P00735,W03,75,3208.53,2023-07-29,2023-07-31,0.0443,Received
PO009034,2023-11-26,S0074,P00836,W05,213,4548.58,2023-12-24,2024-01-05,0.0185,Received
PO009035,2024-12-23,S0040,P00157,W04,415,56350.34,2025-01-14,2025-01-14,0.0123,Received
PO009036,2023-12-21,S0091,P00262,W02,168,6888.02,2023-12-28,2023-12-28,0.0189,Received
PO009037,2023-08-05,S0023,P00572,W06,452,32414.52,2023-08-13,2023-08-13,0.0377,Received
PO009038,2023-11-05,S0071,P00188,W03,65,6203.97,2023-11-11,2023-11-11,0.0456,Received
PO009039,2025-11-27,S0078,P00136,W04,171,4797.45,2025-12-21,2026-01-02,0.0303,Received
PO009040,2025-06-22,S0027,P00768,W03,395,38414.64,2025-06-30,2025-07-05,0.0276,Received
PO009041,2024-11-19,S0029,P00718,W02,492,8305.04,2024-12-11,2024-12-15,0.0384,Received
PO009042,2025-09-19,S0067,P00538,W03,23,429.28,2025-10-12,2025-10-15,0.0183,Received
PO009043,2024-03-21,S0043,P00008,W03,355,11023.23,2024-04-02,2024-04-02,0.0063,Received
PO009044,2024-02-15,S0044,P00631,W02,159,5088.68,2024-02-23,2024-03-01,0.0443,Received
PO009045,2023-11-06,S0105,P00577,W05,43,3012.52,2023-11-15,2023-11-24,0.0093,Received
PO009046,2025-07-25,S0067,P00914,W04,455,56208.31,2025-08-11,2025-08-16,0.0535,Received
PO009047,2026-06-25,S0034,P00090,W04,175,6660.19,2026-07-18,2026-07-28,0.0562,Received
PO009048,2025-03-05,S0107,P00558,W04,195,12803.37,2025-03-17,2025-03-22,0.0226,Received
PO009049,2024-03-01,S0120,P00222,W06,228,24983.63,2024-03-08,2024-03-12,0.0636,Received
PO009050,2024-03-16,S0037,P00454,W06,277,10228.01,2024-04-15,2024-04-15,0.0101,Received
PO009051,2025-08-16,S0010,P00716,W01,477,26006.44,2025-09-03,2025-09-07,0.0073,Received
PO009052,2025-12-25,S0010,P00819,W06,169,22329.29,2026-01-18,2026-01-21,0.0671,Received
PO009053,2026-04-10,S0031,P00589,W06,478,8389.51,2026-05-05,2026-05-09,0.0501,Received
PO009054,2024-03-24,S0087,P00274,W05,264,16560.45,2024-04-04,2024-04-07,0.0537,Received
PO009055,2025-06-03,S0115,P00315,W01,435,7586.95,2025-06-17,2025-06-20,0.0307,Received
PO009056,2025-11-14,S0117,P00059,W02,348,38175.31,2025-12-01,2025-12-02,0.0167,Received
PO009057,2025-05-27,S0107,P00558,W04,413,27404.06,2025-06-08,2025-06-10,0.0381,Received
PO009058,2026-03-02,S0075,P00278,W01,419,58595.36,2026-03-13,2026-03-14,0.0153,Received
PO009059,2026-02-09,S0090,P00970,W05,202,6473.68,2026-02-25,2026-02-28,0.0533,Received
PO009060,2023-07-27,S0035,P00642,W05,105,6220.54,2023-08-05,2023-08-05,0.0061,Received
PO009061,2025-03-29,S0105,P00577,W06,404,25514.61,2025-04-07,2025-04-12,0.015,Received
PO009062,2023-12-06,S0057,P00330,W06,338,40287.08,2024-01-04,2024-01-10,0.0294,Received
PO009063,2025-03-03,S0052,P00327,W01,366,62224.6,2025-03-31,2025-03-31,0.0358,Received
PO009064,2025-06-05,S0038,P00868,W06,216,4350.78,2025-06-24,2025-06-25,0.0607,Received
PO009065,2025-10-03,S0107,P00213,W02,430,13427.26,2025-10-20,2025-10-30,0.0175,Received
PO009066,2026-05-18,S0109,P00581,W05,193,7806.58,2026-06-15,2026-06-15,0.0146,Received
PO009067,2024-04-25,S0056,P00469,W05,212,16782.54,2024-05-06,2024-05-06,0.0381,Received
PO009068,2023-09-30,S0006,P00365,W02,363,17242.25,2023-10-16,2023-10-16,0.0211,Received
PO009069,2024-04-21,S0042,P00055,W05,79,12244.17,2024-05-12,2024-05-13,0.0602,Received
PO009070,2025-01-16,S0012,P00719,W05,26,2583.43,2025-02-10,2025-02-11,0.0048,Received
PO009071,2023-05-21,S0031,P00193,W05,345,27749.47,2023-06-04,2023-06-11,0.0132,Received
PO009072,2023-08-10,S0039,P00398,W02,72,6518.24,2023-08-27,2023-09-06,0.033,Received
PO009073,2024-08-22,S0087,P00214,W04,498,10680.65,2024-08-29,2024-09-05,0.0231,Received
PO009074,2026-05-13,S0099,P00679,W01,375,9717.82,2026-05-28,2026-05-28,0.061,Received
PO009075,2024-09-20,S0031,P00589,W05,329,5856.97,2024-10-15,2024-10-22,0.0229,Received
PO009076,2024-11-14,S0033,P00922,W03,368,81947.74,2024-12-04,2024-12-04,0.0055,Received
PO009077,2025-08-01,S0104,P00092,W05,484,14201.78,2025-08-31,2025-09-10,0.0254,Received
PO009078,2025-02-11,S0048,P00189,W04,492,23680.69,2025-02-23,2025-03-11,0.0568,Received
PO009079,2023-01-26,S0103,P00672,W02,28,989.88,2023-02-10,2023-02-10,0.0184,Received
PO009080,2024-10-13,S0026,P00610,W06,357,3665.8,2024-10-20,2024-10-25,0.0533,Received
PO009081,2026-02-22,S0103,P00753,W06,228,6621.33,2026-03-12,2026-03-18,0.0188,Received
PO009082,2025-09-10,S0015,P00354,W04,336,18689.96,2025-09-16,2025-09-20,0.0094,Received
PO009083,2023-09-16,S0049,P00938,W06,219,5689.05,2023-10-04,2023-10-04,0.0449,Received
PO009084,2023-09-13,S0111,P00670,W02,294,8260.75,2023-09-19,2023-09-19,0.0163,Received
PO009085,2023-09-29,S0021,P00282,W04,456,16707.71,2023-10-08,2023-10-13,0.0443,Received
PO009086,2023-06-13,S0088,P00617,W01,240,25552.84,2023-07-04,2023-07-09,0.0389,Received
PO009087,2025-03-08,S0103,P00217,W01,105,17558.65,2025-03-18,2025-03-19,0.0081,Received
PO009088,2024-06-04,S0068,P00553,W06,379,6545.49,2024-06-22,2024-06-23,0.0563,Received
PO009089,2025-11-24,S0073,P00141,W05,289,15870.87,2025-12-20,2025-12-29,0.0102,Received
PO009090,2025-01-23,S0069,P00057,W03,412,18130.9,2025-01-28,2025-01-28,0.0251,Received
