SalesOrderID,OrderDate,ProductID,WarehouseID,Quantity,Revenue,PromisedDeliveryDate,ActualDeliveryDate,OrderStatus,Channel
SO0036275,2025-07-31,P00790,W06,11,677.54,2025-08-07,2025-08-14,Delivered,Distributor
SO0036276,2024-09-22,P00500,W01,10,812.39,2024-09-26,2024-09-27,Delivered,Retail
SO0036277,2025-01-23,P00729,W04,9,163.49,2025-01-26,2025-01-26,Delivered,B2B
SO0036278,2024-06-26,P00822,W05,5,554.49,2024-07-01,2024-07-04,Delivered,Online
SO0036279,2024-03-05,P00282,W04,2,105.66,2024-03-09,2024-03-11,Delivered,Retail
SO0036280,2024-06-01,P00748,W03,10,2059.85,2024-06-06,2024-06-11,Delivered,Distributor
SO0036281,2025-10-29,P00777,W04,6,1460.58,2025-11-06,2025-11-06,Delivered,B2B
SO0036282,2023-07-11,P00601,W06,3,198.27,2023-07-19,2023-07-20,Delivered,Online
SO0036283,2025-06-20,P00325,W04,12,2905.11,2025-06-27,2025-06-27,Delivered,B2B
SO0036284,2023-10-01,P00704,W03,8,336.33,2023-10-04,2023-10-04,Delivered,Retail
SO0036285,2025-11-30,P00730,W03,4,205.46,2025-12-06,2025-12-07,Delivered,Online
SO0036286,2023-11-30,P00848,W04,5,2112.4,2023-12-06,2023-12-11,Delivered,Online
SO0036287,2025-04-23,P00155,W04,6,360.31,2025-05-01,2025-05-02,Delivered,Online
SO0036288,2024-07-08,P00092,W05,6,415.64,2024-07-17,2024-07-20,Delivered,Distributor
SO0036289,2023-01-30,P00447,W02,11,2611.82,2023-02-06,2023-02-08,Delivered,Distributor
SO0036290,2025-07-18,P00156,W02,11,514.27,2025-07-24,2025-07-27,Delivered,Distributor
SO0036291,2024-04-25,P00320,W02,3,68.09,2024-05-03,2024-05-04,Delivered,Distributor
SO0036292,2023-02-19,P00978,W06,6,837.47,2023-02-23,2023-02-23,Delivered,Retail
SO0036293,2024-05-11,P00590,W03,7,284.22,2024-05-13,2024-05-20,Delivered,Online
SO0036294,2026-01-27,P00822,W06,6,728.63,2026-02-01,2026-02-01,Delivered,Online
SO0036295,2023-09-27,P00184,W06,8,840.23,2023-09-29,2023-10-06,Delivered,Online
SO0036296,2024-10-08,P00170,W05,8,203.14,2024-10-17,2024-10-17,Delivered,Retail
SO0036297,2026-06-27,P00063,W03,9,579.36,2026-07-03,2026-07-10,Delivered,Distributor
SO0036298,2025-01-10,P00402,W04,7,825.13,2025-01-16,2025-01-19,Delivered,B2B
SO0036299,2023-07-03,P00126,W06,4,838.18,2023-07-08,2023-07-08,Delivered,Retail
SO0036300,2026-05-09,P00411,W05,8,621.47,2026-05-11,2026-05-12,Delivered,B2B
SO0036301,2025-07-19,P00050,W03,6,824.7,2025-07-26,2025-07-31,Delivered,Online
SO0036302,2026-01-19,P00851,W05,7,392.63,2026-01-22,2026-01-22,Delivered,B2B
SO0036303,2023-05-08,P00917,W01,6,276.71,2023-05-11,2023-05-11,Delivered,Online
SO0036304,2025-09-27,P00077,W02,9,159.43,2025-10-01,2025-10-02,Delivered,Retail
SO0036305,2026-05-04,P00619,W04,6,848.45,2026-05-08,2026-05-10,Delivered,Distributor
SO0036306,2024-02-02,P00100,W06,5,586.38,2024-02-09,2024-02-09,Delivered,Retail
SO0036307,2023-02-10,P00619,W05,8,1140.77,2023-02-19,2023-02-22,Delivered,Online
SO0036308,2026-07-28,P00092,W03,10,661.01,2026-07-30,2026-07-30,Delivered,Distributor
SO0036309,2025-04-29,P00632,W01,7,93.26,2025-05-08,2025-05-08,Delivered,B2B
SO0036310,2024-07-23,P00885,W03,1,74.03,2024-07-29,2024-08-01,Delivered,B2B
SO0036311,2024-08-17,P00195,W02,10,640.5,2024-08-25,2024-08-26,Delivered,B2B
SO0036312,2026-02-17,P00441,W06,12,672.1,2026-02-24,2026-02-24,Delivered,B2B
SO0036313,2024-08-20,P00177,W04,6,629.01,2024-08-28,2024-08-28,Delivered,Retail
SO0036314,2023-06-13,P00647,W04,8,116.96,2023-06-17,2023-06-22,Delivered,Distributor
SO0036315,2024-10-30,P00104,W04,5,249.53,2024-11-05,2024-11-05,Delivered,Distributor
SO0036316,2026-01-01,P00865,W01,7,206.69,2026-01-03,2026-01-03,Delivered,B2B
SO0036317,2025-12-07,P00191,W01,5,214.73,2025-12-15,2025-12-15,Delivered,Retail
SO0036318,2023-12-20,P00097,W04,8,2091.28,2023-12-22,2023-12-24,Delivered,Distributor
SO0036319,2024-12-17,P00122,W02,11,506.6,2024-12-22,2024-12-22,Delivered,Distributor
SO0036320,2026-05-08,P00194,W01,7,691.82,2026-05-10,2026-05-10,Delivered,Distributor
SO0036321,2023-06-01,P00497,W05,4,853.18,2023-06-03,2023-06-03,Delivered,Retail
SO0036322,2023-09-16,P00420,W05,3,438.74,2023-09-22,2023-09-22,Delivered,Retail
SO0036323,2024-05-15,P00327,W05,5,1663.6,2024-05-19,2024-05-20,Delivered,Online
SO0036324,2025-08-13,P00956,W04,8,348.93,2025-08-19,2025-08-19,Delivered,Distributor
SO0036325,2024-11-13,P00759,W01,9,761.45,2024-11-18,2024-11-23,Delivered,Distributor
SO0036326,2026-04-18,P00113,W01,6,693.77,2026-04-26,2026-05-03,Delivered,Online
SO0036327,2024-09-25,P00843,W04,4,440.19,2024-09-27,2024-09-28,Delivered,Retail
SO0036328,2025-03-05,P00335,W06,6,132.2,2025-03-10,2025-03-10,Delivered,Online
SO0036329,2023-10-24,P00254,W05,9,423.56,2023-10-29,2023-11-05,Delivered,B2B
SO0036330,2025-12-06,P00945,W02,9,449.88,2025-12-10,2025-12-10,Delivered,Retail
SO0036331,2024-04-15,P00092,W02,6,411.86,2024-04-23,2024-04-28,Delivered,B2B
SO0036332,2024-06-07,P00346,W05,5,238.96,2024-06-16,2024-06-16,Delivered,Retail
SO0036333,2023-10-03,P00379,W04,2,508.49,2023-10-09,2023-10-12,Delivered,Retail
SO0036334,2024-12-26,P00501,W05,6,1573.66,2025-01-03,2025-01-05,Delivered,Distributor
SO0036335,2024-03-22,P00181,W05,4,220.64,2024-03-26,2024-04-02,Delivered,Online
SO0036336,2023-03-09,P00895,W01,7,971.83,2023-03-15,2023-03-15,Delivered,B2B
SO0036337,2024-12-19,P00640,W03,5,244.96,2024-12-26,2024-12-31,Delivered,Retail
SO0036338,2025-04-10,P00764,W01,7,1435.55,2025-04-18,2025-04-19,Delivered,Online
SO0036339,2024-09-27,P00414,W02,6,2025.69,2024-09-30,2024-10-07,Delivered,B2B
SO0036340,2023-03-08,P00210,W01,6,348.82,2023-03-17,2023-03-24,Delivered,Online
SO0036341,2024-01-11,P00265,W02,5,305.03,2024-01-13,2024-01-13,Delivered,B2B
SO0036342,2024-03-24,P00324,W01,8,1649.16,2024-03-28,2024-03-28,Delivered,Online
SO0036343,2025-06-11,P00860,W04,5,1128.58,2025-06-17,2025-06-19,Delivered,Retail
SO0036344,2026-05-20,P00587,W03,4,230.91,2026-05-25,2026-05-25,Delivered,Retail
SO0036345,2026-08-12,P00677,W05,10,323.54,2026-08-20,2026-08-23,Delivered,Online
SO0036346,2023-02-26,P00916,W05,12,561.67,2023-03-06,2023-03-09,Delivered,Retail
SO0036347,2024-11-27,P00985,W06,6,597.88,2024-11-30,2024-11-30,Delivered,B2B
SO0036348,2023-05-07,P00336,W02,9,903.83,2023-05-11,2023-05-12,Delivered,Retail
SO0036349,2025-06-20,P00753,W06,6,265.66,2025-06-29,2025-06-30,Delivered,Distributor
SO0036350,2023-07-15,P00670,W01,6,223.39,2023-07-17,2023-07-20,Delivered,Distributor
SO0036351,2024-02-18,P00381,W06,4,2361.58,2024-02-26,2024-02-26,Delivered,B2B
SO0036352,2023-03-31,P00294,W04,3,106.44,2023-04-04,2023-04-05,Delivered,Online
SO0036353,2024-04-19,P00953,W03,5,156.96,2024-04-28,2024-04-28,Delivered,Retail
SO0036354,2023-09-09,P00845,W02,14,1371.28,2023-09-17,2023-09-19,Delivered,Retail
SO0036355,2025-04-07,P00193,W05,5,703.43,2025-04-10,2025-04-17,Delivered,Distributor
SO0036356,2023-08-29,P00473,W06,8,500.23,2023-09-05,2023-09-07,Delivered,Online
SO0036357,2026-07-04,P00218,W04,6,525.79,2026-07-08,2026-07-10,Delivered,B2B
SO0036358,2025-01-11,P00540,W03,10,1088.87,2025-01-16,2025-01-16,Delivered,B2B
SO0036359,2023-01-20,P00804,W02,5,1229.16,2023-01-27,2023-01-27,Delivered,Retail
SO0036360,2026-03-21,P00556,W06,9,1048.74,2026-03-24,2026-03-26,Delivered,Online
SO0036361,2025-09-26,P00852,W06,11,548.8,2025-09-29,2025-09-29,Delivered,Distributor
SO0036362,2024-04-18,P00143,W04,3,152.2,2024-04-26,2024-05-03,Delivered,Distributor
SO0036363,2025-06-07,P00607,W06,6,231.44,2025-06-10,2025-06-13,Delivered,B2B
SO0036364,2025-04-24,P00905,W01,10,1454.23,2025-05-01,2025-05-06,Delivered,Retail
SO0036365,2024-08-10,P00818,W01,4,361.97,2024-08-18,2024-08-20,Delivered,Online
SO0036366,2026-01-03,P00257,W04,7,996.48,2026-01-07,2026-01-09,Delivered,Retail
SO0036367,2024-09-17,P00465,W03,5,267.17,2024-09-24,2024-09-27,Delivered,Retail
SO0036368,2023-11-06,P00699,W04,6,371.21,2023-11-14,2023-11-17,Delivered,Retail
SO0036369,2023-07-27,P00072,W05,8,332.89,2023-08-01,2023-08-08,Delivered,Online
SO0036370,2023-08-18,P00185,W03,4,1211.32,2023-08-27,2023-08-27,Delivered,B2B
SO0036371,2024-01-02,P00172,W06,14,1082.61,2024-01-11,2024-01-12,Delivered,B2B
SO0036372,2023-02-06,P00789,W04,6,766.53,2023-02-12,2023-02-12,Delivered,Distributor
SO0036373,2023-06-10,P00555,W05,9,392.96,2023-06-19,2023-06-26,Delivered,B2B
SO0036374,2025-04-26,P00638,W05,4,351.04,2025-04-28,2025-04-30,Delivered,B2B
SO0036375,2024-01-16,P00625,W02,12,3534.83,2024-01-20,2024-01-20,Delivered,Distributor
SO0036376,2026-07-04,P00189,W04,12,697.24,2026-07-12,2026-07-19,Delivered,Online
SO0036377,2026-05-16,P00625,W03,9,2722.47,2026-05-19,2026-05-19,Delivered,Distributor
SO0036378,2024-03-20,P00015,W03,4,328.71,2024-03-27,2024-04-03,Delivered,Retail
SO0036379,2026-08-14,P00274,W04,10,1231.17,2026-08-19,2026-08-22,Delivered,Online
SO0036380,2025-12-02,P00289,W05,8,179.34,2025-12-10,2025-12-15,Delivered,Online
SO0036381,2026-04-02,P00584,W03,7,2889.28,2026-04-10,2026-04-12,Delivered,Online
SO0036382,2023-10-14,P00773,W05,7,187.34,2023-10-17,2023-10-17,Delivered,Distributor
SO0036383,2023-04-06,P00438,W03,7,215.28,2023-04-14,2023-04-14,Delivered,B2B
SO0036384,2026-04-15,P00190,W02,6,543.95,2026-04-22,2026-04-22,Delivered,B2B
SO0036385,2024-04-09,P00505,W02,6,1242.55,2024-04-12,2024-04-12,Delivered,Online
SO0036386,2023-05-31,P00755,W05,10,347.57,2023-06-05,2023-06-05,Delivered,Retail
SO0036387,2024-06-04,P00919,W02,8,2095.46,2024-06-13,2024-06-15,Delivered,B2B
SO0036388,2023-03-13,P00859,W02,4,370.49,2023-03-19,2023-03-19,Delivered,Distributor
SO0036389,2026-05-08,P00271,W04,10,2095.1,2026-05-10,2026-05-12,Delivered,Distributor
SO0036390,2023-01-14,P00899,W03,2,276.75,2023-01-20,2023-01-22,Delivered,Online
SO0036391,2024-03-08,P00970,W02,6,368.27,2024-03-14,2024-03-19,Delivered,Distributor
SO0036392,2024-12-28,P00357,W02,4,1669.53,2025-01-05,2025-01-06,Delivered,B2B
SO0036393,2026-02-07,P00302,W06,3,321.51,2026-02-16,2026-02-16,Delivered,Distributor
SO0036394,2023-11-04,P00035,W05,11,1006.92,2023-11-10,2023-11-10,Delivered,Distributor
SO0036395,2024-04-27,P00040,W05,9,1807.29,2024-04-29,2024-05-06,Delivered,Distributor
SO0036396,2023-05-01,P00836,W06,8,290.54,2023-05-09,2023-05-09,Delivered,Distributor
SO0036397,2026-02-13,P00080,W03,9,1804.55,2026-02-18,2026-02-20,Delivered,Online
SO0036398,2026-06-23,P00402,W06,7,775.17,2026-06-26,2026-06-26,Delivered,B2B
SO0036399,2023-05-11,P00645,W03,5,311.61,2023-05-15,2023-05-17,Delivered,B2B
SO0036400,2024-06-24,P00582,W06,12,2472.56,2024-06-27,2024-06-27,Delivered,B2B
SO0036401,2024-04-19,P00489,W05,7,763.9,2024-04-22,2024-04-27,Delivered,Online
SO0036402,2024-08-07,P00935,W03,5,492.53,2024-08-13,2024-08-16,Delivered,B2B
SO0036403,2025-09-25,P00221,W05,10,702.41,2025-09-30,2025-10-01,Delivered,Distributor
SO0036404,2024-06-09,P00006,W05,12,1207.31,2024-06-15,2024-06-15,Delivered,B2B
SO0036405,2023-09-22,P00198,W06,5,284.18,2023-09-27,2023-09-27,Delivered,B2B
SO0036406,2024-03-20,P00750,W04,5,657.22,2024-03-25,2024-03-27,Delivered,Online
SO0036407,2025-01-20,P00559,W02,6,257.7,2025-01-23,2025-01-23,Delivered,B2B
SO0036408,2024-11-09,P00828,W01,16,1163.35,2024-11-18,2024-11-19,Delivered,Retail
SO0036409,2026-02-04,P00136,W04,7,404.45,2026-02-07,2026-02-10,Delivered,Retail
SO0036410,2026-01-30,P00513,W01,10,1423.85,2026-02-05,2026-02-05,Delivered,Retail
SO0036411,2023-12-04,P00106,W01,5,271.65,2023-12-08,2023-12-10,Delivered,Retail
SO0036412,2025-06-22,P00908,W05,5,214.78,2025-06-30,2025-06-30,Delivered,Distributor
SO0036413,2025-07-25,P00627,W01,8,856.0,2025-08-03,2025-08-03,Delivered,B2B
SO0036414,2025-12-18,P00463,W06,11,707.12,2025-12-22,2025-12-23,Delivered,Retail
SO0036415,2023-05-11,P00179,W05,6,628.87,2023-05-14,2023-05-16,Delivered,Distributor
SO0036416,2025-12-08,P00714,W02,3,268.88,2025-12-13,2025-12-13,Delivered,B2B
SO0036417,2024-03-07,P00185,W05,7,2124.91,2024-03-10,2024-03-10,Delivered,Distributor
SO0036418,2025-11-05,P00997,W01,7,775.06,2025-11-12,2025-11-12,Delivered,Online
SO0036419,2025-03-29,P00685,W05,1,76.71,2025-04-01,2025-04-01,Delivered,Retail
SO0036420,2024-08-05,P00281,W01,6,350.87,2024-08-13,2024-08-13,Delivered,B2B
SO0036421,2026-04-30,P00207,W05,3,107.05,2026-05-02,2026-05-03,Delivered,Distributor
SO0036422,2023-09-20,P00515,W06,9,338.38,2023-09-28,2023-09-28,Delivered,Online
SO0036423,2025-02-01,P00980,W04,8,971.43,2025-02-04,2025-02-04,Delivered,Online
SO0036424,2023-05-23,P00739,W01,7,1035.66,2023-05-31,2023-05-31,Delivered,Retail
SO0036425,2024-01-16,P00011,W05,9,206.77,2024-01-24,2024-01-27,Delivered,Distributor
SO0036426,2024-01-28,P00981,W01,7,195.79,2024-02-06,2024-02-06,Delivered,Retail
SO0036427,2026-01-25,P00723,W04,4,382.89,2026-01-27,2026-01-29,Delivered,B2B
SO0036428,2023-07-04,P00368,W01,11,430.27,2023-07-11,2023-07-14,Delivered,B2B
SO0036429,2026-06-29,P00096,W05,5,462.9,2026-07-08,2026-07-08,Delivered,B2B
SO0036430,2023-09-22,P00423,W04,4,1376.67,2023-09-25,2023-09-27,Delivered,Online
SO0036431,2024-03-27,P00536,W02,10,629.87,2024-04-04,2024-04-04,Delivered,Retail
SO0036432,2024-02-06,P00168,W04,5,2059.3,2024-02-13,2024-02-13,Delivered,Distributor
SO0036433,2025-02-07,P00404,W04,4,153.98,2025-02-14,2025-02-14,Delivered,Retail
SO0036434,2025-02-26,P00894,W02,5,1454.26,2025-03-06,2025-03-06,Delivered,B2B
SO0036435,2025-06-11,P00095,W03,6,487.37,2025-06-17,2025-06-18,Delivered,B2B
SO0036436,2024-12-19,P00310,W05,4,1144.63,2024-12-27,2025-01-01,Delivered,Distributor
SO0036437,2025-01-16,P00441,W04,4,219.56,2025-01-23,2025-01-23,Delivered,B2B
SO0036438,2023-02-05,P00282,W03,4,212.31,2023-02-14,2023-02-14,Delivered,Retail
SO0036439,2024-05-01,P00225,W06,10,600.77,2024-05-03,2024-05-03,Delivered,Distributor
SO0036440,2025-08-15,P00767,W05,10,3816.75,2025-08-18,2025-08-18,Delivered,Distributor
SO0036441,2025-11-08,P00128,W02,6,562.61,2025-11-17,2025-11-20,Delivered,B2B
SO0036442,2025-11-22,P00776,W05,8,53.27,2025-11-27,2025-12-02,Delivered,Distributor
SO0036443,2025-08-17,P00887,W04,6,547.79,2025-08-24,2025-08-24,Delivered,Distributor
SO0036444,2026-02-16,P00925,W06,6,624.49,2026-02-21,2026-02-21,Delivered,Online
SO0036445,2025-12-21,P00661,W06,1,37.63,2025-12-24,2025-12-25,Delivered,Retail
SO0036446,2025-08-27,P00062,W02,15,1063.25,2025-09-02,2025-09-02,Delivered,Retail
SO0036447,2023-04-08,P00142,W02,8,426.19,2023-04-15,2023-04-15,Delivered,B2B
SO0036448,2023-03-26,P00312,W05,7,396.18,2023-04-03,2023-04-04,Delivered,Retail
SO0036449,2024-12-02,P00344,W05,9,784.22,2024-12-10,2024-12-10,Delivered,B2B
SO0036450,2024-04-18,P00998,W04,12,464.08,2024-04-27,2024-04-28,Delivered,Distributor
SO0036451,2023-09-03,P00892,W02,4,1289.67,2023-09-12,2023-09-14,Delivered,B2B
SO0036452,2026-08-01,P00103,W03,3,198.41,2026-08-04,2026-08-04,Delivered,B2B
SO0036453,2025-11-17,P00143,W01,5,254.42,2025-11-20,2025-11-25,Delivered,Online
SO0036454,2025-07-07,P00059,W06,10,1887.12,2025-07-11,2025-07-16,Delivered,Distributor
SO0036455,2024-02-10,P00039,W03,4,211.52,2024-02-16,2024-02-16,Delivered,Retail
SO0036456,2023-07-11,P00268,W03,6,559.81,2023-07-16,2023-07-16,Delivered,Online
SO0036457,2025-05-22,P00713,W04,5,403.91,2025-05-25,2025-05-27,Delivered,Distributor
SO0036458,2025-03-20,P00327,W04,7,2333.31,2025-03-24,2025-03-29,Delivered,Distributor
SO0036459,2025-03-27,P00378,W04,8,94.29,2025-04-03,2025-04-03,Delivered,Online
SO0036460,2025-02-22,P00571,W06,4,223.38,2025-02-27,2025-03-04,Delivered,Online
SO0036461,2023-09-04,P00123,W01,5,922.31,2023-09-07,2023-09-07,Delivered,B2B
SO0036462,2026-05-01,P00336,W01,5,465.61,2026-05-10,2026-05-15,Delivered,Online
SO0036463,2025-06-10,P00275,W02,4,380.57,2025-06-13,2025-06-13,Delivered,Distributor
SO0036464,2025-06-20,P00203,W04,3,72.76,2025-06-26,2025-06-28,Delivered,Retail
SO0036465,2023-08-12,P00230,W02,6,162.73,2023-08-16,2023-08-16,Delivered,Online
SO0036466,2024-08-15,P00972,W04,11,1214.87,2024-08-20,2024-08-20,Delivered,Online
SO0036467,2023-02-04,P00002,W01,9,867.34,2023-02-12,2023-02-19,Delivered,Online
SO0036468,2024-04-29,P00334,W04,5,754.8,2024-05-03,2024-05-03,Delivered,Retail
SO0036469,2023-12-23,P00230,W03,4,105.47,2023-12-30,2024-01-01,Delivered,Retail
SO0036470,2026-04-19,P00318,W01,5,262.53,2026-04-26,2026-04-26,Delivered,Distributor
SO0036471,2023-04-17,P00786,W06,8,740.59,2023-04-24,2023-04-24,Delivered,Distributor
SO0036472,2023-11-16,P00716,W05,8,636.25,2023-11-20,2023-11-20,Delivered,Retail
SO0036473,2024-12-23,P00878,W02,7,379.98,2024-12-27,2024-12-27,Delivered,Online
SO0036474,2023-02-25,P00867,W04,9,1358.96,2023-03-01,2023-03-08,Delivered,Online
SO0036475,2024-10-09,P00919,W03,9,2181.37,2024-10-15,2024-10-22,Delivered,Distributor
SO0036476,2026-06-17,P00813,W05,4,51.06,2026-06-25,2026-06-28,Delivered,B2B
SO0036477,2024-12-21,P00649,W02,3,105.07,2024-12-24,2024-12-25,Delivered,Retail
SO0036478,2025-08-26,P00028,W01,7,942.86,2025-08-28,2025-08-28,Delivered,B2B
SO0036479,2024-07-16,P00085,W02,5,1048.85,2024-07-22,2024-07-22,Delivered,Distributor
SO0036480,2025-08-06,P00022,W03,7,879.56,2025-08-11,2025-08-11,Delivered,Online
SO0036481,2026-07-27,P00823,W02,4,154.92,2026-08-02,2026-08-02,Delivered,Online
SO0036482,2024-06-21,P00711,W04,10,443.36,2024-06-23,2024-06-23,Delivered,Distributor
SO0036483,2025-07-11,P00077,W04,7,126.82,2025-07-20,2025-07-20,Delivered,Retail
SO0036484,2026-07-27,P00098,W01,1,32.62,2026-07-31,2026-08-03,Delivered,Distributor
SO0036485,2024-03-20,P00852,W02,4,194.47,2024-03-22,2024-03-29,Delivered,Distributor
SO0036486,2025-08-05,P00074,W01,8,1055.19,2025-08-08,2025-08-11,Delivered,Retail
SO0036487,2023-10-01,P00088,W02,9,456.79,2023-10-04,2023-10-04,Delivered,Online
SO0036488,2026-07-24,P00111,W02,4,167.02,2026-07-27,2026-07-27,Delivered,Distributor
SO0036489,2024-10-11,P00053,W05,6,1049.82,2024-10-18,2024-10-18,Delivered,B2B
SO0036490,2023-02-15,P00970,W04,7,440.9,2023-02-17,2023-02-18,Delivered,Retail
SO0036491,2023-07-24,P00549,W04,11,1058.84,2023-07-27,2023-07-30,Delivered,Distributor
SO0036492,2023-01-31,P00519,W06,7,217.42,2023-02-05,2023-02-10,Delivered,Online
SO0036493,2023-04-22,P00768,W03,9,1318.35,2023-04-30,2023-05-07,Delivered,Retail
SO0036494,2023-07-29,P00919,W06,6,1541.38,2023-08-06,2023-08-06,Delivered,Online
SO0036495,2024-09-13,P00232,W06,9,343.65,2024-09-15,2024-09-17,Delivered,Online
SO0036496,2025-12-08,P00196,W02,7,936.82,2025-12-15,2025-12-15,Delivered,B2B
SO0036497,2024-11-17,P00475,W02,3,409.59,2024-11-20,2024-11-20,Delivered,Online
SO0036498,2024-01-08,P00457,W03,6,400.2,2024-01-13,2024-01-13,Delivered,Retail
SO0036499,2025-12-21,P00639,W03,4,344.65,2025-12-25,2025-12-28,Delivered,B2B
SO0036500,2024-05-08,P00552,W01,5,44.82,2024-05-12,2024-05-17,Delivered,Distributor
SO0036501,2026-08-14,P00436,W05,7,723.37,2026-08-19,2026-08-26,Delivered,Online
SO0036502,2025-09-13,P00484,W01,8,567.27,2025-09-16,2025-09-16,Delivered,Distributor
SO0036503,2024-11-12,P00452,W01,9,119.13,2024-11-20,2024-11-20,Delivered,Online
SO0036504,2024-12-17,P00674,W06,5,241.08,2024-12-23,2024-12-23,Delivered,B2B
SO0036505,2026-06-13,P00978,W05,5,700.21,2026-06-15,2026-06-16,Delivered,Retail
SO0036506,2025-05-25,P00666,W01,8,170.23,2025-05-30,2025-06-04,Delivered,Retail
SO0036507,2024-12-09,P00495,W01,3,754.35,2024-12-16,2024-12-21,Delivered,B2B
SO0036508,2023-07-17,P00036,W04,6,1202.84,2023-07-19,2023-07-19,Delivered,B2B
SO0036509,2024-05-25,P00529,W01,5,409.37,2024-06-03,2024-06-03,Delivered,B2B
SO0036510,2025-08-11,P00309,W05,2,184.54,2025-08-20,2025-08-21,Delivered,Online
SO0036511,2025-03-20,P00931,W05,8,479.25,2025-03-24,2025-03-24,Delivered,Retail
SO0036512,2025-12-08,P00788,W04,6,529.38,2025-12-13,2025-12-13,Delivered,Online
SO0036513,2023-08-22,P00727,W03,9,770.62,2023-08-31,2023-09-07,Delivered,Online
SO0036514,2026-05-01,P00078,W06,6,278.81,2026-05-08,2026-05-09,Delivered,Distributor
SO0036515,2023-05-18,P00558,W04,4,433.06,2023-05-21,2023-05-21,Delivered,B2B
SO0036516,2025-01-24,P00929,W02,7,533.8,2025-02-01,2025-02-01,Delivered,Online
SO0036517,2023-12-30,P00995,W02,8,439.48,2024-01-03,2024-01-03,Delivered,Distributor
SO0036518,2024-11-28,P00734,W05,5,171.82,2024-12-06,2024-12-06,Delivered,Retail
SO0036519,2025-08-01,P00485,W06,5,450.46,2025-08-07,2025-08-07,Delivered,B2B
SO0036520,2024-02-26,P00431,W01,6,86.8,2024-03-04,2024-03-09,Delivered,Online
SO0036521,2023-02-17,P00151,W03,7,776.18,2023-02-24,2023-03-03,Delivered,Online
SO0036522,2023-08-10,P00904,W05,15,509.54,2023-08-15,2023-08-15,Delivered,B2B
SO0036523,2026-06-16,P00821,W04,7,2332.44,2026-06-24,2026-07-01,Delivered,B2B
SO0036524,2024-02-23,P00969,W05,3,1087.98,2024-02-29,2024-02-29,Delivered,B2B
SO0036525,2026-05-27,P00857,W01,6,324.6,2026-06-04,2026-06-06,Delivered,Retail
SO0036526,2023-06-18,P00312,W04,2,111.6,2023-06-25,2023-06-27,Delivered,Retail
SO0036527,2025-12-13,P00672,W06,3,158.54,2025-12-21,2025-12-21,Delivered,B2B
SO0036528,2025-09-16,P00215,W02,4,146.36,2025-09-22,2025-09-23,Delivered,B2B
SO0036529,2024-03-06,P00110,W02,3,127.47,2024-03-13,2024-03-14,Delivered,Retail
SO0036530,2026-02-16,P00994,W03,3,320.36,2026-02-20,2026-02-20,Delivered,Retail
SO0036531,2024-06-11,P00343,W06,10,724.18,2024-06-19,2024-06-21,Delivered,Online
SO0036532,2025-09-19,P00851,W01,7,356.03,2025-09-25,2025-09-25,Delivered,B2B
SO0036533,2023-04-21,P00662,W01,12,696.25,2023-04-29,2023-05-02,Delivered,Retail
SO0036534,2025-06-18,P00854,W06,11,257.91,2025-06-25,2025-06-30,Delivered,Distributor
SO0036535,2025-09-16,P00779,W04,9,194.29,2025-09-21,2025-09-28,Delivered,Distributor
SO0036536,2023-01-13,P00344,W06,6,530.43,2023-01-16,2023-01-16,Delivered,Retail
SO0036537,2023-07-29,P00613,W04,12,763.7,2023-08-03,2023-08-03,Delivered,Retail
SO0036538,2025-03-19,P00483,W02,10,554.0,2025-03-21,2025-03-22,Delivered,B2B
SO0036539,2026-08-14,P00434,W02,4,409.73,2026-08-21,2026-08-28,Delivered,Online
SO0036540,2025-12-08,P00898,W01,5,893.89,2025-12-12,2025-12-12,Delivered,Retail
SO0036541,2025-06-17,P00656,W03,5,243.47,2025-06-20,2025-06-22,Delivered,Retail
SO0036542,2023-12-28,P00587,W03,2,114.12,2023-12-30,2023-12-30,Delivered,Online
SO0036543,2025-07-05,P00795,W03,6,656.52,2025-07-09,2025-07-16,Delivered,B2B
SO0036544,2024-07-11,P00324,W05,4,800.89,2024-07-16,2024-07-16,Delivered,Online
SO0036545,2025-03-10,P00561,W02,6,474.21,2025-03-12,2025-03-12,Delivered,Online
SO0036546,2024-01-21,P00972,W06,8,874.37,2024-01-28,2024-01-28,Delivered,Online
SO0036547,2025-09-01,P00817,W05,13,1374.65,2025-09-10,2025-09-11,Delivered,Online
SO0036548,2024-12-05,P00443,W06,7,429.15,2024-12-07,2024-12-07,Delivered,Online
SO0036549,2025-01-24,P00172,W06,12,1001.89,2025-02-01,2025-02-03,Delivered,Retail
SO0036550,2026-01-20,P00466,W06,8,247.88,2026-01-27,2026-02-03,Delivered,Distributor
SO0036551,2023-06-27,P00392,W03,5,198.19,2023-07-02,2023-07-02,Delivered,Retail
SO0036552,2023-08-09,P00569,W04,7,580.21,2023-08-11,2023-08-13,Delivered,B2B
SO0036553,2025-09-22,P00015,W02,6,496.18,2025-10-01,2025-10-01,Delivered,Retail
SO0036554,2023-10-10,P00244,W04,9,415.99,2023-10-14,2023-10-15,Delivered,B2B
SO0036555,2024-09-21,P00332,W06,7,380.12,2024-09-27,2024-09-27,Delivered,Distributor
SO0036556,2024-11-05,P00578,W01,6,98.81,2024-11-09,2024-11-14,Delivered,Retail
SO0036557,2024-05-30,P00778,W04,7,1421.5,2024-06-07,2024-06-08,Delivered,Retail
