SnapshotDate,ProductID,WarehouseID,OnHandUnits,InventoryValue,InboundUnits
2025-03-10,P00224,W05,531,5304.69,13
2025-03-17,P00224,W05,535,5344.65,27
2025-03-24,P00224,W05,589,5884.11,20
2025-03-31,P00224,W05,610,6093.9,24
2025-04-07,P00224,W05,600,5994.0,20
2025-04-14,P00224,W05,587,5864.13,12
2025-04-21,P00224,W05,649,6483.51,7
2025-04-28,P00224,W05,685,6843.15,17
2025-05-05,P00224,W05,714,7132.86,27
2025-05-12,P00224,W05,761,7602.39,18
2025-05-19,P00224,W05,760,7592.4,21
2025-05-26,P00224,W05,785,7842.15,13
2025-06-02,P00224,W05,785,7842.15,2
2025-06-09,P00224,W05,831,8301.69,2
2025-06-16,P00224,W05,829,8281.71,1
2025-06-23,P00224,W05,836,8351.64,3
2025-06-30,P00224,W05,826,8251.74,9
2025-07-07,P00224,W05,865,8641.35,25
2025-07-14,P00224,W05,907,9060.93,19
2025-07-21,P00224,W05,919,9180.81,21
2025-07-28,P00224,W05,963,9620.37,2
2025-08-04,P00224,W05,986,9850.14,6
2025-08-11,P00224,W05,998,9970.02,15
2025-08-18,P00224,W05,1021,10199.79,2
2025-08-25,P00224,W05,1048,10469.52,6
2025-09-01,P00224,W05,1065,10639.35,11
2025-09-08,P00224,W05,1078,10769.22,20
2025-09-15,P00224,W05,1127,11258.73,24
2025-09-22,P00224,W05,1161,11598.39,9
2025-09-29,P00224,W05,1193,11918.07,12
2025-10-06,P00224,W05,1195,11938.05,13
2025-10-13,P00224,W05,1156,11548.44,7
2025-10-20,P00224,W05,1138,11368.62,19
2025-10-27,P00224,W05,1120,11188.8,9
2025-11-03,P00224,W05,1094,10929.06,27
2025-11-10,P00224,W05,1129,11278.71,9
2025-11-17,P00224,W05,1145,11438.55,22
2025-11-24,P00224,W05,1186,11848.14,17
2025-12-01,P00224,W05,1165,11638.35,0
2025-12-08,P00224,W05,1206,12047.94,14
2025-12-15,P00224,W05,1202,12007.98,22
2025-12-22,P00224,W05,1209,12077.91,24
2025-12-29,P00224,W05,1242,12407.58,14
2026-01-05,P00224,W05,1271,12697.29,0
2026-01-12,P00224,W05,1297,12957.03,0
2026-01-19,P00224,W05,1288,12867.12,19
2026-01-26,P00224,W05,1326,13246.74,22
2026-02-02,P00224,W05,1364,13626.36,12
2026-02-09,P00224,W05,1363,13616.37,2
2026-02-16,P00224,W05,1342,13406.58,17
2026-02-23,P00224,W05,1357,13556.43,7
2026-03-02,P00224,W05,1382,13806.18,5
2026-03-09,P00224,W05,1423,14215.77,16
2026-03-16,P00224,W05,1429,14275.71,27
2026-03-23,P00224,W05,1473,14715.27,15
2026-03-30,P00224,W05,1497,14955.03,7
2026-04-06,P00224,W05,1507,15054.93,25
2026-04-13,P00224,W05,1506,15044.94,29
2026-04-20,P00224,W05,1509,15074.91,5
2026-04-27,P00224,W05,1547,15454.53,18
2026-05-04,P00224,W05,1561,15594.39,26
2026-05-11,P00224,W05,1585,15834.15,15
2026-05-18,P00224,W05,1617,16153.83,15
2026-05-25,P00224,W05,1619,16173.81,21
2026-06-01,P00224,W05,1656,16543.44,26
2026-06-08,P00224,W05,1683,16813.17,1
2026-06-15,P00224,W05,1704,17022.96,15
2026-06-22,P00224,W05,1711,17092.89,6
2026-06-29,P00224,W05,1715,17132.85,20
2026-07-06,P00224,W05,1722,17202.78,6
2026-07-13,P00224,W05,1746,17442.54,7
2026-07-20,P00224,W05,1764,17622.36,15
2026-07-27,P00224,W05,1806,18041.94,29
2026-08-03,P00224,W05,1804,18021.96,6
2026-08-10,P00224,W05,1797,17952.03,22
2026-08-17,P00224,W05,1786,17842.14,13
2026-08-24,P00224,W05,1813,18111.87,2
2026-08-31,P00224,W05,1817,18151.83,29
2024-09-02,P00224,W06,518,5174.82,26
2024-09-09,P00224,W06,552,5514.48,12
2024-09-16,P00224,W06,547,5464.53,26
2024-09-23,P00224,W06,525,5244.75,11
2024-09-30,P00224,W06,506,5054.94,27
2024-10-07,P00224,W06,523,5224.77,9
2024-10-14,P00224,W06,508,5074.92,26
2024-10-21,P00224,W06,519,5184.81,3
2024-10-28,P00224,W06,488,4875.12,14
2024-11-04,P00224,W06,482,4815.18,4
2024-11-11,P00224,W06,526,5254.74,14
2024-11-18,P00224,W06,525,5244.75,27
2024-11-25,P00224,W06,529,5284.71,25
2024-12-02,P00224,W06,500,4995.0,22
2024-12-09,P00224,W06,506,5054.94,4
2024-12-16,P00224,W06,508,5074.92,24
2024-12-23,P00224,W06,516,5154.84,11
2024-12-30,P00224,W06,521,5204.79,9
2025-01-06,P00224,W06,547,5464.53,22
2025-01-13,P00224,W06,548,5474.52,4
2025-01-20,P00224,W06,524,5234.76,17
2025-01-27,P00224,W06,497,4965.03,22
2025-02-03,P00224,W06,496,4955.04,17
2025-02-10,P00224,W06,536,5354.64,27
2025-02-17,P00224,W06,513,5124.87,24
2025-02-24,P00224,W06,513,5124.87,11
2025-03-03,P00224,W06,505,5044.95,21
2025-03-10,P00224,W06,535,5344.65,19
2025-03-17,P00224,W06,551,5504.49,5
2025-03-24,P00224,W06,536,5354.64,9
2025-03-31,P00224,W06,524,5234.76,8
2025-04-07,P00224,W06,544,5434.56,1
2025-04-14,P00224,W06,589,5884.11,9
2025-04-21,P00224,W06,635,6343.65,29
2025-04-28,P00224,W06,646,6453.54,11
2025-05-05,P00224,W06,634,6333.66,26
2025-05-12,P00224,W06,628,6273.72,12
2025-05-19,P00224,W06,631,6303.69,9
2025-05-26,P00224,W06,666,6653.34,24
2025-06-02,P00224,W06,710,7092.9,2
2025-06-09,P00224,W06,730,7292.7,20
2025-06-16,P00224,W06,761,7602.39,6
2025-06-23,P00224,W06,753,7522.47,10
2025-06-30,P00224,W06,767,7662.33,2
2025-07-07,P00224,W06,772,7712.28,17
2025-07-14,P00224,W06,770,7692.3,4
2025-07-21,P00224,W06,769,7682.31,1
2025-07-28,P00224,W06,798,7972.02,19
2025-08-04,P00224,W06,840,8391.6,6
2025-08-11,P00224,W06,830,8291.7,23
2025-08-18,P00224,W06,861,8601.39,16
2025-08-25,P00224,W06,907,9060.93,23
2025-09-01,P00224,W06,897,8961.03,5
2025-09-08,P00224,W06,876,8751.24,5
2025-09-15,P00224,W06,906,9050.94,28
2025-09-22,P00224,W06,894,8931.06,15
2025-09-29,P00224,W06,938,9370.62,19
2025-10-06,P00224,W06,939,9380.61,0
2025-10-13,P00224,W06,935,9340.65,22
2025-10-20,P00224,W06,966,9650.34,19
2025-10-27,P00224,W06,986,9850.14,17
2025-11-03,P00224,W06,979,9780.21,21
2025-11-10,P00224,W06,1005,10039.95,7
2025-11-17,P00224,W06,1001,9999.99,12
2025-11-24,P00224,W06,970,9690.3,28
2025-12-01,P00224,W06,947,9460.53,6
2025-12-08,P00224,W06,922,9210.78,23
2025-12-15,P00224,W06,915,9140.85,1
2025-12-22,P00224,W06,896,8951.04,3
2025-12-29,P00224,W06,893,8921.07,28
2026-01-05,P00224,W06,913,9120.87,21
2026-01-12,P00224,W06,955,9540.45,10
2026-01-19,P00224,W06,981,9800.19,13
2026-01-26,P00224,W06,1018,10169.82,19
2026-02-02,P00224,W06,1049,10479.51,29
2026-02-09,P00224,W06,1091,10899.09,6
2026-02-16,P00224,W06,1097,10959.03,27
2026-02-23,P00224,W06,1138,11368.62,12
2026-03-02,P00224,W06,1146,11448.54,23
2026-03-09,P00224,W06,1196,11948.04,12
2026-03-16,P00224,W06,1182,11808.18,2
2026-03-23,P00224,W06,1177,11758.23,18
2026-03-30,P00224,W06,1196,11948.04,9
2026-04-06,P00224,W06,1196,11948.04,22
2026-04-13,P00224,W06,1224,12227.76,24
2026-04-20,P00224,W06,1270,12687.3,3
2026-04-27,P00224,W06,1301,12996.99,16
2026-05-04,P00224,W06,1340,13386.6,18
2026-05-11,P00224,W06,1363,13616.37,15
2026-05-18,P00224,W06,1368,13666.32,15
2026-05-25,P00224,W06,1388,13866.12,3
2026-06-01,P00224,W06,1394,13926.06,8
2026-06-08,P00224,W06,1438,14365.62,26
2026-06-15,P00224,W06,1468,14665.32,14
2026-06-22,P00224,W06,1512,15104.88,9
2026-06-29,P00224,W06,1503,15014.97,26
2026-07-06,P00224,W06,1543,15414.57,0
2026-07-13,P00224,W06,1567,15654.33,23
2026-07-20,P00224,W06,1575,15734.25,9
2026-07-27,P00224,W06,1580,15784.2,3
2026-08-03,P00224,W06,1561,15594.39,18
2026-08-10,P00224,W06,1570,15684.3,16
2026-08-17,P00224,W06,1595,15934.05,16
2026-08-24,P00224,W06,1613,16113.87,14
2026-08-31,P00224,W06,1621,16193.79,23
2024-09-02,P00225,W01,301,8990.87,1
2024-09-09,P00225,W01,324,9677.88,2
2024-09-16,P00225,W01,360,10753.2,21
2024-09-23,P00225,W01,400,11948.0,16
2024-09-30,P00225,W01,456,13620.72,4
2024-10-07,P00225,W01,504,15054.48,1
2024-10-14,P00225,W01,514,15353.18,14
2024-10-21,P00225,W01,527,15741.49,20
2024-10-28,P00225,W01,572,17085.64,15
2024-11-04,P00225,W01,594,17742.78,0
2024-11-11,P00225,W01,626,18698.62,11
2024-11-18,P00225,W01,635,18967.45,5
2024-11-25,P00225,W01,614,18340.18,24
2024-12-02,P00225,W01,611,18250.57,11
2024-12-09,P00225,W01,614,18340.18,25
2024-12-16,P00225,W01,658,19654.46,25
2024-12-23,P00225,W01,699,20879.13,13
2024-12-30,P00225,W01,703,20998.61,1
2025-01-06,P00225,W01,704,21028.48,15
2025-01-13,P00225,W01,699,20879.13,15
2025-01-20,P00225,W01,688,20550.56,27
2025-01-27,P00225,W01,683,20401.21,18
2025-02-03,P00225,W01,681,20341.47,25
2025-02-10,P00225,W01,715,21357.05,4
2025-02-17,P00225,W01,768,22940.16,21
2025-02-24,P00225,W01,770,22999.9,8
2025-03-03,P00225,W01,763,22790.81,26
2025-03-10,P00225,W01,781,23328.47,17
2025-03-17,P00225,W01,811,24224.57,3
2025-03-24,P00225,W01,833,24881.71,2
2025-03-31,P00225,W01,851,25419.37,20
2025-04-07,P00225,W01,864,25807.68,6
2025-04-14,P00225,W01,908,27121.96,5
2025-04-21,P00225,W01,930,27779.1,5
2025-04-28,P00225,W01,947,28286.89,15
2025-05-05,P00225,W01,987,29481.69,16
2025-05-12,P00225,W01,1012,30228.44,26
2025-05-19,P00225,W01,1009,30138.83,23
2025-05-26,P00225,W01,1041,31094.67,1
2025-06-02,P00225,W01,1066,31841.42,25
2025-06-09,P00225,W01,1089,32528.43,20
2025-06-16,P00225,W01,1071,31990.77,19
2025-06-23,P00225,W01,1077,32169.99,2
2025-06-30,P00225,W01,1110,33155.7,8
2025-07-07,P00225,W01,1106,33036.22,20
2025-07-14,P00225,W01,1109,33125.83,3
2025-07-21,P00225,W01,1159,34619.33,20
2025-07-28,P00225,W01,1151,34380.37,6
2025-08-04,P00225,W01,1175,35097.25,16
2025-08-11,P00225,W01,1193,35634.91,10
2025-08-18,P00225,W01,1209,36112.83,22
2025-08-25,P00225,W01,1208,36082.96,26
2025-09-01,P00225,W01,1201,35873.87,15
2025-09-08,P00225,W01,1251,37367.37,13
2025-09-15,P00225,W01,1285,38382.95,0
2025-09-22,P00225,W01,1287,38442.69,11
2025-09-29,P00225,W01,1284,38353.08,29
2025-10-06,P00225,W01,1295,38681.65,5
2025-10-13,P00225,W01,1337,39936.19,9
2025-10-20,P00225,W01,1355,40473.85,4
2025-10-27,P00225,W01,1390,41519.3,14
2025-11-03,P00225,W01,1420,42415.4,17
2025-11-10,P00225,W01,1430,42714.1,8
2025-11-17,P00225,W01,1470,43908.9,8
2025-11-24,P00225,W01,1474,44028.38,9
2025-12-01,P00225,W01,1506,44984.22,28
2025-12-08,P00225,W01,1538,45940.06,17
2025-12-15,P00225,W01,1560,46597.2,26
2025-12-22,P00225,W01,1546,46179.02,17
2025-12-29,P00225,W01,1561,46627.07,18
2026-01-05,P00225,W01,1573,46985.51,23
2026-01-12,P00225,W01,1600,47792.0,6
2026-01-19,P00225,W01,1621,48419.27,20
2026-01-26,P00225,W01,1638,48927.06,12
2026-02-02,P00225,W01,1649,49255.63,10
2026-02-09,P00225,W01,1652,49345.24,16
2026-02-16,P00225,W01,1641,49016.67,26
2026-02-23,P00225,W01,1661,49614.07,28
2026-03-02,P00225,W01,1656,49464.72,23
2026-03-09,P00225,W01,1678,50121.86,23
2026-03-16,P00225,W01,1681,50211.47,23
2026-03-23,P00225,W01,1673,49972.51,20
2026-03-30,P00225,W01,1716,51256.92,5
2026-04-06,P00225,W01,1725,51525.75,3
2026-04-13,P00225,W01,1766,52750.42,14
2026-04-20,P00225,W01,1799,53736.13,14
2026-04-27,P00225,W01,1822,54423.14,8
2026-05-04,P00225,W01,1815,54214.05,18
2026-05-11,P00225,W01,1831,54691.97,13
2026-05-18,P00225,W01,1871,55886.77,28
2026-05-25,P00225,W01,1897,56663.39,6
2026-06-01,P00225,W01,1925,57499.75,26
2026-06-08,P00225,W01,1940,57947.8,4
2026-06-15,P00225,W01,1942,58007.54,17
2026-06-22,P00225,W01,1986,59321.82,6
2026-06-29,P00225,W01,2010,60038.7,20
2026-07-06,P00225,W01,2012,60098.44,16
2026-07-13,P00225,W01,2035,60785.45,28
2026-07-20,P00225,W01,2043,61024.41,21
2026-07-27,P00225,W01,2062,61591.94,3
2026-08-03,P00225,W01,2081,62159.47,4
2026-08-10,P00225,W01,2120,63324.4,6
2026-08-17,P00225,W01,2151,64250.37,7
2026-08-24,P00225,W01,2181,65146.47,4
2026-08-31,P00225,W01,2197,65624.39,12
2024-09-02,P00225,W02,245,7318.15,2
2024-09-09,P00225,W02,276,8244.12,8
2024-09-16,P00225,W02,319,9528.53,23
2024-09-23,P00225,W02,325,9707.75,21
2024-09-30,P00225,W02,352,10514.24,19
2024-10-07,P00225,W02,348,10394.76,5
2024-10-14,P00225,W02,365,10902.55,25
2024-10-21,P00225,W02,390,11649.3,27
2024-10-28,P00225,W02,432,12903.84,15
2024-11-04,P00225,W02,440,13142.8,16
2024-11-11,P00225,W02,478,14277.86,8
2024-11-18,P00225,W02,520,15532.4,28
2024-11-25,P00225,W02,516,15412.92,21
2024-12-02,P00225,W02,557,16637.59,24
2024-12-09,P00225,W02,537,16040.19,24
2024-12-16,P00225,W02,594,17742.78,26
2024-12-23,P00225,W02,607,18131.09,3
2024-12-30,P00225,W02,642,19176.54,0
2025-01-06,P00225,W02,680,20311.6,9
2025-01-13,P00225,W02,669,19983.03,7
2025-01-20,P00225,W02,710,21207.7,15
2025-01-27,P00225,W02,708,21147.96,7
2025-02-03,P00225,W02,744,22223.28,23
2025-02-10,P00225,W02,763,22790.81,2
2025-02-17,P00225,W02,809,24164.83,5
2025-02-24,P00225,W02,800,23896.0,16
2025-03-03,P00225,W02,804,24015.48,13
2025-03-10,P00225,W02,801,23925.87,28
2025-03-17,P00225,W02,798,23836.26,13
2025-03-24,P00225,W02,786,23477.82,21
2025-03-31,P00225,W02,821,24523.27,11
2025-04-07,P00225,W02,848,25329.76,11
2025-04-14,P00225,W02,875,26136.25,0
2025-04-21,P00225,W02,926,27659.62,2
2025-04-28,P00225,W02,950,28376.5,14
2025-05-05,P00225,W02,986,29451.82,4
2025-05-12,P00225,W02,986,29451.82,6
2025-05-19,P00225,W02,994,29690.78,12
2025-05-26,P00225,W02,1030,30766.1,29
2025-06-02,P00225,W02,1060,31662.2,25
2025-06-09,P00225,W02,1057,31572.59,8
2025-06-16,P00225,W02,1111,33185.57,2
2025-06-23,P00225,W02,1100,32857.0,0
2025-06-30,P00225,W02,1106,33036.22,27
2025-07-07,P00225,W02,1130,33753.1,4
2025-07-14,P00225,W02,1166,34828.42,25
2025-07-21,P00225,W02,1186,35425.82,20
2025-07-28,P00225,W02,1228,36680.36,5
2025-08-04,P00225,W02,1237,36949.19,20
2025-08-11,P00225,W02,1256,37516.72,2
2025-08-18,P00225,W02,1269,37905.03,10
2025-08-25,P00225,W02,1261,37666.07,0
2025-09-01,P00225,W02,1308,39069.96,25
2025-09-08,P00225,W02,1313,39219.31,3
2025-09-15,P00225,W02,1321,39458.27,20
2025-09-22,P00225,W02,1370,40921.9,4
2025-09-29,P00225,W02,1392,41579.04,9
2025-10-06,P00225,W02,1413,42206.31,5
2025-10-13,P00225,W02,1418,42355.66,9
2025-10-20,P00225,W02,1413,42206.31,20
2025-10-27,P00225,W02,1425,42564.75,15
2025-11-03,P00225,W02,1432,42773.84,19
2025-11-10,P00225,W02,1425,42564.75,7
2025-11-17,P00225,W02,1425,42564.75,17
2025-11-24,P00225,W02,1477,44117.99,26
2025-12-01,P00225,W02,1504,44924.48,17
2025-12-08,P00225,W02,1554,46417.98,1
2025-12-15,P00225,W02,1548,46238.76,12
2025-12-22,P00225,W02,1548,46238.76,18
2025-12-29,P00225,W02,1572,46955.64,8
2026-01-05,P00225,W02,1623,48479.01,9
2026-01-12,P00225,W02,1657,49494.59,12
2026-01-19,P00225,W02,1648,49225.76,20
2026-01-26,P00225,W02,1643,49076.41,28
2026-02-02,P00225,W02,1680,50181.6,29
2026-02-09,P00225,W02,1703,50868.61,6
2026-02-16,P00225,W02,1719,51346.53,15
2026-02-23,P00225,W02,1742,52033.54,7
2026-03-02,P00225,W02,1786,53347.82,5
2026-03-09,P00225,W02,1780,53168.6,11
2026-03-16,P00225,W02,1785,53317.95,0
2026-03-23,P00225,W02,1792,53527.04,18
2026-03-30,P00225,W02,1832,54721.84,14
2026-04-06,P00225,W02,1865,55707.55,15
2026-04-13,P00225,W02,1868,55797.16,6
2026-04-20,P00225,W02,1881,56185.47,17
2026-04-27,P00225,W02,1868,55797.16,11
2026-05-04,P00225,W02,1920,57350.4,27
2026-05-11,P00225,W02,1960,58545.2,6
2026-05-18,P00225,W02,1986,59321.82,2
2026-05-25,P00225,W02,2033,60725.71,10
2026-06-01,P00225,W02,2028,60576.36,26
2026-06-08,P00225,W02,2042,60994.54,22
2026-06-15,P00225,W02,2034,60755.58,8
2026-06-22,P00225,W02,2071,61860.77,4
2026-06-29,P00225,W02,2060,61532.2,25
2026-07-06,P00225,W02,2076,62010.12,22
2026-07-13,P00225,W02,2076,62010.12,6
2026-07-20,P00225,W02,2087,62338.69,3
2026-07-27,P00225,W02,2083,62219.21,24
2026-08-03,P00225,W02,2127,63533.49,6
2026-08-10,P00225,W02,2153,64310.11,5
2026-08-17,P00225,W02,2190,65415.3,9
2026-08-24,P00225,W02,2188,65355.56,26
2026-08-31,P00225,W02,2216,66191.92,22
2024-09-02,P00225,W03,159,4749.33,19
2024-09-09,P00225,W03,191,5705.17,19
2024-09-16,P00225,W03,216,6451.92,8
2024-09-23,P00225,W03,206,6153.22,8
2024-09-30,P00225,W03,212,6332.44,15
2024-10-07,P00225,W03,246,7348.02,20
2024-10-14,P00225,W03,250,7467.5,10
2024-10-21,P00225,W03,280,8363.6,13
2024-10-28,P00225,W03,268,8005.16,0
2024-11-04,P00225,W03,305,9110.35,29
2024-11-11,P00225,W03,306,9140.22,14
2024-11-18,P00225,W03,324,9677.88,26
2024-11-25,P00225,W03,325,9707.75,14
2024-12-02,P00225,W03,318,9498.66,12
2024-12-09,P00225,W03,340,10155.8,0
2024-12-16,P00225,W03,377,11260.99,29
2024-12-23,P00225,W03,408,12186.96,7
2024-12-30,P00225,W03,453,13531.11,6
2025-01-06,P00225,W03,469,14009.03,22
2025-01-13,P00225,W03,483,14427.21,15
2025-01-20,P00225,W03,506,15114.22,0
2025-01-27,P00225,W03,500,14935.0,8
2025-02-03,P00225,W03,548,16368.76,12
2025-02-10,P00225,W03,599,17892.13,6
2025-02-17,P00225,W03,577,17234.99,11
2025-02-24,P00225,W03,577,17234.99,19
2025-03-03,P00225,W03,613,18310.31,23
2025-03-10,P00225,W03,649,19385.63,24
2025-03-17,P00225,W03,662,19773.94,12
2025-03-24,P00225,W03,697,20819.39,24
2025-03-31,P00225,W03,706,21088.22,29
2025-04-07,P00225,W03,702,20968.74,18
2025-04-14,P00225,W03,736,21984.32,28
2025-04-21,P00225,W03,774,23119.38,18
2025-04-28,P00225,W03,806,24075.22,1
2025-05-05,P00225,W03,836,24971.32,10
2025-05-12,P00225,W03,837,25001.19,6
2025-05-19,P00225,W03,855,25538.85,26
2025-05-26,P00225,W03,863,25777.81,24
2025-06-02,P00225,W03,910,27181.7,27
2025-06-09,P00225,W03,955,28525.85,19
2025-06-16,P00225,W03,984,29392.08,27
2025-06-23,P00225,W03,1022,30527.14,11
2025-06-30,P00225,W03,1018,30407.66,0
2025-07-07,P00225,W03,1035,30915.45,26
2025-07-14,P00225,W03,1077,32169.99,13
2025-07-21,P00225,W03,1083,32349.21,18
2025-07-28,P00225,W03,1078,32199.86,20
2025-08-04,P00225,W03,1068,31901.16,9
2025-08-11,P00225,W03,1063,31751.81,4
2025-08-18,P00225,W03,1104,32976.48,12
2025-08-25,P00225,W03,1099,32827.13,0
2025-09-01,P00225,W03,1109,33125.83,27
2025-09-08,P00225,W03,1097,32767.39,26
2025-09-15,P00225,W03,1137,33962.19,25
2025-09-22,P00225,W03,1134,33872.58,21
2025-09-29,P00225,W03,1152,34410.24,13
2025-10-06,P00225,W03,1203,35933.61,9
2025-10-13,P00225,W03,1223,36531.01,4
2025-10-20,P00225,W03,1253,37427.11,3
2025-10-27,P00225,W03,1264,37755.68,14
2025-11-03,P00225,W03,1249,37307.63,7
2025-11-10,P00225,W03,1281,38263.47,0
2025-11-17,P00225,W03,1299,38801.13,6
2025-11-24,P00225,W03,1309,39099.83,22
2025-12-01,P00225,W03,1349,40294.63,6
2025-12-08,P00225,W03,1361,40653.07,21
2025-12-15,P00225,W03,1348,40264.76,26
2025-12-22,P00225,W03,1359,40593.33,9
2025-12-29,P00225,W03,1403,41907.61,14
2026-01-05,P00225,W03,1421,42445.27,20
2026-01-12,P00225,W03,1471,43938.77,7
2026-01-19,P00225,W03,1490,44506.3,27
2026-01-26,P00225,W03,1466,43789.42,18
2026-02-02,P00225,W03,1480,44207.6,2
2026-02-09,P00225,W03,1498,44745.26,19
2026-02-16,P00225,W03,1537,45910.19,8
2026-02-23,P00225,W03,1565,46746.55,24
2026-03-02,P00225,W03,1620,48389.4,26
2026-03-09,P00225,W03,1641,49016.67,8
2026-03-16,P00225,W03,1673,49972.51,3
2026-03-23,P00225,W03,1704,50898.48,4
2026-03-30,P00225,W03,1700,50779.0,28
2026-04-06,P00225,W03,1698,50719.26,2
2026-04-13,P00225,W03,1755,52421.85,24
2026-04-20,P00225,W03,1751,52302.37,19
2026-04-27,P00225,W03,1750,52272.5,20
2026-05-04,P00225,W03,1768,52810.16,15
2026-05-11,P00225,W03,1754,52391.98,8
2026-05-18,P00225,W03,1810,54064.7,1
2026-05-25,P00225,W03,1820,54363.4,10
2026-06-01,P00225,W03,1843,55050.41,14
2026-06-08,P00225,W03,1853,55349.11,14
2026-06-15,P00225,W03,1880,56155.6,20
2026-06-22,P00225,W03,1872,55916.64,0
2026-06-29,P00225,W03,1855,55408.85,19
2026-07-06,P00225,W03,1845,55110.15,13
2026-07-13,P00225,W03,1851,55289.37,24
2026-07-20,P00225,W03,1837,54871.19,21
2026-07-27,P00225,W03,1832,54721.84,20
2026-08-03,P00225,W03,1830,54662.1,21
2026-08-10,P00225,W03,1844,55080.28,29
2026-08-17,P00225,W03,1841,54990.67,16
2026-08-24,P00225,W03,1871,55886.77,25
2026-08-31,P00225,W03,1914,57171.18,12
2024-09-02,P00225,W04,102,3046.74,11
2024-09-09,P00225,W04,109,3255.83,1
2024-09-16,P00225,W04,160,4779.2,3
2024-09-23,P00225,W04,192,5735.04,29
2024-09-30,P00225,W04,176,5257.12,28
2024-10-07,P00225,W04,161,4809.07,27
2024-10-14,P00225,W04,158,4719.46,29
2024-10-21,P00225,W04,154,4599.98,16
2024-10-28,P00225,W04,200,5974.0,4
2024-11-04,P00225,W04,206,6153.22,11
2024-11-11,P00225,W04,184,5496.08,18
2024-11-18,P00225,W04,217,6481.79,24
2024-11-25,P00225,W04,202,6033.74,4
2024-12-02,P00225,W04,238,7109.06,18
2024-12-09,P00225,W04,250,7467.5,19
2024-12-16,P00225,W04,275,8214.25,3
2024-12-23,P00225,W04,299,8931.13,16
2024-12-30,P00225,W04,308,9199.96,24
2025-01-06,P00225,W04,305,9110.35,13
2025-01-13,P00225,W04,287,8572.69,24
2025-01-20,P00225,W04,266,7945.42,0
2025-01-27,P00225,W04,306,9140.22,3
2025-02-03,P00225,W04,303,9050.61,12
2025-02-10,P00225,W04,302,9020.74,18
2025-02-17,P00225,W04,348,10394.76,10
2025-02-24,P00225,W04,380,11350.6,24
2025-03-03,P00225,W04,411,12276.57,12
2025-03-10,P00225,W04,444,13262.28,23
2025-03-17,P00225,W04,453,13531.11,19
2025-03-24,P00225,W04,489,14606.43,3
2025-03-31,P00225,W04,521,15562.27,20
2025-04-07,P00225,W04,524,15651.88,23
2025-04-14,P00225,W04,514,15353.18,2
2025-04-21,P00225,W04,514,15353.18,13
2025-04-28,P00225,W04,499,14905.13,6
2025-05-05,P00225,W04,552,16488.24,20
2025-05-12,P00225,W04,547,16338.89,10
2025-05-19,P00225,W04,571,17055.77,25
2025-05-26,P00225,W04,607,18131.09,19
2025-06-02,P00225,W04,625,18668.75,20
2025-06-09,P00225,W04,674,20132.38,2
2025-06-16,P00225,W04,662,19773.94,0
2025-06-23,P00225,W04,659,19684.33,8
2025-06-30,P00225,W04,657,19624.59,19
2025-07-07,P00225,W04,703,20998.61,16
2025-07-14,P00225,W04,720,21506.4,29
2025-07-21,P00225,W04,759,22671.33,9
2025-07-28,P00225,W04,778,23238.86,0
2025-08-04,P00225,W04,823,24583.01,3
2025-08-11,P00225,W04,839,25060.93,13
2025-08-18,P00225,W04,854,25508.98,19
2025-08-25,P00225,W04,908,27121.96,1
2025-09-01,P00225,W04,922,27540.14,21
2025-09-08,P00225,W04,939,28047.93,19
2025-09-15,P00225,W04,982,29332.34,0
2025-09-22,P00225,W04,994,29690.78,12
2025-09-29,P00225,W04,1029,30736.23,0
2025-10-06,P00225,W04,1063,31751.81,29
2025-10-13,P00225,W04,1113,33245.31,26
2025-10-20,P00225,W04,1119,33424.53,6
2025-10-27,P00225,W04,1144,34171.28,12
2025-11-03,P00225,W04,1178,35186.86,26
2025-11-10,P00225,W04,1221,36471.27,8
2025-11-17,P00225,W04,1269,37905.03,2
2025-11-24,P00225,W04,1303,38920.61,19
2025-12-01,P00225,W04,1320,39428.4,18
2025-12-08,P00225,W04,1350,40324.5,29
2025-12-15,P00225,W04,1383,41310.21,22
2025-12-22,P00225,W04,1382,41280.34,14
2025-12-29,P00225,W04,1393,41608.91,13
2026-01-05,P00225,W04,1389,41489.43,9
2026-01-12,P00225,W04,1428,42654.36,12
2026-01-19,P00225,W04,1415,42266.05,25
2026-01-26,P00225,W04,1452,43371.24,27
2026-02-02,P00225,W04,1452,43371.24,28
2026-02-09,P00225,W04,1486,44386.82,29
2026-02-16,P00225,W04,1489,44476.43,21
2026-02-23,P00225,W04,1517,45312.79,10
2026-03-02,P00225,W04,1532,45760.84,19
2026-03-09,P00225,W04,1541,46029.67,10
2026-03-16,P00225,W04,1563,46686.81,23
2026-03-23,P00225,W04,1606,47971.22,29
2026-03-30,P00225,W04,1630,48688.1,19
2026-04-06,P00225,W04,1651,49315.37,25
2026-04-13,P00225,W04,1655,49434.85,25
2026-04-20,P00225,W04,1677,50091.99,22
2026-04-27,P00225,W04,1719,51346.53,4
2026-05-04,P00225,W04,1732,51734.84,8
2026-05-11,P00225,W04,1746,52153.02,21
2026-05-18,P00225,W04,1771,52899.77,24
2026-05-25,P00225,W04,1825,54512.75,29
2026-06-01,P00225,W04,1867,55767.29,2
2026-06-08,P00225,W04,1868,55797.16,4
2026-06-15,P00225,W04,1867,55767.29,24
