TouchpointID,LeadID,TouchDate,CampaignID,ChannelID,TouchSequence,TouchType
TP00063303,L018082,2026-01-15,CAM0215,CH02,4,Click
TP00063304,L018083,2026-03-01,CAM0197,CH04,1,Email Open
TP00063305,L018083,2026-03-06,CAM0191,CH02,2,Website Visit
TP00063306,L018083,2026-03-08,CAM0263,CH04,3,Website Visit
TP00063307,L018083,2026-03-10,CAM0101,CH06,4,Click
TP00063308,L018083,2026-03-06,CAM0083,CH05,5,Email Open
TP00063309,L018084,2026-04-12,CAM0101,CH06,1,Website Visit
TP00063310,L018084,2026-04-29,CAM0220,CH03,2,Form Submit
TP00063311,L018085,2024-06-20,CAM0192,CH05,1,Form Submit
TP00063312,L018085,2024-07-03,CAM0179,CH02,2,Impression
TP00063313,L018086,2025-01-17,CAM0002,CH06,1,Form Submit
TP00063314,L018086,2025-01-17,CAM0129,CH01,2,Form Submit
TP00063315,L018086,2025-01-06,CAM0205,CH02,3,Click
TP00063316,L018086,2025-01-10,CAM0010,CH04,4,Click
TP00063317,L018086,2025-01-18,CAM0215,CH02,5,Form Submit
TP00063318,L018087,2025-08-31,CAM0136,CH07,1,Website Visit
TP00063319,L018087,2025-09-05,CAM0224,CH06,2,Form Submit
TP00063320,L018087,2025-08-31,CAM0210,CH03,3,Email Open
TP00063321,L018087,2025-08-11,CAM0275,CH07,4,Impression
TP00063322,L018088,2026-03-02,CAM0166,CH02,1,Form Submit
TP00063323,L018088,2026-03-30,CAM0238,CH02,2,Email Open
TP00063324,L018088,2026-03-15,CAM0297,CH07,3,Form Submit
TP00063325,L018089,2024-07-09,CAM0091,CH06,1,Impression
TP00063326,L018089,2024-06-18,CAM0089,CH01,2,Impression
TP00063327,L018089,2024-07-12,CAM0182,CH04,3,Impression
TP00063328,L018090,2024-01-03,CAM0290,CH04,1,Email Open
TP00063329,L018091,2026-03-04,CAM0188,CH01,1,Form Submit
TP00063330,L018091,2026-03-07,CAM0079,CH07,2,Click
TP00063331,L018091,2026-02-14,CAM0205,CH02,3,Email Open
TP00063332,L018091,2026-03-15,CAM0171,CH03,4,Impression
TP00063333,L018092,2025-01-22,CAM0284,CH04,1,Website Visit
TP00063334,L018092,2025-01-18,CAM0177,CH07,2,Email Open
TP00063335,L018092,2025-01-31,CAM0202,CH04,3,Form Submit
TP00063336,L018093,2024-05-29,CAM0038,CH05,1,Click
TP00063337,L018093,2024-05-14,CAM0103,CH06,2,Impression
TP00063338,L018094,2025-03-08,CAM0148,CH04,1,Form Submit
TP00063339,L018094,2025-02-11,CAM0209,CH03,2,Impression
TP00063340,L018095,2025-02-17,CAM0008,CH02,1,Form Submit
TP00063341,L018095,2025-02-03,CAM0071,CH04,2,Impression
TP00063342,L018096,2025-07-06,CAM0140,CH07,1,Form Submit
TP00063343,L018096,2025-07-20,CAM0209,CH03,2,Impression
TP00063344,L018097,2026-03-18,CAM0243,CH04,1,Website Visit
TP00063345,L018097,2026-04-06,CAM0055,CH01,2,Email Open
TP00063346,L018097,2026-03-20,CAM0022,CH04,3,Email Open
TP00063347,L018097,2026-03-15,CAM0256,CH03,4,Form Submit
TP00063348,L018098,2025-09-29,CAM0102,CH01,1,Email Open
TP00063349,L018098,2025-09-24,CAM0042,CH02,2,Form Submit
TP00063350,L018098,2025-09-19,CAM0269,CH03,3,Email Open
TP00063351,L018098,2025-09-15,CAM0259,CH06,4,Website Visit
TP00063352,L018098,2025-09-23,CAM0027,CH01,5,Email Open
TP00063353,L018099,2025-09-16,CAM0008,CH02,1,Click
TP00063354,L018099,2025-09-12,CAM0118,CH07,2,Email Open
TP00063355,L018099,2025-08-25,CAM0147,CH02,3,Email Open
TP00063356,L018099,2025-09-03,CAM0152,CH03,4,Impression
TP00063357,L018100,2024-04-07,CAM0239,CH05,1,Form Submit
TP00063358,L018100,2024-04-08,CAM0136,CH07,2,Click
TP00063359,L018100,2024-04-10,CAM0210,CH03,3,Email Open
TP00063360,L018101,2026-07-07,CAM0026,CH03,1,Impression
TP00063361,L018101,2026-06-29,CAM0247,CH05,2,Impression
TP00063362,L018101,2026-07-01,CAM0240,CH03,3,Click
TP00063363,L018102,2024-09-21,CAM0258,CH05,1,Website Visit
TP00063364,L018102,2024-09-20,CAM0038,CH05,2,Click
TP00063365,L018102,2024-08-26,CAM0153,CH06,3,Website Visit
TP00063366,L018102,2024-08-26,CAM0189,CH03,4,Click
TP00063367,L018102,2024-09-22,CAM0203,CH05,5,Website Visit
TP00063368,L018102,2024-09-07,CAM0255,CH03,6,Email Open
TP00063369,L018103,2025-04-23,CAM0192,CH05,1,Form Submit
TP00063370,L018104,2024-03-28,CAM0068,CH06,1,Impression
TP00063371,L018104,2024-05-01,CAM0045,CH06,2,Click
TP00063372,L018104,2024-04-13,CAM0014,CH01,3,Website Visit
TP00063373,L018104,2024-04-03,CAM0295,CH06,4,Form Submit
TP00063374,L018104,2024-04-03,CAM0294,CH03,5,Impression
TP00063375,L018104,2024-03-28,CAM0247,CH05,6,Click
TP00063376,L018105,2024-06-15,CAM0271,CH02,1,Impression
TP00063377,L018105,2024-06-26,CAM0255,CH03,2,Click
TP00063378,L018105,2024-07-17,CAM0012,CH07,3,Impression
TP00063379,L018105,2024-06-16,CAM0261,CH04,4,Click
TP00063380,L018105,2024-06-16,CAM0001,CH04,5,Click
TP00063381,L018105,2024-06-26,CAM0088,CH02,6,Form Submit
TP00063382,L018106,2026-08-06,CAM0159,CH01,1,Impression
TP00063383,L018106,2026-07-19,CAM0140,CH07,2,Website Visit
TP00063384,L018106,2026-07-17,CAM0126,CH04,3,Email Open
TP00063385,L018107,2024-10-03,CAM0230,CH02,1,Form Submit
TP00063386,L018107,2024-09-11,CAM0139,CH06,2,Click
TP00063387,L018107,2024-09-21,CAM0075,CH05,3,Website Visit
TP00063388,L018107,2024-10-02,CAM0193,CH06,4,Click
TP00063389,L018107,2024-09-06,CAM0120,CH06,5,Email Open
TP00063390,L018107,2024-10-17,CAM0178,CH03,6,Impression
TP00063391,L018108,2026-04-23,CAM0155,CH05,1,Click
TP00063392,L018108,2026-04-26,CAM0089,CH01,2,Impression
TP00063393,L018108,2026-04-29,CAM0206,CH06,3,Impression
TP00063394,L018109,2026-08-19,CAM0272,CH06,1,Website Visit
TP00063395,L018110,2026-06-23,CAM0093,CH07,1,Click
TP00063396,L018111,2026-04-24,CAM0226,CH03,1,Form Submit
TP00063397,L018111,2026-03-21,CAM0216,CH01,2,Impression
TP00063398,L018111,2026-03-29,CAM0235,CH02,3,Form Submit
TP00063399,L018111,2026-04-18,CAM0289,CH03,4,Impression
TP00063400,L018111,2026-04-25,CAM0026,CH03,5,Click
TP00063401,L018112,2026-04-23,CAM0184,CH07,1,Impression
TP00063402,L018112,2026-05-17,CAM0214,CH03,2,Email Open
TP00063403,L018112,2026-05-02,CAM0081,CH02,3,Email Open
TP00063404,L018113,2026-05-30,CAM0186,CH05,1,Email Open
TP00063405,L018114,2025-10-13,CAM0030,CH06,1,Form Submit
TP00063406,L018115,2025-10-15,CAM0008,CH02,1,Impression
TP00063407,L018115,2025-09-26,CAM0073,CH05,2,Form Submit
TP00063408,L018115,2025-10-11,CAM0157,CH02,3,Website Visit
TP00063409,L018116,2026-05-20,CAM0065,CH05,1,Website Visit
TP00063410,L018117,2025-10-03,CAM0298,CH06,1,Email Open
TP00063411,L018118,2025-02-03,CAM0216,CH01,1,Impression
TP00063412,L018118,2025-02-06,CAM0297,CH07,2,Click
TP00063413,L018118,2025-02-25,CAM0271,CH02,3,Email Open
TP00063414,L018118,2025-02-19,CAM0249,CH01,4,Website Visit
TP00063415,L018119,2026-03-11,CAM0234,CH07,1,Form Submit
TP00063416,L018119,2026-03-09,CAM0155,CH05,2,Click
TP00063417,L018119,2026-03-01,CAM0013,CH03,3,Click
TP00063418,L018119,2026-03-30,CAM0057,CH04,4,Impression
TP00063419,L018120,2025-05-27,CAM0270,CH07,1,Form Submit
TP00063420,L018121,2024-03-03,CAM0105,CH02,1,Email Open
TP00063421,L018121,2024-04-08,CAM0013,CH03,2,Email Open
TP00063422,L018121,2024-02-27,CAM0047,CH07,3,Form Submit
TP00063423,L018121,2024-03-09,CAM0005,CH02,4,Email Open
TP00063424,L018122,2024-03-29,CAM0127,CH07,1,Click
TP00063425,L018123,2025-12-01,CAM0273,CH05,1,Email Open
TP00063426,L018124,2025-05-25,CAM0226,CH03,1,Form Submit
TP00063427,L018124,2025-05-23,CAM0244,CH03,2,Email Open
TP00063428,L018125,2025-01-09,CAM0291,CH02,1,Click
TP00063429,L018125,2025-01-20,CAM0089,CH01,2,Website Visit
TP00063430,L018125,2025-02-21,CAM0270,CH07,3,Email Open
TP00063431,L018125,2025-02-02,CAM0202,CH04,4,Email Open
TP00063432,L018125,2025-02-10,CAM0128,CH05,5,Impression
TP00063433,L018126,2026-06-16,CAM0266,CH04,1,Click
TP00063434,L018126,2026-06-11,CAM0276,CH01,2,Email Open
TP00063435,L018126,2026-05-31,CAM0076,CH04,3,Website Visit
TP00063436,L018126,2026-06-03,CAM0283,CH06,4,Email Open
TP00063437,L018127,2024-03-16,CAM0173,CH06,1,Click
TP00063438,L018127,2024-03-10,CAM0114,CH05,2,Click
TP00063439,L018128,2024-04-14,CAM0208,CH06,1,Impression
TP00063440,L018129,2026-05-05,CAM0124,CH03,1,Form Submit
TP00063441,L018129,2026-05-15,CAM0123,CH05,2,Click
TP00063442,L018129,2026-04-30,CAM0002,CH06,3,Website Visit
TP00063443,L018129,2026-05-13,CAM0223,CH05,4,Email Open
TP00063444,L018129,2026-04-08,CAM0248,CH02,5,Email Open
TP00063445,L018129,2026-04-14,CAM0021,CH01,6,Impression
TP00063446,L018130,2025-06-12,CAM0285,CH06,1,Click
TP00063447,L018130,2025-05-08,CAM0195,CH04,2,Click
TP00063448,L018130,2025-05-26,CAM0250,CH01,3,Impression
TP00063449,L018130,2025-05-23,CAM0070,CH02,4,Website Visit
TP00063450,L018131,2025-06-20,CAM0110,CH02,1,Email Open
TP00063451,L018131,2025-06-07,CAM0287,CH05,2,Email Open
TP00063452,L018132,2024-01-30,CAM0064,CH06,1,Impression
TP00063453,L018132,2024-01-17,CAM0125,CH01,2,Impression
TP00063454,L018132,2024-01-13,CAM0277,CH06,3,Form Submit
TP00063455,L018132,2024-01-05,CAM0162,CH07,4,Form Submit
TP00063456,L018133,2024-03-21,CAM0182,CH04,1,Click
TP00063457,L018134,2025-08-23,CAM0204,CH06,1,Website Visit
TP00063458,L018134,2025-07-25,CAM0300,CH01,2,Click
TP00063459,L018134,2025-08-31,CAM0089,CH01,3,Click
TP00063460,L018135,2025-04-06,CAM0056,CH07,1,Email Open
TP00063461,L018135,2025-04-04,CAM0099,CH05,2,Form Submit
TP00063462,L018135,2025-03-30,CAM0165,CH07,3,Email Open
TP00063463,L018135,2025-04-03,CAM0062,CH03,4,Form Submit
TP00063464,L018135,2025-03-10,CAM0068,CH06,5,Form Submit
TP00063465,L018135,2025-03-31,CAM0147,CH02,6,Click
TP00063466,L018136,2026-01-17,CAM0071,CH04,1,Website Visit
TP00063467,L018136,2025-12-14,CAM0107,CH01,2,Impression
TP00063468,L018136,2026-01-18,CAM0142,CH06,3,Website Visit
TP00063469,L018136,2026-01-02,CAM0090,CH02,4,Click
TP00063470,L018137,2024-03-28,CAM0146,CH01,1,Impression
TP00063471,L018137,2024-03-12,CAM0166,CH02,2,Form Submit
TP00063472,L018137,2024-03-08,CAM0274,CH01,3,Impression
TP00063473,L018137,2024-03-14,CAM0216,CH01,4,Impression
TP00063474,L018137,2024-03-04,CAM0204,CH06,5,Form Submit
TP00063475,L018138,2026-03-18,CAM0285,CH06,1,Impression
TP00063476,L018138,2026-02-18,CAM0033,CH01,2,Form Submit
TP00063477,L018138,2026-02-17,CAM0066,CH04,3,Website Visit
TP00063478,L018139,2025-05-03,CAM0018,CH01,1,Form Submit
TP00063479,L018139,2025-05-12,CAM0112,CH06,2,Impression
TP00063480,L018139,2025-05-12,CAM0249,CH01,3,Email Open
TP00063481,L018139,2025-06-07,CAM0150,CH02,4,Website Visit
TP00063482,L018139,2025-05-05,CAM0203,CH05,5,Impression
TP00063483,L018139,2025-05-25,CAM0182,CH04,6,Form Submit
TP00063484,L018140,2025-05-02,CAM0076,CH04,1,Impression
TP00063485,L018140,2025-06-02,CAM0271,CH02,2,Email Open
TP00063486,L018140,2025-05-19,CAM0096,CH02,3,Form Submit
TP00063487,L018140,2025-05-18,CAM0098,CH07,4,Form Submit
TP00063488,L018140,2025-04-20,CAM0165,CH07,5,Website Visit
TP00063489,L018141,2024-11-16,CAM0119,CH03,1,Form Submit
TP00063490,L018141,2024-12-17,CAM0214,CH03,2,Website Visit
TP00063491,L018141,2024-12-11,CAM0259,CH06,3,Email Open
TP00063492,L018141,2024-12-01,CAM0104,CH06,4,Form Submit
TP00063493,L018142,2025-03-09,CAM0192,CH05,1,Form Submit
TP00063494,L018142,2025-02-18,CAM0129,CH01,2,Form Submit
TP00063495,L018142,2025-03-15,CAM0151,CH04,3,Impression
TP00063496,L018142,2025-02-14,CAM0026,CH03,4,Impression
TP00063497,L018143,2025-02-04,CAM0046,CH03,1,Impression
TP00063498,L018143,2025-02-05,CAM0168,CH02,2,Click
TP00063499,L018143,2025-01-01,CAM0212,CH06,3,Form Submit
TP00063500,L018143,2025-01-29,CAM0192,CH05,4,Click
TP00063501,L018143,2025-01-09,CAM0239,CH05,5,Website Visit
TP00063502,L018144,2025-07-28,CAM0141,CH03,1,Click
TP00063503,L018145,2025-04-01,CAM0172,CH05,1,Website Visit
TP00063504,L018145,2025-03-24,CAM0033,CH01,2,Form Submit
TP00063505,L018145,2025-03-20,CAM0151,CH04,3,Form Submit
TP00063506,L018145,2025-04-01,CAM0154,CH03,4,Click
TP00063507,L018145,2025-03-01,CAM0105,CH02,5,Impression
TP00063508,L018146,2026-03-21,CAM0280,CH01,1,Website Visit
TP00063509,L018146,2026-02-27,CAM0090,CH02,2,Website Visit
TP00063510,L018147,2024-08-27,CAM0296,CH03,1,Email Open
TP00063511,L018147,2024-08-29,CAM0004,CH07,2,Impression
TP00063512,L018147,2024-08-31,CAM0259,CH06,3,Form Submit
TP00063513,L018148,2024-09-14,CAM0069,CH04,1,Website Visit
TP00063514,L018149,2025-09-27,CAM0255,CH03,1,Form Submit
TP00063515,L018149,2025-09-18,CAM0243,CH04,2,Click
TP00063516,L018149,2025-10-09,CAM0030,CH06,3,Click
TP00063517,L018149,2025-10-02,CAM0026,CH03,4,Website Visit
TP00063518,L018150,2024-05-16,CAM0100,CH04,1,Impression
TP00063519,L018150,2024-05-31,CAM0263,CH04,2,Form Submit
TP00063520,L018150,2024-06-06,CAM0251,CH06,3,Impression
TP00063521,L018150,2024-05-26,CAM0089,CH01,4,Email Open
TP00063522,L018151,2026-04-30,CAM0278,CH06,1,Click
TP00063523,L018151,2026-05-27,CAM0151,CH04,2,Impression
TP00063524,L018151,2026-05-19,CAM0158,CH05,3,Impression
TP00063525,L018151,2026-05-11,CAM0258,CH05,4,Form Submit
TP00063526,L018151,2026-05-10,CAM0176,CH05,5,Form Submit
TP00063527,L018152,2024-02-27,CAM0240,CH03,1,Website Visit
TP00063528,L018152,2024-02-13,CAM0159,CH01,2,Impression
TP00063529,L018153,2024-04-19,CAM0076,CH04,1,Email Open
TP00063530,L018153,2024-04-30,CAM0152,CH03,2,Click
TP00063531,L018153,2024-04-16,CAM0065,CH05,3,Click
TP00063532,L018153,2024-03-20,CAM0215,CH02,4,Impression
TP00063533,L018153,2024-03-24,CAM0236,CH07,5,Form Submit
TP00063534,L018153,2024-04-26,CAM0152,CH03,6,Impression
TP00063535,L018154,2025-12-12,CAM0286,CH05,1,Email Open
TP00063536,L018154,2025-12-06,CAM0139,CH06,2,Impression
TP00063537,L018154,2025-12-23,CAM0126,CH04,3,Email Open
TP00063538,L018155,2025-08-09,CAM0215,CH02,1,Impression
TP00063539,L018155,2025-08-24,CAM0058,CH04,2,Form Submit
TP00063540,L018156,2025-05-16,CAM0094,CH01,1,Click
TP00063541,L018156,2025-04-12,CAM0082,CH03,2,Impression
TP00063542,L018156,2025-04-07,CAM0047,CH07,3,Website Visit
TP00063543,L018156,2025-05-13,CAM0082,CH03,4,Website Visit
TP00063544,L018156,2025-04-28,CAM0169,CH05,5,Click
TP00063545,L018156,2025-04-15,CAM0192,CH05,6,Email Open
TP00063546,L018157,2024-11-28,CAM0130,CH04,1,Website Visit
TP00063547,L018158,2025-02-09,CAM0157,CH02,1,Website Visit
TP00063548,L018158,2025-03-04,CAM0045,CH06,2,Impression
TP00063549,L018158,2025-02-03,CAM0095,CH07,3,Click
TP00063550,L018159,2026-02-18,CAM0166,CH02,1,Impression
TP00063551,L018159,2026-03-18,CAM0068,CH06,2,Email Open
TP00063552,L018159,2026-02-10,CAM0204,CH06,3,Form Submit
TP00063553,L018160,2025-09-18,CAM0273,CH05,1,Form Submit
TP00063554,L018160,2025-08-22,CAM0280,CH01,2,Email Open
TP00063555,L018160,2025-08-22,CAM0019,CH02,3,Email Open
TP00063556,L018160,2025-08-27,CAM0252,CH07,4,Form Submit
TP00063557,L018160,2025-09-01,CAM0221,CH01,5,Impression
TP00063558,L018161,2025-07-18,CAM0196,CH02,1,Impression
TP00063559,L018162,2026-07-02,CAM0269,CH03,1,Impression
TP00063560,L018163,2026-03-15,CAM0203,CH05,1,Form Submit
TP00063561,L018163,2026-03-30,CAM0196,CH02,2,Form Submit
TP00063562,L018163,2026-04-18,CAM0100,CH04,3,Click
TP00063563,L018164,2024-10-22,CAM0092,CH02,1,Email Open
TP00063564,L018164,2024-10-12,CAM0039,CH04,2,Form Submit
TP00063565,L018165,2024-01-31,CAM0090,CH02,1,Click
TP00063566,L018165,2024-02-02,CAM0031,CH03,2,Email Open
TP00063567,L018165,2024-02-01,CAM0110,CH02,3,Website Visit
TP00063568,L018165,2024-03-02,CAM0249,CH01,4,Website Visit
TP00063569,L018166,2025-08-13,CAM0192,CH05,1,Website Visit
TP00063570,L018166,2025-08-30,CAM0188,CH01,2,Click
TP00063571,L018167,2026-03-24,CAM0194,CH07,1,Website Visit
TP00063572,L018167,2026-03-12,CAM0257,CH07,2,Email Open
TP00063573,L018167,2026-04-11,CAM0022,CH04,3,Impression
TP00063574,L018167,2026-04-02,CAM0066,CH04,4,Website Visit
TP00063575,L018167,2026-03-07,CAM0207,CH07,5,Click
TP00063576,L018168,2025-06-28,CAM0040,CH02,1,Form Submit
TP00063577,L018168,2025-06-29,CAM0276,CH01,2,Email Open
TP00063578,L018168,2025-07-12,CAM0247,CH05,3,Impression
TP00063579,L018168,2025-07-24,CAM0109,CH04,4,Email Open
TP00063580,L018168,2025-06-19,CAM0232,CH06,5,Form Submit
TP00063581,L018169,2025-09-13,CAM0244,CH03,1,Click
TP00063582,L018169,2025-09-24,CAM0118,CH07,2,Website Visit
TP00063583,L018169,2025-09-18,CAM0146,CH01,3,Impression
TP00063584,L018169,2025-09-22,CAM0108,CH01,4,Impression
TP00063585,L018170,2025-03-27,CAM0024,CH04,1,Form Submit
TP00063586,L018170,2025-04-08,CAM0046,CH03,2,Impression
TP00063587,L018170,2025-04-25,CAM0160,CH04,3,Email Open
TP00063588,L018170,2025-04-17,CAM0117,CH06,4,Impression
TP00063589,L018170,2025-03-12,CAM0040,CH02,5,Form Submit
TP00063590,L018170,2025-04-05,CAM0014,CH01,6,Click
TP00063591,L018171,2024-05-23,CAM0273,CH05,1,Impression
TP00063592,L018171,2024-05-08,CAM0202,CH04,2,Form Submit
TP00063593,L018171,2024-05-08,CAM0107,CH01,3,Email Open
TP00063594,L018171,2024-06-12,CAM0217,CH06,4,Click
TP00063595,L018172,2025-10-30,CAM0213,CH01,1,Email Open
TP00063596,L018172,2025-10-12,CAM0205,CH02,2,Website Visit
TP00063597,L018172,2025-10-16,CAM0113,CH04,3,Impression
TP00063598,L018173,2024-04-09,CAM0162,CH07,1,Form Submit
TP00063599,L018173,2024-04-10,CAM0164,CH03,2,Form Submit
TP00063600,L018173,2024-04-20,CAM0009,CH02,3,Form Submit
TP00063601,L018173,2024-04-26,CAM0070,CH02,4,Email Open
TP00063602,L018174,2024-01-04,CAM0114,CH05,1,Email Open
TP00063603,L018174,2023-12-05,CAM0297,CH07,2,Impression
TP00063604,L018174,2023-12-14,CAM0234,CH07,3,Click
TP00063605,L018174,2024-01-06,CAM0078,CH04,4,Impression
TP00063606,L018174,2023-12-09,CAM0245,CH05,5,Click
TP00063607,L018175,2025-11-21,CAM0117,CH06,1,Impression
TP00063608,L018176,2024-04-26,CAM0177,CH07,1,Click
TP00063609,L018176,2024-04-25,CAM0279,CH07,2,Click
TP00063610,L018176,2024-04-06,CAM0031,CH03,3,Click
TP00063611,L018176,2024-04-30,CAM0021,CH01,4,Click
TP00063612,L018176,2024-04-17,CAM0092,CH02,5,Website Visit
TP00063613,L018177,2024-09-04,CAM0209,CH03,1,Website Visit
TP00063614,L018177,2024-08-23,CAM0113,CH04,2,Form Submit
TP00063615,L018177,2024-09-13,CAM0165,CH07,3,Impression
TP00063616,L018177,2024-10-03,CAM0111,CH05,4,Email Open
TP00063617,L018177,2024-09-02,CAM0251,CH06,5,Form Submit
TP00063618,L018178,2026-04-17,CAM0125,CH01,1,Email Open
TP00063619,L018178,2026-05-13,CAM0057,CH04,2,Click
TP00063620,L018178,2026-05-14,CAM0147,CH02,3,Form Submit
TP00063621,L018179,2025-02-05,CAM0028,CH01,1,Website Visit
TP00063622,L018179,2025-01-30,CAM0097,CH06,2,Impression
TP00063623,L018179,2025-02-22,CAM0056,CH07,3,Form Submit
TP00063624,L018179,2025-02-23,CAM0055,CH01,4,Click
TP00063625,L018180,2026-07-02,CAM0020,CH02,1,Website Visit
TP00063626,L018180,2026-07-02,CAM0146,CH01,2,Form Submit
TP00063627,L018180,2026-07-17,CAM0029,CH03,3,Impression
TP00063628,L018180,2026-07-09,CAM0295,CH06,4,Form Submit
TP00063629,L018180,2026-06-20,CAM0098,CH07,5,Impression
TP00063630,L018180,2026-07-19,CAM0126,CH04,6,Website Visit
TP00063631,L018181,2025-06-06,CAM0171,CH03,1,Website Visit
TP00063632,L018181,2025-05-11,CAM0295,CH06,2,Email Open
TP00063633,L018181,2025-05-24,CAM0291,CH02,3,Website Visit
TP00063634,L018181,2025-05-03,CAM0143,CH01,4,Website Visit
TP00063635,L018181,2025-05-17,CAM0237,CH01,5,Impression
TP00063636,L018182,2025-04-26,CAM0043,CH07,1,Impression
TP00063637,L018183,2024-04-21,CAM0262,CH02,1,Form Submit
TP00063638,L018183,2024-03-24,CAM0218,CH07,2,Impression
TP00063639,L018183,2024-03-31,CAM0143,CH01,3,Click
TP00063640,L018183,2024-04-09,CAM0126,CH04,4,Email Open
TP00063641,L018184,2024-08-16,CAM0035,CH06,1,Impression
TP00063642,L018184,2024-07-31,CAM0108,CH01,2,Website Visit
TP00063643,L018184,2024-08-17,CAM0200,CH07,3,Impression
TP00063644,L018184,2024-07-14,CAM0249,CH01,4,Website Visit
TP00063645,L018184,2024-08-15,CAM0099,CH05,5,Click
TP00063646,L018184,2024-08-03,CAM0015,CH06,6,Website Visit
TP00063647,L018185,2024-10-01,CAM0199,CH04,1,Email Open
TP00063648,L018185,2024-11-04,CAM0207,CH07,2,Website Visit
TP00063649,L018186,2025-12-27,CAM0257,CH07,1,Email Open
TP00063650,L018186,2025-12-04,CAM0206,CH06,2,Website Visit
TP00063651,L018186,2025-12-04,CAM0276,CH01,3,Website Visit
TP00063652,L018186,2025-12-31,CAM0238,CH02,4,Email Open
TP00063653,L018186,2025-12-26,CAM0160,CH04,5,Click
TP00063654,L018187,2025-11-21,CAM0012,CH07,1,Form Submit
TP00063655,L018187,2025-11-10,CAM0280,CH01,2,Click
TP00063656,L018187,2025-11-04,CAM0108,CH01,3,Form Submit
TP00063657,L018187,2025-12-01,CAM0112,CH06,4,Form Submit
TP00063658,L018188,2024-10-19,CAM0114,CH05,1,Email Open
TP00063659,L018188,2024-11-25,CAM0226,CH03,2,Form Submit
TP00063660,L018188,2024-11-08,CAM0147,CH02,3,Click
TP00063661,L018188,2024-11-22,CAM0193,CH06,4,Click
TP00063662,L018188,2024-10-23,CAM0134,CH04,5,Form Submit
TP00063663,L018189,2025-03-13,CAM0101,CH06,1,Email Open
TP00063664,L018190,2026-03-14,CAM0183,CH07,1,Email Open
TP00063665,L018190,2026-02-15,CAM0253,CH02,2,Click
TP00063666,L018190,2026-03-18,CAM0225,CH06,3,Email Open
TP00063667,L018190,2026-03-23,CAM0152,CH03,4,Website Visit
TP00063668,L018190,2026-03-23,CAM0019,CH02,5,Form Submit
TP00063669,L018190,2026-02-19,CAM0191,CH02,6,Impression
TP00063670,L018191,2024-12-22,CAM0087,CH05,1,Website Visit
TP00063671,L018191,2024-12-05,CAM0056,CH07,2,Click
TP00063672,L018191,2025-01-03,CAM0228,CH02,3,Impression
TP00063673,L018191,2024-12-05,CAM0063,CH04,4,Form Submit
TP00063674,L018191,2024-12-24,CAM0073,CH05,5,Website Visit
TP00063675,L018192,2026-07-03,CAM0079,CH07,1,Click
TP00063676,L018192,2026-05-26,CAM0148,CH04,2,Email Open
TP00063677,L018192,2026-06-30,CAM0008,CH02,3,Click
TP00063678,L018193,2024-11-19,CAM0251,CH06,1,Click
TP00063679,L018193,2024-11-02,CAM0090,CH02,2,Form Submit
TP00063680,L018194,2025-04-14,CAM0062,CH03,1,Impression
TP00063681,L018194,2025-04-15,CAM0215,CH02,2,Form Submit
TP00063682,L018194,2025-05-24,CAM0207,CH07,3,Form Submit
TP00063683,L018194,2025-04-26,CAM0162,CH07,4,Click
TP00063684,L018194,2025-05-11,CAM0083,CH05,5,Email Open
TP00063685,L018195,2025-05-14,CAM0195,CH04,1,Email Open
TP00063686,L018195,2025-06-07,CAM0119,CH03,2,Impression
TP00063687,L018195,2025-05-24,CAM0022,CH04,3,Impression
TP00063688,L018195,2025-06-11,CAM0126,CH04,4,Website Visit
TP00063689,L018195,2025-05-19,CAM0118,CH07,5,Email Open
TP00063690,L018195,2025-06-10,CAM0006,CH04,6,Click
TP00063691,L018196,2024-05-06,CAM0178,CH03,1,Email Open
TP00063692,L018196,2024-05-31,CAM0279,CH07,2,Form Submit
TP00063693,L018196,2024-05-25,CAM0075,CH05,3,Click
TP00063694,L018196,2024-05-24,CAM0278,CH06,4,Form Submit
TP00063695,L018196,2024-05-10,CAM0029,CH03,5,Impression
TP00063696,L018197,2025-05-18,CAM0006,CH04,1,Email Open
TP00063697,L018197,2025-05-03,CAM0161,CH05,2,Click
TP00063698,L018198,2024-06-12,CAM0200,CH07,1,Impression
TP00063699,L018198,2024-06-26,CAM0159,CH01,2,Email Open
TP00063700,L018199,2026-02-22,CAM0173,CH06,1,Website Visit
TP00063701,L018199,2026-02-21,CAM0088,CH02,2,Impression
TP00063702,L018199,2026-02-21,CAM0263,CH04,3,Email Open
TP00063703,L018200,2025-09-01,CAM0014,CH01,1,Impression
TP00063704,L018200,2025-09-18,CAM0004,CH07,2,Form Submit
TP00063705,L018200,2025-10-04,CAM0240,CH03,3,Form Submit
TP00063706,L018200,2025-09-10,CAM0081,CH02,4,Email Open
TP00063707,L018200,2025-10-13,CAM0155,CH05,5,Click
TP00063708,L018201,2024-07-18,CAM0007,CH02,1,Form Submit
TP00063709,L018201,2024-07-07,CAM0020,CH02,2,Email Open
TP00063710,L018201,2024-07-25,CAM0138,CH06,3,Email Open
TP00063711,L018201,2024-06-21,CAM0195,CH04,4,Website Visit
TP00063712,L018201,2024-06-15,CAM0059,CH01,5,Click
TP00063713,L018201,2024-06-25,CAM0113,CH04,6,Click
TP00063714,L018202,2025-02-18,CAM0118,CH07,1,Impression
TP00063715,L018202,2025-02-23,CAM0050,CH04,2,Impression
