OpportunityID,LeadID,CreatedDate,OpportunityValue,Status
OP006128,L027208,2026-08-10,7229.4,Open
OP006129,L027209,2025-10-13,6891.95,Closed Won
OP006130,L027210,2025-03-08,4126.43,Open
OP006131,L027211,2025-06-21,4032.51,Closed Won
OP006132,L027214,2026-01-06,2671.77,Closed Won
OP006133,L027231,2024-08-11,7730.45,Open
OP006134,L027232,2025-06-07,7430.85,Open
OP006135,L027233,2024-03-17,845.92,Closed Lost
OP006136,L027247,2024-01-07,355.01,Open
OP006137,L027259,2024-02-06,9845.11,Closed Won
OP006138,L027274,2025-03-01,3400.47,Open
OP006139,L027288,2025-06-15,2146.53,Closed Won
OP006140,L027290,2025-08-12,6259.11,Closed Lost
OP006141,L027302,2024-07-30,1238.56,Closed Won
OP006142,L027303,2026-07-02,2427.53,Closed Lost
OP006143,L027308,2024-03-23,3238.58,Closed Won
OP006144,L027320,2025-11-27,818.37,Closed Won
OP006145,L027321,2024-03-19,17787.38,Closed Lost
OP006146,L027325,2025-01-09,4751.79,Closed Won
OP006147,L027331,2024-09-01,649.81,Closed Lost
OP006148,L027332,2024-11-26,19233.01,Closed Won
OP006149,L027335,2025-05-07,5829.96,Closed Won
OP006150,L027337,2024-06-06,744.83,Closed Won
OP006151,L027345,2025-09-18,1171.93,Closed Won
OP006152,L027353,2024-06-03,1323.41,Closed Won
OP006153,L027355,2024-04-03,4161.94,Closed Won
OP006154,L027356,2025-09-18,5724.73,Closed Lost
OP006155,L027357,2024-02-11,9965.29,Closed Won
OP006156,L027365,2024-09-02,5576.44,Closed Won
OP006157,L027367,2025-09-24,9886.0,Closed Lost
OP006158,L027369,2024-08-26,6463.98,Closed Won
OP006159,L027371,2025-07-11,5222.45,Closed Won
OP006160,L027374,2024-12-08,4978.86,Closed Won
OP006161,L027375,2025-05-02,2493.25,Closed Won
OP006162,L027381,2024-09-02,2466.8,Closed Lost
OP006163,L027389,2024-06-29,4861.73,Closed Won
OP006164,L027395,2024-12-16,1503.4,Open
OP006165,L027396,2025-11-23,5401.31,Closed Won
OP006166,L027402,2024-12-09,749.86,Closed Lost
OP006167,L027406,2025-03-10,13898.13,Open
OP006168,L027408,2025-12-24,632.99,Closed Lost
OP006169,L027411,2024-02-04,3700.18,Closed Won
OP006170,L027412,2024-03-09,2782.06,Open
OP006171,L027414,2025-02-13,1780.91,Closed Won
OP006172,L027415,2025-12-17,3023.97,Open
OP006173,L027417,2026-02-13,2170.14,Closed Lost
OP006174,L027426,2026-07-21,4857.76,Open
OP006175,L027427,2026-02-02,2562.02,Open
OP006176,L027431,2025-02-17,3618.35,Closed Lost
OP006177,L027443,2026-07-20,395.48,Closed Won
OP006178,L027450,2025-02-04,7597.79,Open
OP006179,L027460,2024-10-03,1643.98,Closed Won
OP006180,L027463,2025-08-04,3329.24,Open
OP006181,L027464,2024-03-05,3035.28,Closed Won
OP006182,L027466,2025-08-11,281.65,Closed Won
OP006183,L027470,2025-05-17,1246.46,Open
OP006184,L027472,2025-03-25,1867.35,Closed Lost
OP006185,L027477,2024-06-24,898.91,Closed Won
OP006186,L027479,2025-02-08,7297.43,Closed Won
OP006187,L027481,2024-07-18,1105.87,Closed Won
OP006188,L027490,2026-01-01,2071.9,Closed Won
OP006189,L027499,2024-12-07,563.59,Open
OP006190,L027502,2026-08-16,2712.36,Closed Won
OP006191,L027513,2025-01-26,6427.84,Open
OP006192,L027514,2024-12-07,3484.67,Closed Won
OP006193,L027527,2026-06-20,352.13,Open
OP006194,L027531,2025-01-02,1281.44,Closed Won
OP006195,L027532,2025-05-05,2081.65,Closed Won
OP006196,L027540,2025-10-26,2934.11,Closed Lost
OP006197,L027552,2025-07-19,9665.71,Open
OP006198,L027554,2024-03-17,892.61,Closed Won
OP006199,L027560,2025-12-18,7303.65,Closed Won
OP006200,L027565,2024-02-25,3525.86,Closed Won
OP006201,L027580,2024-01-18,1451.52,Closed Won
OP006202,L027589,2025-09-03,1192.48,Closed Won
OP006203,L027600,2026-08-18,3598.36,Closed Won
OP006204,L027610,2026-02-06,1601.86,Closed Won
OP006205,L027615,2026-08-03,27726.69,Closed Won
OP006206,L027622,2024-10-05,2453.77,Closed Lost
OP006207,L027623,2025-08-02,526.37,Closed Won
OP006208,L027625,2025-10-15,9447.76,Closed Lost
OP006209,L027627,2026-07-26,5504.53,Closed Won
OP006210,L027635,2024-11-10,1965.22,Closed Won
OP006211,L027641,2026-01-21,6968.9,Closed Won
OP006212,L027643,2026-08-09,2741.09,Closed Lost
OP006213,L027651,2024-08-10,581.39,Closed Won
OP006214,L027652,2024-12-11,1642.12,Open
OP006215,L027656,2026-07-20,48574.09,Closed Lost
OP006216,L027657,2026-02-14,25780.84,Closed Won
OP006217,L027663,2025-12-05,2415.66,Open
OP006218,L027664,2024-07-22,1734.23,Open
OP006219,L027668,2024-12-08,2449.14,Closed Won
OP006220,L027669,2026-08-23,3798.84,Closed Won
OP006221,L027673,2025-11-18,1713.31,Closed Won
OP006222,L027675,2026-03-21,4844.87,Open
OP006223,L027678,2025-01-12,2668.03,Closed Won
OP006224,L027679,2026-03-27,5683.62,Closed Won
OP006225,L027690,2025-11-04,784.0,Closed Won
OP006226,L027703,2025-09-27,2862.35,Open
OP006227,L027706,2024-02-28,3328.68,Closed Won
OP006228,L027710,2025-11-11,3515.88,Closed Lost
OP006229,L027713,2025-07-19,10756.86,Closed Won
OP006230,L027717,2024-06-02,2708.17,Closed Won
OP006231,L027720,2025-09-10,3736.97,Closed Won
OP006232,L027734,2024-10-30,2722.37,Closed Won
OP006233,L027735,2024-06-24,2936.04,Open
OP006234,L027739,2024-05-20,1613.39,Closed Won
OP006235,L027740,2025-04-14,2323.3,Closed Won
OP006236,L027742,2024-08-31,1591.79,Closed Won
OP006237,L027751,2024-10-28,194221.96,Open
OP006238,L027753,2025-09-03,8446.84,Open
OP006239,L027757,2025-09-10,869.11,Closed Won
OP006240,L027772,2024-08-02,632.81,Closed Won
OP006241,L027775,2024-10-05,1242.93,Closed Won
OP006242,L027776,2026-07-31,1814.87,Closed Won
OP006243,L027781,2025-09-30,6838.28,Closed Won
OP006244,L027783,2024-06-28,1240.53,Closed Won
OP006245,L027788,2024-11-20,3345.4,Closed Lost
OP006246,L027794,2025-02-03,618.94,Closed Won
OP006247,L027796,2025-08-24,319.52,Closed Lost
OP006248,L027797,2026-02-11,3797.85,Open
OP006249,L027802,2024-03-08,794.53,Open
OP006250,L027803,2025-04-17,2227.1,Closed Lost
OP006251,L027808,2026-10-06,2365.25,Closed Lost
OP006252,L027815,2024-12-28,4156.88,Closed Won
OP006253,L027821,2026-06-23,1134.24,Closed Won
OP006254,L027823,2024-03-07,1122.47,Closed Won
OP006255,L027824,2025-06-28,14977.4,Closed Lost
OP006256,L027827,2025-07-05,7766.31,Closed Won
OP006257,L027828,2024-06-04,6873.89,Closed Won
OP006258,L027833,2025-08-03,2976.08,Open
OP006259,L027842,2024-09-29,591.51,Closed Lost
OP006260,L027843,2026-07-10,2827.9,Closed Lost
OP006261,L027850,2024-08-31,5988.14,Closed Won
OP006262,L027855,2024-02-28,1437.51,Open
OP006263,L027860,2025-11-08,5933.0,Closed Won
OP006264,L027861,2025-11-22,666.24,Closed Won
OP006265,L027866,2026-04-16,617.97,Closed Won
OP006266,L027867,2025-03-20,3390.22,Closed Won
OP006267,L027870,2026-07-18,9252.46,Closed Won
OP006268,L027872,2024-10-04,4158.18,Closed Won
OP006269,L027876,2025-08-24,2741.53,Closed Lost
OP006270,L027878,2025-08-26,437.13,Closed Won
OP006271,L027883,2026-05-29,1925.29,Closed Lost
OP006272,L027895,2025-12-16,3445.87,Closed Lost
OP006273,L027896,2024-04-13,8262.86,Closed Won
OP006274,L027904,2024-04-13,850.68,Closed Won
OP006275,L027920,2025-09-24,1051.06,Closed Won
OP006276,L027929,2025-05-28,1492.1,Closed Won
OP006277,L027930,2025-03-30,2947.29,Open
OP006278,L027937,2024-07-12,29619.51,Closed Lost
OP006279,L027939,2024-08-24,17090.86,Closed Won
OP006280,L027941,2024-12-18,14673.1,Closed Won
OP006281,L027948,2024-08-10,1325.21,Closed Won
OP006282,L027950,2026-07-23,1570.05,Closed Won
OP006283,L027961,2024-05-26,1842.5,Closed Won
OP006284,L027963,2024-11-16,473.86,Closed Won
OP006285,L027967,2025-03-10,3090.24,Closed Won
OP006286,L027971,2024-02-07,2285.75,Open
OP006287,L027974,2024-11-15,2165.43,Open
OP006288,L027976,2024-12-10,6681.07,Closed Won
OP006289,L027978,2024-04-10,4004.63,Closed Won
OP006290,L027987,2025-01-04,3174.62,Closed Lost
OP006291,L027988,2024-02-08,6956.14,Closed Lost
OP006292,L027992,2025-11-05,1430.87,Closed Won
OP006293,L027997,2025-04-12,1117.37,Open
OP006294,L027998,2025-03-22,1962.78,Open
OP006295,L028004,2025-01-31,4696.2,Closed Lost
OP006296,L028005,2024-12-15,2528.75,Closed Won
OP006297,L028011,2025-12-08,4390.87,Open
OP006298,L028012,2025-01-08,1623.72,Closed Lost
OP006299,L028016,2024-07-16,4248.02,Closed Won
OP006300,L028018,2026-01-07,8043.94,Closed Won
OP006301,L028021,2025-03-13,2716.75,Open
OP006302,L028039,2024-06-23,714.79,Closed Won
OP006303,L028040,2025-08-19,1419.14,Closed Won
OP006304,L028043,2025-08-01,2748.44,Open
OP006305,L028057,2025-11-26,6099.42,Open
OP006306,L028058,2024-05-27,4128.12,Closed Won
OP006307,L028066,2024-05-20,3636.74,Closed Won
OP006308,L028067,2024-05-04,250.0,Closed Lost
OP006309,L028069,2024-07-09,2537.17,Closed Won
OP006310,L028072,2026-05-01,3555.46,Open
OP006311,L028075,2026-01-10,2246.64,Closed Lost
OP006312,L028076,2026-02-18,23662.68,Closed Won
OP006313,L028077,2024-06-10,3011.58,Closed Won
OP006314,L028079,2024-02-09,1886.65,Closed Won
OP006315,L028091,2025-12-18,1146.05,Open
OP006316,L028095,2025-04-30,2941.27,Closed Won
OP006317,L028099,2025-08-12,2021.71,Closed Won
OP006318,L028100,2025-06-23,10038.53,Closed Lost
OP006319,L028102,2025-08-20,4665.33,Open
OP006320,L028107,2024-05-23,1059.71,Closed Lost
OP006321,L028109,2025-10-24,1716.48,Closed Won
OP006322,L028118,2025-12-13,797.52,Closed Lost
OP006323,L028124,2026-02-28,1565.23,Open
OP006324,L028127,2024-08-29,1114.72,Closed Won
OP006325,L028128,2026-02-26,1585.41,Closed Lost
OP006326,L028129,2026-09-25,643.7,Closed Lost
OP006327,L028130,2026-07-11,2023.64,Closed Won
OP006328,L028131,2025-11-21,3552.15,Open
OP006329,L028142,2025-05-09,891.3,Closed Lost
OP006330,L028145,2026-03-19,8406.23,Open
OP006331,L028159,2024-09-25,3264.69,Closed Won
OP006332,L028164,2025-01-18,5427.48,Closed Won
OP006333,L028171,2026-08-27,4354.64,Open
OP006334,L028172,2024-04-25,3019.91,Closed Won
OP006335,L028175,2024-05-25,654.31,Closed Lost
OP006336,L028177,2025-07-24,16586.63,Open
OP006337,L028181,2025-04-04,11399.54,Closed Won
OP006338,L028188,2026-06-12,3719.65,Closed Won
OP006339,L028189,2026-04-23,4151.15,Closed Won
OP006340,L028194,2025-11-21,8479.11,Closed Won
OP006341,L028203,2026-05-06,3063.47,Closed Won
OP006342,L028204,2024-05-11,1437.02,Closed Won
OP006343,L028206,2024-10-14,3753.65,Closed Lost
OP006344,L028214,2025-11-04,2058.35,Closed Lost
OP006345,L028221,2024-04-08,15262.25,Closed Won
OP006346,L028224,2025-10-06,4083.49,Closed Won
OP006347,L028231,2024-02-18,3428.55,Open
OP006348,L028238,2025-11-05,2707.4,Closed Won
OP006349,L028241,2026-06-13,4036.65,Closed Lost
OP006350,L028242,2026-05-10,3058.81,Closed Won
OP006351,L028243,2026-06-29,2392.11,Closed Won
OP006352,L028252,2024-07-28,7592.9,Open
OP006353,L028253,2026-05-08,4723.06,Closed Won
OP006354,L028254,2025-05-25,346.5,Closed Won
OP006355,L028256,2025-01-04,1622.54,Closed Won
OP006356,L028259,2025-08-08,4412.85,Closed Won
OP006357,L028264,2024-05-21,3975.14,Closed Won
OP006358,L028267,2025-05-02,927.1,Closed Won
OP006359,L028271,2024-10-08,976.12,Closed Won
OP006360,L028274,2024-07-07,1523.26,Closed Won
OP006361,L028277,2024-11-05,3489.49,Closed Won
OP006362,L028281,2026-06-05,9530.37,Closed Won
OP006363,L028286,2024-11-24,5581.36,Closed Won
OP006364,L028287,2026-09-04,499.68,Closed Won
OP006365,L028290,2026-01-04,2593.51,Closed Won
OP006366,L028296,2025-08-16,6609.37,Open
OP006367,L028298,2025-07-30,3925.52,Closed Lost
OP006368,L028300,2024-05-09,4006.97,Closed Lost
OP006369,L028309,2025-10-28,3959.12,Closed Lost
OP006370,L028311,2026-06-12,7016.11,Closed Won
OP006371,L028313,2025-03-07,944.06,Open
OP006372,L028326,2026-03-19,1790.31,Closed Lost
OP006373,L028336,2025-05-02,250.0,Closed Lost
OP006374,L028337,2024-03-27,407.41,Closed Lost
OP006375,L028340,2026-08-03,2715.5,Closed Won
OP006376,L028341,2024-01-31,9621.47,Closed Won
OP006377,L028345,2024-02-21,2882.47,Closed Won
OP006378,L028350,2025-04-10,1646.88,Closed Won
OP006379,L028351,2024-08-02,5419.88,Open
OP006380,L028356,2025-05-27,921.31,Closed Lost
OP006381,L028357,2025-09-26,10175.96,Closed Won
OP006382,L028358,2024-12-22,743.75,Closed Lost
OP006383,L028367,2025-11-28,5947.55,Closed Won
OP006384,L028377,2025-03-08,7255.92,Closed Won
OP006385,L028381,2026-07-10,2488.59,Closed Won
OP006386,L028385,2024-04-02,956.63,Closed Won
OP006387,L028388,2024-07-22,984.72,Closed Won
OP006388,L028395,2024-09-28,3194.84,Closed Won
OP006389,L028399,2024-06-01,1608.34,Closed Won
OP006390,L028404,2026-04-19,969.02,Closed Lost
OP006391,L028406,2025-07-26,7455.02,Closed Lost
OP006392,L028407,2026-06-23,1415.05,Closed Lost
OP006393,L028409,2024-06-06,9924.49,Closed Won
OP006394,L028411,2024-06-21,2666.51,Closed Won
OP006395,L028418,2026-01-04,2830.55,Closed Won
OP006396,L028423,2026-05-18,250.0,Closed Lost
OP006397,L028429,2025-03-20,3713.39,Closed Won
OP006398,L028430,2024-11-07,4723.22,Closed Won
OP006399,L028436,2024-11-01,931.96,Closed Lost
OP006400,L028438,2025-05-12,444.54,Closed Won
OP006401,L028442,2024-05-27,3634.86,Closed Won
OP006402,L028446,2024-10-22,4525.17,Closed Lost
OP006403,L028449,2026-05-19,1270.73,Closed Won
OP006404,L028453,2026-03-29,19451.6,Closed Won
OP006405,L028456,2025-05-28,1460.8,Open
OP006406,L028469,2025-06-27,935.75,Closed Won
OP006407,L028471,2024-12-31,3963.65,Open
OP006408,L028475,2024-03-20,1643.9,Closed Lost
OP006409,L028477,2025-05-10,1882.15,Closed Won
OP006410,L028485,2025-07-25,426.19,Closed Won
OP006411,L028487,2025-01-16,16800.39,Closed Won
OP006412,L028497,2026-08-25,1087.82,Closed Won
OP006413,L028500,2025-02-25,1701.55,Closed Won
OP006414,L028501,2024-06-06,5223.27,Closed Lost
OP006415,L028502,2024-05-05,1470.35,Closed Won
OP006416,L028503,2026-01-03,7351.34,Open
OP006417,L028507,2025-05-05,3064.17,Closed Won
OP006418,L028516,2024-06-07,8227.85,Closed Won
OP006419,L028525,2026-01-10,7183.07,Open
OP006420,L028527,2024-06-28,17841.36,Closed Lost
OP006421,L028529,2026-09-09,4634.11,Closed Won
OP006422,L028536,2026-03-04,2129.94,Closed Won
OP006423,L028541,2025-10-31,21556.37,Closed Lost
OP006424,L028542,2025-02-07,2261.61,Closed Won
OP006425,L028552,2024-09-04,21434.02,Closed Won
OP006426,L028554,2026-08-20,3202.58,Closed Lost
OP006427,L028560,2024-10-12,10289.01,Open
OP006428,L028561,2025-03-20,13763.66,Closed Won
OP006429,L028566,2026-06-09,734.54,Closed Lost
OP006430,L028569,2025-09-30,6370.38,Open
OP006431,L028579,2024-09-02,3681.46,Closed Lost
OP006432,L028599,2025-01-31,2800.28,Closed Won
OP006433,L028602,2024-03-07,1776.04,Closed Won
OP006434,L028607,2025-05-23,4827.2,Closed Won
OP006435,L028609,2024-04-07,1057.05,Closed Won
OP006436,L028611,2024-12-18,1252.84,Closed Lost
OP006437,L028617,2024-05-24,250.0,Closed Won
OP006438,L028621,2026-08-27,4706.54,Closed Won
OP006439,L028622,2026-05-01,3168.68,Closed Won
OP006440,L028632,2024-07-17,3507.04,Closed Won
OP006441,L028638,2026-03-22,3488.56,Closed Won
OP006442,L028641,2025-07-26,4612.65,Closed Won
OP006443,L028642,2026-08-10,9458.93,Closed Lost
OP006444,L028649,2024-11-08,5126.71,Open
OP006445,L028655,2024-12-15,6652.67,Closed Lost
OP006446,L028660,2025-07-14,1305.83,Closed Lost
OP006447,L028662,2026-03-27,5905.84,Closed Lost
OP006448,L028663,2024-11-20,3098.25,Closed Won
OP006449,L028664,2025-11-22,4584.74,Closed Won
OP006450,L028666,2025-11-05,4114.67,Open
OP006451,L028670,2024-04-26,970.63,Closed Won
OP006452,L028672,2026-08-07,5267.12,Closed Lost
OP006453,L028674,2025-02-15,895.56,Closed Won
OP006454,L028679,2024-02-29,3766.12,Closed Lost
OP006455,L028683,2026-08-11,1497.03,Closed Won
OP006456,L028684,2026-05-21,3810.92,Closed Lost
OP006457,L028686,2024-02-22,8599.34,Closed Won
OP006458,L028688,2025-09-18,4359.69,Closed Won
OP006459,L028691,2024-12-25,4684.34,Closed Won
OP006460,L028692,2024-08-31,13359.16,Closed Won
OP006461,L028697,2026-08-16,483.72,Open
OP006462,L028698,2026-02-07,1683.66,Closed Won
OP006463,L028700,2026-04-17,3871.52,Open
OP006464,L028716,2025-03-11,1985.4,Open
OP006465,L028718,2025-12-13,1750.87,Closed Won
OP006466,L028721,2025-12-05,2517.6,Closed Won
OP006467,L028724,2024-03-18,883.03,Open
OP006468,L028726,2024-04-18,17362.33,Closed Won
OP006469,L028729,2024-08-03,1179.07,Closed Lost
OP006470,L028730,2024-08-29,5250.23,Closed Won
OP006471,L028740,2024-02-04,2558.59,Closed Won
OP006472,L028741,2026-05-10,2116.69,Closed Won
OP006473,L028759,2025-01-16,3552.49,Closed Won
OP006474,L028764,2026-01-04,4077.24,Closed Lost
OP006475,L028768,2025-06-14,5743.1,Closed Lost
OP006476,L028771,2026-09-21,20679.08,Closed Lost
OP006477,L028779,2026-08-10,9649.22,Closed Lost
OP006478,L028787,2024-10-13,2296.41,Closed Lost
OP006479,L028793,2025-10-02,2258.6,Closed Won
OP006480,L028802,2025-10-24,2475.39,Closed Lost
OP006481,L028807,2025-08-11,11638.75,Closed Won
OP006482,L028808,2026-06-12,2083.99,Closed Won
OP006483,L028809,2025-01-01,3896.11,Closed Won
OP006484,L028810,2025-12-28,6110.5,Closed Won
OP006485,L028813,2024-09-17,7113.71,Closed Lost
OP006486,L028816,2024-08-28,3103.13,Closed Won
OP006487,L028819,2025-02-19,1690.74,Closed Won
OP006488,L028820,2026-01-21,4584.1,Closed Won
OP006489,L028822,2024-12-05,250.0,Closed Won
OP006490,L028832,2025-09-10,2393.17,Open
OP006491,L028834,2024-12-09,1939.18,Open
OP006492,L028841,2025-07-10,2553.49,Closed Won
OP006493,L028844,2025-04-08,2331.72,Closed Won
OP006494,L028852,2025-06-23,6061.2,Closed Lost
OP006495,L028859,2025-04-15,3724.77,Closed Won
OP006496,L028864,2025-03-07,2819.31,Closed Won
OP006497,L028867,2025-08-04,3089.58,Closed Lost
OP006498,L028868,2025-04-08,8819.5,Closed Won
OP006499,L028869,2024-04-03,4255.31,Closed Won
OP006500,L028873,2026-01-27,2920.86,Closed Lost
OP006501,L028874,2024-11-24,5310.54,Closed Won
OP006502,L028879,2025-10-19,1226.75,Closed Won
OP006503,L028880,2025-08-08,5910.96,Closed Won
OP006504,L028882,2024-02-04,9324.95,Closed Won
OP006505,L028886,2026-01-19,1420.12,Closed Lost
OP006506,L028898,2024-02-29,2435.12,Closed Won
OP006507,L028900,2024-09-28,5198.74,Closed Won
OP006508,L028902,2025-04-25,513.6,Closed Won
OP006509,L028903,2025-11-17,2066.8,Closed Won
OP006510,L028906,2026-04-25,893.31,Open
OP006511,L028908,2026-03-04,1797.87,Open
OP006512,L028911,2026-09-16,1682.16,Closed Won
OP006513,L028917,2024-07-18,8009.4,Closed Won
OP006514,L028920,2024-01-27,1011.2,Closed Won
OP006515,L028923,2026-05-19,1523.43,Closed Lost
OP006516,L028940,2024-09-19,970.84,Closed Won
OP006517,L028947,2026-08-01,6476.12,Closed Lost
OP006518,L028949,2026-02-16,2122.9,Open
OP006519,L028955,2025-01-10,3304.84,Closed Won
OP006520,L028958,2026-04-19,681.05,Closed Won
OP006521,L028961,2024-11-30,5614.15,Closed Won
OP006522,L028963,2024-12-23,842.69,Closed Won
OP006523,L028968,2024-11-14,7419.82,Closed Won
OP006524,L028972,2026-03-22,11990.68,Closed Won
OP006525,L028973,2025-12-05,636.28,Closed Lost
OP006526,L028984,2024-04-16,750.27,Closed Won
OP006527,L028985,2025-08-25,9372.5,Open
OP006528,L028986,2025-11-22,738.47,Closed Won
OP006529,L028988,2025-12-09,961.6,Closed Lost
OP006530,L028990,2024-07-11,1256.71,Closed Lost
OP006531,L028994,2025-10-15,1752.28,Closed Won
OP006532,L028995,2024-10-31,3670.89,Closed Won
OP006533,L029000,2025-05-25,4103.69,Closed Won
OP006534,L029002,2024-08-08,1081.58,Closed Won
OP006535,L029008,2025-08-09,2807.38,Closed Won
OP006536,L029011,2025-04-19,3060.09,Closed Won
OP006537,L029012,2025-08-15,27563.13,Closed Won
OP006538,L029019,2024-03-12,17225.77,Closed Won
OP006539,L029021,2025-12-15,3780.66,Closed Won
OP006540,L029025,2025-11-17,19613.61,Closed Won
OP006541,L029033,2026-02-14,2124.65,Closed Lost
OP006542,L029037,2025-10-04,4090.21,Open
OP006543,L029039,2025-09-01,15702.46,Closed Won
OP006544,L029046,2025-06-28,17166.6,Closed Lost
OP006545,L029052,2026-05-04,6084.59,Closed Won
OP006546,L029062,2024-09-30,6495.95,Closed Won
OP006547,L029067,2025-12-30,1545.62,Closed Lost
OP006548,L029071,2024-08-21,551.8,Closed Won
OP006549,L029076,2024-08-04,3869.98,Closed Lost
OP006550,L029077,2024-08-23,4312.3,Closed Won
OP006551,L029080,2025-10-05,3921.99,Closed Won
OP006552,L029084,2024-07-01,250.78,Closed Won
OP006553,L029085,2024-10-16,10771.12,Closed Won
OP006554,L029087,2026-02-05,6449.39,Open
OP006555,L029088,2025-01-12,3086.88,Open
OP006556,L029091,2026-03-30,589.61,Closed Won
OP006557,L029093,2025-02-15,12412.01,Open
OP006558,L029097,2025-07-26,20054.4,Open
OP006559,L029098,2024-07-06,2566.36,Open
OP006560,L029111,2025-01-07,1318.92,Closed Won
OP006561,L029114,2026-03-03,1952.0,Closed Lost
OP006562,L029117,2026-07-07,1024.71,Closed Won
OP006563,L029120,2025-08-31,1771.28,Closed Won
OP006564,L029141,2024-03-01,8608.52,Closed Won
OP006565,L029144,2024-03-08,11228.51,Closed Won
OP006566,L029145,2024-07-31,9403.75,Closed Won
OP006567,L029149,2026-03-23,5855.66,Closed Won
OP006568,L029156,2025-11-24,2621.76,Closed Won
OP006569,L029157,2025-06-07,3124.97,Closed Won
OP006570,L029176,2025-10-12,9992.5,Open
OP006571,L029178,2026-05-28,3574.46,Closed Won
OP006572,L029185,2026-03-07,11103.16,Open
OP006573,L029188,2026-08-12,6602.83,Closed Won
OP006574,L029190,2024-10-11,1109.4,Closed Won
OP006575,L029193,2025-08-29,1400.75,Open
OP006576,L029195,2024-12-08,12182.28,Open
OP006577,L029198,2024-08-10,4586.95,Open
OP006578,L029202,2026-07-27,2206.62,Closed Won
OP006579,L029210,2024-08-15,1396.34,Closed Lost
OP006580,L029217,2024-11-23,2577.99,Open
OP006581,L029222,2025-08-03,1898.54,Closed Won
OP006582,L029231,2026-02-20,20326.29,Closed Won
OP006583,L029234,2024-07-09,21033.56,Closed Won
OP006584,L029238,2024-04-09,3800.02,Closed Won
OP006585,L029242,2024-08-15,780.92,Closed Won
OP006586,L029252,2026-01-02,3691.34,Closed Won
OP006587,L029258,2025-07-24,3723.52,Closed Won
OP006588,L029261,2025-02-27,2401.55,Closed Won
OP006589,L029265,2025-09-05,8404.67,Closed Won
OP006590,L029271,2024-02-24,5729.25,Closed Won
OP006591,L029273,2024-02-20,2396.66,Open
OP006592,L029277,2024-08-21,23542.05,Closed Won
OP006593,L029283,2025-08-03,1935.48,Closed Won
OP006594,L029290,2025-11-18,4694.79,Open
OP006595,L029295,2024-09-01,3202.5,Closed Won
OP006596,L029298,2026-07-26,3262.36,Closed Won
OP006597,L029302,2025-07-25,1053.48,Closed Won
OP006598,L029308,2026-07-18,7025.77,Open
OP006599,L029313,2024-06-13,2522.52,Closed Won
OP006600,L029314,2024-06-15,1513.31,Open
OP006601,L029319,2024-02-06,2413.55,Closed Won
OP006602,L029328,2026-04-03,9905.21,Open
OP006603,L029329,2026-03-26,1626.18,Closed Lost
OP006604,L029333,2025-05-24,778.6,Closed Lost
OP006605,L029342,2025-02-23,5701.03,Closed Lost
OP006606,L029350,2025-06-29,1042.56,Closed Won
OP006607,L029358,2025-10-03,568.24,Closed Lost
OP006608,L029362,2025-12-27,9527.01,Closed Won
OP006609,L029368,2024-01-12,2087.95,Open
OP006610,L029374,2024-04-22,2122.9,Closed Won
OP006611,L029376,2024-06-12,4857.04,Closed Lost
OP006612,L029377,2025-01-23,14094.46,Closed Won
OP006613,L029387,2024-05-06,6529.84,Closed Won
OP006614,L029394,2025-10-30,4545.14,Closed Won
OP006615,L029396,2024-02-20,6979.87,Closed Won
OP006616,L029398,2025-06-12,1084.38,Closed Won
OP006617,L029399,2025-09-24,1491.98,Closed Won
OP006618,L029401,2024-07-18,2661.33,Closed Won
OP006619,L029402,2024-04-28,2791.44,Closed Won
OP006620,L029407,2024-12-18,2335.53,Closed Won
OP006621,L029409,2024-09-29,3317.11,Closed Lost
OP006622,L029412,2025-01-25,906.28,Closed Lost
OP006623,L029422,2025-07-06,10342.55,Closed Lost
OP006624,L029427,2025-02-05,2224.77,Closed Won
OP006625,L029432,2025-02-05,9233.87,Open
OP006626,L029448,2024-06-25,580.56,Closed Lost
OP006627,L029453,2025-12-31,4205.18,Closed Lost
OP006628,L029467,2026-09-06,19470.19,Open
OP006629,L029470,2026-07-30,1475.6,Closed Lost
OP006630,L029486,2026-08-12,2917.55,Closed Lost
OP006631,L029492,2025-12-19,6394.1,Closed Lost
OP006632,L029495,2026-03-24,2000.24,Open
OP006633,L029502,2024-06-12,3717.51,Closed Lost
OP006634,L029503,2025-02-24,405.01,Closed Won
OP006635,L029505,2024-07-02,7578.53,Closed Won
OP006636,L029508,2026-01-28,3455.64,Closed Won
OP006637,L029516,2025-01-25,2013.64,Open
OP006638,L029517,2024-01-26,4922.92,Closed Won
OP006639,L029529,2025-11-24,7600.09,Closed Won
OP006640,L029534,2025-12-16,2067.03,Closed Won
OP006641,L029536,2024-06-18,464.66,Closed Lost
OP006642,L029543,2025-12-23,3208.29,Closed Won
OP006643,L029549,2024-07-27,6664.47,Closed Won
OP006644,L029553,2024-06-05,805.24,Closed Lost
OP006645,L029558,2025-03-15,2037.02,Closed Won
OP006646,L029567,2025-09-11,5499.68,Open
OP006647,L029571,2026-03-17,6176.86,Closed Won
OP006648,L029586,2024-08-31,1055.65,Closed Lost
OP006649,L029589,2025-11-11,6316.42,Closed Lost
OP006650,L029594,2026-01-12,1032.14,Open
OP006651,L029600,2024-05-26,8974.08,Closed Won
OP006652,L029604,2026-04-03,1915.93,Open
OP006653,L029615,2025-07-31,3839.04,Open
