LeadID,CreatedDate,CampaignID,ChannelID,Segment,Country,LatestStage,EstimatedValue
L027170,2026-02-11,CAM0088,CH02,Enterprise,Singapore,SQL,2605.63
L027171,2025-01-04,CAM0152,CH03,SMB,US,MQL,5245.0
L027172,2025-08-29,CAM0295,CH06,SMB,US,Lead,1202.16
L027173,2024-03-18,CAM0054,CH01,Enterprise,Germany,Opportunity,5516.9
L027174,2026-05-06,CAM0219,CH04,Enterprise,US,MQL,1924.63
L027175,2026-04-22,CAM0028,CH01,Mid-Market,Germany,Lead,618.79
L027176,2025-03-24,CAM0088,CH02,Enterprise,Australia,MQL,1698.24
L027177,2024-08-19,CAM0093,CH07,Mid-Market,US,Lead,1034.78
L027178,2024-12-07,CAM0228,CH02,Mid-Market,US,Customer,2816.31
L027179,2024-09-11,CAM0125,CH01,Mid-Market,US,Lead,1695.0
L027180,2024-11-04,CAM0029,CH03,SMB,US,MQL,63.24
L027181,2025-04-05,CAM0261,CH04,Enterprise,Singapore,SQL,2889.55
L027182,2025-09-08,CAM0048,CH06,Enterprise,Australia,SQL,2140.86
L027183,2024-09-05,CAM0096,CH02,Enterprise,Australia,MQL,1207.54
L027184,2024-12-09,CAM0189,CH03,Mid-Market,Australia,Opportunity,1279.51
L027185,2025-03-14,CAM0054,CH01,SMB,Australia,Lead,1062.71
L027186,2026-06-05,CAM0251,CH06,SMB,Australia,Lead,2385.01
L027187,2025-06-04,CAM0016,CH02,Enterprise,US,Lead,928.74
L027188,2025-06-11,CAM0274,CH01,SMB,Germany,MQL,1792.2
L027189,2024-03-24,CAM0243,CH04,SMB,Australia,SQL,226.7
L027190,2026-02-11,CAM0047,CH07,Mid-Market,US,Lead,2641.23
L027191,2026-05-10,CAM0295,CH06,SMB,Singapore,Lead,1336.9
L027192,2024-07-20,CAM0251,CH06,Mid-Market,UK,Lead,3857.96
L027193,2024-04-02,CAM0051,CH03,SMB,Australia,Lead,1855.89
L027194,2026-01-09,CAM0129,CH01,SMB,UK,SQL,915.01
L027195,2025-10-20,CAM0106,CH07,SMB,Germany,MQL,1021.5
L027196,2024-03-07,CAM0172,CH05,Enterprise,Australia,SQL,1246.38
L027197,2024-05-06,CAM0103,CH06,Mid-Market,Germany,Lead,3155.3
L027198,2025-12-14,CAM0246,CH01,SMB,Germany,Customer,1673.4
L027199,2024-10-28,CAM0078,CH04,SMB,Australia,MQL,2138.68
L027200,2024-08-12,CAM0118,CH07,SMB,Singapore,MQL,1125.31
L027201,2025-03-27,CAM0248,CH02,Enterprise,Germany,MQL,1635.4
L027202,2026-06-18,CAM0224,CH06,Enterprise,Singapore,MQL,1932.39
L027203,2025-02-05,CAM0144,CH02,SMB,Singapore,MQL,2971.58
L027204,2025-03-18,CAM0113,CH04,Enterprise,Australia,MQL,2233.71
L027205,2026-07-01,CAM0256,CH03,Enterprise,UK,Opportunity,1362.49
L027206,2024-05-07,CAM0222,CH02,Mid-Market,UK,Lead,1359.09
L027207,2024-01-02,CAM0174,CH02,Enterprise,UK,SQL,2381.15
L027208,2026-07-02,CAM0294,CH03,SMB,Australia,Opportunity,436.92
L027209,2025-09-19,CAM0157,CH02,Mid-Market,US,Customer,613.24
L027210,2025-03-05,CAM0269,CH03,Mid-Market,Australia,Opportunity,3128.93
L027211,2025-06-08,CAM0008,CH02,Mid-Market,Germany,Opportunity,47.94
L027212,2026-04-08,CAM0265,CH02,Mid-Market,Australia,MQL,658.02
L027213,2025-07-03,CAM0132,CH01,Enterprise,Australia,SQL,122.03
L027214,2025-12-12,CAM0261,CH04,Enterprise,UK,Customer,1745.57
L027215,2025-12-22,CAM0258,CH05,SMB,UK,MQL,2296.37
L027216,2025-11-19,CAM0086,CH07,Enterprise,Australia,Lead,500.21
L027217,2025-03-29,CAM0293,CH05,Enterprise,Australia,MQL,2425.53
L027218,2024-01-27,CAM0064,CH06,Enterprise,UK,Lead,1812.52
L027219,2025-12-02,CAM0065,CH05,SMB,UK,SQL,3300.62
L027220,2025-02-16,CAM0226,CH03,SMB,US,MQL,3480.56
L027221,2025-07-31,CAM0097,CH06,Enterprise,US,SQL,3309.31
L027222,2026-04-04,CAM0154,CH03,Mid-Market,Australia,SQL,2680.64
L027223,2025-06-09,CAM0237,CH01,Mid-Market,Singapore,SQL,1032.68
L027224,2025-08-18,CAM0286,CH05,Enterprise,Australia,Lead,1449.3
L027225,2026-08-05,CAM0204,CH06,Enterprise,US,SQL,2382.25
L027226,2024-08-01,CAM0145,CH07,Mid-Market,Australia,Lead,2310.49
L027227,2024-02-17,CAM0049,CH02,Mid-Market,Australia,SQL,4123.74
L027228,2024-06-13,CAM0083,CH05,Mid-Market,UK,SQL,392.46
L027229,2025-11-03,CAM0174,CH02,Mid-Market,US,MQL,2143.44
L027230,2026-04-07,CAM0012,CH07,Enterprise,US,MQL,2499.3
L027231,2024-07-14,CAM0220,CH03,Enterprise,Australia,Opportunity,1762.46
L027232,2025-04-30,CAM0183,CH07,SMB,Australia,Opportunity,1594.1
L027233,2024-02-19,CAM0140,CH07,SMB,Germany,Opportunity,1881.33
L027234,2026-06-05,CAM0227,CH06,Mid-Market,Singapore,MQL,238.09
L027235,2024-04-14,CAM0148,CH04,Enterprise,Germany,Lead,3131.01
L027236,2025-04-10,CAM0280,CH01,Mid-Market,Australia,Lead,916.79
L027237,2025-08-31,CAM0245,CH05,Mid-Market,Germany,Lead,2239.88
L027238,2026-06-15,CAM0246,CH01,Enterprise,US,Lead,3644.13
L027239,2024-03-25,CAM0002,CH06,Enterprise,Germany,SQL,3351.6
L027240,2026-04-17,CAM0298,CH06,SMB,Germany,MQL,2765.19
L027241,2026-05-01,CAM0096,CH02,Enterprise,UK,MQL,1409.34
L027242,2026-05-31,CAM0087,CH05,Enterprise,Singapore,Lead,1323.52
L027243,2024-07-29,CAM0074,CH04,Enterprise,US,Lead,2197.7
L027244,2025-10-31,CAM0090,CH02,Mid-Market,Australia,MQL,1821.08
L027245,2025-10-24,CAM0173,CH06,Enterprise,Australia,SQL,1351.17
L027246,2025-11-02,CAM0134,CH04,SMB,US,MQL,2067.16
L027247,2024-01-05,CAM0182,CH04,SMB,US,Opportunity,1997.71
L027248,2026-07-07,CAM0271,CH02,Enterprise,Germany,SQL,2309.56
L027249,2025-02-12,CAM0064,CH06,Enterprise,Germany,MQL,467.62
L027250,2025-02-19,CAM0259,CH06,SMB,Singapore,MQL,3116.43
L027251,2024-09-18,CAM0017,CH02,Mid-Market,Singapore,Lead,1336.33
L027252,2024-04-14,CAM0087,CH05,Enterprise,Germany,Lead,1245.28
L027253,2024-09-22,CAM0121,CH02,SMB,Singapore,MQL,1669.78
L027254,2026-04-26,CAM0068,CH06,Enterprise,UK,MQL,1809.23
L027255,2026-05-04,CAM0197,CH04,Mid-Market,US,SQL,931.06
L027256,2024-01-22,CAM0175,CH02,SMB,UK,Lead,3240.66
L027257,2025-03-31,CAM0162,CH07,Mid-Market,UK,MQL,649.66
L027258,2026-08-13,CAM0123,CH05,Enterprise,Singapore,MQL,1649.84
L027259,2024-01-20,CAM0139,CH06,Mid-Market,Australia,Customer,2581.8
L027260,2025-03-22,CAM0070,CH02,Enterprise,Singapore,Lead,1779.04
L027261,2024-06-12,CAM0251,CH06,Mid-Market,Singapore,Lead,3234.74
L027262,2024-01-20,CAM0148,CH04,SMB,Germany,SQL,909.39
L027263,2025-11-14,CAM0039,CH04,Enterprise,UK,SQL,18.14
L027264,2025-01-21,CAM0012,CH07,Mid-Market,UK,SQL,1167.81
L027265,2026-06-20,CAM0253,CH02,Enterprise,UK,SQL,1939.86
L027266,2026-02-20,CAM0123,CH05,Mid-Market,Germany,MQL,850.34
L027267,2024-03-01,CAM0201,CH03,SMB,UK,SQL,1149.65
L027268,2025-12-12,CAM0110,CH02,Mid-Market,US,SQL,11.94
L027269,2026-06-26,CAM0142,CH06,Enterprise,Germany,MQL,4537.78
L027270,2024-09-10,CAM0112,CH06,Enterprise,Germany,SQL,1147.72
L027271,2024-01-21,CAM0223,CH05,Enterprise,Singapore,SQL,1984.92
L027272,2024-03-02,CAM0277,CH06,Enterprise,US,SQL,1267.33
L027273,2026-02-23,CAM0189,CH03,Enterprise,Germany,MQL,3619.88
L027274,2025-02-21,CAM0230,CH02,Enterprise,Australia,Opportunity,427.04
L027275,2024-07-15,CAM0096,CH02,Mid-Market,US,Lead,2225.09
L027276,2024-07-19,CAM0034,CH01,SMB,UK,MQL,3689.5
L027277,2024-08-22,CAM0114,CH05,Enterprise,Germany,SQL,2382.51
L027278,2025-10-09,CAM0119,CH03,SMB,Singapore,Lead,1972.12
L027279,2024-12-12,CAM0049,CH02,SMB,US,Lead,954.43
L027280,2024-01-08,CAM0047,CH07,Mid-Market,Singapore,Lead,906.89
L027281,2025-07-05,CAM0042,CH02,SMB,UK,Lead,1707.26
L027282,2024-11-19,CAM0071,CH04,Mid-Market,Australia,Lead,3427.0
L027283,2026-01-23,CAM0190,CH06,Mid-Market,Germany,MQL,922.47
L027284,2025-06-01,CAM0125,CH01,Enterprise,Singapore,Lead,781.4
L027285,2024-03-06,CAM0209,CH03,SMB,US,Lead,3427.09
L027286,2024-01-30,CAM0183,CH07,Enterprise,Germany,MQL,2521.59
L027287,2025-02-23,CAM0118,CH07,Mid-Market,Australia,SQL,3364.78
L027288,2025-05-14,CAM0252,CH07,SMB,Australia,Customer,2543.99
L027289,2025-10-06,CAM0236,CH07,Enterprise,UK,SQL,2321.92
L027290,2025-07-09,CAM0011,CH01,Mid-Market,Australia,Opportunity,4897.76
L027291,2025-08-08,CAM0144,CH02,Mid-Market,Germany,Lead,951.08
L027292,2026-04-12,CAM0100,CH04,Mid-Market,Germany,MQL,2852.24
L027293,2024-08-18,CAM0278,CH06,SMB,Singapore,Lead,2057.28
L027294,2025-06-23,CAM0161,CH05,SMB,US,MQL,2459.52
L027295,2024-07-06,CAM0288,CH03,Mid-Market,Australia,SQL,1217.56
L027296,2026-03-17,CAM0131,CH06,Enterprise,UK,Lead,2482.56
L027297,2026-03-15,CAM0218,CH07,Mid-Market,Australia,Lead,1609.62
L027298,2025-10-18,CAM0172,CH05,SMB,UK,Lead,640.42
L027299,2026-01-08,CAM0240,CH03,Enterprise,US,Lead,1195.93
L027300,2025-10-25,CAM0285,CH06,Mid-Market,UK,Lead,3392.2
L027301,2025-07-14,CAM0231,CH05,Mid-Market,Singapore,Lead,428.3
L027302,2024-07-18,CAM0004,CH07,Enterprise,Singapore,Customer,446.32
L027303,2026-06-19,CAM0181,CH01,SMB,Singapore,Opportunity,1777.16
L027304,2025-04-22,CAM0246,CH01,SMB,Singapore,Lead,907.44
L027305,2024-04-10,CAM0005,CH02,Mid-Market,Australia,Lead,2862.65
L027306,2025-03-22,CAM0222,CH02,Mid-Market,UK,MQL,2642.77
L027307,2026-03-23,CAM0035,CH06,SMB,UK,MQL,3119.62
L027308,2024-03-11,CAM0148,CH04,Mid-Market,Australia,Customer,3408.37
L027309,2025-03-31,CAM0261,CH04,SMB,Germany,MQL,3321.03
L027310,2024-03-13,CAM0207,CH07,Enterprise,Germany,Lead,732.26
L027311,2024-09-27,CAM0167,CH05,Enterprise,UK,Lead,2557.09
L027312,2024-04-01,CAM0211,CH01,SMB,Germany,MQL,1642.89
L027313,2024-08-06,CAM0261,CH04,Mid-Market,Australia,Lead,2498.64
L027314,2025-04-15,CAM0285,CH06,Enterprise,UK,SQL,1207.69
L027315,2026-02-16,CAM0124,CH03,Mid-Market,Australia,MQL,2348.92
L027316,2025-12-25,CAM0168,CH02,Enterprise,UK,MQL,1043.31
L027317,2025-06-30,CAM0183,CH07,Mid-Market,Singapore,SQL,2865.44
L027318,2025-11-21,CAM0097,CH06,Enterprise,Germany,Lead,3166.66
L027319,2026-06-22,CAM0017,CH02,Mid-Market,Germany,MQL,4326.99
L027320,2025-11-25,CAM0144,CH02,Mid-Market,Germany,Customer,1761.0
L027321,2024-02-14,CAM0126,CH04,Mid-Market,Australia,Opportunity,657.26
L027322,2025-01-24,CAM0019,CH02,Enterprise,Australia,Lead,2754.69
L027323,2024-03-22,CAM0015,CH06,Mid-Market,US,Lead,2411.86
L027324,2025-08-17,CAM0055,CH01,Mid-Market,Singapore,MQL,328.72
L027325,2024-12-28,CAM0058,CH04,Enterprise,US,Customer,1465.4
L027326,2024-06-01,CAM0014,CH01,Mid-Market,Singapore,MQL,2077.29
L027327,2024-10-30,CAM0053,CH04,Mid-Market,Australia,SQL,682.17
L027328,2025-12-20,CAM0163,CH01,Enterprise,US,MQL,2350.82
L027329,2026-08-21,CAM0104,CH06,SMB,Singapore,Lead,1321.11
L027330,2024-07-04,CAM0122,CH02,Enterprise,Australia,Lead,673.87
L027331,2024-07-24,CAM0205,CH02,Enterprise,Germany,Opportunity,1835.09
L027332,2024-11-07,CAM0149,CH01,Enterprise,Singapore,Customer,2145.07
L027333,2026-01-15,CAM0048,CH06,SMB,Australia,SQL,279.51
L027334,2025-04-22,CAM0089,CH01,Enterprise,US,Lead,4075.82
L027335,2025-04-16,CAM0192,CH05,Mid-Market,Germany,Opportunity,3109.52
L027336,2024-06-23,CAM0109,CH04,Mid-Market,Germany,MQL,1263.7
L027337,2024-05-31,CAM0107,CH01,Enterprise,Singapore,Customer,2234.58
L027338,2024-03-23,CAM0116,CH02,Mid-Market,Australia,Lead,2211.02
L027339,2024-08-21,CAM0054,CH01,Mid-Market,Singapore,Lead,3806.17
L027340,2025-05-22,CAM0026,CH03,Mid-Market,UK,Lead,2386.45
L027341,2026-06-03,CAM0115,CH06,Enterprise,Singapore,Lead,265.54
L027342,2025-07-03,CAM0016,CH02,SMB,Germany,MQL,1785.84
L027343,2024-06-20,CAM0210,CH03,Mid-Market,Germany,Lead,2805.41
L027344,2026-04-23,CAM0274,CH01,SMB,Australia,MQL,809.35
L027345,2025-09-06,CAM0296,CH03,Enterprise,Germany,Customer,1512.1
L027346,2024-01-26,CAM0030,CH06,SMB,US,Lead,976.74
L027347,2024-12-12,CAM0279,CH07,SMB,US,Lead,1221.21
L027348,2026-05-03,CAM0187,CH03,Enterprise,Singapore,Lead,2377.92
L027349,2025-11-12,CAM0278,CH06,Mid-Market,Singapore,SQL,978.98
L027350,2024-02-05,CAM0245,CH05,Enterprise,Australia,SQL,845.69
L027351,2024-04-08,CAM0262,CH02,Mid-Market,US,MQL,912.09
L027352,2025-07-04,CAM0282,CH03,SMB,US,Lead,1426.78
L027353,2024-04-30,CAM0215,CH02,SMB,Australia,Customer,747.09
L027354,2024-08-07,CAM0061,CH01,SMB,Australia,SQL,2081.47
L027355,2024-03-13,CAM0270,CH07,SMB,Australia,Customer,2252.1
L027356,2025-08-12,CAM0261,CH04,Enterprise,Singapore,Opportunity,2898.53
L027357,2024-01-29,CAM0162,CH07,Mid-Market,US,Customer,1893.82
L027358,2024-01-05,CAM0235,CH02,SMB,Australia,MQL,2503.9
L027359,2026-07-14,CAM0001,CH04,Enterprise,Germany,Lead,708.8
L027360,2025-04-09,CAM0064,CH06,Mid-Market,Australia,Lead,1638.62
L027361,2025-12-17,CAM0136,CH07,Enterprise,Singapore,MQL,4095.27
L027362,2024-02-02,CAM0167,CH05,Mid-Market,UK,Lead,38.17
L027363,2024-03-10,CAM0110,CH02,SMB,Australia,MQL,1909.42
L027364,2025-02-13,CAM0156,CH07,Enterprise,Australia,SQL,219.68
L027365,2024-08-31,CAM0121,CH02,Enterprise,US,Opportunity,1300.24
L027366,2025-06-04,CAM0224,CH06,SMB,Germany,SQL,805.57
L027367,2025-09-12,CAM0213,CH01,Mid-Market,US,Opportunity,841.26
L027368,2025-03-04,CAM0121,CH02,Mid-Market,Germany,MQL,4080.24
L027369,2024-08-12,CAM0229,CH02,SMB,Australia,Customer,1834.05
L027370,2026-05-31,CAM0209,CH03,Enterprise,Germany,SQL,1099.63
L027371,2025-07-05,CAM0245,CH05,Mid-Market,Singapore,Customer,1996.46
L027372,2025-10-05,CAM0276,CH01,Mid-Market,Singapore,SQL,323.6
L027373,2024-05-11,CAM0192,CH05,Enterprise,US,Lead,1312.45
L027374,2024-11-06,CAM0162,CH07,SMB,UK,Customer,1987.97
L027375,2025-04-10,CAM0297,CH07,Mid-Market,Australia,Opportunity,1074.37
L027376,2025-05-17,CAM0011,CH01,SMB,UK,Lead,3427.96
L027377,2024-03-22,CAM0043,CH07,Mid-Market,UK,Lead,2165.22
L027378,2025-04-01,CAM0240,CH03,Enterprise,UK,Lead,1629.51
L027379,2025-03-17,CAM0294,CH03,Mid-Market,Germany,SQL,549.3
L027380,2025-09-19,CAM0266,CH04,Mid-Market,US,Lead,3590.55
L027381,2024-08-14,CAM0263,CH04,Mid-Market,Singapore,Opportunity,3459.6
L027382,2024-05-24,CAM0014,CH01,Enterprise,UK,SQL,1084.48
L027383,2025-11-07,CAM0107,CH01,Enterprise,UK,SQL,1847.72
L027384,2024-10-30,CAM0169,CH05,Mid-Market,Germany,Lead,3498.33
L027385,2025-07-17,CAM0101,CH06,SMB,UK,Lead,77.98
L027386,2024-02-11,CAM0129,CH01,Enterprise,US,MQL,2518.0
L027387,2024-12-18,CAM0195,CH04,SMB,UK,Lead,785.61
L027388,2026-08-11,CAM0012,CH07,Mid-Market,Singapore,MQL,776.56
L027389,2024-06-24,CAM0252,CH07,Mid-Market,Germany,Customer,1833.2
L027390,2025-08-02,CAM0169,CH05,Enterprise,US,SQL,2444.26
L027391,2026-06-04,CAM0067,CH07,Mid-Market,US,Lead,1654.95
L027392,2025-06-24,CAM0093,CH07,SMB,US,Lead,773.83
L027393,2025-06-16,CAM0213,CH01,Enterprise,Australia,Lead,1259.45
L027394,2024-05-31,CAM0095,CH07,SMB,Australia,Lead,2351.82
L027395,2024-12-06,CAM0038,CH05,SMB,UK,Opportunity,2533.46
L027396,2025-10-26,CAM0085,CH01,Enterprise,Australia,Opportunity,1025.48
L027397,2025-02-24,CAM0006,CH04,SMB,Singapore,MQL,3090.81
L027398,2024-02-03,CAM0179,CH02,SMB,US,Lead,2172.36
L027399,2024-05-12,CAM0151,CH04,Mid-Market,Australia,SQL,214.63
L027400,2026-03-07,CAM0286,CH05,SMB,UK,MQL,1208.16
L027401,2024-10-08,CAM0289,CH03,SMB,US,Lead,2173.83
L027402,2024-11-15,CAM0244,CH03,SMB,Singapore,Opportunity,3712.41
L027403,2025-07-24,CAM0287,CH05,Enterprise,UK,Lead,793.48
L027404,2026-07-30,CAM0168,CH02,SMB,US,Lead,1485.85
L027405,2026-08-14,CAM0286,CH05,SMB,US,MQL,3503.97
L027406,2025-02-08,CAM0229,CH02,Mid-Market,Singapore,Opportunity,2540.89
L027407,2025-02-17,CAM0113,CH04,Enterprise,Singapore,MQL,3668.59
L027408,2025-11-19,CAM0183,CH07,SMB,Australia,Opportunity,1673.84
L027409,2024-09-26,CAM0171,CH03,Enterprise,Australia,Lead,2187.53
L027410,2024-02-16,CAM0240,CH03,SMB,Germany,Lead,1001.83
L027411,2024-01-22,CAM0002,CH06,Enterprise,Germany,Customer,756.56
L027412,2024-02-01,CAM0181,CH01,SMB,US,Opportunity,2264.84
L027413,2024-06-18,CAM0181,CH01,Enterprise,Singapore,Lead,1603.19
L027414,2025-02-10,CAM0200,CH07,Mid-Market,UK,Customer,1543.78
L027415,2025-11-21,CAM0270,CH07,SMB,Singapore,Opportunity,2201.6
L027416,2025-02-04,CAM0211,CH01,Enterprise,UK,Lead,2159.11
L027417,2026-02-05,CAM0094,CH01,SMB,Australia,Opportunity,468.63
L027418,2026-01-15,CAM0125,CH01,SMB,UK,MQL,2722.09
L027419,2025-03-25,CAM0285,CH06,SMB,Australia,Lead,1421.06
L027420,2026-07-21,CAM0207,CH07,SMB,US,Lead,2392.07
L027421,2026-08-21,CAM0011,CH01,Enterprise,US,Lead,634.44
L027422,2025-01-25,CAM0050,CH04,Enterprise,Australia,MQL,2233.55
L027423,2025-06-30,CAM0191,CH02,Enterprise,Australia,SQL,5275.48
L027424,2026-07-25,CAM0261,CH04,SMB,Germany,SQL,1803.4
L027425,2026-07-08,CAM0223,CH05,SMB,UK,MQL,1064.36
L027426,2026-07-16,CAM0050,CH04,SMB,Singapore,Opportunity,2449.43
L027427,2026-01-02,CAM0064,CH06,SMB,Singapore,Opportunity,1138.23
L027428,2025-03-12,CAM0088,CH02,Enterprise,US,MQL,1547.37
L027429,2025-11-10,CAM0088,CH02,SMB,US,MQL,4930.39
L027430,2024-06-27,CAM0125,CH01,Enterprise,Singapore,Lead,1953.23
L027431,2025-01-24,CAM0147,CH02,Enterprise,Singapore,Opportunity,4231.95
L027432,2024-06-01,CAM0195,CH04,SMB,US,Lead,2387.35
L027433,2025-01-16,CAM0103,CH06,Enterprise,Australia,Lead,1585.05
L027434,2025-11-03,CAM0096,CH02,Enterprise,Singapore,SQL,2145.03
L027435,2026-08-27,CAM0117,CH06,SMB,Germany,MQL,829.17
L027436,2026-06-25,CAM0128,CH05,Mid-Market,Germany,MQL,3564.99
L027437,2025-05-05,CAM0134,CH04,Mid-Market,Singapore,MQL,3860.02
L027438,2026-04-10,CAM0258,CH05,Enterprise,UK,Lead,2300.84
L027439,2026-07-01,CAM0076,CH04,SMB,UK,SQL,2980.86
L027440,2024-04-01,CAM0198,CH06,Mid-Market,US,Lead,2755.9
L027441,2025-12-04,CAM0069,CH04,SMB,Australia,MQL,2678.62
L027442,2026-07-05,CAM0096,CH02,Mid-Market,Australia,SQL,1587.89
L027443,2026-06-27,CAM0219,CH04,Enterprise,Singapore,Customer,21.31
L027444,2026-07-12,CAM0075,CH05,Enterprise,US,MQL,2064.62
L027445,2024-01-03,CAM0169,CH05,SMB,US,MQL,1016.99
L027446,2026-08-26,CAM0127,CH07,Mid-Market,Australia,MQL,2167.69
L027447,2024-12-17,CAM0137,CH02,Enterprise,UK,MQL,1463.44
L027448,2026-07-18,CAM0058,CH04,Enterprise,Singapore,SQL,3169.74
L027449,2024-12-24,CAM0162,CH07,SMB,Singapore,Lead,2217.3
L027450,2025-01-15,CAM0008,CH02,SMB,US,Opportunity,723.5
L027451,2026-02-20,CAM0215,CH02,Mid-Market,Germany,Lead,392.21
L027452,2025-08-09,CAM0217,CH06,SMB,Singapore,Lead,2083.87
L027453,2025-10-11,CAM0238,CH02,SMB,UK,MQL,1336.2
L027454,2025-06-22,CAM0176,CH05,Enterprise,Germany,Lead,624.56
L027455,2026-07-03,CAM0237,CH01,SMB,Australia,MQL,1594.39
L027456,2025-10-15,CAM0118,CH07,Enterprise,Australia,MQL,779.4
L027457,2024-06-13,CAM0202,CH04,SMB,Germany,MQL,2002.83
L027458,2025-03-03,CAM0135,CH07,SMB,US,SQL,2915.06
L027459,2026-06-02,CAM0087,CH05,Mid-Market,US,MQL,3575.56
L027460,2024-09-28,CAM0221,CH01,Enterprise,US,Customer,2876.93
L027461,2025-08-24,CAM0068,CH06,SMB,Australia,MQL,508.84
L027462,2026-06-11,CAM0258,CH05,Enterprise,UK,Lead,990.62
L027463,2025-07-28,CAM0173,CH06,Mid-Market,Germany,Opportunity,2788.99
L027464,2024-02-26,CAM0062,CH03,SMB,UK,Customer,890.34
L027465,2025-05-25,CAM0166,CH02,SMB,US,MQL,2856.17
L027466,2025-07-03,CAM0070,CH02,SMB,US,Opportunity,284.31
L027467,2024-10-22,CAM0016,CH02,SMB,US,Lead,2316.13
L027468,2024-09-05,CAM0021,CH01,SMB,Singapore,SQL,491.72
L027469,2024-12-25,CAM0047,CH07,Enterprise,Germany,SQL,1312.21
L027470,2025-04-21,CAM0255,CH03,Mid-Market,Germany,Opportunity,2712.81
L027471,2025-06-05,CAM0121,CH02,SMB,Australia,Lead,1523.33
L027472,2025-03-06,CAM0268,CH02,Enterprise,UK,Opportunity,560.51
L027473,2026-05-25,CAM0071,CH04,Enterprise,UK,MQL,231.32
L027474,2024-11-20,CAM0159,CH01,SMB,Australia,SQL,2555.22
L027475,2025-01-23,CAM0109,CH04,Enterprise,Australia,SQL,1368.76
L027476,2026-03-22,CAM0291,CH02,Enterprise,Germany,Lead,3260.36
L027477,2024-06-21,CAM0076,CH04,Enterprise,UK,Opportunity,248.88
L027478,2026-05-09,CAM0171,CH03,SMB,UK,SQL,2530.13
L027479,2025-01-27,CAM0009,CH02,Enterprise,UK,Customer,703.64
L027480,2024-01-22,CAM0204,CH06,SMB,UK,SQL,4497.4
L027481,2024-06-17,CAM0019,CH02,Enterprise,Australia,Customer,3120.73
L027482,2026-05-16,CAM0180,CH02,SMB,Australia,Lead,2762.52
L027483,2024-04-05,CAM0232,CH06,SMB,Germany,SQL,18.57
L027484,2024-01-28,CAM0134,CH04,SMB,UK,MQL,2058.73
L027485,2026-05-16,CAM0099,CH05,Enterprise,Singapore,MQL,723.26
L027486,2026-03-18,CAM0222,CH02,SMB,US,Lead,3085.06
L027487,2024-09-25,CAM0053,CH04,SMB,Australia,Lead,2679.26
L027488,2026-08-31,CAM0016,CH02,Mid-Market,US,Lead,3597.99
L027489,2025-12-28,CAM0006,CH04,Enterprise,UK,MQL,2970.33
L027490,2025-12-18,CAM0145,CH07,Enterprise,Singapore,Opportunity,1459.19
L027491,2026-05-15,CAM0276,CH01,Mid-Market,US,Lead,2402.66
L027492,2025-01-07,CAM0239,CH05,Mid-Market,Singapore,MQL,3226.82
L027493,2026-05-17,CAM0107,CH01,Enterprise,Australia,Lead,3061.25
L027494,2026-08-08,CAM0151,CH04,Mid-Market,Germany,SQL,323.89
L027495,2025-01-31,CAM0277,CH06,Mid-Market,Singapore,Lead,1770.54
L027496,2025-10-26,CAM0143,CH01,SMB,UK,MQL,2451.0
L027497,2026-06-30,CAM0270,CH07,SMB,US,Lead,1540.52
L027498,2026-01-29,CAM0096,CH02,Mid-Market,Australia,SQL,2160.83
L027499,2024-10-30,CAM0028,CH01,SMB,Singapore,Opportunity,1770.84
L027500,2026-05-24,CAM0264,CH03,Mid-Market,Singapore,Lead,3994.17
L027501,2024-12-11,CAM0187,CH03,Enterprise,Germany,MQL,2464.55
L027502,2026-07-24,CAM0069,CH04,Enterprise,US,Opportunity,1631.69
L027503,2025-04-18,CAM0179,CH02,SMB,US,SQL,3347.61
L027504,2025-07-03,CAM0293,CH05,Mid-Market,Germany,MQL,2090.67
L027505,2026-04-07,CAM0047,CH07,SMB,UK,MQL,324.39
L027506,2024-08-24,CAM0147,CH02,Enterprise,US,MQL,1421.57
L027507,2024-01-30,CAM0179,CH02,Enterprise,US,Lead,1635.46
L027508,2025-12-24,CAM0077,CH02,SMB,Singapore,Lead,3183.5
L027509,2025-04-24,CAM0244,CH03,SMB,Australia,MQL,769.24
L027510,2024-06-13,CAM0037,CH01,Enterprise,UK,MQL,1067.79
L027511,2024-02-13,CAM0287,CH05,SMB,Singapore,Lead,624.3
L027512,2024-08-08,CAM0235,CH02,Enterprise,Australia,Lead,3933.53
L027513,2025-01-04,CAM0159,CH01,SMB,UK,Opportunity,2373.67
L027514,2024-12-02,CAM0300,CH01,SMB,Australia,Opportunity,3211.95
L027515,2024-11-06,CAM0132,CH01,SMB,Singapore,MQL,4182.5
L027516,2025-10-09,CAM0051,CH03,SMB,Germany,Lead,2562.45
L027517,2025-03-03,CAM0050,CH04,Enterprise,Australia,Lead,188.25
L027518,2024-09-25,CAM0290,CH04,SMB,Singapore,Lead,1265.96
L027519,2024-08-16,CAM0128,CH05,SMB,Singapore,Lead,103.01
L027520,2025-08-23,CAM0189,CH03,Enterprise,Australia,Lead,1324.3
L027521,2025-12-08,CAM0149,CH01,Enterprise,US,SQL,699.89
L027522,2026-03-17,CAM0006,CH04,Mid-Market,US,SQL,619.34
L027523,2024-11-20,CAM0235,CH02,SMB,US,Lead,1334.88
L027524,2025-06-25,CAM0219,CH04,Mid-Market,Singapore,MQL,1436.12
L027525,2025-04-03,CAM0176,CH05,Mid-Market,US,MQL,783.44
