AdRowID,Date,CampaignID,ChannelID,Impressions,Clicks,SpendLocal,Currency
AD0047490,2025-09-20,CAM0232,CH06,16730,848,3432.39,AUD
AD0047491,2025-08-03,CAM0174,CH02,102201,5142,7956.75,EUR
AD0047492,2024-11-20,CAM0013,CH03,6578,46,201.17,EUR
AD0047493,2026-03-18,CAM0266,CH04,96459,6338,9380.92,AUD
AD0047494,2024-05-06,CAM0117,CH06,37828,2759,21052.01,USD
AD0047495,2024-12-21,CAM0178,CH03,29029,622,4070.66,USD
AD0047496,2024-03-23,CAM0019,CH02,86194,2418,2574.33,AUD
AD0047497,2024-08-07,CAM0120,CH06,147912,5754,19615.21,GBP
AD0047498,2024-07-14,CAM0146,CH01,11303,789,819.2,GBP
AD0047499,2024-09-25,CAM0211,CH01,80035,1830,2237.66,GBP
AD0047500,2024-06-08,CAM0139,CH06,63625,4174,11484.74,EUR
AD0047501,2026-05-09,CAM0120,CH06,137143,14507,95678.01,GBP
AD0047502,2025-11-19,CAM0298,CH06,15353,848,4076.28,AUD
AD0047503,2024-01-30,CAM0202,CH04,100871,1453,7541.25,USD
AD0047504,2025-06-04,CAM0009,CH02,11437,303,2421.35,AUD
AD0047505,2025-09-19,CAM0105,CH02,66042,496,2612.08,USD
AD0047506,2025-03-02,CAM0113,CH04,88093,2324,18379.7,USD
AD0047507,2024-03-30,CAM0276,CH01,133343,2271,12178.02,EUR
AD0047508,2024-12-23,CAM0075,CH05,141362,4662,20780.82,GBP
AD0047509,2024-07-06,CAM0130,CH04,12467,675,1767.61,USD
AD0047510,2025-09-16,CAM0144,CH02,45973,565,4029.1,USD
AD0047511,2026-03-29,CAM0296,CH03,79719,493,1765.2,USD
AD0047512,2024-08-23,CAM0026,CH03,72544,5123,36940.33,USD
AD0047513,2025-05-30,CAM0248,CH02,123033,8271,26694.74,EUR
AD0047514,2024-04-13,CAM0041,CH04,35011,1133,8572.84,USD
AD0047515,2024-11-18,CAM0197,CH04,68809,7619,45121.98,GBP
AD0047516,2025-09-29,CAM0193,CH06,84810,3395,19359.09,GBP
AD0047517,2026-07-10,CAM0064,CH06,22787,604,1821.52,AUD
AD0047518,2026-06-07,CAM0258,CH05,87325,6431,14643.4,AUD
AD0047519,2026-07-19,CAM0264,CH03,111056,5082,20048.14,USD
AD0047520,2026-06-19,CAM0100,CH04,113794,3974,19534.63,USD
AD0047521,2025-06-07,CAM0064,CH06,48701,1031,2312.72,GBP
AD0047522,2024-10-07,CAM0289,CH03,131276,3780,28893.9,EUR
AD0047523,2025-05-09,CAM0157,CH02,130180,2232,9037.39,EUR
AD0047524,2025-07-05,CAM0117,CH06,80017,3752,11465.21,GBP
AD0047525,2024-10-19,CAM0173,CH06,102671,9683,21983.14,AUD
AD0047526,2025-01-10,CAM0094,CH01,39150,1220,1325.59,EUR
AD0047527,2024-04-14,CAM0014,CH01,62873,2525,18848.86,USD
AD0047528,2024-07-08,CAM0033,CH01,21913,884,6851.68,AUD
AD0047529,2025-04-13,CAM0141,CH03,89988,6615,43908.33,GBP
AD0047530,2025-01-10,CAM0098,CH07,57726,2513,12191.68,AUD
AD0047531,2024-04-22,CAM0090,CH02,57151,1074,6639.31,EUR
AD0047532,2025-02-01,CAM0237,CH01,23147,526,481.4,AUD
AD0047533,2024-05-26,CAM0019,CH02,11761,494,2144.93,AUD
AD0047534,2026-06-08,CAM0232,CH06,137393,1024,7364.72,GBP
AD0047535,2025-09-01,CAM0267,CH02,109260,3843,2684.7,EUR
AD0047536,2026-04-14,CAM0235,CH02,46014,1483,6908.14,AUD
AD0047537,2024-09-11,CAM0118,CH07,37649,1492,11765.73,EUR
AD0047538,2025-12-13,CAM0077,CH02,49680,2483,16110.02,AUD
AD0047539,2025-03-01,CAM0067,CH07,28188,4032,19222.1,AUD
AD0047540,2025-02-11,CAM0078,CH04,2581,155,746.55,GBP
AD0047541,2025-11-06,CAM0042,CH02,20563,1173,2145.28,AUD
AD0047542,2026-04-24,CAM0238,CH02,22350,917,5248.83,USD
AD0047543,2024-02-22,CAM0295,CH06,86528,863,4239.35,GBP
AD0047544,2025-09-16,CAM0058,CH04,126263,1486,11833.36,USD
AD0047545,2024-02-17,CAM0062,CH03,28370,1151,5026.75,GBP
AD0047546,2025-06-11,CAM0269,CH03,98622,4706,8527.3,GBP
AD0047547,2025-09-16,CAM0282,CH03,38042,1226,1157.94,EUR
AD0047548,2025-03-23,CAM0284,CH04,53685,3120,9740.89,GBP
AD0047549,2026-06-12,CAM0050,CH04,116603,3447,23294.89,EUR
AD0047550,2025-01-16,CAM0247,CH05,45387,1484,9797.4,EUR
AD0047551,2024-03-24,CAM0202,CH04,137052,17644,29706.47,USD
AD0047552,2024-04-27,CAM0157,CH02,149092,15954,34902.68,AUD
AD0047553,2026-08-30,CAM0244,CH03,8351,616,1489.86,AUD
AD0047554,2025-07-17,CAM0066,CH04,38723,1797,1776.97,AUD
AD0047555,2025-11-19,CAM0137,CH02,100863,659,3134.38,EUR
AD0047556,2026-04-20,CAM0054,CH01,51054,2690,16382.8,GBP
AD0047557,2024-08-22,CAM0021,CH01,65497,4821,2973.4,USD
AD0047558,2026-02-24,CAM0171,CH03,136183,7048,21897.91,AUD
AD0047559,2025-06-20,CAM0256,CH03,145548,4946,38091.54,USD
AD0047560,2024-09-16,CAM0026,CH03,20886,1627,7629.71,AUD
AD0047561,2025-04-21,CAM0021,CH01,42175,1214,2716.96,GBP
AD0047562,2024-11-18,CAM0002,CH06,7001,371,1828.54,GBP
AD0047563,2025-03-15,CAM0031,CH03,79019,1720,8968.72,EUR
AD0047564,2024-02-25,CAM0260,CH03,77598,7480,38586.1,GBP
AD0047565,2025-05-21,CAM0274,CH01,112448,2042,10102.29,EUR
AD0047566,2025-03-18,CAM0244,CH03,83152,5913,13283.23,AUD
AD0047567,2024-02-28,CAM0188,CH01,105124,1427,2529.92,USD
AD0047568,2025-12-10,CAM0026,CH03,116100,3161,4969.75,EUR
AD0047569,2026-07-12,CAM0028,CH01,110268,1337,1646.53,AUD
AD0047570,2025-02-22,CAM0079,CH07,116873,4965,7613.35,GBP
AD0047571,2025-11-03,CAM0100,CH04,3079,51,182.7,GBP
AD0047572,2026-06-19,CAM0153,CH06,80857,1784,4088.28,USD
AD0047573,2026-08-21,CAM0269,CH03,124254,3465,24053.11,EUR
AD0047574,2025-07-14,CAM0145,CH07,13744,104,88.76,GBP
AD0047575,2025-02-09,CAM0145,CH07,117217,4696,23312.27,EUR
AD0047576,2025-02-01,CAM0260,CH03,14905,2106,4966.24,AUD
AD0047577,2026-02-06,CAM0111,CH05,20710,1335,5990.46,USD
AD0047578,2024-03-11,CAM0020,CH02,91918,4875,4061.57,AUD
AD0047579,2025-06-01,CAM0243,CH04,45088,842,3567.54,EUR
AD0047580,2025-09-25,CAM0294,CH03,84571,2997,13641.04,AUD
AD0047581,2025-02-07,CAM0100,CH04,23983,443,1166.43,EUR
AD0047582,2025-10-31,CAM0240,CH03,94030,5686,31811.69,USD
AD0047583,2024-03-11,CAM0191,CH02,5541,83,523.51,GBP
AD0047584,2026-06-18,CAM0090,CH02,127491,3900,12460.57,GBP
AD0047585,2025-10-17,CAM0076,CH04,55260,512,3437.39,AUD
AD0047586,2024-10-13,CAM0242,CH02,60499,2853,13835.08,EUR
AD0047587,2026-05-01,CAM0159,CH01,42685,5520,5844.59,GBP
AD0047588,2025-11-18,CAM0038,CH05,96544,6685,36151.37,AUD
AD0047589,2024-09-30,CAM0144,CH02,131912,11791,35789.18,USD
AD0047590,2025-10-15,CAM0209,CH03,78824,2871,17672.52,GBP
AD0047591,2024-09-15,CAM0153,CH06,130072,10544,26476.07,USD
AD0047592,2024-08-05,CAM0060,CH05,82678,920,1630.83,USD
AD0047593,2026-08-31,CAM0054,CH01,10778,36,277.96,EUR
AD0047594,2024-08-23,CAM0223,CH05,58186,710,4027.34,USD
AD0047595,2024-06-01,CAM0111,CH05,8577,172,1217.82,EUR
AD0047596,2024-09-15,CAM0094,CH01,117390,2767,16668.44,GBP
AD0047597,2024-03-25,CAM0117,CH06,119005,6152,5263.95,USD
AD0047598,2025-01-03,CAM0106,CH07,59457,2417,2480.29,USD
AD0047599,2025-12-03,CAM0248,CH02,15246,1697,3231.51,AUD
AD0047600,2025-10-19,CAM0278,CH06,115482,1827,6504.44,EUR
AD0047601,2026-06-12,CAM0168,CH02,84449,1409,3118.49,USD
AD0047602,2025-10-25,CAM0123,CH05,113357,5860,26871.32,AUD
AD0047603,2026-03-16,CAM0249,CH01,99184,8584,43778.09,GBP
AD0047604,2024-02-27,CAM0032,CH01,97071,5962,22493.93,GBP
AD0047605,2026-05-09,CAM0022,CH04,52537,854,6210.44,GBP
AD0047606,2024-09-20,CAM0197,CH04,109472,6953,12528.57,GBP
AD0047607,2024-05-22,CAM0008,CH02,45370,3373,20562.75,USD
AD0047608,2026-04-24,CAM0236,CH07,112332,8665,13032.69,AUD
AD0047609,2025-06-21,CAM0018,CH01,46600,1181,7761.82,USD
AD0047610,2026-08-20,CAM0256,CH03,145766,5609,4420.8,AUD
AD0047611,2024-09-17,CAM0136,CH07,68342,1431,11310.79,AUD
AD0047612,2026-06-15,CAM0153,CH06,102906,5178,28189.48,GBP
AD0047613,2026-06-10,CAM0203,CH05,51603,712,2466.1,USD
AD0047614,2026-08-03,CAM0234,CH07,118679,7440,28976.85,GBP
AD0047615,2024-01-16,CAM0283,CH06,133596,5391,21780.36,GBP
AD0047616,2024-12-08,CAM0105,CH02,121154,2289,11169.43,GBP
AD0047617,2025-01-01,CAM0082,CH03,106082,7497,58087.53,USD
AD0047618,2026-08-11,CAM0185,CH06,114274,4784,10598.61,USD
AD0047619,2024-10-19,CAM0295,CH06,17840,1555,6613.04,AUD
AD0047620,2024-07-18,CAM0235,CH02,78404,1087,6574.63,GBP
AD0047621,2024-06-11,CAM0284,CH04,30404,570,2484.25,AUD
AD0047622,2026-03-23,CAM0023,CH02,98005,5058,18652.35,USD
AD0047623,2026-02-04,CAM0256,CH03,120445,1526,4219.05,USD
AD0047624,2026-02-08,CAM0181,CH01,1349,18,39.37,AUD
AD0047625,2024-10-15,CAM0002,CH06,75614,1187,4904.66,GBP
AD0047626,2026-04-14,CAM0038,CH05,85708,629,2534.66,GBP
AD0047627,2025-11-06,CAM0194,CH07,42885,685,703.5,EUR
AD0047628,2025-10-13,CAM0272,CH06,27136,797,4149.47,GBP
AD0047629,2026-01-04,CAM0113,CH04,54635,1517,1518.11,AUD
AD0047630,2026-07-21,CAM0021,CH01,49702,5978,40006.11,AUD
AD0047631,2025-07-19,CAM0205,CH02,148635,2293,12411.73,AUD
AD0047632,2024-01-20,CAM0004,CH07,128843,5254,29388.66,EUR
AD0047633,2026-07-17,CAM0154,CH03,127474,5764,18725.86,GBP
AD0047634,2024-08-22,CAM0098,CH07,17058,376,2685.59,USD
AD0047635,2026-05-21,CAM0218,CH07,76528,5995,17734.17,AUD
AD0047636,2025-12-31,CAM0287,CH05,5639,107,386.27,EUR
AD0047637,2025-01-24,CAM0153,CH06,12051,709,2561.82,EUR
AD0047638,2024-03-19,CAM0300,CH01,44740,962,7543.63,GBP
AD0047639,2024-03-08,CAM0086,CH07,47886,1145,4943.44,GBP
AD0047640,2026-06-26,CAM0250,CH01,56808,508,559.6,EUR
AD0047641,2026-06-28,CAM0145,CH07,62650,2757,2437.01,GBP
AD0047642,2026-02-28,CAM0050,CH04,147438,2480,8466.57,GBP
AD0047643,2025-09-25,CAM0090,CH02,17778,2545,11549.09,GBP
AD0047644,2026-02-26,CAM0283,CH06,138848,820,452.72,USD
AD0047645,2026-01-11,CAM0097,CH06,84370,2385,6440.49,EUR
AD0047646,2026-01-26,CAM0281,CH05,31092,1081,4733.74,GBP
AD0047647,2024-02-09,CAM0292,CH02,40171,4066,22581.79,EUR
AD0047648,2025-02-25,CAM0002,CH06,4817,141,329.98,USD
AD0047649,2026-03-31,CAM0210,CH03,56337,1973,13655.07,GBP
AD0047650,2026-03-20,CAM0239,CH05,70360,417,2557.11,GBP
AD0047651,2026-02-01,CAM0027,CH01,16709,896,1489.29,EUR
AD0047652,2025-04-16,CAM0189,CH03,2848,182,826.41,USD
AD0047653,2024-08-26,CAM0234,CH07,26378,794,4066.98,AUD
AD0047654,2024-07-14,CAM0139,CH06,52797,847,5381.19,AUD
AD0047655,2024-03-17,CAM0223,CH05,5510,826,468.03,GBP
AD0047656,2026-04-23,CAM0036,CH02,102835,9237,26709.32,AUD
AD0047657,2025-08-30,CAM0157,CH02,138600,10257,30057.58,GBP
AD0047658,2025-06-14,CAM0263,CH04,77411,3147,19472.84,EUR
AD0047659,2026-01-27,CAM0184,CH07,9466,578,3056.96,USD
AD0047660,2025-02-05,CAM0224,CH06,47296,147,258.82,USD
AD0047661,2026-01-01,CAM0234,CH07,70612,2549,4286.72,AUD
AD0047662,2025-07-12,CAM0192,CH05,40988,2692,7284.35,AUD
AD0047663,2025-12-01,CAM0184,CH07,100113,5247,14456.95,AUD
AD0047664,2025-12-07,CAM0244,CH03,73992,5213,6604.17,EUR
AD0047665,2024-06-24,CAM0113,CH04,755,85,314.99,USD
AD0047666,2026-06-11,CAM0143,CH01,97799,10385,62461.4,USD
AD0047667,2026-05-02,CAM0090,CH02,68040,3202,9470.35,USD
AD0047668,2025-12-13,CAM0150,CH02,60733,1822,8308.06,USD
AD0047669,2024-01-13,CAM0096,CH02,11516,124,891.86,GBP
AD0047670,2025-07-07,CAM0058,CH04,81309,3917,15879.0,USD
AD0047671,2025-05-29,CAM0025,CH03,25600,1970,11054.91,AUD
AD0047672,2025-05-07,CAM0244,CH03,89665,7184,34196.86,GBP
AD0047673,2025-09-22,CAM0026,CH03,143836,6403,6312.64,GBP
AD0047674,2026-04-10,CAM0200,CH07,89021,1690,9151.99,USD
AD0047675,2025-04-02,CAM0036,CH02,37166,1960,2754.98,AUD
AD0047676,2026-05-11,CAM0181,CH01,123420,7744,18876.04,EUR
AD0047677,2024-07-26,CAM0089,CH01,140426,2241,13637.49,EUR
AD0047678,2026-06-04,CAM0031,CH03,5467,67,418.06,GBP
AD0047679,2025-04-03,CAM0208,CH06,141502,15036,108568.24,AUD
AD0047680,2025-05-17,CAM0172,CH05,77583,3293,25309.13,EUR
AD0047681,2024-03-11,CAM0244,CH03,22844,649,3236.97,USD
AD0047682,2025-02-11,CAM0094,CH01,87346,5662,26750.19,GBP
AD0047683,2024-07-02,CAM0273,CH05,140319,11034,31412.77,GBP
AD0047684,2024-05-25,CAM0092,CH02,83290,6037,17937.61,GBP
AD0047685,2024-11-30,CAM0278,CH06,21139,417,435.8,AUD
AD0047686,2024-08-27,CAM0291,CH02,51146,3813,12228.48,GBP
AD0047687,2026-03-17,CAM0005,CH02,37527,640,2940.06,GBP
AD0047688,2025-02-20,CAM0064,CH06,120409,1049,7757.16,GBP
AD0047689,2025-06-29,CAM0034,CH01,61168,1770,12326.51,AUD
AD0047690,2025-04-07,CAM0279,CH07,82041,6562,17827.0,GBP
AD0047691,2026-06-05,CAM0271,CH02,4243,359,2756.05,EUR
AD0047692,2024-01-08,CAM0107,CH01,86475,2717,16137.08,GBP
AD0047693,2025-10-22,CAM0127,CH07,109948,458,2200.26,AUD
AD0047694,2025-08-16,CAM0060,CH05,91138,2487,14992.09,GBP
AD0047695,2024-03-20,CAM0030,CH06,47746,1164,6039.28,EUR
AD0047696,2024-07-09,CAM0140,CH07,33582,571,452.38,USD
AD0047697,2024-10-17,CAM0178,CH03,131045,5019,25627.59,GBP
AD0047698,2026-08-21,CAM0150,CH02,124486,9804,74509.97,EUR
AD0047699,2024-04-06,CAM0210,CH03,57005,2751,5100.52,GBP
AD0047700,2025-08-17,CAM0062,CH03,114504,9682,28028.49,USD
AD0047701,2024-03-31,CAM0231,CH05,88983,4616,25568.11,AUD
AD0047702,2025-10-13,CAM0299,CH02,120307,5258,9201.27,USD
AD0047703,2026-05-25,CAM0160,CH04,59453,5740,26111.99,EUR
AD0047704,2025-04-28,CAM0110,CH02,101740,2554,2545.65,GBP
AD0047705,2026-08-05,CAM0228,CH02,137276,5730,37905.78,EUR
AD0047706,2025-02-07,CAM0300,CH01,119073,4260,3802.16,AUD
AD0047707,2026-03-04,CAM0191,CH02,15798,258,1405.37,EUR
AD0047708,2024-04-10,CAM0255,CH03,131042,4556,30625.0,EUR
AD0047709,2025-03-08,CAM0035,CH06,42081,2412,2198.91,USD
AD0047710,2025-04-29,CAM0066,CH04,138193,5845,6323.24,EUR
AD0047711,2026-02-16,CAM0106,CH07,48057,2253,6897.22,EUR
AD0047712,2024-07-18,CAM0169,CH05,52797,1801,10375.99,GBP
AD0047713,2025-05-09,CAM0231,CH05,25059,855,3291.54,EUR
AD0047714,2024-09-17,CAM0075,CH05,95530,2028,7751.06,AUD
AD0047715,2026-06-04,CAM0153,CH06,82043,1856,2429.92,EUR
AD0047716,2025-01-12,CAM0165,CH07,103697,1663,11760.15,EUR
AD0047717,2024-05-23,CAM0261,CH04,138802,7018,49650.01,USD
AD0047718,2026-05-01,CAM0032,CH01,106463,9831,22932.23,AUD
AD0047719,2026-07-28,CAM0025,CH03,61424,3264,16095.35,GBP
AD0047720,2025-07-14,CAM0283,CH06,128939,1603,7710.7,GBP
AD0047721,2025-08-18,CAM0288,CH03,112201,2363,1500.82,EUR
AD0047722,2026-02-18,CAM0298,CH06,44367,603,2952.29,GBP
AD0047723,2026-06-02,CAM0164,CH03,122286,6759,44009.13,USD
AD0047724,2025-06-29,CAM0183,CH07,113966,7306,19494.43,GBP
AD0047725,2026-08-12,CAM0122,CH02,66861,1015,6492.21,GBP
AD0047726,2024-08-06,CAM0298,CH06,6516,266,690.72,GBP
AD0047727,2025-10-17,CAM0011,CH01,53793,1603,9804.33,AUD
AD0047728,2025-07-27,CAM0067,CH07,126685,2616,1367.09,AUD
AD0047729,2025-04-13,CAM0222,CH02,64662,887,6267.95,USD
AD0047730,2025-09-12,CAM0191,CH02,21554,834,1043.22,EUR
AD0047731,2025-08-02,CAM0189,CH03,2029,36,176.53,GBP
AD0047732,2025-06-14,CAM0266,CH04,25033,1193,2306.35,USD
AD0047733,2026-06-16,CAM0089,CH01,109875,7808,55960.21,GBP
AD0047734,2026-02-05,CAM0123,CH05,88264,2067,12210.88,GBP
AD0047735,2024-05-26,CAM0193,CH06,74984,1811,5823.57,GBP
AD0047736,2025-10-18,CAM0215,CH02,61203,2439,17002.22,EUR
AD0047737,2024-01-31,CAM0160,CH04,99965,3840,16971.4,EUR
AD0047738,2024-04-11,CAM0117,CH06,115751,5009,13432.29,USD
AD0047739,2025-07-08,CAM0182,CH04,41643,2734,4661.63,USD
AD0047740,2025-12-10,CAM0145,CH07,88407,983,6532.53,GBP
AD0047741,2026-07-01,CAM0050,CH04,73492,5322,11653.11,GBP
AD0047742,2025-06-22,CAM0282,CH03,49317,392,2390.56,GBP
AD0047743,2024-01-20,CAM0116,CH02,103831,7963,51535.45,USD
AD0047744,2025-09-23,CAM0233,CH04,16251,264,1179.49,USD
AD0047745,2025-07-24,CAM0227,CH06,134987,7128,47495.76,GBP
AD0047746,2024-02-21,CAM0221,CH01,12848,1566,7150.56,GBP
AD0047747,2024-12-03,CAM0192,CH05,100861,2762,3217.33,GBP
AD0047748,2024-06-09,CAM0290,CH04,109184,2692,14847.02,GBP
AD0047749,2024-01-19,CAM0136,CH07,23645,437,444.91,AUD
AD0047750,2026-05-14,CAM0132,CH01,87995,11650,63185.91,EUR
AD0047751,2025-01-31,CAM0287,CH05,79539,2091,2092.96,AUD
AD0047752,2025-11-29,CAM0136,CH07,100096,2454,18388.09,AUD
AD0047753,2024-05-06,CAM0080,CH07,32213,396,1944.0,EUR
AD0047754,2025-08-30,CAM0178,CH03,118841,8400,65311.22,EUR
AD0047755,2026-06-20,CAM0148,CH04,92788,1552,3240.29,USD
AD0047756,2025-12-24,CAM0149,CH01,91698,5260,36180.57,EUR
AD0047757,2024-01-30,CAM0100,CH04,21230,481,2945.32,GBP
AD0047758,2026-04-09,CAM0234,CH07,78616,2566,7697.53,GBP
AD0047759,2025-08-29,CAM0088,CH02,84577,2018,11302.27,USD
AD0047760,2026-06-20,CAM0257,CH07,118112,2729,7829.04,AUD
AD0047761,2026-06-16,CAM0133,CH06,82522,3396,10818.37,USD
AD0047762,2026-04-06,CAM0217,CH06,89824,723,1079.26,EUR
AD0047763,2026-01-12,CAM0146,CH01,131211,14085,110340.73,USD
AD0047764,2025-09-16,CAM0292,CH02,87227,1674,5598.86,GBP
AD0047765,2025-08-12,CAM0066,CH04,24292,667,1334.99,EUR
AD0047766,2024-08-23,CAM0109,CH04,32755,770,5943.86,AUD
AD0047767,2024-08-28,CAM0144,CH02,136322,16039,82491.55,GBP
AD0047768,2025-09-23,CAM0278,CH06,21591,649,1442.07,AUD
AD0047769,2025-11-12,CAM0056,CH07,37136,586,1606.04,AUD
AD0047770,2024-11-03,CAM0101,CH06,136013,7927,58301.06,EUR
AD0047771,2025-07-15,CAM0249,CH01,102186,5207,9860.7,GBP
AD0047772,2024-11-06,CAM0051,CH03,146467,18766,117036.72,EUR
AD0047773,2025-09-13,CAM0094,CH01,78148,4050,27458.29,EUR
AD0047774,2025-09-05,CAM0225,CH06,94635,3849,4976.97,EUR
AD0047775,2024-07-09,CAM0276,CH01,145327,1053,7478.61,AUD
AD0047776,2025-06-03,CAM0213,CH01,71202,2339,5401.56,GBP
AD0047777,2025-04-02,CAM0246,CH01,57521,281,2139.22,AUD
AD0047778,2025-12-06,CAM0215,CH02,131184,12084,53685.88,EUR
AD0047779,2026-08-17,CAM0266,CH04,34266,774,3211.73,USD
AD0047780,2025-06-25,CAM0156,CH07,76479,3672,4556.53,GBP
AD0047781,2024-03-26,CAM0247,CH05,84786,3978,22621.1,GBP
AD0047782,2026-02-26,CAM0121,CH02,72696,3742,2225.11,AUD
AD0047783,2024-07-19,CAM0196,CH02,37012,391,842.16,GBP
AD0047784,2025-02-23,CAM0245,CH05,119269,8062,23466.92,AUD
AD0047785,2024-12-26,CAM0116,CH02,12556,1883,3296.58,GBP
AD0047786,2026-07-27,CAM0200,CH07,92508,10288,23780.22,AUD
AD0047787,2026-02-01,CAM0104,CH06,95945,2805,6314.11,GBP
AD0047788,2026-03-06,CAM0196,CH02,69049,1859,6370.23,EUR
AD0047789,2024-04-05,CAM0269,CH03,82093,1453,5010.62,USD
AD0047790,2026-08-06,CAM0280,CH01,149234,3711,6652.62,EUR
AD0047791,2025-04-23,CAM0044,CH06,138653,898,1879.63,EUR
AD0047792,2025-12-01,CAM0048,CH06,42934,2229,12293.96,USD
AD0047793,2024-03-20,CAM0131,CH06,36136,1236,2553.86,AUD
AD0047794,2025-11-01,CAM0124,CH03,136980,2314,18322.25,USD
AD0047795,2026-07-27,CAM0073,CH05,57013,217,1701.43,AUD
AD0047796,2024-06-30,CAM0182,CH04,90201,2821,3622.88,AUD
AD0047797,2026-03-20,CAM0170,CH02,149278,555,3725.58,GBP
AD0047798,2026-06-30,CAM0036,CH02,144944,1863,1772.51,GBP
AD0047799,2026-06-29,CAM0186,CH05,116673,15246,117588.9,GBP
AD0047800,2025-03-23,CAM0204,CH06,60505,1749,6000.11,AUD
AD0047801,2025-06-03,CAM0163,CH01,109128,3852,7563.27,AUD
AD0047802,2024-11-09,CAM0059,CH01,62918,2689,21135.77,USD
AD0047803,2026-07-01,CAM0107,CH01,21544,1386,2363.02,GBP
AD0047804,2024-11-05,CAM0139,CH06,147942,2627,1627.4,GBP
AD0047805,2025-01-24,CAM0228,CH02,10751,906,5004.96,GBP
AD0047806,2024-02-26,CAM0075,CH05,31128,387,1821.59,AUD
AD0047807,2025-01-08,CAM0202,CH04,90570,4698,25830.89,USD
AD0047808,2024-09-15,CAM0280,CH01,30687,1985,2129.44,GBP
AD0047809,2026-08-14,CAM0141,CH03,136228,4056,17271.11,EUR
AD0047810,2024-07-17,CAM0178,CH03,23140,936,1456.2,GBP
AD0047811,2024-12-02,CAM0015,CH06,996,19,45.72,USD
AD0047812,2024-03-26,CAM0015,CH06,5389,238,1108.04,USD
AD0047813,2026-05-11,CAM0019,CH02,46135,1443,7213.38,USD
AD0047814,2024-06-17,CAM0253,CH02,51587,5193,28947.46,GBP
AD0047815,2024-01-10,CAM0127,CH07,138674,8264,32596.53,USD
AD0047816,2025-03-11,CAM0169,CH05,33274,1197,3376.93,EUR
AD0047817,2026-04-15,CAM0100,CH04,76263,1174,2430.36,EUR
AD0047818,2024-09-15,CAM0094,CH01,6528,54,339.12,USD
AD0047819,2025-01-29,CAM0088,CH02,39300,3723,19719.51,AUD
AD0047820,2026-06-19,CAM0101,CH06,36119,2271,16546.96,AUD
AD0047821,2024-01-22,CAM0084,CH07,146467,3968,15538.52,EUR
AD0047822,2026-02-28,CAM0055,CH01,82415,912,5166.56,AUD
AD0047823,2025-04-05,CAM0099,CH05,103800,4852,5201.99,AUD
AD0047824,2025-05-01,CAM0111,CH05,74901,4051,12920.95,AUD
AD0047825,2025-09-19,CAM0142,CH06,36751,2761,7417.35,GBP
AD0047826,2024-11-12,CAM0109,CH04,22587,546,2455.08,GBP
AD0047827,2024-06-12,CAM0115,CH06,98590,5574,6018.14,AUD
AD0047828,2026-04-16,CAM0296,CH03,22693,602,513.4,AUD
AD0047829,2025-08-12,CAM0127,CH07,134214,3409,22660.47,USD
AD0047830,2025-06-09,CAM0205,CH02,114983,8118,11335.4,AUD
AD0047831,2024-08-11,CAM0117,CH06,141821,13425,21509.03,EUR
AD0047832,2025-11-27,CAM0060,CH05,50416,2161,12897.5,USD
AD0047833,2024-03-11,CAM0129,CH01,104377,2959,19499.13,GBP
AD0047834,2025-09-05,CAM0199,CH04,14834,354,1272.57,GBP
AD0047835,2026-05-18,CAM0240,CH03,17698,1333,1355.72,GBP
AD0047836,2024-04-27,CAM0293,CH05,129442,5419,30813.67,USD
AD0047837,2026-03-29,CAM0133,CH06,131229,2473,2272.1,AUD
AD0047838,2026-02-26,CAM0011,CH01,120892,7174,51136.89,USD
AD0047839,2025-02-05,CAM0012,CH07,86148,9147,32664.03,USD
AD0047840,2024-11-24,CAM0076,CH04,109745,6300,46174.08,GBP
AD0047841,2026-07-25,CAM0194,CH07,17812,109,510.37,AUD
AD0047842,2025-05-06,CAM0201,CH03,65278,2019,14651.61,AUD
AD0047843,2026-02-19,CAM0155,CH05,130988,5893,39314.07,GBP
AD0047844,2025-07-06,CAM0178,CH03,6388,503,2948.16,USD
AD0047845,2024-10-29,CAM0100,CH04,107142,5125,3118.49,AUD
AD0047846,2025-07-17,CAM0206,CH06,126479,6207,11339.21,GBP
AD0047847,2026-05-20,CAM0160,CH04,63659,1902,9013.04,GBP
AD0047848,2024-11-17,CAM0240,CH03,61915,2262,10794.85,EUR
AD0047849,2024-07-03,CAM0142,CH06,43142,876,6332.39,USD
AD0047850,2026-06-23,CAM0083,CH05,100751,2442,8450.24,EUR
AD0047851,2024-04-27,CAM0132,CH01,118647,4749,30933.34,EUR
AD0047852,2024-07-01,CAM0264,CH03,13441,672,4964.92,GBP
AD0047853,2024-05-08,CAM0284,CH04,19642,367,784.32,USD
AD0047854,2026-02-09,CAM0253,CH02,17872,2456,3299.56,GBP
AD0047855,2024-12-13,CAM0112,CH06,50656,618,2189.41,AUD
AD0047856,2025-07-03,CAM0183,CH07,80870,1819,10745.35,USD
AD0047857,2026-03-07,CAM0240,CH03,127191,4004,5437.32,GBP
AD0047858,2024-02-09,CAM0012,CH07,121526,5386,26023.38,GBP
AD0047859,2026-05-03,CAM0074,CH04,84447,5074,21477.62,AUD
AD0047860,2025-11-19,CAM0124,CH03,143935,5487,37031.99,GBP
AD0047861,2024-01-22,CAM0065,CH05,10611,150,112.51,AUD
AD0047862,2024-06-21,CAM0140,CH07,83461,1484,5217.3,EUR
