RevenueID,OpportunityID,LeadID,RevenueDate,RevenueAmount
REV003633,OP006165,L027396,2025-12-02,5401.31
REV003634,OP006169,L027411,2024-02-15,3700.18
REV003635,OP006171,L027414,2025-02-19,1780.91
REV003636,OP006177,L027443,2026-08-04,395.48
REV003637,OP006179,L027460,2024-10-20,1643.98
REV003638,OP006181,L027464,2024-03-18,3035.28
REV003639,OP006182,L027466,2025-08-15,281.65
REV003640,OP006185,L027477,2024-07-09,898.91
REV003641,OP006186,L027479,2025-02-09,7297.43
REV003642,OP006187,L027481,2024-07-24,1105.87
REV003643,OP006188,L027490,2026-01-04,2071.9
REV003644,OP006190,L027502,2026-08-20,2712.36
REV003645,OP006192,L027514,2024-12-20,3484.67
REV003646,OP006194,L027531,2025-01-07,1281.44
REV003647,OP006195,L027532,2025-05-24,2081.65
REV003648,OP006198,L027554,2024-03-27,892.61
REV003649,OP006199,L027560,2025-12-23,7303.65
REV003650,OP006200,L027565,2024-02-29,3525.86
REV003651,OP006201,L027580,2024-01-23,1451.52
REV003652,OP006202,L027589,2025-09-08,1192.48
REV003653,OP006203,L027600,2026-08-22,3598.36
REV003654,OP006204,L027610,2026-02-20,1601.86
REV003655,OP006205,L027615,2026-08-22,27726.69
REV003656,OP006207,L027623,2025-08-07,526.37
REV003657,OP006209,L027627,2026-08-02,5504.53
REV003658,OP006210,L027635,2024-11-29,1965.22
REV003659,OP006211,L027641,2026-01-28,6968.9
REV003660,OP006213,L027651,2024-08-12,581.39
REV003661,OP006216,L027657,2026-02-15,25780.84
REV003662,OP006219,L027668,2024-12-14,2449.14
REV003663,OP006220,L027669,2026-08-30,3798.84
REV003664,OP006221,L027673,2025-11-21,1713.31
REV003665,OP006223,L027678,2025-01-13,2668.03
REV003666,OP006224,L027679,2026-04-02,5683.62
REV003667,OP006225,L027690,2025-11-12,784.0
REV003668,OP006227,L027706,2024-03-06,3328.68
REV003669,OP006229,L027713,2025-07-21,10756.86
REV003670,OP006230,L027717,2024-06-07,2708.17
REV003671,OP006231,L027720,2025-09-20,3736.97
REV003672,OP006232,L027734,2024-11-09,2722.37
REV003673,OP006234,L027739,2024-05-29,1613.39
REV003674,OP006235,L027740,2025-04-22,2323.3
REV003675,OP006236,L027742,2024-09-06,1591.79
REV003676,OP006239,L027757,2025-09-15,869.11
REV003677,OP006240,L027772,2024-08-20,632.81
REV003678,OP006241,L027775,2024-10-06,1242.93
REV003679,OP006242,L027776,2026-08-12,1814.87
REV003680,OP006243,L027781,2025-10-18,6838.28
REV003681,OP006244,L027783,2024-06-30,1240.53
REV003682,OP006246,L027794,2025-02-15,618.94
REV003683,OP006252,L027815,2025-01-12,4156.88
REV003684,OP006253,L027821,2026-07-09,1134.24
REV003685,OP006254,L027823,2024-03-19,1122.47
REV003686,OP006256,L027827,2025-07-08,7766.31
REV003687,OP006257,L027828,2024-06-15,6873.89
REV003688,OP006261,L027850,2024-09-11,5988.14
REV003689,OP006263,L027860,2025-11-22,5933.0
REV003690,OP006264,L027861,2025-12-09,666.24
REV003691,OP006265,L027866,2026-04-24,617.97
REV003692,OP006266,L027867,2025-03-29,3390.22
REV003693,OP006267,L027870,2026-08-06,9252.46
REV003694,OP006268,L027872,2024-10-12,4158.18
REV003695,OP006270,L027878,2025-09-08,437.13
REV003696,OP006273,L027896,2024-04-17,8262.86
REV003697,OP006274,L027904,2024-04-17,850.68
REV003698,OP006275,L027920,2025-10-03,1051.06
REV003699,OP006276,L027929,2025-06-11,1492.1
REV003700,OP006279,L027939,2024-09-10,17090.86
REV003701,OP006280,L027941,2024-12-23,14673.1
REV003702,OP006281,L027948,2024-08-19,1325.21
REV003703,OP006282,L027950,2026-08-01,1570.05
REV003704,OP006283,L027961,2024-05-27,1842.5
REV003705,OP006284,L027963,2024-11-19,473.86
REV003706,OP006285,L027967,2025-03-25,3090.24
REV003707,OP006288,L027976,2024-12-12,6681.07
REV003708,OP006289,L027978,2024-04-11,4004.63
REV003709,OP006292,L027992,2025-11-06,1430.87
REV003710,OP006296,L028005,2024-12-18,2528.75
REV003711,OP006299,L028016,2024-07-30,4248.02
REV003712,OP006300,L028018,2026-01-26,8043.94
REV003713,OP006302,L028039,2024-06-27,714.79
REV003714,OP006303,L028040,2025-08-30,1419.14
REV003715,OP006306,L028058,2024-05-31,4128.12
REV003716,OP006307,L028066,2024-06-05,3636.74
REV003717,OP006309,L028069,2024-07-10,2537.17
REV003718,OP006312,L028076,2026-02-27,23662.68
REV003719,OP006313,L028077,2024-06-28,3011.58
REV003720,OP006314,L028079,2024-02-10,1886.65
REV003721,OP006316,L028095,2025-05-01,2941.27
REV003722,OP006317,L028099,2025-08-18,2021.71
REV003723,OP006321,L028109,2025-10-29,1716.48
REV003724,OP006324,L028127,2024-09-04,1114.72
REV003725,OP006327,L028130,2026-07-21,2023.64
REV003726,OP006331,L028159,2024-10-04,3264.69
REV003727,OP006332,L028164,2025-01-23,5427.48
REV003728,OP006334,L028172,2024-04-29,3019.91
REV003729,OP006337,L028181,2025-04-12,11399.54
REV003730,OP006338,L028188,2026-06-21,3719.65
REV003731,OP006339,L028189,2026-05-05,4151.15
REV003732,OP006340,L028194,2025-11-24,8479.11
REV003733,OP006341,L028203,2026-05-22,3063.47
REV003734,OP006342,L028204,2024-05-17,1437.02
REV003735,OP006345,L028221,2024-04-09,15262.25
REV003736,OP006346,L028224,2025-10-07,4083.49
REV003737,OP006348,L028238,2025-11-14,2707.4
REV003738,OP006350,L028242,2026-05-12,3058.81
REV003739,OP006351,L028243,2026-07-03,2392.11
REV003740,OP006353,L028253,2026-05-17,4723.06
REV003741,OP006354,L028254,2025-05-26,346.5
REV003742,OP006355,L028256,2025-01-08,1622.54
REV003743,OP006356,L028259,2025-08-22,4412.85
REV003744,OP006357,L028264,2024-05-22,3975.14
REV003745,OP006358,L028267,2025-05-17,927.1
REV003746,OP006359,L028271,2024-10-23,976.12
REV003747,OP006360,L028274,2024-07-24,1523.26
REV003748,OP006361,L028277,2024-11-21,3489.49
REV003749,OP006362,L028281,2026-06-11,9530.37
REV003750,OP006363,L028286,2024-12-04,5581.36
REV003751,OP006364,L028287,2026-09-16,499.68
REV003752,OP006365,L028290,2026-01-09,2593.51
REV003753,OP006370,L028311,2026-06-20,7016.11
REV003754,OP006375,L028340,2026-08-05,2715.5
REV003755,OP006376,L028341,2024-02-03,9621.47
REV003756,OP006377,L028345,2024-02-22,2882.47
REV003757,OP006378,L028350,2025-04-19,1646.88
REV003758,OP006381,L028357,2025-10-03,10175.96
REV003759,OP006383,L028367,2025-11-29,5947.55
REV003760,OP006384,L028377,2025-03-20,7255.92
REV003761,OP006385,L028381,2026-07-11,2488.59
REV003762,OP006386,L028385,2024-04-08,956.63
REV003763,OP006387,L028388,2024-07-26,984.72
REV003764,OP006388,L028395,2024-10-02,3194.84
REV003765,OP006389,L028399,2024-06-03,1608.34
REV003766,OP006393,L028409,2024-06-16,9924.49
REV003767,OP006394,L028411,2024-07-09,2666.51
REV003768,OP006395,L028418,2026-01-14,2830.55
REV003769,OP006397,L028429,2025-04-01,3713.39
REV003770,OP006398,L028430,2024-11-13,4723.22
REV003771,OP006400,L028438,2025-05-16,444.54
REV003772,OP006401,L028442,2024-06-02,3634.86
REV003773,OP006403,L028449,2026-05-25,1270.73
REV003774,OP006404,L028453,2026-04-11,19451.6
REV003775,OP006406,L028469,2025-06-30,935.75
REV003776,OP006409,L028477,2025-05-25,1882.15
REV003777,OP006410,L028485,2025-08-04,426.19
REV003778,OP006411,L028487,2025-01-17,16800.39
REV003779,OP006412,L028497,2026-09-03,1087.82
REV003780,OP006413,L028500,2025-03-08,1701.55
REV003781,OP006415,L028502,2024-05-19,1470.35
REV003782,OP006417,L028507,2025-05-20,3064.17
REV003783,OP006418,L028516,2024-06-13,8227.85
REV003784,OP006421,L028529,2026-09-22,4634.11
REV003785,OP006422,L028536,2026-03-11,2129.94
REV003786,OP006424,L028542,2025-02-23,2261.61
REV003787,OP006425,L028552,2024-09-21,21434.02
REV003788,OP006428,L028561,2025-03-31,13763.66
REV003789,OP006432,L028599,2025-02-18,2800.28
REV003790,OP006433,L028602,2024-03-22,1776.04
REV003791,OP006434,L028607,2025-05-28,4827.2
REV003792,OP006435,L028609,2024-04-09,1057.05
REV003793,OP006437,L028617,2024-05-25,250.0
REV003794,OP006438,L028621,2026-09-13,4706.54
REV003795,OP006439,L028622,2026-05-13,3168.68
REV003796,OP006440,L028632,2024-07-19,3507.04
REV003797,OP006441,L028638,2026-03-25,3488.56
REV003798,OP006442,L028641,2025-08-03,4612.65
REV003799,OP006448,L028663,2024-12-01,3098.25
REV003800,OP006449,L028664,2025-11-29,4584.74
REV003801,OP006451,L028670,2024-05-07,970.63
REV003802,OP006453,L028674,2025-03-01,895.56
REV003803,OP006455,L028683,2026-08-28,1497.03
REV003804,OP006457,L028686,2024-03-09,8599.34
REV003805,OP006458,L028688,2025-10-02,4359.69
REV003806,OP006459,L028691,2024-12-28,4684.34
REV003807,OP006460,L028692,2024-09-07,13359.16
REV003808,OP006462,L028698,2026-02-09,1683.66
REV003809,OP006465,L028718,2025-12-21,1750.87
REV003810,OP006466,L028721,2025-12-22,2517.6
REV003811,OP006468,L028726,2024-04-27,17362.33
REV003812,OP006470,L028730,2024-09-02,5250.23
REV003813,OP006471,L028740,2024-02-10,2558.59
REV003814,OP006472,L028741,2026-05-13,2116.69
REV003815,OP006473,L028759,2025-01-21,3552.49
REV003816,OP006479,L028793,2025-10-17,2258.6
REV003817,OP006481,L028807,2025-08-18,11638.75
REV003818,OP006482,L028808,2026-06-20,2083.99
REV003819,OP006483,L028809,2025-01-05,3896.11
REV003820,OP006484,L028810,2026-01-09,6110.5
REV003821,OP006486,L028816,2024-09-03,3103.13
REV003822,OP006487,L028819,2025-02-28,1690.74
REV003823,OP006488,L028820,2026-02-03,4584.1
REV003824,OP006489,L028822,2024-12-22,250.0
REV003825,OP006492,L028841,2025-07-12,2553.49
REV003826,OP006493,L028844,2025-04-09,2331.72
REV003827,OP006495,L028859,2025-04-29,3724.77
REV003828,OP006496,L028864,2025-03-11,2819.31
REV003829,OP006498,L028868,2025-04-09,8819.5
REV003830,OP006499,L028869,2024-04-22,4255.31
REV003831,OP006501,L028874,2024-12-07,5310.54
REV003832,OP006502,L028879,2025-10-23,1226.75
REV003833,OP006503,L028880,2025-08-21,5910.96
REV003834,OP006504,L028882,2024-02-17,9324.95
REV003835,OP006506,L028898,2024-03-07,2435.12
REV003836,OP006507,L028900,2024-10-04,5198.74
REV003837,OP006508,L028902,2025-05-01,513.6
REV003838,OP006509,L028903,2025-11-19,2066.8
REV003839,OP006512,L028911,2026-09-17,1682.16
REV003840,OP006513,L028917,2024-07-31,8009.4
REV003841,OP006514,L028920,2024-02-06,1011.2
REV003842,OP006516,L028940,2024-09-21,970.84
REV003843,OP006519,L028955,2025-01-11,3304.84
REV003844,OP006520,L028958,2026-04-30,681.05
REV003845,OP006521,L028961,2024-12-06,5614.15
REV003846,OP006522,L028963,2025-01-09,842.69
REV003847,OP006523,L028968,2024-11-26,7419.82
REV003848,OP006524,L028972,2026-04-01,11990.68
REV003849,OP006526,L028984,2024-04-17,750.27
REV003850,OP006528,L028986,2025-12-10,738.47
REV003851,OP006531,L028994,2025-11-02,1752.28
REV003852,OP006532,L028995,2024-11-04,3670.89
REV003853,OP006533,L029000,2025-05-29,4103.69
REV003854,OP006534,L029002,2024-08-14,1081.58
REV003855,OP006535,L029008,2025-08-22,2807.38
REV003856,OP006536,L029011,2025-04-30,3060.09
REV003857,OP006537,L029012,2025-08-19,27563.13
REV003858,OP006538,L029019,2024-03-26,17225.77
REV003859,OP006539,L029021,2025-12-18,3780.66
REV003860,OP006540,L029025,2025-11-21,19613.61
REV003861,OP006543,L029039,2025-09-03,15702.46
REV003862,OP006545,L029052,2026-05-07,6084.59
REV003863,OP006546,L029062,2024-10-06,6495.95
REV003864,OP006548,L029071,2024-08-29,551.8
REV003865,OP006550,L029077,2024-09-06,4312.3
REV003866,OP006551,L029080,2025-10-09,3921.99
REV003867,OP006552,L029084,2024-07-18,250.78
REV003868,OP006553,L029085,2024-11-01,10771.12
REV003869,OP006556,L029091,2026-04-11,589.61
REV003870,OP006560,L029111,2025-01-11,1318.92
REV003871,OP006562,L029117,2026-07-09,1024.71
REV003872,OP006563,L029120,2025-09-17,1771.28
REV003873,OP006564,L029141,2024-03-07,8608.52
REV003874,OP006565,L029144,2024-03-14,11228.51
REV003875,OP006566,L029145,2024-08-16,9403.75
REV003876,OP006567,L029149,2026-03-30,5855.66
REV003877,OP006568,L029156,2025-11-28,2621.76
REV003878,OP006569,L029157,2025-06-26,3124.97
REV003879,OP006571,L029178,2026-06-16,3574.46
REV003880,OP006573,L029188,2026-08-31,6602.83
REV003881,OP006574,L029190,2024-10-25,1109.4
REV003882,OP006578,L029202,2026-08-03,2206.62
REV003883,OP006581,L029222,2025-08-20,1898.54
REV003884,OP006582,L029231,2026-03-11,20326.29
REV003885,OP006583,L029234,2024-07-18,21033.56
REV003886,OP006584,L029238,2024-04-13,3800.02
REV003887,OP006585,L029242,2024-08-28,780.92
REV003888,OP006586,L029252,2026-01-04,3691.34
REV003889,OP006587,L029258,2025-07-26,3723.52
REV003890,OP006588,L029261,2025-03-05,2401.55
REV003891,OP006589,L029265,2025-09-16,8404.67
REV003892,OP006590,L029271,2024-03-02,5729.25
REV003893,OP006592,L029277,2024-08-30,23542.05
REV003894,OP006593,L029283,2025-08-16,1935.48
REV003895,OP006595,L029295,2024-09-17,3202.5
REV003896,OP006596,L029298,2026-08-03,3262.36
REV003897,OP006597,L029302,2025-08-08,1053.48
REV003898,OP006599,L029313,2024-06-15,2522.52
REV003899,OP006601,L029319,2024-02-21,2413.55
REV003900,OP006606,L029350,2025-07-12,1042.56
REV003901,OP006608,L029362,2026-01-09,9527.01
REV003902,OP006610,L029374,2024-05-01,2122.9
REV003903,OP006612,L029377,2025-02-07,14094.46
REV003904,OP006613,L029387,2024-05-10,6529.84
REV003905,OP006614,L029394,2025-11-02,4545.14
REV003906,OP006615,L029396,2024-02-26,6979.87
REV003907,OP006616,L029398,2025-06-13,1084.38
REV003908,OP006617,L029399,2025-10-01,1491.98
REV003909,OP006618,L029401,2024-07-27,2661.33
REV003910,OP006619,L029402,2024-04-30,2791.44
REV003911,OP006620,L029407,2024-12-27,2335.53
REV003912,OP006624,L029427,2025-02-14,2224.77
REV003913,OP006634,L029503,2025-03-15,405.01
REV003914,OP006635,L029505,2024-07-17,7578.53
REV003915,OP006636,L029508,2026-02-11,3455.64
REV003916,OP006638,L029517,2024-01-29,4922.92
REV003917,OP006639,L029529,2025-11-28,7600.09
REV003918,OP006640,L029534,2025-12-25,2067.03
REV003919,OP006642,L029543,2025-12-27,3208.29
REV003920,OP006643,L029549,2024-08-14,6664.47
REV003921,OP006645,L029558,2025-03-22,2037.02
REV003922,OP006647,L029571,2026-04-04,6176.86
REV003923,OP006651,L029600,2024-06-11,8974.08
REV003924,OP006654,L029616,2024-08-24,1102.57
REV003925,OP006655,L029619,2024-05-05,14569.7
REV003926,OP006658,L029626,2025-09-17,1461.37
REV003927,OP006661,L029645,2025-03-30,2897.53
REV003928,OP006663,L029655,2024-07-01,2592.65
REV003929,OP006664,L029668,2025-10-16,1640.17
REV003930,OP006666,L029683,2025-08-07,975.1
REV003931,OP006667,L029688,2024-02-21,2533.15
REV003932,OP006669,L029691,2025-07-10,1363.36
REV003933,OP006670,L029693,2026-07-19,373.69
REV003934,OP006671,L029694,2026-01-27,919.19
REV003935,OP006672,L029696,2024-10-03,791.98
REV003936,OP006674,L029722,2024-02-11,3114.97
REV003937,OP006675,L029724,2024-09-11,530.13
REV003938,OP006677,L029736,2026-03-19,6418.26
REV003939,OP006679,L029752,2026-01-12,991.85
REV003940,OP006681,L029758,2024-05-29,6018.94
REV003941,OP006683,L029772,2024-04-11,1165.69
REV003942,OP006685,L029780,2026-01-05,3749.83
REV003943,OP006686,L029784,2025-01-05,15488.01
REV003944,OP006687,L029785,2025-05-12,2508.26
REV003945,OP006689,L029795,2025-09-01,539.65
REV003946,OP006690,L029804,2025-09-01,2320.42
REV003947,OP006692,L029813,2025-11-08,6210.34
REV003948,OP006693,L029815,2026-06-18,4024.68
REV003949,OP006694,L029820,2025-11-22,2913.99
REV003950,OP006695,L029832,2025-07-16,2554.94
REV003951,OP006696,L029846,2024-10-28,5259.59
REV003952,OP006697,L029848,2025-04-26,7868.99
REV003953,OP006698,L029853,2024-05-30,3528.07
REV003954,OP006699,L029860,2024-07-17,13555.23
REV003955,OP006700,L029861,2024-09-13,42508.87
REV003956,OP006701,L029862,2025-07-14,12981.27
REV003957,OP006702,L029865,2024-09-07,4335.82
REV003958,OP006703,L029869,2025-07-16,953.34
REV003959,OP006706,L029881,2025-01-05,3469.19
REV003960,OP006708,L029889,2026-01-11,1702.36
REV003961,OP006709,L029895,2025-07-30,18530.85
REV003962,OP006710,L029909,2026-05-21,539.31
REV003963,OP006712,L029925,2026-05-14,1095.84
REV003964,OP006713,L029927,2025-07-14,9684.21
REV003965,OP006714,L029929,2024-12-07,6303.68
REV003966,OP006716,L029936,2025-04-29,4408.96
REV003967,OP006719,L029942,2025-10-22,9103.85
REV003968,OP006720,L029945,2025-07-25,9141.15
REV003969,OP006721,L029956,2025-12-09,1106.12
REV003970,OP006723,L029969,2025-11-28,2829.32
REV003971,OP006724,L029971,2026-08-07,855.95
REV003972,OP006727,L029989,2026-09-15,768.46
REV003973,OP006729,L029999,2025-07-13,529.53
REV003974,OP006730,L030002,2024-04-23,7991.99
REV003975,OP006731,L030007,2026-02-23,11688.52
REV003976,OP006732,L030008,2026-09-10,1756.2
REV003977,OP006734,L030014,2025-01-10,1544.43
REV003978,OP006735,L030019,2025-02-14,630.63
REV003979,OP006740,L030054,2026-07-30,1151.74
REV003980,OP006741,L030056,2026-06-09,3252.77
REV003981,OP006742,L030058,2024-04-21,2429.61
REV003982,OP006745,L030072,2026-01-13,5015.41
REV003983,OP006746,L030074,2024-07-12,3468.56
REV003984,OP006747,L030080,2024-03-02,10403.46
REV003985,OP006748,L030081,2025-04-22,4100.4
REV003986,OP006750,L030101,2024-09-24,2854.9
REV003987,OP006753,L030116,2025-02-06,1554.26
REV003988,OP006754,L030119,2026-06-19,2666.08
REV003989,OP006755,L030122,2024-11-11,2657.43
REV003990,OP006757,L030126,2026-01-22,2832.65
REV003991,OP006758,L030127,2024-10-05,749.92
REV003992,OP006760,L030133,2024-07-17,883.44
REV003993,OP006761,L030137,2024-12-19,10995.88
REV003994,OP006764,L030144,2025-10-09,2188.92
REV003995,OP006765,L030147,2026-03-18,5126.31
REV003996,OP006766,L030149,2024-03-25,17603.67
REV003997,OP006769,L030163,2025-04-28,7686.68
REV003998,OP006771,L030168,2024-10-10,4586.41
REV003999,OP006773,L030178,2025-11-08,548.64
REV004000,OP006774,L030184,2025-07-31,781.9
REV004001,OP006776,L030190,2025-10-30,11734.6
REV004002,OP006777,L030195,2025-06-15,2536.56
REV004003,OP006778,L030200,2025-03-03,1421.3
REV004004,OP006779,L030213,2026-04-04,4748.81
REV004005,OP006780,L030214,2026-01-28,2978.54
REV004006,OP006782,L030240,2026-02-11,2705.33
REV004007,OP006785,L030254,2025-03-15,4290.91
REV004008,OP006786,L030256,2025-01-18,809.92
REV004009,OP006788,L030266,2025-07-10,1985.76
REV004010,OP006789,L030268,2026-03-21,6817.75
REV004011,OP006792,L030277,2026-07-01,9543.94
REV004012,OP006793,L030286,2025-10-07,3377.03
REV004013,OP006797,L030302,2024-08-09,521.52
REV004014,OP006801,L030322,2026-08-09,63729.42
REV004015,OP006802,L030327,2024-06-22,17521.12
REV004016,OP006809,L030349,2025-08-22,2841.3
REV004017,OP006812,L030367,2025-12-20,1056.12
REV004018,OP006816,L030380,2024-07-20,2231.28
REV004019,OP006817,L030381,2024-02-29,9534.96
REV004020,OP006818,L030382,2026-05-01,8630.33
REV004021,OP006819,L030384,2024-12-15,4998.68
REV004022,OP006821,L030388,2024-07-20,10988.78
REV004023,OP006822,L030397,2026-09-27,2659.12
REV004024,OP006823,L030399,2025-04-08,2063.65
REV004025,OP006824,L030403,2026-04-25,11565.53
REV004026,OP006825,L030404,2024-04-14,8618.92
REV004027,OP006828,L030418,2026-08-16,2212.21
REV004028,OP006830,L030425,2024-03-24,3599.99
REV004029,OP006831,L030432,2024-04-16,4172.04
REV004030,OP006834,L030441,2025-01-15,1995.87
REV004031,OP006835,L030444,2026-01-03,5959.4
REV004032,OP006836,L030459,2024-10-04,3791.26
REV004033,OP006838,L030466,2025-04-08,1980.82
REV004034,OP006839,L030473,2026-05-15,3277.05
REV004035,OP006840,L030474,2026-03-27,670.53
REV004036,OP006843,L030497,2025-09-29,4107.73
REV004037,OP006846,L030505,2025-03-18,2804.64
REV004038,OP006849,L030518,2025-03-31,4550.14
REV004039,OP006851,L030523,2026-04-10,9895.91
REV004040,OP006852,L030526,2025-03-03,2328.07
REV004041,OP006853,L030527,2025-12-18,1484.97
REV004042,OP006854,L030531,2024-02-15,842.33
REV004043,OP006856,L030544,2026-05-28,3259.37
REV004044,OP006857,L030545,2024-03-30,7063.06
REV004045,OP006859,L030548,2026-08-27,17890.69
REV004046,OP006862,L030565,2025-12-17,1412.32
REV004047,OP006863,L030573,2025-11-18,776.08
REV004048,OP006865,L030577,2024-08-17,559.09
REV004049,OP006866,L030581,2025-04-07,5181.3
REV004050,OP006867,L030582,2026-04-13,5228.6
REV004051,OP006868,L030583,2025-06-15,1563.95
REV004052,OP006875,L030616,2024-11-28,3678.78
REV004053,OP006877,L030626,2024-10-02,2275.22
REV004054,OP006879,L030638,2026-08-25,1697.84
REV004055,OP006880,L030653,2025-11-25,2082.17
REV004056,OP006885,L030673,2025-03-05,4261.72
REV004057,OP006886,L030674,2024-10-05,967.77
REV004058,OP006887,L030677,2025-10-13,3698.91
REV004059,OP006888,L030680,2025-03-12,498.57
REV004060,OP006891,L030697,2025-11-24,1957.93
REV004061,OP006894,L030723,2025-05-05,2689.53
REV004062,OP006895,L030725,2024-07-19,14586.32
REV004063,OP006897,L030731,2024-11-24,2727.1
REV004064,OP006898,L030732,2024-05-11,59487.36
REV004065,OP006900,L030736,2026-08-09,1897.64
REV004066,OP006902,L030741,2024-09-02,2470.86
REV004067,OP006903,L030742,2026-02-21,10686.15
REV004068,OP006909,L030777,2025-06-14,821.86
REV004069,OP006910,L030791,2024-05-31,1658.41
REV004070,OP006911,L030792,2025-09-30,539.6
REV004071,OP006912,L030793,2026-05-17,1118.35
REV004072,OP006913,L030803,2024-06-30,2960.93
REV004073,OP006914,L030804,2026-06-24,487.42
REV004074,OP006918,L030818,2026-03-23,829.94
REV004075,OP006919,L030819,2024-05-25,3091.85
REV004076,OP006920,L030820,2025-04-16,892.23
REV004077,OP006921,L030831,2026-05-27,4915.55
REV004078,OP006926,L030850,2026-07-20,2291.29
REV004079,OP006927,L030866,2025-03-10,3450.28
REV004080,OP006928,L030867,2024-02-17,543.93
REV004081,OP006930,L030876,2024-05-12,3028.19
REV004082,OP006931,L030883,2024-12-20,634.41
REV004083,OP006932,L030885,2024-06-20,3062.23
REV004084,OP006933,L030887,2025-10-31,2927.41
REV004085,OP006934,L030888,2024-03-03,5427.21
REV004086,OP006937,L030900,2024-05-20,768.73
REV004087,OP006938,L030901,2025-12-14,1872.16
REV004088,OP006939,L030902,2026-05-28,9726.96
REV004089,OP006940,L030904,2025-11-16,5111.48
REV004090,OP006941,L030909,2024-08-11,1221.09
REV004091,OP006942,L030911,2025-10-25,2259.7
REV004092,OP006944,L030922,2024-02-22,7490.01
REV004093,OP006945,L030923,2026-09-01,2664.99
REV004094,OP006948,L030929,2024-10-03,4290.44
REV004095,OP006952,L030944,2024-12-16,731.61
REV004096,OP006953,L030950,2024-09-05,2114.98
REV004097,OP006954,L030951,2025-01-21,3815.04
REV004098,OP006955,L030954,2024-03-03,1762.02
REV004099,OP006956,L030955,2025-09-30,3454.42
REV004100,OP006957,L030956,2026-08-07,2527.34
REV004101,OP006959,L030974,2025-08-26,690.89
REV004102,OP006960,L030975,2024-04-01,845.87
REV004103,OP006961,L030979,2025-09-26,1011.81
REV004104,OP006962,L030982,2026-02-21,2076.07
REV004105,OP006964,L030993,2024-02-22,3442.92
REV004106,OP006967,L031002,2026-01-23,2010.3
REV004107,OP006968,L031005,2024-07-02,1312.46
REV004108,OP006970,L031012,2025-12-09,551.6
REV004109,OP006971,L031014,2024-06-19,3050.48
REV004110,OP006972,L031016,2025-04-07,10820.45
REV004111,OP006974,L031019,2026-08-02,3498.6
REV004112,OP006979,L031033,2024-01-31,4868.5
REV004113,OP006982,L031042,2026-03-04,4551.26
REV004114,OP006983,L031054,2025-06-27,6267.97
REV004115,OP006985,L031063,2026-03-24,10553.9
REV004116,OP006986,L031064,2025-02-17,2168.95
REV004117,OP006987,L031075,2026-02-16,667.74
REV004118,OP006988,L031082,2025-02-24,2155.88
REV004119,OP006990,L031095,2025-02-15,3223.56
REV004120,OP006991,L031098,2024-07-08,4434.44
REV004121,OP006992,L031101,2024-12-02,8568.64
REV004122,OP006994,L031107,2025-11-19,23625.06
REV004123,OP006995,L031109,2024-07-07,2539.91
REV004124,OP006996,L031110,2026-03-16,1202.38
REV004125,OP006997,L031115,2026-06-06,1563.59
REV004126,OP006999,L031119,2024-09-15,4457.75
REV004127,OP007000,L031121,2026-05-17,2316.1
REV004128,OP007005,L031145,2025-02-01,2402.94
REV004129,OP007006,L031147,2024-12-16,3258.62
REV004130,OP007007,L031152,2026-01-21,20919.55
REV004131,OP007008,L031153,2024-08-20,486.6
REV004132,OP007009,L031154,2024-02-07,1836.61
REV004133,OP007014,L031186,2026-04-09,3437.19
REV004134,OP007016,L031209,2025-01-31,5142.76
REV004135,OP007017,L031216,2024-06-30,8166.58
REV004136,OP007019,L031218,2024-06-09,5003.51
REV004137,OP007021,L031224,2026-04-16,4053.03
REV004138,OP007023,L031229,2025-02-19,14227.53
REV004139,OP007025,L031232,2025-02-10,19589.34
REV004140,OP007027,L031239,2025-01-06,3357.69
REV004141,OP007031,L031264,2025-10-29,2294.69
REV004142,OP007035,L031281,2024-08-14,3172.05
REV004143,OP007036,L031287,2026-08-22,3530.59
REV004144,OP007037,L031294,2024-05-18,1294.99
REV004145,OP007038,L031301,2026-03-16,978.39
REV004146,OP007042,L031321,2025-02-19,3935.78
REV004147,OP007043,L031335,2025-03-16,3880.57
REV004148,OP007045,L031342,2024-12-21,316.28
REV004149,OP007046,L031344,2025-08-07,1003.39
REV004150,OP007047,L031348,2025-06-02,430.4
REV004151,OP007048,L031352,2025-03-16,3311.61
REV004152,OP007049,L031354,2024-11-09,13280.92
REV004153,OP007051,L031366,2026-06-14,742.22
REV004154,OP007053,L031378,2024-06-12,2713.98
REV004155,OP007058,L031400,2026-01-19,13358.49
REV004156,OP007062,L031415,2024-09-29,8283.75
REV004157,OP007063,L031417,2024-04-09,14145.76
REV004158,OP007064,L031420,2025-09-06,737.82
REV004159,OP007065,L031421,2026-09-28,2320.05
REV004160,OP007067,L031427,2024-10-29,2538.47
REV004161,OP007068,L031428,2024-10-20,20761.51
REV004162,OP007070,L031436,2024-04-11,2325.92
REV004163,OP007071,L031438,2024-04-26,1994.97
REV004164,OP007073,L031441,2024-07-29,3298.37
REV004165,OP007076,L031453,2026-05-18,4527.77
REV004166,OP007078,L031460,2026-02-24,2874.21
REV004167,OP007079,L031469,2024-12-06,2649.34
REV004168,OP007080,L031470,2025-04-12,817.62
REV004169,OP007081,L031475,2025-02-27,4491.75
REV004170,OP007083,L031483,2026-05-30,1647.97
REV004171,OP007087,L031502,2024-11-25,1714.47
REV004172,OP007089,L031516,2025-08-12,8387.05
